name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,length1,length2,minleft1,maxright1,minleft2,maxright2,relmean1,relmean2,relmin1,relmin2,relmax1,relmax2
gabT,CDS,NC_000913.3,gabD,CDS,NC_000913.3,58,0,5.875420111691566e-103,5.525454493949621e-100,3,+,2793361,2793396,2791853,2791886,+,35,34,2792714,2794142,2791262,2792690,0.5166,0.4009,0.0,0.0,1.0,0.9786
yecA,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,58,0,1.1147626429223057e-11,1.2865688320210483e-9,3,-,1991308,1991344,4106347,4106380,+,36,34,1990793,1991599,4106330,4106388,0.4131,0.3022,1.0,0.0,0.0301,1.0
yfgM,CDS,NC_000913.3,rprA,ncRNA,NC_000913.3,58,1,1.2537684622294432e-31,3.744903887308221e-29,3,-,2639010,2639043,1770434,1770468,+,33,34,2638969,2639099,1770398,1770479,0.3862,0.6049,0.5065,0.25,0.2968,1.0
rssA,CDS,NC_000913.3,gadF,ncRNA,NC_000913.3,58,0,3.6875095299399994e-44,1.5384527314428444e-41,3,+,1289328,1289359,3659041,3659076,+,32,35,1289126,1289939,3658994,3659082,0.1264,0.5533,0.0,0.0222,0.7669,1.0
insA-7,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,57,1,7.448771489565701e-8,5.747474501745805e-6,3,+,4518565,4518596,2167160,2167194,+,31,34,4518511,4518811,2167118,2167201,0.2521,0.5375,0.0,0.0465,1.0,1.0
udp,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,57,1,0.0004469698936157686,0.012127686643077555,3,+,4016582,4016618,2167157,2167191,+,37,35,4016203,4017204,2167132,2167201,0.247,0.5096,0.0,0.2093,1.0,1.0
trmJ,CDS,NC_000913.3,ynaL,CDS,NC_000913.3,57,0,9.46311132877617e-59,5.087797168598919e-56,2,-,2662225,2662261,1409216,1409250,+,36,35,2662119,2663341,1409215,1409251,1.0,0.0,1.0,0.0,0.0,0.0
mutS,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,57,0,8.430179731494141e-16,1.286661261300867e-13,3,+,2857165,2857199,3350656,3350690,+,34,34,2857024,2859404,3350640,3350697,0.0417,0.6614,0.0,0.525,0.9024,1.0
mlaE,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,57,0,1.9559375779112777e-10,2.0245126215073534e-8,3,-,3338689,3338726,2167157,2167190,+,37,34,3338457,3339241,2167114,2167200,0.6675,0.5018,1.0,0.0,0.009,1.0
oxyR,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,57,0,1.2192741517448328e-10,1.28774873272051e-8,3,+,4158594,4158628,2167152,2167185,+,35,34,4158468,4159175,2167116,2167200,0.1515,0.4496,0.0,0.0233,0.747,1.0
osmE,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,57,0,3.6886880722845513e-6,0.00020950748327160204,3,-,1822158,1822193,4106346,4106379,+,36,34,1821907,1822276,4106328,4106387,0.1838,0.2819,1.0,0.0,0.0,1.0
fnrS,ncRNA,NC_000913.3,iscR,CDS,NC_000913.3,57,0,4.746037655432956e-10,4.758595784626782e-8,3,+,1409156,1409187,2661983,2662015,-,31,32,1409128,1409232,2661604,2662148,0.4939,0.3012,0.0,1.0,0.8729,0.0
nagE,CDS,NC_000913.3,cof,CDS,NC_000913.3,57,0,6.928769187089782e-98,6.037818462995742e-95,3,+,703902,703939,468224,468257,+,37,34,703844,704320,468145,468271,0.0,0.9931,0.0,0.8961,0.1932,1.0
micA,ncRNA,NC_000913.3,bamE,CDS,NC_000913.3,57,0,2.5655747912351154e-12,3.101678692880902e-10,3,+,2814803,2814840,2753902,2753929,+,38,28,2814800,2814860,2753568,2753971,0.5439,0.8717,0.0,0.0,0.8169,1.0
bssR,CDS,NC_000913.3,allR,CDS,NC_000913.3,57,0,1.296202538229188e-49,6.035220680939275e-47,3,+,878421,878455,533775,533809,+,35,34,878216,878664,533081,533864,0.5415,0.9382,0.0,0.0859,1.0,1.0
ychN,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,57,0,1.0616945551346468e-14,1.5310323222405258e-12,3,-,1273276,1273310,2167158,2167192,+,34,35,1271840,1273602,2167113,2167200,0.8185,0.5151,1.0,0.0,0.0,1.0
sucA,CDS,NC_000913.3,sucC,CDS,NC_000913.3,57,0,2.147122893428639e-17,3.5142272414030873e-15,3,+,760676,760712,763478,763510,+,36,32,758716,761516,762926,764179,0.7163,0.3986,0.0036,0.0,1.0,0.9991
solA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,56,0,0.0025174430515031852,0.042600536398357126,3,-,1119553,1119586,507246,507280,+,34,34,1119510,1120583,507216,507288,0.8936,0.5153,0.9624,0.1446,0.0027,1.0
kptA,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,56,0,1.6418411567882837e-9,1.5600064064992831e-7,3,+,4561032,4561063,4106346,4106379,+,32,33,4560893,4561558,4106330,4106387,0.2418,0.2932,0.0,0.0,1.0,1.0
yehA,CDS,NC_000913.3,arcA,CDS,NC_000913.3,56,0,5.2491611467291435e-89,4.166459518336387e-86,3,-,2187327,2187364,4640288,4640312,-,37,24,2187298,2187382,4640245,4640330,1.0,0.0245,1.0,0.0852,0.9981,0.0
lysR,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,56,0,2.653847558356967e-31,7.8609061273278e-29,3,+,2979214,2979251,3350659,3350693,+,37,35,2979038,2979309,3350641,3350698,0.2461,0.6854,0.0182,0.5333,0.308,1.0
alsE,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,56,0,3.708200370393554e-50,1.7436619008983232e-47,3,-,4307982,4308020,2167160,2167194,+,38,34,4307789,4308077,2167133,2167201,0.6586,0.5426,0.9914,0.2209,0.577,1.0
metY:yhbX,IGR,NC_000913.3,cyaR,ncRNA,NC_000913.3,56,1,2.1812451474377235e-5,0.0010005636948690827,3,-,3318294,3318329,2167157,2167190,+,36,34,3318271,3318375,2167117,2167200,0.9724,0.501,1.0,0.0349,0.9413,1.0
blr,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,56,0,1.8631996731881596e-20,3.57523551026473e-18,3,+,1704673,1704708,3350653,3350685,+,35,32,1704512,1704787,3350640,3350697,1.0,0.6414,0.0,0.525,1.0,1.0
gcd,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,56,0,4.347937341406547e-8,3.4811841565284587e-6,3,-,139767,139799,2167157,2167190,+,33,34,136899,141238,2167124,2167200,0.5964,0.5006,1.0,0.1163,0.0,1.0
insH-10,CDS,NC_000913.3,insH-7,CDS,NC_000913.3,56,5,3.188373785801046e-81,2.3176874668662746e-78,3,-,3366277,3366311,2102297,2102328,-,34,32,3365704,3366709,2101744,2102792,0.4002,0.6043,0.998,1.0,0.0089,0.1171
yfcD,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,56,1,9.424040338341223e-13,1.1819538479273804e-10,3,-,2413940,2413971,1622829,1622861,-,32,33,2413171,2419180,1622816,1622882,1.0,0.8739,1.0,1.0,0.0,0.3299
tabA,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,56,0,2.0104588881250328e-24,4.646263431378786e-22,3,+,4475155,4475188,3350655,3350687,+,34,33,4474876,4475271,3350640,3350697,0.7217,0.653,0.031,0.525,0.9049,1.0
tdh,CDS,NC_000913.3,kbl,CDS,NC_000913.3,55,0,2.7385160646812984e-90,2.2043661854888852e-87,3,-,3790791,3790826,3792147,3792179,-,35,33,3790287,3791286,3791427,3792540,0.5057,0.3372,1.0,0.9398,0.0576,0.0092
dcuA,CDS,NC_000913.3,micF,ncRNA,NC_000913.3,55,0,6.100211568344109e-22,1.255973617646525e-19,3,-,4366657,4366691,2313135,2313169,+,35,34,4365560,4366791,2313105,2313177,0.0623,0.5591,0.9324,0.2283,0.0,1.0
glpF,CDS,NC_000913.3,glpX,CDS,NC_000913.3,55,0,5.086197662137318e-10,5.076435013034511e-8,3,-,4117594,4117628,4114881,4114914,-,34,34,4117227,4118084,4114520,4115579,0.5467,0.6909,1.0,1.0,0.0071,0.0
glyQ,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,55,1,1.6173908132694787e-13,2.1496210215614016e-11,3,-,3725136,3725168,3350657,3350691,+,32,35,3724621,3725333,3350623,3350697,0.1642,0.6733,0.7651,0.3833,0.0,1.0
ycgB,CDS,NC_000913.3,aceK,CDS,NC_000913.3,55,0,3.7698307178033874e-7,2.6092319715800604e-5,3,-,1236780,1236814,4218898,4218932,+,34,35,1234720,1237259,4218753,4218964,0.2782,0.1742,1.0,0.0904,0.0,0.212
insZ,CDS,NC_000913.3,dsrA,ncRNA,NC_000913.3,55,0,1.0184834425564603e-63,5.8511873774868643e-61,3,-,1292917,1292953,2025232,2025266,-,37,34,1292904,1292960,2025223,2025291,1.0,0.9313,1.0,1.0,1.0,0.2558
yfiF,CDS,NC_000913.3,sucD,CDS,NC_000913.3,55,0,2.779385476244785e-12,3.355895975537729e-10,3,-,2716444,2716480,765099,765132,+,36,34,2716432,2716510,765048,765150,1.0,1.0,1.0,0.9988,1.0,1.0
ycaC,CDS,NC_000913.3,raiA,CDS,NC_000913.3,55,0,2.2099780508804113e-12,2.6946412732326697e-10,3,-,945500,945535,2737454,2737487,+,36,34,945081,945577,2737381,2737544,0.0345,0.8811,0.7604,0.6657,0.0,1.0
ydiU,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,55,0,7.424693164063106e-15,1.0788787182489087e-12,3,-,1787356,1787392,3350657,3350690,+,36,34,1787219,1790778,3350642,3350698,1.0,0.6691,1.0,0.5417,0.3245,1.0
dsbA,CDS,NC_000913.3,micL,ncRNA,NC_000913.3,55,3,1.4909092030133893e-63,8.53087468307372e-61,3,+,4043837,4043872,1958466,1958497,-,36,31,4043622,4043975,1958440,1958520,0.7268,0.6727,0.3259,1.0,0.8898,0.0
opgE,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,55,0,1.4823879312058215e-25,3.540732655263715e-23,3,-,851894,851928,2167152,2167185,+,34,34,850083,852509,2167114,2167200,0.4225,0.4436,1.0,0.0,0.0556,1.0
rhlB,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,55,0,6.862574350503174e-5,0.0026493758113054875,3,-,3964846,3964882,3350655,3350687,+,36,33,3964521,3964975,3350642,3350697,0.5908,0.6536,0.8767,0.5417,0.5178,1.0
nnr,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,55,2,4.5728744892716505e-35,1.5169379877379922e-32,3,+,4394407,4394441,1923116,1923150,-,35,34,4393816,4395539,1923103,1923195,0.2427,0.8748,0.0,1.0,0.9522,0.1165
gnsB,CDS,NC_000913.3,uhpT,CDS,NC_000913.3,55,0,1.2310664420178554e-42,5.004206059712866e-40,3,-,1637677,1637710,3845733,3845767,-,34,34,1637635,1637777,3845730,3845779,0.4111,1.0,0.8497,1.0,0.0289,0.9978
ubiE,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,55,0,1.675057889385839e-6,0.00010231749103885823,3,+,4019028,4019062,4106347,4106381,+,34,34,4018794,4019582,4106330,4106387,0.275,0.3136,0.0,0.0,0.9629,1.0
cydB,CDS,NC_000913.3,cydA,CDS,NC_000913.3,55,0,2.123579857552712e-64,1.2425427670828756e-61,3,+,773609,773645,772038,772071,+,37,33,773019,774200,771206,772900,0.5302,0.3704,0.0,0.0,1.0,0.9196
aphA,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,55,1,1.4282731246936143e-5,0.00069381057522621,3,+,4269655,4269688,3350659,3350694,+,34,35,4269363,4269969,3350645,3350698,0.3855,0.6889,0.0,0.5667,0.7784,1.0
omrB,ncRNA,NC_000913.3,ypfG,CDS,NC_000913.3,55,0,4.545111922585946e-26,1.1060108732405725e-23,3,-,2976346,2976381,2582695,2582729,-,36,34,2976333,2976386,2581895,2582792,0.046,0.0781,0.642,0.8456,0.0,0.0
sufB,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,55,0,1.7389083754738e-5,0.0008255671766211434,3,-,1763401,1763437,2167158,2167191,+,37,34,1762769,1763994,2167114,2167200,0.3842,0.5118,0.8339,0.0,0.0101,1.0
waaF,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,55,0,4.4256919606320093e-13,5.696069447000959e-11,3,+,3795491,3795528,2167161,2167195,+,37,35,3795001,3795890,2167117,2167201,0.5727,0.5501,0.0688,0.0349,0.9187,1.0
rseD,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,55,0,3.368861873215683e-16,5.231411054477141e-14,3,-,2710026,2710058,1923104,1923139,-,33,35,2709994,2710168,1923104,1923156,0.6787,0.9908,1.0,1.0,0.0,0.4951
mlaA,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,55,1,4.895534004664866e-15,7.16115095327137e-13,3,-,2464738,2464774,4106347,4106381,+,37,35,2464308,2465006,4106342,4106387,0.3075,0.3021,0.9258,0.2105,0.0013,1.0
rpoE,CDS,NC_000913.3,micL,ncRNA,NC_000913.3,55,0,5.170662971046779e-33,1.6085051909669453e-30,3,-,2709969,2710001,1958450,1958484,-,32,34,2709762,2710029,1958440,1958520,0.0183,0.8766,0.4348,1.0,0.0,0.0
ryeA:holE,IGR,NC_000913.3,cyaR,ncRNA,NC_000913.3,55,0,1.5991132010153343e-6,9.831078853413625e-5,3,+,1923390,1923421,2167150,2167184,+,32,34,1923301,1923759,2167114,2167200,0.0693,0.43,0.0,0.0,0.2879,1.0
osmB:osmB,IGR,NC_000913.3,arcZ,ncRNA,NC_000913.3,54,1,1.2132407038409843e-52,5.950350517055011e-50,3,-,1339554,1339590,3350658,3350693,+,36,35,1339409,1340466,3350642,3350697,0.948,0.6789,1.0,0.5417,0.694,1.0
hemF:intZ,IGR,NC_000913.3,malG,CDS,NC_000913.3,54,0,4.656081631253783e-60,2.5563772119249094e-57,3,+,2557531,2557567,4242535,4242569,-,37,35,2557379,2557718,4242529,4242606,0.7545,1.0,0.7098,1.0,0.7899,1.0
ybiO,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,54,0,2.5450101265617527e-8,2.105707681719003e-6,3,-,845341,845374,2167159,2167193,+,34,34,844145,845498,2167117,2167200,0.0472,0.5308,0.6,0.0349,0.0,1.0
mutT,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,54,0,9.993817404509988e-6,0.0005068989421591189,3,+,111418,111455,507247,507281,+,38,34,111174,111697,507209,507288,1.0,0.5241,0.3342,0.0602,1.0,1.0
sra,CDS,NC_000913.3,allE,CDS,NC_000913.3,54,0,7.286925160605426e-61,4.0397352108265316e-58,3,-,1555875,1555911,543196,543229,-,37,34,1555669,1555967,543190,543242,0.3748,1.0,1.0,1.0,0.0,1.0
rplO,CDS,NC_000913.3,secY,CDS,NC_000913.3,53,1,2.144012497916393e-93,1.8021848062131917e-90,3,-,3444299,3444333,3443066,3443099,-,35,33,3444092,3444547,3442734,3443378,0.4737,0.7739,1.0,1.0,0.0,0.5402
arcA,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,53,0,1.6187813182123055e-24,3.750203042172625e-22,3,-,4640301,4640334,1923117,1923151,-,34,34,4639722,4640506,1923104,1923205,0.0,0.8687,0.8156,1.0,0.0,0.0194
oppF,CDS,NC_000913.3,oppD,CDS,NC_000913.3,53,0,1.9230673251303664e-96,1.650547832622133e-93,3,+,1306437,1306471,1305116,1305148,+,35,33,1305846,1307014,1304772,1305595,0.7045,0.3575,0.0817,0.0178,1.0,0.8302
gyrA,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,53,0,3.413286961584938e-5,0.0014725555583308876,3,-,2337796,2337833,3350657,3350691,+,37,34,2336763,2339313,3350640,3350697,0.604,0.6734,1.0,0.525,0.0407,1.0
bssR,CDS,NC_000913.3,ymgC,CDS,NC_000913.3,53,0,3.196131590878433e-30,9.080200289970001e-28,3,+,878369,878404,1216681,1216712,+,36,32,878217,878650,1216677,1216718,0.4075,0.0,0.0,0.0,1.0,0.0
ldtE:ldtE,IGR,NC_000913.3,sdsR,ncRNA,NC_000913.3,53,0,9.599904131619158e-39,3.585205612205953e-36,3,-,1757268,1757300,1923112,1923146,-,33,34,1756795,1757347,1923103,1923192,0.0815,0.9163,0.3248,1.0,0.0592,0.1456
plsB,CDS,NC_000913.3,omrB,ncRNA,NC_000913.3,53,0,1.2269052062972623e-36,4.270635782754503e-34,3,-,4246577,4246610,2976308,2976343,-,34,35,4246410,4254528,2976303,2976375,1.0,0.9478,1.0,1.0,0.7998,0.1235
cspE,CDS,NC_000913.3,malG,CDS,NC_000913.3,53,1,8.048546893030887e-7,5.254179918128149e-5,3,+,657359,657392,4242556,4242588,-,34,33,657258,657513,4242530,4242845,0.4831,1.0,0.0,1.0,1.0,0.7539
hcaT,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,53,0,1.687581402442527e-19,3.0885015786050285e-17,3,-,2663312,2663341,1409184,1409216,+,29,32,2663308,2663348,1409128,1409250,1.0,0.4715,1.0,0.0,1.0,1.0
yccU,CDS,NC_000913.3,sucD,CDS,NC_000913.3,53,0,4.117595478853751e-15,6.057393220910346e-13,3,+,1027926,1027961,765093,765127,+,36,34,1027877,1028012,765012,765149,0.0381,1.0,0.0,0.9574,0.1598,1.0
pykA,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,53,0,3.8610055891096084e-20,7.276463390396569e-18,3,+,1937797,1937833,2814831,2814864,+,37,34,1937626,1939207,2814800,2814878,0.1279,0.4201,0.0,0.0,1.0,1.0
ycbK,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,53,0,1.91322903586357e-42,7.74401193504824e-40,3,+,983051,983087,1923119,1923152,-,37,34,982969,983530,1923104,1923195,0.0235,0.8544,0.0,1.0,0.8303,0.1165
amyA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,53,0,0.0030735151846065702,0.04860448964337707,3,+,2007456,2007492,2167157,2167191,+,37,35,2006138,2007785,2167123,2167200,0.8989,0.5061,0.0,0.1047,1.0,1.0
yfgJ,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,53,0,1.2348104719442809e-17,2.048089136213427e-15,3,-,2635474,2635509,2167159,2167193,+,35,35,2635364,2635816,2167129,2167200,1.0,0.5276,1.0,0.1744,0.0,1.0
ybbY,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,53,0,1.3506650987689665e-34,4.408645145755035e-32,3,+,540729,540760,2167157,2167191,+,32,35,540573,541251,2167117,2167200,0.1506,0.5044,0.0061,0.0349,0.5273,1.0
yebE,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,53,0,6.683703131105658e-21,1.3116629301754955e-18,3,-,1929479,1929515,4106349,4106382,+,36,34,1929240,1929724,4106342,4106388,0.2912,0.338,0.7086,0.2105,0.0,1.0
ubiA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,53,0,0.0018013131392506463,0.03395883438013564,3,+,4253629,4253660,2167156,2167189,+,31,33,4253001,4254119,2167125,2167200,0.7386,0.4982,0.0,0.1279,1.0,1.0
yqeG,CDS,NC_000913.3,aceK,CDS,NC_000913.3,53,1,7.389933344945118e-30,2.076702452178305e-27,3,+,2987045,2987077,4218876,4218911,+,33,36,2987039,2987126,4218508,4218964,1.0,0.1616,0.9699,0.0,1.0,0.212
fnrS,ncRNA,NC_000913.3,gltA,CDS,NC_000913.3,53,0,7.562113999597886e-6,0.000396328767410965,3,+,1409148,1409181,753508,753542,-,34,34,1409128,1409239,753194,754483,0.4482,0.7477,0.0,0.993,0.9322,0.0
gcvB,ncRNA,NC_000913.3,prmB,CDS,NC_000913.3,53,1,0.0009091890444850858,0.020856161375311072,3,+,2942735,2942769,2447499,2447526,-,34,28,2942695,2942885,2447474,2447818,0.3583,1.0,0.0,1.0,0.9265,0.6674
yfgD,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,53,1,7.324966169255335e-16,1.1197766952047459e-13,3,+,2617696,2617732,3350657,3350691,+,37,34,2617560,2618008,3350641,3350697,0.4314,0.6712,0.0,0.5333,1.0,1.0
sra,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,53,0,1.1630386541062742e-5,0.0005812174510082269,3,-,1555882,1555914,1923109,1923144,-,33,35,1555703,1555983,1923104,1923195,0.3526,0.945,1.0,1.0,0.0,0.1165
pgpC,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,52,0,1.1389948328758268e-19,2.096633434222433e-17,3,-,2698274,2698309,2167160,2167194,+,36,35,2698028,2698430,2167114,2167201,0.3783,0.5382,0.822,0.0,0.189,1.0
tfaE:tfaE,IGR,NC_000913.3,aceA,CDS,NC_000913.3,52,0,7.604673469980845e-22,1.5567291053290097e-19,3,-,1203770,1203805,4217597,4217631,+,35,34,1203750,1203821,4217142,4218411,0.8776,0.3748,0.8886,0.0253,0.8747,0.9985
yqcA,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,52,0,2.039577297842251e-15,3.0556342280480813e-13,3,-,2922821,2922856,3350654,3350687,+,36,33,2922494,2923011,3350593,3350701,0.2829,0.6494,1.0,0.1333,0.0,1.0
cfa,CDS,NC_000913.3,arrS,ncRNA,NC_000913.3,52,0,3.88580842412106e-10,3.923702629589455e-8,3,+,1741366,1741397,3657991,3658024,-,31,34,1741254,1742597,3657984,3658042,0.0,0.9234,0.0,1.0,1.0,0.1765
ilvM,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,52,0,1.0719317619263562e-19,1.97446088832863e-17,3,+,3952400,3952438,2942776,2942808,+,38,32,3952387,3952478,2942695,2942901,0.9035,0.3961,0.7072,0.0,1.0,1.0
asd,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,52,0,2.524233594446075e-23,5.537224104731316e-21,3,-,3573703,3573739,1923111,1923144,-,37,34,3573483,3574845,1923104,1923196,1.0,0.9319,1.0,1.0,0.0299,0.1068
osmY,CDS,NC_000913.3,glpX,CDS,NC_000913.3,52,0,1.3194910288320905e-49,6.133631446129884e-47,3,+,4611450,4611485,4114528,4114562,-,36,34,4611206,4612054,4114519,4114605,0.148,1.0,0.0,1.0,1.0,0.9644
glpC,CDS,NC_000913.3,glpA,CDS,NC_000913.3,52,0,1.2193939408578791e-48,5.604334552182812e-46,3,+,2355975,2356007,2353702,2353734,+,33,32,2355522,2356716,2352691,2354275,0.4091,0.6486,0.0008,0.027,1.0,1.0
ompA,CDS,NC_000913.3,tdcG,CDS,NC_000913.3,52,0,3.936511435728711e-12,4.701243950686368e-10,3,-,1019949,1019984,3258248,3258282,-,35,34,1019544,1020070,3258233,3258337,0.0655,1.0,0.4894,1.0,0.0,0.9619
prfB2,CDS,NC_000913.3,aceK,CDS,NC_000913.3,52,0,5.613792193420088e-16,8.637480092329594e-14,3,-,3035921,3035957,4218925,4218958,+,36,34,3035176,3036219,4218848,4218967,0.2435,0.1897,1.0,0.1452,0.0,0.2137
nuoC,CDS,NC_000913.3,nuoA,CDS,NC_000913.3,52,0,8.462274593181936e-93,6.9691967337467605e-90,3,-,2403373,2403407,2404912,2404943,-,34,32,2402386,2403856,2404637,2405077,0.2446,0.3597,0.8151,0.9819,0.0,0.0
mioC,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,52,0,7.73660465683092e-22,1.582599404288072e-19,3,-,3926303,3926340,4106347,4106381,+,38,35,3925772,3926457,4106332,4106389,0.2582,0.3006,1.0,0.0351,0.0,1.0
fnrS,ncRNA,NC_000913.3,maeA,CDS,NC_000913.3,51,0,1.0986597375816836e-13,1.4767230638838484e-11,3,+,1409136,1409171,1555538,1555573,-,36,35,1409128,1409225,1553937,1555687,0.3641,0.0766,0.0,1.0,0.8136,0.0
rcsC,CDS,NC_000913.3,gatA,CDS,NC_000913.3,51,0,6.028226800049182e-12,7.083526940732431e-10,3,-,2312776,2312815,2174585,2174613,-,39,28,2312738,2312830,2174567,2175021,1.0,1.0,1.0,1.0,1.0,0.0619
ftsA,CDS,NC_000913.3,malG,CDS,NC_000913.3,51,0,2.536395237936219e-39,9.61104914681385e-37,3,+,105180,105217,4242548,4242582,-,37,34,104050,105289,4242528,4243216,0.9787,1.0,0.0539,1.0,1.0,0.3371
macB,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,51,0,1.6971538591739903e-5,0.0008078974047433126,3,+,921587,921621,2167156,2167188,+,34,33,920365,922319,2167117,2167200,0.6549,0.4897,0.0092,0.0349,1.0,1.0
lysP,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,51,0,3.2981974704792004e-9,3.037582306425304e-7,3,-,2248133,2248168,2167159,2167193,+,36,34,2246859,2248462,2167114,2167200,0.2476,0.5317,1.0,0.0,0.0477,1.0
ybeL,CDS,NC_000913.3,rprA,ncRNA,NC_000913.3,51,0,1.845351671017364e-36,6.3815127349483e-34,3,+,675482,675515,1770436,1770469,+,34,33,675068,675645,1770429,1770478,1.0,0.6227,0.1037,0.5481,1.0,1.0
astA,CDS,NC_000913.3,astC,CDS,NC_000913.3,51,0,1.250041788192497e-101,1.1453437544341749e-98,3,-,1830129,1830165,1831575,1831608,-,36,33,1829717,1830754,1830816,1831988,0.58,0.3329,1.0,0.9557,0.0106,0.0
glpT,CDS,NC_000913.3,glpA,CDS,NC_000913.3,51,1,5.997142833715347e-13,7.632415563880552e-11,3,-,2351718,2351753,2353346,2353379,+,35,33,2351006,2352362,2352673,2354221,0.4567,0.4299,1.0,0.016,0.0088,0.9668
ygeR,CDS,NC_000913.3,aceK,CDS,NC_000913.3,51,0,2.1689241121741902e-5,0.000995944745366405,3,-,2999034,2999064,4218905,4218937,+,30,33,2998986,2999486,4218842,4218964,1.0,0.1782,1.0,0.1417,0.5364,0.212
grxC,CDS,NC_000913.3,sucD,CDS,NC_000913.3,51,1,3.785254831159782e-14,5.258975790583335e-12,3,-,3784126,3784162,765097,765131,+,36,34,3784113,3784440,765049,765150,1.0,1.0,1.0,1.0,0.008,1.0
evgA,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,51,1,1.249593521672758e-6,7.867747301793186e-5,3,+,2483931,2483965,4106347,4106379,+,34,33,2483647,2484357,4106330,4106389,0.3423,0.2996,0.0,0.0,0.9805,1.0
glgB,CDS,NC_000913.3,glgX,CDS,NC_000913.3,51,0,7.035335706416789e-81,5.088154772118977e-78,3,-,3572207,3572242,3570498,3570531,-,36,33,3571300,3573386,3569420,3571317,0.5764,0.4158,1.0,0.9625,0.0531,0.001
ytfK,CDS,NC_000913.3,ymfH,CDS,NC_000913.3,51,0,5.652288631804033e-6,0.0003068452943817533,3,+,4439647,4439679,1201198,1201232,-,33,34,4439531,4439779,1201195,1201258,0.451,0.5836,0.0,0.5949,0.932,0.3923
dcuA,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,51,0,2.9725681102579456e-19,5.3508479352761976e-17,3,-,4366660,4366692,1923107,1923141,-,33,35,4365835,4366765,1923102,1923207,0.0617,0.9695,0.721,1.0,0.0061,0.0
yhcO,CDS,NC_000913.3,sdsR,ncRNA,NC_000913.3,51,0,8.510196056335395e-7,5.5302106879016725e-5,3,-,3385466,3385501,1923111,1923145,-,36,35,3384251,3386058,1923103,1923195,1.0,0.929,1.0,1.0,0.261,0.1165
mazG,CDS,NC_000913.3,micF,ncRNA,NC_000913.3,51,0,2.2646338188710766e-29,6.2590876426280405e-27,3,-,2909938,2909976,2313134,2313167,+,39,34,2909678,2910647,2313099,2313177,0.8958,0.5507,1.0,0.163,0.048,1.0
