name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,relpos1,relpos2,length1,length2,minleft1,maxright1,minleft2,maxright2
VC2770,CDS,NC_002505,VC2766,CDS,NC_002505,32,1,2.755341571848108e-20,6.462516705389023e-18,2,-,2955740,2955782,2953684,2953716,-,0.6093,0.21,43,32,2955398,2956249,2952766,2954052
VC0418,CDS,NC_002505,VC0416,CDS,NC_002505,32,0,1.5270037683263498e-43,7.077013677645744e-41,2,+,444942,444983,443672,443706,+,0.3852,0.4927,42,35,444580,445199,443276,444118
VC0720,CDS,NC_002505,VC0721,CDS,NC_002505,32,1,2.1183716617593226e-68,1.604027186198655e-65,2,+,773442,773514,774766,774804,+,0.643,0.4593,72,38,773030,774207,774278,775252
VCA0590,CDS,NC_002506,VCA0588,CDS,NC_002506,32,1,7.992316507293375e-58,4.942857009693422e-55,2,-,527864,527920,525983,526015,-,0.6392,0.2555,57,32,527470,528425,524862,526425
VC0745,3UTR,NC_002505,VC0648,5UTR,NC_002505,32,0,8.012248783202722e-27,2.39589158042171e-24,2,-,798785,798814,692428,692461,+,0.1867,0.6069,29,33,798782,798816,692423,692463
Vcr103,sRNA,NC_002506,Qrr1,sRNA,NC_002505,32,3,7.472348652097013e-65,5.315785042291189e-62,2,-,776905,776944,1089988,1090021,-,0.4321,0.385,40,34,776887,776967,1089964,1090056
VC1288,CDS,NC_002505,VC1287,CDS,NC_002505,32,0,1.2852468835393596e-63,8.899240967160227e-61,2,-,1365244,1365282,1363635,1363676,-,0.5879,0.4037,39,42,1364569,1366204,1362398,1364456
VC0149,CDS,NC_002505,VC0150,CDS,NC_002505,32,2,5.457139943841647e-37,2.1812765079299706e-34,2,+,139128,139174,140392,140426,+,0.7112,0.5091,46,34,138832,139716,140014,140870
VC0401,CDS,NC_002505,VC0402,CDS,NC_002505,32,5,5.562088418431262e-27,1.6685267670683067e-24,2,+,427493,427530,429057,429097,+,0.6247,0.172,37,40,427388,427706,428637,429394
VC2401,CDS,NC_002505,VC2403,CDS,NC_002505,32,0,3.881106521537336e-39,1.633743975932709e-36,2,-,2570366,2570428,2572784,2572816,-,0.6249,0.559,63,32,2569956,2570898,2572262,2573566
VC1673,CDS,NC_002505,VC1674,CDS,NC_002505,32,0,3.3387383650342745e-59,2.111695902634346e-56,2,-,1807403,1807593,1809357,1809395,-,0.487,0.5518,191,38,1805861,1808908,1808900,1809922
VCA0691,5UTR,NC_002506,VCA0690,CDS,NC_002506,32,1,6.147163743407086e-30,2.0372934950656365e-27,2,-,630105,630143,628655,628695,-,0.7665,0.5094,38,41,630043,630248,628073,629107
VC0254,CDS,NC_002505,VC0258:VC0262,IGR,NC_002505,32,5,8.021771776746459e-13,1.2788872350406919e-10,2,+,261502,261560,265236,265270,+,0.3701,0.7184,58,34,261008,261905,264454,266913
VC2404,CDS,NC_002505,VC2403,CDS,NC_002505,32,1,1.1125699207706803e-40,4.854384427348733e-38,2,-,2574112,2574150,2572671,2572703,-,0.5027,0.6434,39,33,2573590,2574654,2572206,2573525
VC2152,CDS,NC_002505,VC2153,CDS,NC_002505,32,0,4.640758969473002e-58,2.8890739802884224e-55,2,+,2303531,2303591,2304853,2304883,+,0.7649,0.2555,61,30,2303270,2304225,2304469,2305060
VC2050,CDS,NC_002505,VC2052,CDS,NC_002505,32,0,1.1915183463550416e-36,4.729969625400073e-34,2,-,2207674,2207717,2209335,2209408,-,0.6073,0.5436,43,73,2207472,2207964,2208589,2210386
VCA0013,CDS,NC_002506,VCA0015,CDS,NC_002506,32,0,5.3145108341619115e-21,1.2832830131171425e-18,2,+,13532,13581,17932,17970,+,0.4859,0.6464,50,38,12555,14684,17241,19302
VC0327,CDS,NC_002505,VC0325,CDS,NC_002505,32,2,2.3631640850942905e-40,1.0227988869848437e-37,2,+,339945,339983,338601,338633,+,0.513,0.4408,39,33,339780,340131,338343,338919
VC2606,CDS,NC_002505,VC2604,CDS,NC_002505,32,2,1.2652271395973356e-35,4.91372307922411e-33,2,-,2775769,2775806,2774278,2774314,-,0.4762,0.346,37,37,2774961,2776581,2773918,2774522
VC1284,CDS,NC_002505,VC1282,CDS,NC_002505,32,0,2.9661078198022303e-61,1.9634616368630147e-58,2,+,1359569,1359620,1358038,1358071,+,0.5799,0.4318,52,34,1359039,1360310,1357489,1358644
VCA0239:VCA0247,IGR,NC_002506,VCA0238,CDS,NC_002506,31,2,1.6710234177377602e-57,1.0192091819103842e-54,2,+,261799,261837,259849,259887,+,0.9174,0.3056,39,38,261283,263512,259117,260368
VCA1036:VCA1042,IGR,NC_002506,VCA1043,CDS,NC_002506,31,1,1.1217297641229458e-50,6.026234943725595e-48,2,-,992329,992368,993722,993755,-,0.1269,0.5749,39,33,990832,992917,993416,994206
VC0643,CDS,NC_002505,VC0641,CDS,NC_002505,31,2,1.0022441332631547e-31,3.4988128855342287e-29,2,+,685959,685995,683571,683604,+,0.7692,0.4428,37,34,685314,687297,683369,683826
Qrr2,sRNA,NC_002506,VC0884,5UTR,NC_002505,31,2,2.6885843350920236e-59,1.707659445340664e-56,2,+,48469,48497,944324,944355,+,0.5154,0.0425,29,31,48446,48545,944219,944384
VC2657,CDS,NC_002505,VC2659,3UTR,NC_002505,31,0,3.738680479150594e-36,1.4671202064833629e-33,2,+,2828831,2828871,2830111,2830143,+,0.6419,0.5324,41,33,2828560,2829118,2830067,2830177
VC2135,CDS,NC_002505,VC2134,CDS,NC_002505,31,1,2.1292433408184274e-20,5.014348080987777e-18,2,-,2289787,2289826,2288490,2288523,-,0.2508,0.3531,40,33,2289394,2290160,2288325,2288649
VC0556,CDS,NC_002505,VC0557,CDS,NC_002505,31,0,6.785673500863085e-53,3.783163769475634e-50,2,+,590627,590669,591986,592018,+,0.6548,0.3977,42,33,590145,591123,591679,592239
VC2438,CDS,NC_002505,VqmR,sRNA,NC_002506,31,0,0.0015914705257561391,0.036534748019367624,2,-,2614994,2615089,1031532,1031565,+,0.4625,0.1497,96,34,2613771,2616304,1031475,1031589
VC2465,CDS,NC_002505,VC2464,CDS,NC_002505,31,5,1.4748796773413223e-21,3.6515643537807007e-19,2,-,2648380,2648418,2647229,2647269,-,0.1496,0.6244,38,41,2648199,2648542,2647090,2647545
VC1520,CDS,NC_002505,VC1521,CDS,NC_002505,31,3,5.407676683008506e-58,3.3581806054866065e-55,2,-,1633648,1633695,1635338,1635399,-,0.5225,0.652,48,62,1633002,1634418,1634690,1636466
VC2051,CDS,NC_002505,VC2052,CDS,NC_002505,31,0,7.840463880766185e-36,3.056014677461457e-33,2,-,2208175,2208210,2209694,2209755,-,0.6131,0.3662,36,61,2207966,2208526,2208951,2210465
VC0412,CDS,NC_002505,VC0411,CDS,NC_002505,31,0,2.5227199465522573e-8,2.6570637858554285e-6,2,+,437696,437742,436598,436644,+,0.1848,0.6953,46,46,437374,437827,436496,436994
VC0258:VC0262,IGR,NC_002505,VC0264,CDS,NC_002505,31,4,6.14483245185577e-14,1.0516004704528205e-11,2,+,266262,266300,269634,269668,+,0.3696,0.5604,39,35,264714,267213,269104,270316
VC1335,CDS,NC_002505,VC1338,CDS,NC_002505,31,0,8.14753474411857e-20,1.875315829613016e-17,2,+,1419360,1419402,1422679,1422709,+,0.5217,0.7436,43,31,1419000,1419734,1422040,1424378
VC0392:VC0397,IGR,NC_002505,VC0392,CDS,NC_002505,31,0,2.305440066579314e-32,8.192639250761348e-30,2,+,416662,416748,415107,415139,+,0.8772,0.5251,87,33,415851,419179,414633,415658
VCA0202,CDS,NC_002506,VC0254,5UTR,NC_002505,31,6,5.527457768262323e-57,3.346957945753402e-54,2,-,220216,220239,260610,260644,+,0.1035,0.7618,23,35,220197,220254,260564,260744
VCA0018,CDS,NC_002506,VCA0020,CDS,NC_002506,31,0,5.192046904463969e-60,3.3572337309959867e-57,2,+,21939,21976,24717,24752,+,0.2741,0.5831,37,35,20985,22480,23610,26636
VC2196,CDS,NC_002505,VC2198,CDS,NC_002505,31,2,1.0436898407548126e-22,2.716246117196796e-20,2,-,2343609,2343647,2345690,2345724,-,0.448,0.627,39,35,2343237,2343903,2345477,2346155
VCA1048,CDS,NC_002506,VCA1046,CDS,NC_002506,31,1,8.909130821988151e-41,3.903086064507271e-38,2,+,999165,999204,997491,997528,+,0.6401,0.4823,39,38,998815,999659,996931,998104
Qrr3,sRNA,NC_002506,VC0884,CDS,NC_002505,31,0,1.0024452124615493e-43,4.66601979830085e-41,2,+,772291,772329,944382,944415,+,0.6831,0.9225,38,33,772257,772366,944352,944428
VC0664,CDS,NC_002505,VC0663,CDS,NC_002505,31,0,2.6647652600679125e-59,1.6953921359394885e-56,2,+,711531,711568,710102,710134,+,0.3835,0.3859,38,32,710620,711964,709546,710567
VC0641,5UTR,NC_002505,Vcr078,sRNA,NC_002505,31,0,0.00210375670212946,0.04398341668447913,2,+,683278,683312,2332966,2332999,-,0.3352,0.5621,35,33,683215,683334,2332938,2333015
VC0563,CDS,NC_002505,VC0561,CDS,NC_002505,31,0,2.4265965896670194e-64,1.7021342555413147e-61,2,+,597603,597642,596362,596394,+,0.3818,0.5619,40,33,597384,597848,596276,596545
VC2195,CDS,NC_002505,VC2197,CDS,NC_002505,31,3,1.0663969839701169e-14,1.9128088873624824e-12,2,-,2342717,2342765,2344645,2344680,-,0.5817,0.5765,48,36,2342397,2343190,2344146,2345414
VC1179,CDS,NC_002505,VC1178,CDS,NC_002505,31,1,1.05556651272052e-59,6.784606435795584e-57,2,+,1251551,1251588,1250313,1250345,+,0.2854,0.6184,38,32,1251321,1251800,1250100,1250737
VC2727,CDS,NC_002505,VC2726,CDS,NC_002505,31,0,4.666281993110544e-22,1.1769773704841208e-19,2,-,2900700,2900739,2899526,2899559,-,0.4793,0.7965,40,34,2900544,2901007,2899368,2899698
VC2448,CDS,NC_002505,VC2450,CDS,NC_002505,31,3,1.7466816465717997e-37,7.056621979068695e-35,2,-,2628705,2628744,2630176,2630217,-,0.5663,0.6199,39,42,2628187,2629241,2629951,2630728
VC2294,CDS,NC_002505,VC2295,5UTR,NC_002505,31,1,5.055015697667736e-46,2.483474438595372e-43,2,-,2449047,2449108,2450862,2450891,-,0.3234,0.5776,62,30,2448250,2449452,2450805,2450960
VC0459,CDS,NC_002505,VC0461,CDS,NC_002505,31,3,1.4155672389103652e-54,8.18305499387159e-52,2,-,489303,489354,490710,490742,-,0.5946,0.7427,51,32,489109,489637,490559,491203
VC1284,CDS,NC_002505,VC1285,CDS,NC_002505,31,0,3.283428062396313e-61,2.1697002180007878e-58,2,+,1359524,1359564,1360757,1360789,+,0.6136,0.4315,40,33,1359060,1360072,1360360,1361127
VC0148,CDS,NC_002505,VC0150,CDS,NC_002505,31,1,1.0913078182328342e-40,4.76714037105069e-38,2,+,138519,138565,140323,140364,+,0.4748,0.581,46,42,138163,138830,140014,140733
VC2295,CDS,NC_002505,VC2292,CDS,NC_002505,31,1,7.77804965804489e-16,1.4881006521036543e-13,2,-,2449957,2450004,2446990,2447024,-,0.6216,0.6235,48,35,2449464,2450393,2446790,2447420
VC2088,CDS,NC_002505,VC2090,CDS,NC_002505,31,1,5.310682974978844e-25,1.4936891235174522e-22,2,-,2249925,2249961,2252176,2252212,-,0.4695,0.5006,36,37,2249537,2250233,2252032,2252397
VCA0189,CDS,NC_002506,VCA0191:VCA0193,IGR,NC_002506,31,0,1.6641014445443562e-35,6.442871773372079e-33,2,+,206177,206220,208827,208871,+,0.4338,0.6864,43,45,205816,206581,208570,209224
VC1362,5UTR,NC_002505,VC1361,CDS,NC_002505,31,0,2.3970258031494985e-72,1.9274930084075703e-69,2,-,1452210,1452249,1450875,1450909,-,0.914,0.1034,39,34,1452177,1452309,1450714,1451011
VC2438,CDS,NC_002505,VC2439,CDS,NC_002505,31,2,4.2588834903639754e-32,1.4999859398408506e-29,2,-,2615321,2615403,2617038,2617069,-,0.3478,0.5125,83,32,2614057,2616051,2616427,2617751
VC2295,5UTR,NC_002505,VC2294,CDS,NC_002505,31,0,5.055015697667715e-46,2.483474438595372e-43,2,-,2450840,2450880,2448947,2448979,-,0.8819,0.3764,40,32,2450799,2450989,2448236,2449455
VC2062,CDS,NC_002505,VC2059,CDS,NC_002505,31,3,2.983604994028303e-13,4.8849798059177126e-11,2,-,2216838,2216896,2214398,2214428,-,0.6704,0.4429,58,31,2216465,2217404,2214141,2214654
VC1594,CDS,NC_002505,VC1596,CDS,NC_002505,31,0,4.677566669733744e-58,2.9095817700896288e-55,2,-,1706572,1706622,1708573,1708606,-,0.3713,0.6287,51,33,1705979,1706947,1708244,1709222
VC0298,CDS,NC_002505,VC0300,CDS,NC_002505,31,3,2.551798572386839e-9,3.029853217384156e-7,2,-,306265,306301,308631,308669,-,0.413,0.584,37,38,305398,307035,307984,309687
VCA0782:VCA0787,IGR,NC_002506,VCA0781,CDS,NC_002506,31,0,4.717559199867836e-45,2.267365593599314e-42,2,-,727517,727552,725272,725330,-,0.9051,0.3629,35,58,727035,728469,723958,726177
VCA0904,CDS,NC_002506,VCA0903,CDS,NC_002506,31,1,1.7341842392120966e-53,9.799117406637992e-51,2,-,858751,858787,857378,857413,-,0.5592,0.6389,36,35,858181,859487,857006,858135
VC1557,CDS,NC_002505,VC1555,CDS,NC_002505,31,2,1.2380049212292962e-62,8.440132191918805e-60,2,-,1668652,1668690,1667305,1667340,-,0.487,0.6156,38,36,1668201,1669161,1667150,1667629
VC2141,CDS,NC_002505,VqmR,sRNA,NC_002506,31,0,1.255089977481874e-5,0.0007821890759307939,2,-,2296015,2296056,1031527,1031566,+,0.4464,0.1437,41,39,2295736,2296243,1031474,1031587
VC2178,CDS,NC_002505,VC2179,CDS,NC_002505,31,1,4.030813547332902e-47,2.0185043050351598e-44,2,-,2323166,2323211,2324505,2324545,-,0.697,0.2876,45,40,2322910,2323544,2324165,2324872
VC1972,CDS,NC_002505,VC1968:VC1971,IGR,NC_002505,31,1,1.8894751139454202e-33,6.943959433039992e-31,2,-,2123734,2123771,2121248,2121288,-,0.5259,0.3253,38,41,2123286,2124259,2120651,2121604
VCA1104,CDS,NC_002506,VCA1097:VCA1104,IGR,NC_002506,31,2,7.222257231397944e-44,3.3721265611028655e-41,2,-,1060800,1060837,1058955,1058987,-,0.5091,0.1301,37,33,1060119,1061488,1054534,1059835
VC2490,CDS,NC_002505,VC2491,CDS,NC_002505,31,1,8.363598213540262e-59,5.250128451553083e-56,2,+,2670713,2670747,2672205,2672262,+,0.6531,0.6109,35,57,2670159,2671658,2671826,2672918
VC2329:VC2333,IGR,NC_002505,VC2333,CDS,NC_002505,31,1,1.1597138430894142e-45,5.660599368161239e-43,2,+,2482319,2482356,2483761,2483793,+,0.0985,0.3078,38,32,2482242,2482536,2483387,2484203
VCA1086,CDS,NC_002506,VCA1087,CDS,NC_002506,31,1,8.672092348545197e-38,3.5262526561827584e-35,2,-,1041963,1042003,1043321,1043353,-,0.7149,0.5093,40,33,1041489,1042461,1043187,1043514
VC1877,CDS,NC_002505,VC1878,CDS,NC_002505,31,1,1.2710526257009231e-58,7.965562980823716e-56,2,-,2021269,2021317,2022764,2022801,-,0.605,0.4734,48,38,2020925,2021860,2022075,2023470
VC0044,CDS,NC_002505,VC0043,CDS,NC_002505,31,1,3.3125821643328006e-46,1.6327645899776715e-43,2,-,42715,42752,41251,41282,-,0.4499,0.4746,38,32,41982,43278,40542,41919
VCA0103,CDS,NC_002506,VCA0103:VCA0105,IGR,NC_002506,31,1,1.1827188465689758e-46,5.875770649929851e-44,2,+,111847,111887,113517,113551,+,0.4506,0.6726,40,35,110861,112596,112910,114439
VC1103,CDS,NC_002505,VqmR,sRNA,NC_002506,31,0,8.918239779981335e-11,1.2127114293770283e-8,2,+,1173279,1173318,1031524,1031563,+,0.3205,0.1654,40,40,1172794,1173517,1031473,1031589
VCA0931,CDS,NC_002506,VCA0930,CDS,NC_002506,31,1,2.069032307338609e-50,1.1052288937401992e-47,2,-,885030,885069,883749,883782,-,0.4984,0.4725,40,34,884414,885687,883290,884159
VC2510,CDS,NC_002505,VC2512,CDS,NC_002505,31,0,6.000183843902267e-61,3.954525718942435e-58,2,+,2700102,2700143,2701338,2701367,+,0.4576,0.3441,41,30,2699618,2700383,2701192,2701519
VC0128,CDS,NC_002505,VC0125,CDS,NC_002505,31,1,1.8668608777733276e-40,8.098571607841405e-38,2,+,122332,122370,119906,119939,+,0.6494,0.4332,38,33,122007,122915,119213,120407
VC2348,CDS,NC_002505,VC2347,CDS,NC_002505,31,0,1.145477706207591e-47,5.7862384091656e-45,2,-,2505136,2505185,2503901,2503940,-,0.3955,0.5173,49,40,2504508,2505638,2503590,2504311
VC2059,CDS,NC_002505,VC2057,CDS,NC_002505,31,2,7.476673302872329e-34,2.79411893980803e-31,2,-,2214344,2214383,2212872,2212904,-,0.6044,0.6088,40,33,2214137,2214666,2212651,2213255
VC2519,CDS,NC_002505,VC2517,CDS,NC_002505,31,0,4.7384127988548534e-55,2.7603638429737614e-52,2,-,2705697,2705737,2704446,2704478,-,0.5719,0.6114,41,32,2705362,2706092,2704226,2704865
VCA1090,CDS,NC_002506,VCA1095,CDS,NC_002506,30,3,0.0008831458077903503,0.0242185294920509,2,-,1046104,1046139,1050966,1050999,-,0.4934,0.6662,36,34,1045759,1046436,1050304,1052096
VCA1013:VCA1016,IGR,NC_002506,VCA1013,CDS,NC_002506,30,0,4.056911076608073e-53,2.2736071529147054e-50,2,-,964354,964389,962787,962820,-,0.4267,0.6653,36,34,963765,964942,962583,963230
VC2464,CDS,NC_002505,VC2463,CDS,NC_002505,30,1,1.5331558929903977e-25,4.3842608230953184e-23,2,-,2647323,2647361,2645884,2645917,-,0.5095,0.5928,39,33,2647139,2647574,2645341,2646444
VC0576,CDS,NC_002505,VC2033,3UTR,NC_002505,30,0,1.1221771778651762e-8,1.2368022606620504e-6,2,+,607073,607110,2187568,2187599,-,0.7445,0.0703,38,32,606920,607535,2187552,2187623
VCA1112,CDS,NC_002506,VCA1111,CDS,NC_002506,30,3,9.995270288108351e-67,7.375480547741363e-64,2,-,1067942,1067979,1066283,1066318,-,0.4028,0.2996,38,36,1067190,1068706,1065962,1066503
VC0603,CDS,NC_002505,VC0604,5UTR,NC_002505,30,1,2.0128197802451952e-43,9.28852772348527e-41,2,+,632122,632211,633819,633849,+,0.6548,0.3003,89,31,631322,633315,633744,633907
VC1971,3UTR,NC_002505,VC1972,CDS,NC_002505,30,0,5.615169019059796e-52,3.0916496254867966e-49,2,-,2121664,2121699,2123658,2123689,-,0.7608,0.571,36,31,2121575,2121845,2123273,2124269
VCA0120,CDS,NC_002506,VCA0123,CDS,NC_002506,30,3,5.565098880173966e-21,1.3416398134712801e-18,2,+,134946,134985,138547,138579,+,0.3015,0.6731,39,32,132445,135964,137604,140255
VCA0540:VCA0544,IGR,NC_002506,VCA0544,CDS,NC_002506,30,1,1.1115756459424009e-62,7.598846210688262e-60,2,-,479663,479696,481040,481075,-,0.1557,0.4042,33,35,479057,479947,480611,481544
VCA0144,CDS,NC_002506,VCA0142,CDS,NC_002506,30,0,7.386377100582543e-61,4.846899439092375e-58,2,+,159504,159541,158016,158066,+,0.6596,0.6097,38,51,159153,160147,157570,158829
VC1907,CDS,NC_002505,VC0583,3UTR,NC_002505,30,0,1.8244091922341304e-6,0.0001410819583459344,2,-,2058431,2058475,612529,612562,-,0.5106,0.0116,44,33,2058117,2058859,612525,612566
VCA0317,CDS,NC_002506,VCA0406,CDS,NC_002506,30,16,2.182374355509338e-55,1.2792639957522436e-52,2,+,325515,325548,378386,378418,+,0.4361,0.3491,33,32,325266,325746,378081,378597
VqmR,sRNA,NC_002506,VC0252,3UTR,NC_002505,30,0,6.3900972024122684e-18,1.3563278651668375e-15,2,+,1031508,1031550,260401,260436,+,0.5291,0.5569,43,35,1031438,1031575,260390,260481
VC0089,CDS,NC_002505,VC0089:VC0093,IGR,NC_002505,30,1,4.8140471123697344e-48,2.461492275380871e-45,2,+,86941,87022,88848,88878,+,0.6326,0.6534,81,31,86562,87581,87829,90601
VC0339,CDS,NC_002505,VC0340,CDS,NC_002505,30,1,5.887871539522898e-57,3.5566099145903745e-54,2,-,359384,359425,360704,360739,-,0.5753,0.2532,41,35,359033,359789,360403,361022
VC2373,CDS,NC_002505,VC2374,CDS,NC_002505,30,0,9.172582244409188e-62,6.120381107416487e-59,2,+,2534185,2534228,2536512,2536543,+,0.3204,0.3969,44,32,2531281,2535669,2535668,2537135
VC1608,CDS,NC_002505,VC1606,CDS,NC_002505,30,1,7.604026063252279e-47,3.790204130223274e-44,2,+,1723320,1723353,1721244,1721281,+,0.5897,0.3997,34,37,1722837,1724010,1720427,1721875
VC1606,CDS,NC_002505,VC1608,CDS,NC_002505,30,1,7.604026063252224e-47,3.790204130223274e-44,2,+,1721428,1721465,1723187,1723216,+,0.297,0.6785,38,30,1720528,1721877,1722854,1723802
VC0340,CDS,NC_002505,VC0339,CDS,NC_002505,30,1,5.887871539522729e-57,3.5566099145903745e-54,2,-,360625,360697,359366,359411,-,0.3512,0.5444,72,46,359891,361014,359023,359854
VC2052,CDS,NC_002505,VC2050,CDS,NC_002505,30,0,1.2746952028834369e-33,4.726136541508538e-31,2,-,2209312,2209348,2207686,2207719,-,0.5927,0.5144,36,33,2208603,2210267,2207486,2207953
VC0083,CDS,NC_002505,VC0085,CDS,NC_002505,30,0,1.4180227309807957e-55,8.357728258311281e-53,2,+,82128,82166,83732,83765,+,0.4043,0.5771,39,33,81622,82439,83074,84590
VCA1037,CDS,NC_002506,VCA1039,CDS,NC_002506,30,1,1.2278808421002526e-40,5.354407040619731e-38,2,+,988219,988263,989696,989726,+,0.5313,0.6517,44,31,987975,988573,989429,990214
VC1374,CDS,NC_002505,VC1373,CDS,NC_002505,30,1,1.523957086276398e-59,9.745232971719306e-57,2,-,1467073,1467143,1465091,1465225,-,0.6272,0.3863,71,135,1466441,1468173,1463735,1466323
VC1314,CDS,NC_002505,VC1316,CDS,NC_002505,30,0,7.341024082842181e-38,2.9914772501741104e-35,2,+,1398048,1398087,1400023,1400056,+,0.3009,0.4975,40,34,1397266,1398490,1399826,1400305
VC1979,CDS,NC_002505,VC1978,CDS,NC_002505,30,0,6.42517738457444e-57,3.8780608535580397e-54,2,+,2132162,2132214,2130869,2130899,+,0.3173,0.5167,52,30,2131353,2132564,2130600,2131174
VC1659,CDS,NC_002505,VC1660,CDS,NC_002505,30,1,1.5581962947010492e-69,1.2016231887174367e-66,2,+,1791573,1791663,1793166,1793194,+,0.4262,0.741,90,29,1791182,1791986,1792905,1793682
VC0399,CDS,NC_002505,VC0400,CDS,NC_002505,30,0,2.2636941114746663e-28,7.122828977725606e-26,2,+,425697,425760,426961,426999,+,0.721,0.5883,64,39,425281,426648,426743,427380
VC1915,CDS,NC_002505,VCA0205,3UTR,NC_002506,30,0,2.3767927386079043e-13,3.915309561560368e-11,2,-,2064506,2064560,222267,222300,-,0.5849,0.117,55,33,2063924,2065228,222261,222309
VC1347:VC1349,IGR,NC_002505,VC1345,CDS,NC_002505,30,2,1.3155125593354818e-41,5.8518150434198996e-39,2,+,1435940,1435976,1433321,1433363,+,0.6112,0.2976,36,43,1435559,1436421,1432975,1433714
VCA0878,CDS,NC_002506,Vcr214,sRNA,NC_002505,30,0,1.1913095619182176e-45,5.811050540023046e-43,2,+,832019,832053,2376092,2376130,+,0.2242,0.1015,34,38,831985,832065,2376038,2376142
VC1307,CDS,NC_002505,VC1308,CDS,NC_002505,30,0,1.730514851285569e-27,5.245592651608296e-25,2,+,1389198,1389235,1390765,1390824,+,0.6511,0.449,38,59,1388839,1389775,1390147,1391519
Vcr103,sRNA,NC_002506,Qrr2,sRNA,NC_002506,30,6,2.4946915301877107e-53,1.4033199205182594e-50,2,-,776906,776942,48492,48524,+,0.4239,0.1825,36,33,776886,776968,48463,48554
VC0038,CDS,NC_002505,VC1874,3UTR,NC_002505,30,0,1.124608623431485e-7,1.0826839389470765e-5,2,-,36634,36664,2019883,2019918,+,0.3541,0.5414,30,36,36512,36708,2019854,2019935
VC1854:VC1859,IGR,NC_002505,VC1859,CDS,NC_002505,30,2,1.4023006658914222e-59,8.997856843022238e-57,2,-,1997353,1997386,1998946,1998995,-,0.095,0.506,33,49,1997105,1997666,1998038,1999841
VC0344,CDS,NC_002505,VC0345,CDS,NC_002505,30,1,8.232231854417485e-49,4.281983736272697e-46,2,+,366383,366426,367978,368011,+,0.3908,0.521,44,33,365349,367062,367065,368985
VC2764,CDS,NC_002505,VC2765,CDS,NC_002505,30,1,7.995515557863497e-20,1.8408885782207862e-17,2,-,2950566,2950620,2952130,2952176,-,0.6863,0.2933,55,46,2950117,2951117,2951672,2952460
VCA0103:VCA0105,IGR,NC_002506,VCA0103,CDS,NC_002506,30,0,9.266659011519498e-45,4.43112912218247e-42,2,+,113446,113509,111932,111967,+,0.7256,0.3834,64,35,112898,114100,110966,112593
Vcr106,sRNA,NC_002506,VC0038,3UTR,NC_002505,30,0,1.4855978398917891e-19,3.391394122486365e-17,2,+,926581,926616,36495,36529,-,0.7254,0.0,35,35,926563,926624,36493,36539
VCA0059,CDS,NC_002506,Vcr065,sRNA,NC_002505,30,0,7.898312194725295e-12,1.1722942545693093e-9,2,-,66615,66657,1617205,1617238,+,0.6375,0.0731,42,34,66543,66772,1617177,1617249
VC2188,CDS,NC_002505,VC2190,CDS,NC_002505,30,0,7.592685744093852e-21,1.8141818694352247e-18,2,-,2335158,2335193,2336584,2336617,-,0.5586,0.6522,35,34,2334758,2335625,2336207,2337273
Vcr078,sRNA,NC_002505,VC1605a,CDS,NC_002505,30,1,0.00033685431812832125,0.011806607376868382,2,-,2332956,2332995,1720044,1720090,+,0.8085,0.7079,39,46,2332937,2333003,1720015,1720156
VCA0212,CDS,NC_002506,VCA0212:VCA0216,IGR,NC_002506,30,2,1.4225763509654881e-61,9.441880100845938e-59,2,+,229785,229825,231328,231358,+,0.5735,0.7775,41,31,229393,230342,230692,233131
VC2196,CDS,NC_002505,VC2195,CDS,NC_002505,30,1,7.348217811658278e-29,2.3474842432231163e-26,2,-,2343741,2343785,2342587,2342620,-,0.2718,0.7045,45,34,2343472,2343965,2342390,2342909
VC0745,3UTR,NC_002505,VC2738,3UTR,NC_002505,30,2,0.00036577200142951313,0.012602014849210986,2,-,798785,798814,2911660,2911691,+,0.1871,0.4837,29,31,798784,798820,2911637,2911703
VC2197,CDS,NC_002505,VC2193,CDS,NC_002505,30,0,3.939699926653938e-9,4.58893758312046e-7,2,-,2344617,2344654,2341042,2341086,-,0.6243,0.3783,37,44,2344115,2345204,2340397,2341511
VC0726,CDS,NC_002505,VC0725,CDS,NC_002505,30,0,4.590945215428408e-53,2.570980558867759e-50,2,+,783400,783456,781984,782028,+,0.4654,0.5653,56,44,782980,783782,781291,782697
Vcr078,sRNA,NC_002505,VC0172,5UTR,NC_002505,30,2,5.46986446338706e-5,0.0027435164851996453,2,-,2332956,2332995,171943,171981,+,0.8109,0.3216,39,39,2332938,2333095,171938,171984
VC0403,CDS,NC_002505,VC0401,CDS,NC_002505,30,2,2.3425305464174836e-25,6.67089416728661e-23,2,+,429767,429811,427500,427532,+,0.554,0.5041,44,32,429408,430170,427392,427709
VCA0930,CDS,NC_002506,VCA0931,CDS,NC_002506,30,0,2.150398321026405e-48,1.1116126705440446e-45,2,-,883783,883821,885191,885226,-,0.4711,0.3562,39,36,883291,884142,884481,885732
VC0637,CDS,NC_002505,VC0639,CDS,NC_002505,30,0,1.1772479289256002e-14,2.106160066426189e-12,2,+,679257,679297,681570,681603,+,0.4099,0.5409,41,33,678379,680057,680997,682309
