name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,relpos1,relpos2,length1,length2,minleft1,maxright1,minleft2,maxright2
VC0490,CDS,NC_002505,VC0492,CDS,NC_002505,68,2,1.934812589969695e-43,4.563025764257617e-41,2,-,524121,524160,526164,526195,-,0.5075,0.5093,39,31,523444,525103,525630,526773
VC0681,CDS,NC_002505,TfoR,sRNA,NC_002505,68,0,4.3255693192582994e-17,4.312272588283851e-15,2,+,727896,727936,2236661,2236695,+,0.785,0.0948,41,35,727700,728497,2236604,2236709
Vcr064,sRNA,NC_002505,VC0706,3UTR,NC_002505,68,2,7.550656540107232e-5,0.0015290967992393034,2,-,1595747,1595782,756205,756240,-,0.7492,0.0126,35,35,1595729,1595799,756201,756257
VC2377,CDS,NC_002505,Vcr090,sRNA,NC_002506,68,0,5.363272084444273e-16,4.9913733376030255e-14,2,+,2542153,2542194,3245,3280,+,0.9865,0.0505,42,36,2542110,2542987,3212,3286
VC0394,CDS,NC_002505,Vcr229,sRNA,NC_002506,68,0,7.691055674060196e-11,4.825023703366967e-9,2,-,420313,420350,897621,897676,+,0.0579,0.2504,37,55,419015,420494,897525,897726
VC1656,CDS,NC_002505,TfoR,sRNA,NC_002505,68,0,4.6903891356573734e-35,9.290628279991036e-33,2,-,1789005,1789042,2236667,2236704,+,0.3083,0.0241,37,38,1788395,1789279,2236603,2236710
VC2657,CDS,NC_002505,Qrr2,sRNA,NC_002506,68,1,8.751056134641281e-13,6.515393972721316e-11,2,+,2828675,2828714,48504,48544,+,0.847,0.0621,39,41,2828579,2829328,48458,48555
VC2250,CDS,NC_002505,VC2249,CDS,NC_002505,68,0,5.906907941366524e-190,4.594501850382962e-187,2,-,2405488,2405538,2404233,2404268,-,0.0837,0.3856,50,35,2404911,2405602,2403987,2404401
VC1101,CDS,NC_002505,GcvB,sRNA,NC_002505,68,1,2.5828573119339556e-17,2.6102774344532543e-15,2,+,1170887,1170924,954752,954790,-,0.825,0.6429,38,39,1170697,1171673,954717,954921
VC0503:VC0512,IGR,NC_002505,VqmR,sRNA,NC_002506,68,0,4.6101956848946175e-22,5.813687673550214e-20,2,+,538467,538519,1031535,1031573,+,0.6313,0.0943,52,39,537063,539537,1031453,1031591
VC0934,5UTR,NC_002505,VrrA,sRNA,NC_002505,68,0,1.0464629132554873e-82,4.315381509310685e-80,2,+,999208,999245,1878781,1878817,+,0.1294,0.0383,37,37,999191,999263,1878720,1878824
VC0005,CDS,NC_002505,Vcr229,sRNA,NC_002506,68,0,1.916484260544019e-8,9.036631017579129e-7,2,-,4051,4090,897663,897705,+,0.4071,0.104,39,42,3902,4160,897527,897724
VC0165,CDS,NC_002505,Vcr076,sRNA,NC_002505,68,0,8.403040408441683e-22,1.0518092642079763e-19,2,-,163163,163204,2266026,2266060,-,0.4371,0.6266,41,35,162922,163419,2266015,2266103
VC0088,CDS,NC_002505,TfoR,sRNA,NC_002505,68,0,2.4562839397375265e-8,1.1422396872387656e-6,2,+,85952,85991,2236659,2236695,+,0.411,0.0939,39,37,85771,86265,2236592,2236709
GcvB,sRNA,NC_002505,VC0391,5UTR,NC_002505,68,0,3.7850277494214147e-13,2.910931777867597e-11,2,-,954836,954877,414149,414181,-,0.4186,0.8577,41,33,954718,954925,414129,414284
VC2130,CDS,NC_002505,TfoR,sRNA,NC_002505,68,1,6.088162836273016e-6,0.0001730435785752525,2,-,2283976,2284015,2236653,2236691,+,0.4938,0.1235,40,39,2283611,2284617,2236588,2236709
VCA1043,CDS,NC_002506,VqmR,sRNA,NC_002506,68,0,0.0019632393977505654,0.018924572821003474,2,-,993951,993986,1031535,1031577,+,0.3675,0.072,36,42,993484,994313,1031476,1031588
VCr019:VCr020,IGR,NC_002505,VCr020:VCt088,IGR,NC_002505,68,15,2.2693069063596e-76,8.707555103326211e-74,2,-,2928081,2928117,2931131,2931165,-,0.4769,0.532,36,35,2928022,2928133,2931121,2931261
VCA0745,CDS,NC_002506,Spot42,sRNA,NC_002505,68,0,6.090025211487866e-10,3.473625965968183e-8,2,-,690240,690279,106140,106177,+,0.4157,0.0646,39,38,689721,690612,106073,106185
VC2544,CDS,NC_002505,Vcr229,sRNA,NC_002506,68,1,3.2178810519937307e-15,2.840910889381669e-13,2,+,2725106,2725142,897632,897677,+,0.7965,0.2462,37,45,2724899,2725656,897527,897725
VC1158,CDS,NC_002505,Vcr089,sRNA,NC_002505,67,0,3.338042317769027e-33,6.2741860892893075e-31,2,+,1229126,1229168,2812103,2812138,-,0.9705,0.358,42,35,1229075,1229832,2812094,2812163
Vcr200,sRNA,NC_002505,TfoR,sRNA,NC_002505,67,1,1.3534643144688311e-16,1.305763227621081e-14,2,+,218187,218228,2236663,2236700,+,0.5613,0.0606,41,37,218044,218340,2236592,2236709
VC0554,CDS,NC_002505,TfoR,sRNA,NC_002505,67,0,0.004392981195095981,0.03273071885628068,2,+,588660,588705,2236662,2236699,+,0.4589,0.0669,45,37,587091,589994,2236592,2236709
VC0406,CDS,NC_002505,VC0405,CDS,NC_002505,67,7,2.498101098102777e-90,1.089654235063782e-87,2,+,433824,433873,432133,432166,+,0.4155,0.5409,49,34,433089,434336,431392,433093
VC0434,5UTR,NC_002505,Vcr043,sRNA,NC_002505,67,2,5.95128739517405e-6,0.00016948886204860888,2,-,466176,466211,1114669,1114707,+,1.0,0.2618,36,38,466159,466250,1114607,1114748
VC0972,CDS,NC_002505,VrrA,sRNA,NC_002505,67,1,3.087960207868533e-6,9.477148376976207e-5,2,+,1038170,1038211,1878770,1878805,+,0.734,0.1282,42,35,1037878,1038812,1878693,1878824
VC2167,3UTR,NC_002505,Vcr082,sRNA,NC_002505,67,0,4.284252807877715e-113,2.2562290268862794e-110,2,+,2315173,2315214,2433404,2433444,-,0.7246,0.8122,41,40,2315103,2315254,2433386,2433473
VCr014:VCr015,IGR,NC_002505,VCr020:VCt088,IGR,NC_002505,67,12,2.5623164450784693e-76,9.805643393122625e-74,2,+,767652,767688,2931129,2931160,-,0.8076,0.5494,36,32,767642,767717,2931120,2931254
VC0549,CDS,NC_002505,VrrA,sRNA,NC_002505,67,0,1.1930103638267172e-37,2.5121927334829436e-35,2,+,582575,582617,1878785,1878819,+,0.1606,0.0239,43,35,582452,582651,1878746,1878824
VC2627,CDS,NC_002505,Vcr076,sRNA,NC_002505,67,0,0.00295600728120681,0.025018236312089305,2,-,2798501,2798569,2266021,2266063,-,0.5347,0.6056,69,42,2797823,2799042,2266016,2266111
VC1392,CDS,NC_002505,Spot42,sRNA,NC_002505,67,0,1.2218658080719708e-12,9.003692295347283e-11,2,+,1483193,1483223,106122,106169,+,0.9806,0.139,31,47,1483144,1483679,106078,106185
VC0247,CDS,NC_002505,VC0245,CDS,NC_002505,67,0,1.5443460494430287e-43,3.654167200172225e-41,2,+,254063,254107,252199,252233,+,0.4943,0.5124,45,35,253698,254475,251573,252903
VC2352,5UTR,NC_002505,TarB,sRNA,NC_002505,67,0,5.765219364254103e-57,1.700621208459806e-54,2,-,2509732,2509767,911238,911276,-,0.5839,0.5011,36,38,2509695,2509804,911232,911318
VC1826,CDS,NC_002505,VqmR,sRNA,NC_002506,67,0,3.3599642177287956e-45,8.165623454288149e-43,2,+,1967731,1967783,1031533,1031573,+,0.8255,0.0984,53,41,1967379,1969208,1031454,1031589
VC1011,CDS,NC_002505,VC1013,CDS,NC_002505,67,1,6.2285850419820026e-114,3.292260286969548e-111,2,-,1080766,1080803,1082214,1082247,-,0.363,0.1612,38,33,1080434,1081033,1081797,1082366
Vcr076,sRNA,NC_002505,VCA0751,CDS,NC_002506,67,0,4.836565012753904e-13,3.685072224941762e-11,2,-,2266100,2266131,696570,696607,-,0.29,0.0564,32,37,2266039,2266138,696410,696669
VC2447,CDS,NC_002505,Qrr2,sRNA,NC_002506,67,50,2.8111268639254737e-7,1.0898765052675536e-5,2,-,2627623,2627651,48481,48512,+,0.2254,0.2537,28,32,2627171,2627706,48458,48555
VCA0658,CDS,NC_002506,Vcr043,sRNA,NC_002505,67,1,8.19949288435376e-10,4.600933431481513e-8,2,-,596061,596094,1114664,1114707,+,0.0834,0.2629,33,44,595528,596181,1114606,1114749
VC2447,5UTR,NC_002505,Spot42,sRNA,NC_002505,67,0,8.218813436021274e-27,1.263482987862692e-24,2,-,2627907,2627948,106141,106176,+,1.0,0.0757,41,36,2627899,2627955,106080,106184
VC0175,CDS,NC_002505,VqmR,sRNA,NC_002506,67,2,4.2976084647738245e-9,2.2192840833340395e-7,2,-,175577,175615,1031533,1031571,+,0.8531,0.1087,38,39,175322,176897,1031475,1031589
VC0897:VC0903,IGR,NC_002505,TfoR,sRNA,NC_002505,67,1,7.764224283868296e-28,1.2421676883135221e-25,2,+,960628,960664,2236658,2236699,+,0.4102,0.0668,37,42,956801,962047,2236608,2236710
VC0269,CDS,NC_002505,VC0270,CDS,NC_002505,67,6,3.910318063906865e-114,2.074528538100238e-111,2,+,274785,274825,276177,276210,+,0.7695,0.4529,41,33,274489,275489,275730,276522
VC1336,3UTR,NC_002505,Spot42,sRNA,NC_002505,67,0,4.509203353171204e-42,1.032888268483985e-39,2,+,1420700,1420727,106125,106175,+,0.27,0.0852,27,51,1420642,1420741,106101,106183
VCA0520,CDS,NC_002506,VCA0521,CDS,NC_002506,67,1,4.0143099791262926e-107,2.024898380771411e-104,2,+,451007,451045,453118,453162,+,0.5152,0.4849,39,45,450446,451554,451701,454627
VC0061,CDS,NC_002505,Spot42,sRNA,NC_002505,67,0,0.0013874606935288271,0.014837992061747384,2,+,60130,60162,106140,106177,+,0.9266,0.0674,33,38,59976,61728,106092,106183
VC0530,CDS,NC_002505,Vcr017,sRNA,NC_002505,66,0,1.4957354021122918e-24,2.1044043943002912e-22,2,+,561512,561547,350282,350317,-,0.7721,0.5339,36,36,561495,562292,350275,350364
VC1077,5UTR,NC_002505,TfoR,sRNA,NC_002505,66,0,1.565877989095191e-10,9.514314743152639e-9,2,-,1146002,1146027,2236662,2236703,+,0.794,0.034,26,41,1145975,1146037,2236589,2236709
VCA0567,CDS,NC_002506,Vcr043,sRNA,NC_002505,66,1,0.0011134277475651315,0.012699005164609825,2,+,505594,505627,1114672,1114720,+,0.7598,0.1805,33,49,505515,506271,1114603,1114749
VC2772,3UTR,NC_002505,TfoR,sRNA,NC_002505,66,0,6.368232113412271e-33,1.1837941321444448e-30,2,-,2956751,2956781,2236655,2236705,+,0.7479,0.0192,31,51,2956716,2956807,2236612,2236709
VC1766,CDS,NC_002505,VqmR,sRNA,NC_002506,66,0,4.284546897913995e-30,7.346052735392982e-28,2,-,1909014,1909053,1031545,1031581,+,0.9356,0.0433,39,36,1908891,1909806,1031501,1031589
VCA0712:VCA0717,IGR,NC_002506,VqmR,sRNA,NC_002506,66,0,2.8024252826097985e-75,1.0569488731777285e-72,2,-,658784,658826,1031542,1031578,+,0.5814,0.0629,42,37,658767,658838,1031497,1031589
VC0004,CDS,NC_002505,Vcr076,sRNA,NC_002505,66,0,2.6067713450738317e-7,1.0173816665846692e-5,2,-,2711,2752,2266023,2266060,-,0.7287,0.6242,41,38,2292,3785,2266016,2266162
VC0695,CDS,NC_002505,VC0696,CDS,NC_002505,66,2,1.765962478644445e-100,8.518617156439251e-98,2,+,743851,743903,745294,745345,+,0.7043,0.3566,53,51,743519,744536,744607,745716
VC1040,CDS,NC_002505,Spot42,sRNA,NC_002505,66,0,1.6928798083025776e-11,1.136565843695823e-9,2,-,1108859,1108892,106133,106176,+,0.8107,0.0776,34,44,1108729,1109357,106113,106185
VC0265,CDS,NC_002505,Vcr090,sRNA,NC_002506,66,0,9.693459316708151e-14,7.721810229766833e-12,2,-,271074,271117,3243,3278,+,0.6948,0.0811,43,35,271028,271832,3211,3286
VCA0025,CDS,NC_002506,Vcr001,sRNA,NC_002505,66,0,1.652908113327618e-36,3.3741779669041698e-34,2,+,30640,30673,21903,21938,+,0.887,0.0663,33,35,30469,31702,21897,21940
VCA0860,5UTR,NC_002506,Spot42,sRNA,NC_002505,66,2,1.469248578285656e-17,1.5039100595458542e-15,2,+,809222,809261,106132,106170,+,0.791,0.1357,40,39,809209,809289,106076,106184
VCA0867,CDS,NC_002506,TfoR,sRNA,NC_002505,66,2,0.0003519027437321241,0.005325391015094147,2,-,819975,820009,2236658,2236702,+,0.4391,0.041,34,45,819712,820273,2236607,2236709
VCA0628,CDS,NC_002506,GcvB,sRNA,NC_002505,66,1,1.0734017893767636e-16,1.0432861990449435e-14,2,+,565261,565307,954732,954766,-,0.3247,0.7634,47,35,564233,565965,954716,954831
VC0706,CDS,NC_002505,VC2174,5UTR,NC_002505,66,0,5.023548836102745e-21,6.081121337806957e-19,2,-,756368,756409,2320305,2320339,-,0.6139,0.5124,41,34,756238,756534,2320288,2320364
Vcr017,sRNA,NC_002505,VC0440,CDS,NC_002505,66,0,2.445946969492596e-24,3.402925203339396e-22,2,-,350328,350362,469867,469902,+,0.4229,0.8041,35,35,350282,350369,469784,470260
VC1084,CDS,NC_002505,Spot42,sRNA,NC_002505,66,0,3.5844365640842247e-17,3.5896268682506415e-15,2,+,1150407,1150444,106136,106179,+,0.6834,0.05,38,43,1150024,1150587,106084,106184
VC0246,CDS,NC_002505,VC0245,CDS,NC_002505,66,3,6.436168815585631e-57,1.8965882880958007e-54,2,+,253340,253378,251929,251977,+,0.4684,0.696,39,49,253017,253666,251550,252507
VC0498:VC0503,IGR,NC_002505,Vcr090,sRNA,NC_002506,66,0,2.5429824558800376e-33,4.789200194057802e-31,2,+,534243,534284,3241,3278,+,0.2434,0.0832,41,37,534134,535104,3210,3286
VC1343,CDS,NC_002505,Vcr090,sRNA,NC_002506,65,1,4.839251158804229e-11,3.0982325927820567e-9,2,-,1430630,1430671,3244,3277,+,0.3705,0.0847,42,34,1429949,1431060,3205,3286
Vcr076,sRNA,NC_002505,VC1128:VC1130,IGR,NC_002505,65,0,1.1406033864822654e-8,5.559957217581648e-7,2,-,2266094,2266127,1196697,1196737,-,0.3349,0.8793,33,41,2266017,2266136,1196567,1196918
VC1558,CDS,NC_002505,Vcr001,sRNA,NC_002505,65,3,7.862559522641917e-7,2.790357639496207e-5,2,-,1670421,1670456,21900,21938,+,0.1439,0.0696,36,38,1669251,1670650,21883,21941
VC0784,CDS,NC_002505,TfoR,sRNA,NC_002505,65,0,1.0870832340174767e-21,1.3530320659649873e-19,2,-,841707,841750,2236666,2236702,+,0.1815,0.0456,43,36,841552,841832,2236608,2236709
VC2347,CDS,NC_002505,Qrr1,sRNA,NC_002505,65,2,3.48019907512786e-23,4.613715184978396e-21,2,-,2503896,2503960,1089973,1090007,-,0.5791,0.5319,65,35,2503603,2504260,1089964,1090059
VC1656:VC1662,IGR,NC_002505,Vcr043,sRNA,NC_002505,65,0,1.5600078290240935e-14,1.318838430183653e-12,2,-,1793318,1793358,1114675,1114715,+,0.2076,0.213,40,40,1789364,1794045,1114607,1114749
VC2174,CDS,NC_002505,Vcr089,sRNA,NC_002505,65,1,1.834482170946232e-19,2.063990201074609e-17,2,-,2319702,2319751,2812102,2812130,-,0.3487,0.473,49,29,2318631,2320298,2812095,2812162
VC0235,CDS,NC_002505,Vcr229,sRNA,NC_002506,65,0,1.4020911994791524e-6,4.680404810636298e-5,2,-,239950,239985,897635,897681,+,0.4314,0.2232,36,46,239408,240252,897526,897726
VC1992,CDS,NC_002505,GcvB,sRNA,NC_002505,65,3,1.7144524698875539e-46,4.2975858134914955e-44,2,+,2144025,2144060,954729,954775,-,0.8863,0.7192,35,47,2143909,2144612,954717,954892
VC0190,CDS,NC_002505,Vcr089,sRNA,NC_002505,65,3,3.16694315028982e-24,4.380531027857506e-22,2,+,194482,194554,2812099,2812136,-,0.8762,0.3837,72,37,194230,195947,2812093,2812162
VCA0895,3UTR,NC_002506,VC2217,5UTR,NC_002505,65,1,4.0669247099580823e-100,1.9552234432640184e-97,2,+,850020,850046,2374184,2374218,-,0.1692,0.0787,27,35,850016,850049,2374155,2374228
VC1921,CDS,NC_002505,GcvB,sRNA,NC_002505,65,0,2.9289207039043124e-26,4.394376245849954e-24,2,-,2072988,2073028,954730,954767,-,0.1101,0.7566,41,37,2071838,2073151,954718,954861
VC1817:VC1822,IGR,NC_002505,TfoR,sRNA,NC_002505,65,2,0.0003212245561488545,0.004958921363116581,2,-,1962425,1962470,2236659,2236696,+,0.0988,0.0889,46,37,1961400,1962770,2236607,2236709
Spot42,sRNA,NC_002505,VCA0130,CDS,NC_002506,65,0,8.115273607831705e-6,0.00022318946479032357,2,+,106105,106146,144728,144763,+,0.7307,0.9207,41,35,106077,106183,144682,145146
VC0828,CDS,NC_002505,TfoR,sRNA,NC_002505,65,1,1.5360502927123628e-5,0.00039115382376261095,2,+,890889,890936,2236656,2236690,+,0.346,0.1379,47,34,890480,891132,2236586,2236709
VC0574,CDS,NC_002505,TfoR,sRNA,NC_002505,65,0,6.53948338057535e-7,2.3632961753661977e-5,2,+,605065,605099,2236662,2236703,+,0.7996,0.0382,35,41,604901,606086,2236608,2236709
VC2656,5UTR,NC_002505,Vcr090,sRNA,NC_002506,65,0,4.876565739390279e-16,4.550219491843631e-14,2,+,2826691,2826728,3242,3277,+,0.4546,0.0853,37,36,2826619,2826770,3201,3286
VC0745,CDS,NC_002505,Spot42,sRNA,NC_002505,65,2,0.0017331328754630895,0.01735521360166906,2,-,799067,799094,106140,106180,+,0.6947,0.0411,28,40,798848,799431,106126,106184
Vcr229,sRNA,NC_002506,VC1247,3UTR,NC_002505,65,0,1.0002652130574077e-9,5.56593873838061e-8,2,+,897558,897601,1318730,1318764,-,0.8436,0.4294,44,35,897526,897696,1318722,1318792
Vcr017,sRNA,NC_002505,VC0553,CDS,NC_002505,65,1,6.98795823472233e-26,1.0333069720447345e-23,2,-,350319,350357,587076,587108,+,0.5184,0.0,39,33,350292,350368,586998,587127
VC2230,CDS,NC_002505,Spot42,sRNA,NC_002505,65,0,1.9448897008006282e-10,1.1678086139650466e-8,2,-,2383530,2383574,106136,106172,+,0.55,0.1121,45,37,2383305,2383867,106083,106184
VC0246,CDS,NC_002505,VC0244,CDS,NC_002505,64,1,4.999001390203975e-27,7.772418114893791e-25,2,+,253267,253314,251071,251104,+,0.5601,0.4113,47,34,252925,253672,250452,251563
VCA0026,5UTR,NC_002506,TfoR,sRNA,NC_002505,64,1,2.1334497525804978e-38,4.54589517993238e-36,2,-,32595,32636,2236657,2236690,+,1.0,0.1367,41,33,32582,32658,2236577,2236709
VCA0741,CDS,NC_002506,VrrA,sRNA,NC_002505,64,0,2.146915484541143e-33,4.0459418765303755e-31,2,+,687064,687103,1878746,1878788,+,0.8892,0.2453,40,43,687007,687300,1878692,1878824
VC1098,5UTR,NC_002505,TfoR,sRNA,NC_002505,64,0,7.5660414940923505e-34,1.4400314319807133e-31,2,-,1169112,1169145,2236647,2236690,+,0.2036,0.1379,33,43,1169079,1169177,2236607,2236709
VC0704,CDS,NC_002505,TfoR,sRNA,NC_002505,64,0,3.455166247914258e-42,7.939828187711056e-40,2,-,754608,754650,2236666,2236700,+,0.0712,0.0549,43,35,753775,754707,2236606,2236709
VC0604,5UTR,NC_002505,VrrA,sRNA,NC_002505,64,0,8.054523630780986e-48,2.069623187008599e-45,2,+,633839,633882,1878776,1878810,+,0.3764,0.0929,43,34,633828,633909,1878720,1878824
VC0610,CDS,NC_002505,TfoR,sRNA,NC_002505,64,1,6.004965438950215e-20,6.9217476122903445e-18,2,+,641906,641943,2236658,2236699,+,0.7529,0.0648,37,42,641700,642413,2236592,2236710
VC0432,CDS,NC_002505,Vcr090,sRNA,NC_002506,64,1,2.357719011978196e-16,2.2437026598903246e-14,2,+,462777,462835,3246,3280,+,0.428,0.0576,58,35,462239,463153,3226,3286
VC0093,CDS,NC_002505,Vcr227,sRNA,NC_002506,64,0,8.399803373013848e-17,8.224795554172448e-15,2,+,93060,93102,479977,480011,+,0.1349,0.1793,42,34,92179,93336,479947,480023
VC0698,5UTR,NC_002505,Spot42,sRNA,NC_002505,64,0,2.3288905209847183e-15,2.0758587356535062e-13,2,-,748016,748054,106136,106172,+,1.0,0.1108,39,37,748011,748058,106090,106184
VCA0121,CDS,NC_002506,TfoR,sRNA,NC_002505,64,1,1.2085424248400285e-35,2.4324670691827546e-33,2,+,136083,136119,2236655,2236698,+,0.9838,0.0743,36,43,136030,136977,2236581,2236710
VC0241,5UTR,NC_002505,Spot42,sRNA,NC_002505,64,0,0.0005496622215905461,0.007510654726484674,2,+,246522,246556,106132,106173,+,0.4665,0.1019,35,42,246356,246637,106079,106184
Vcr202,sRNA,NC_002505,Vcr001,sRNA,NC_002505,64,0,0.0013006991607800653,0.014178126265116137,2,-,481196,481237,21904,21938,+,0.6041,0.0633,42,34,481103,481285,21877,21941
VCA0657,5UTR,NC_002506,Vcr043,sRNA,NC_002505,64,0,1.5083647203429034e-39,3.2896907310730886e-37,2,+,592911,592952,1114674,1114708,+,0.8006,0.2533,41,35,592898,592967,1114604,1114749
VC1256,CDS,NC_002505,TfoR,sRNA,NC_002505,64,0,2.278601393167826e-13,1.7781206603046862e-11,2,-,1328285,1328327,2236662,2236694,+,0.1677,0.1024,42,32,1326457,1328657,2236598,2236710
VC2524,CDS,NC_002505,Vcr084,sRNA,NC_002505,63,0,9.396296265750166e-133,5.595182516004738e-130,2,+,2709852,2709895,2553979,2554010,-,0.4273,0.5142,43,31,2709839,2709967,2553977,2554014
VC0033,3UTR,NC_002505,Qrr2,sRNA,NC_002506,63,22,1.0950197038000969e-31,1.9484629899949462e-29,2,+,32560,32594,48494,48525,+,1.0,0.1779,34,32,32547,32616,48458,48555
VC0597,CDS,NC_002505,Vcr076,sRNA,NC_002505,63,0,2.619747257735e-29,4.389414822993643e-27,2,-,624140,624181,2266018,2266054,-,0.6487,0.6767,41,36,623905,624632,2266016,2266104
VC2206,CDS,NC_002505,Qrr2,sRNA,NC_002506,63,56,7.96085974315314e-37,1.6343963942640189e-34,2,-,2351232,2351254,48469,48499,+,0.245,0.3352,22,30,2351231,2351258,48459,48555
VCA0051,CDS,NC_002506,TfoR,sRNA,NC_002505,63,2,0.0004670606837689795,0.00661894149765238,2,-,59363,59398,2236644,2236683,+,0.199,0.1856,35,40,58801,59672,2236590,2236709
VC0577,CDS,NC_002505,Vcr089,sRNA,NC_002505,63,0,2.3517522090277224e-20,2.761817349730326e-18,2,+,607689,607726,2812106,2812141,-,0.6987,0.3108,38,36,607544,607952,2812095,2812163
VC0493,5UTR,NC_002505,Vcr227,sRNA,NC_002506,63,0,2.1908192594075202e-45,5.360596672965468e-43,2,-,527935,527968,479977,480014,+,0.9422,0.138,34,37,527921,528025,479939,480023
VC1442,5UTR,NC_002505,Vcr090,sRNA,NC_002506,63,2,1.3314354369733324e-22,1.7268049794075962e-20,2,-,1539564,1539605,3246,3280,+,0.9742,0.0513,41,34,1539540,1539696,3227,3286
VC2252,CDS,NC_002505,Vcr089,sRNA,NC_002505,63,1,8.843265509259722e-16,8.122079520448573e-14,2,-,2406369,2406404,2812101,2812133,-,0.8927,0.4255,36,33,2406151,2408483,2812093,2812162
VC0008,3UTR,NC_002505,Spot42,sRNA,NC_002505,63,0,1.765857644781378e-24,2.475953258021139e-22,2,-,4773,4816,106138,106173,+,0.8063,0.1073,44,35,4730,4832,106080,106183
VC2647,5UTR,NC_002505,VC0715:VC0719,IGR,NC_002505,63,0,6.772482116713961e-15,5.868973293262855e-13,2,+,2821423,2821461,771698,771733,+,0.4292,0.1713,38,35,2821314,2821514,771687,771821
VC1067,CDS,NC_002505,Qrr2,sRNA,NC_002506,63,35,3.094650348435331e-18,3.2848042520568285e-16,2,+,1133308,1133335,48478,48508,+,0.9648,0.2793,27,31,1133275,1133383,48456,48555
VC2273,CDS,NC_002505,Vcr082,sRNA,NC_002505,63,0,3.353058690603951e-79,1.3237663549982021e-76,2,-,2427321,2427362,2433394,2433429,-,0.7423,0.8612,41,36,2426995,2428238,2433386,2433473
VC0745:VC0766,IGR,NC_002505,Spot42,sRNA,NC_002505,63,0,6.905140000157235e-5,0.0014181601124473194,2,-,817024,817058,106135,106179,+,0.0766,0.0491,35,44,803697,818186,106087,106185
VC1143,CDS,NC_002505,Vcr043,sRNA,NC_002505,63,0,3.0354362356153045e-24,4.200654441490485e-22,2,+,1212784,1212816,1114673,1114726,+,0.6407,0.1418,32,54,1212659,1213006,1114606,1114749
VC0250,CDS,NC_002505,Vcr001,sRNA,NC_002505,63,0,5.648519977928795e-10,3.2411234735410495e-8,2,+,256353,256392,21903,21938,+,0.8431,0.0583,40,35,256159,257300,21887,21940
VCA0772,CDS,NC_002506,TfoR,sRNA,NC_002505,63,0,3.927653205627782e-5,0.0008797373067061479,2,+,713986,714027,2236666,2236704,+,0.8916,0.0267,41,38,713856,714838,2236608,2236709
VC0768,CDS,NC_002505,VC0767,CDS,NC_002505,63,1,1.409516647175462e-119,7.870669659320335e-117,2,+,822250,822291,820585,820621,+,0.5736,0.5848,42,37,821605,823156,820009,821318
VC1038,CDS,NC_002505,Vcr090,sRNA,NC_002506,63,0,5.078774629015877e-27,7.887903139323549e-25,2,+,1106244,1106276,3239,3278,+,0.3336,0.0732,33,40,1105798,1106407,3206,3285
VC0302,CDS,NC_002505,VqmR,sRNA,NC_002506,63,0,7.682505150493526e-28,1.2297792614438927e-25,2,+,310106,310147,1031536,1031576,+,0.9055,0.0766,42,41,309975,310950,1031474,1031589
VC2363,CDS,NC_002505,Vcr227,sRNA,NC_002506,62,0,3.777994609435811e-27,5.889957212532424e-25,2,-,2519797,2519832,479976,480010,+,0.0344,0.1968,36,34,2519666,2519861,479952,480023
VC0696,CDS,NC_002505,VC0695,CDS,NC_002505,62,4,9.652396827609406e-93,4.34229259479046e-90,2,+,745348,745387,743863,743899,+,0.3532,0.6597,39,36,744640,745756,743522,744571
VC2232,CDS,NC_002505,Vssrna24,sRNA,NC_002505,62,0,2.6581202396374015e-15,2.357603153830435e-13,2,-,2387197,2387232,106500,106536,+,0.649,0.0066,35,37,2386899,2387397,106481,106538
VC1043,3UTR,NC_002505,Spot42,sRNA,NC_002505,62,0,7.619007865179171e-31,1.3285355664789793e-28,2,-,1111454,1111484,106144,106180,+,0.5018,0.0439,30,37,1111394,1111493,106124,106185
VC0332,CDS,NC_002505,Vcr043,sRNA,NC_002505,62,0,1.116775593713765e-8,5.450286465392897e-7,2,+,350597,350637,1114668,1114703,+,0.9199,0.2858,41,35,350489,351204,1114606,1114749
VC0162,CDS,NC_002505,Vcr082,sRNA,NC_002505,62,0,2.2102902090476e-39,4.802319790687335e-37,2,+,158071,158110,2433395,2433429,-,0.5754,0.8591,40,35,157758,158811,2433386,2433527
VCA1037,CDS,NC_002506,Vcr043,sRNA,NC_002505,62,1,2.7406392532052325e-7,1.0652824692019228e-5,2,+,987971,988010,1114683,1114722,+,0.8768,0.1652,39,39,987861,988378,1114607,1114749
VCr016:VCr017,IGR,NC_002505,VCt049:VCr014,IGR,NC_002505,62,17,3.642706053053437e-67,1.2521093147510566e-64,2,-,2676425,2676458,764608,764640,+,0.4753,0.3521,34,32,2676395,2676471,764519,764652
VC2076,CDS,NC_002505,TfoR,sRNA,NC_002505,62,2,1.584754401765659e-44,3.8126427881204574e-42,2,-,2233553,2233594,2236661,2236696,+,0.8297,0.089,41,36,2233516,2233710,2236597,2236710
VC2647,CDS,NC_002505,TarA,sRNA,NC_002505,62,0,7.334557877386771e-29,1.2112359776629254e-26,2,+,2821617,2821662,888555,888588,-,0.7834,0.6127,45,34,2821486,2821964,888550,888598
VC0762,CDS,NC_002505,VC0760,CDS,NC_002505,62,1,2.5660416910952478e-96,1.1956046363144524e-93,2,+,814936,814983,813221,813257,+,0.344,0.2006,47,37,814187,815355,812524,813535
