name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC0338,CDS,NC_002505,MicX,sRNA,NC_002506,187,1,2.8245455758079554e-32,5.4082821234678975e-30,2,-,357749,357794,893317,893355,-,46,39,357367,358827,893270,893520,0.3155,0.139,0.4652,0.1872,0.7557,0.7609,0.0049,1.0,0.2799,1.0
VC0044,CDS,NC_002505,FarS,sRNA,NC_002505,187,19,6.450189288789094e-68,2.3531242781860015e-65,2,-,42057,42093,2266025,2266062,-,37,38,41948,43213,2266016,2266110,0.2888,0.0642,0.4118,0.0749,0.9546,0.6138,0.0683,1.0,0.2051,1.0
VC2030,CDS,NC_002505,FarS,sRNA,NC_002505,187,0,0.002567291681265033,0.03173668795674732,2,+,2182032,2182074,2266022,2266060,-,43,39,2181429,2184630,2266016,2266134,0.2727,0.0909,0.3583,0.0963,0.1995,0.9539,0.0,1.0,0.0,1.0
Vcr036,sRNA,NC_002505,VrrA,sRNA,NC_002505,185,4,3.265867461273066e-139,2.1386288130087075e-136,2,-,840422,840456,1878771,1878813,+,34,44,840406,840479,1878682,1878824,0.427,0.0378,0.5027,0.0486,0.5215,0.9314,0.0,0.6989,0.0,1.0
rfbU,CDS,NC_002505,TfoR,sRNA,NC_002505,185,3,2.910815320687175e-29,5.026039767006174e-27,2,-,267027,267064,2236660,2236701,+,37,42,265525,267321,2236589,2236710,0.3189,0.0703,0.9351,0.1189,0.1134,0.9456,0.0,0.919,0.0846,1.0
VC0522,CDS,NC_002505,TfoR,sRNA,NC_002505,185,0,1.7133686548128502e-83,7.530111498921368e-81,2,+,556382,556423,2236661,2236697,+,42,37,556269,556970,2236581,2236710,0.3189,0.0378,0.5351,0.0378,0.1075,0.6391,0.0,0.7808,0.0231,1.0
VC2077,CDS,NC_002505,GcvB,sRNA,NC_002505,185,2,7.363070801695912e-95,3.625302023653801e-92,2,-,2233803,2233845,954720,954755,-,43,36,2233769,2234514,954717,954773,0.3135,0.0703,0.4162,0.0703,0.9728,0.8185,0.6604,0.9877,0.7304,1.0
Vcr081,sRNA,NC_002505,Qrr3,sRNA,NC_002506,184,0,6.818910885448248e-218,6.40188193764035e-215,2,-,2394841,2394879,772320,772355,+,39,36,2394801,2394894,772272,772366,0.1685,0.0489,0.1957,0.0489,0.4947,0.9024,0.3259,0.623,0.1308,1.0
VC2453,CDS,NC_002505,Vcr227,sRNA,NC_002506,184,7,2.223224895120624e-165,1.6266616183050582e-162,2,+,2635168,2635193,479965,480018,+,26,54,2635076,2635327,479955,480023,0.3043,0.0272,0.375,0.0272,0.2141,0.1112,0.1721,0.2623,0.0,1.0
VC2469,CDS,NC_002505,Vcr017,sRNA,NC_002505,184,1,1.8401869175553536e-180,1.4388448973841692e-177,2,+,2650244,2650281,350280,350318,-,38,38,2650072,2650932,350274,350364,0.3152,0.0815,0.4946,0.1413,0.0455,0.9405,0.0,0.4395,0.0326,1.0
VCA0110,CDS,NC_002506,TfoR,sRNA,NC_002505,183,3,1.828841696811407e-129,1.135168975207795e-126,2,+,120374,120411,2236658,2236699,+,38,42,119672,120956,2236597,2236709,0.2951,0.0601,0.3934,0.071,0.6184,0.6157,0.2007,0.9265,0.1462,1.0
VC1189,CDS,NC_002505,Vcr227,sRNA,NC_002506,183,5,2.062735381457012e-49,5.6754907312258965e-47,2,+,1263871,1263909,479977,480015,+,39,39,1263614,1264362,479951,480023,0.2787,0.0929,0.388,0.1038,0.2298,0.287,0.0,1.0,0.0,1.0
VC0553,CDS,NC_002505,Vcr017,sRNA,NC_002505,183,0,8.01950262568489e-149,5.498964553047181e-146,2,+,587043,587080,350282,350317,-,37,36,586922,587129,350274,350368,0.2186,0.0874,0.2678,0.1257,0.9407,0.9205,0.5987,1.0,0.0,1.0
GcvB,sRNA,NC_002505,Vcr036,sRNA,NC_002505,182,3,2.130515324696661e-122,1.265443974161155e-119,2,-,954854,954895,840416,840447,-,43,32,954718,954922,840378,840473,0.2747,0.1923,0.5989,0.2088,0.3345,0.2606,0.0,1.0,0.0,1.0
VC1048,CDS,NC_002505,GcvB,sRNA,NC_002505,181,0,1.2827740061544056e-6,5.045134757508507e-5,2,+,1118568,1118611,954795,954828,-,45,34,1118421,1118929,954718,954922,0.3867,0.0718,0.5414,0.0773,0.2874,0.6215,0.0,0.8668,0.0,1.0
TfoR,sRNA,NC_002505,VC1055,CDS,NC_002505,181,8,8.32671470352665e-16,8.02455728218418e-14,2,+,2236607,2236655,1124941,1125021,+,49,81,2236577,2236710,1124804,1125166,0.3536,0.0442,0.3536,0.0608,0.5906,0.3721,0.0,1.0,0.0,0.9945
VC1579,CDS,NC_002505,TfoR,sRNA,NC_002505,181,0,9.82524971004478e-18,1.0582222176398024e-15,2,-,1689183,1689223,2236665,2236705,+,41,41,1688469,1690056,2236606,2236709,0.3204,0.0829,0.4199,0.1105,0.5799,0.9748,0.0569,1.0,0.2154,1.0
VC0948,CDS,NC_002505,FarS,sRNA,NC_002505,181,0,2.766671707923156e-91,1.298734206376824e-88,2,-,1012973,1013011,2266026,2266065,-,39,40,1012479,1013113,2266015,2266116,0.2873,0.0718,0.3646,0.0884,0.1551,0.5862,0.0,0.78,0.1538,1.0
VC2463,CDS,NC_002505,VadR,sRNA,NC_002506,180,2,5.239410954723937e-92,2.4907360930082105e-89,2,-,2645902,2645943,3246,3281,+,42,36,2645168,2646891,3206,3286,0.3,0.0722,0.3833,0.1389,0.6013,0.956,0.0496,1.0,0.0482,1.0
recA,CDS,NC_002505,TfoR,sRNA,NC_002505,180,2,2.1792486407689377e-13,1.774956005028275e-11,2,+,574902,574956,2236666,2236702,+,55,37,574621,575774,2236590,2236709,0.3389,0.0667,0.3667,0.0778,0.2444,0.6759,0.0,1.0,0.0923,1.0
VC0255,CDS,NC_002505,VC0258,CDS,NC_002505,179,3,0.0,0.0,2,+,262208,262247,263624,263672,+,40,48,262000,262292,263545,264224,0.2961,0.1341,0.419,0.1453,0.6725,0.2558,0.0,0.8778,0.1564,1.0
ruvB,CDS,NC_002505,ruvA,CDS,NC_002505,179,3,1.36641649067797e-247,1.3819113371378973e-244,2,-,1985037,1985084,1986298,1986334,-,48,37,1984689,1985568,1985919,1986623,0.2737,0.0838,0.3408,0.0894,0.8591,0.3845,0.3307,1.0,0.0,1.0
VC2201,CDS,NC_002505,TarB,sRNA,NC_002505,179,6,5.1689055888116375e-182,4.1028109794441026e-179,2,-,2347486,2347526,911235,911270,-,42,36,2347159,2348035,911231,911297,0.2682,0.067,0.3911,0.067,0.6812,0.5721,0.0169,1.0,0.2644,1.0
MicX,sRNA,NC_002506,VC0338,CDS,NC_002505,179,0,1.7502122014032285e-28,2.950098670520962e-26,2,-,893367,893408,357757,357796,-,42,39,893271,893516,357332,358806,0.419,0.1285,0.8212,0.1899,0.727,0.7231,0.2915,1.0,0.0195,1.0
fadB,CDS,NC_002505,Spot42,sRNA,NC_002505,179,0,8.258623828610101e-41,1.9559124320023906e-38,2,+,2942343,2942382,106133,106170,+,41,38,2942236,2944286,106079,106184,0.3073,0.1788,0.3575,0.1955,0.0278,0.5267,0.0,0.9047,0.0275,0.9908
VC0490,CDS,NC_002505,VC0491,CDS,NC_002505,178,2,2.801093690260277e-211,2.5127057463894048e-208,2,-,523709,523753,525333,525365,-,45,34,523443,524326,525107,525583,0.309,0.0674,0.4607,0.073,0.718,0.5385,0.4034,0.8536,0.1325,1.0
VC0770,CDS,NC_002505,Vcr017,sRNA,NC_002505,178,0,9.781735529494143e-222,9.317085306869481e-219,2,+,825266,825306,350277,350312,-,40,36,825257,825525,350274,350319,0.4157,0.0899,0.5449,0.1461,0.0228,0.9803,0.0,0.3929,0.5217,1.0
VC0821,CDS,NC_002505,VrrA,sRNA,NC_002505,178,6,1.823368177698958e-18,2.0489386115912996e-16,2,+,883747,883787,1878781,1878817,+,41,38,880116,884741,1878709,1878825,0.3539,0.1067,0.5337,0.1348,0.7955,0.6949,0.0,1.0,0.1799,1.0
VC0159,3UTR,NC_002505,TfoR,sRNA,NC_002505,178,5,1.0759598786254271e-38,2.440118638333407e-36,2,-,149996,150036,2236647,2236698,+,41,52,149851,150582,2236607,2236709,0.382,0.1461,0.7303,0.1742,1.0,0.9264,0.0,1.0,0.2231,1.0
VC2064,CDS,NC_002505,Vcr227,sRNA,NC_002506,177,1,7.576596930471699e-14,6.3527242963411185e-12,2,-,2220048,2220090,479978,480013,+,43,36,2219966,2220590,479951,480023,0.339,0.096,0.5989,0.113,0.9223,0.85,0.1683,1.0,0.0,1.0
VCA0157,CDS,NC_002506,TfoR,sRNA,NC_002505,176,0,4.762031952257281e-141,3.149879705753574e-138,2,-,173834,173874,2236656,2236695,+,42,39,173018,173924,2236604,2236710,0.3011,0.1136,0.4091,0.1705,0.6741,0.8981,0.6404,0.9791,0.2,1.0
VCA0283,CDS,NC_002506,Vcr227,sRNA,NC_002506,176,3,4.3790042828294696e-129,2.7116388766702193e-126,2,+,303980,304023,479982,480016,+,44,36,303066,304291,479951,480023,0.3352,0.0909,0.4773,0.1136,0.8973,0.363,0.1145,1.0,0.0,1.0
MicX,sRNA,NC_002506,Vcr053,sRNA,NC_002505,176,1,9.38061585908971e-63,3.2119351323952696e-60,2,-,893397,893433,1355300,1355337,-,36,38,893354,893511,1355295,1355363,0.4034,0.0795,0.5795,0.0795,0.6375,0.6483,0.3061,0.7638,0.4159,1.0
VC2294,CDS,NC_002505,VadR,sRNA,NC_002506,176,0,8.258310841956158e-102,4.317678976066807e-99,2,-,2449296,2449338,3245,3279,+,43,35,2448168,2449426,3201,3285,0.5284,0.0682,0.6307,0.0966,0.1297,0.9289,0.0281,1.0,0.0,1.0
VC2075:TfoR,IGR,NC_002505,Vcr017,sRNA,NC_002505,175,5,8.882275905684681e-209,7.86012399968692e-206,2,+,2236500,2236541,350280,350314,-,42,36,2236487,2236573,350274,350364,0.24,0.04,0.3314,0.0457,0.9885,0.9501,0.9716,0.9987,0.0326,1.0
VC1483,CDS,NC_002505,Spot42,sRNA,NC_002505,175,0,1.686894222512957e-44,4.2857421140870654e-42,2,+,1588884,1588925,106131,106165,+,43,35,1588429,1588985,106079,106185,0.3429,0.1771,0.4229,0.2171,0.9659,0.5007,0.0077,1.0,0.0275,1.0
VC1629,CDS,NC_002505,Qrr4,sRNA,NC_002506,175,0,1.8283298497584553e-208,1.6124822756100355e-205,2,-,1754197,1754231,908207,908242,-,35,36,1752796,1754958,908200,908295,0.3029,0.16,0.3714,0.1771,0.3485,0.6112,0.0454,0.9068,0.1048,1.0
MicX,sRNA,NC_002506,VCA0680,CDS,NC_002506,175,0,9.509214052113005e-11,6.329898351126619e-9,2,-,893390,893435,615646,615679,+,47,33,893271,893516,615560,616004,0.4114,0.0857,0.6343,0.1029,0.66,0.1631,0.2915,1.0,0.0,0.7287
TfoR:VC2082,IGR,NC_002505,Vcr229,sRNA,NC_002506,175,4,4.828346693580152e-96,2.395308045220273e-93,2,+,2236806,2236843,897629,897691,+,38,64,2236687,2240364,897525,897726,0.2343,0.1086,0.3543,0.2286,0.0292,0.5111,0.0,0.7984,0.0,1.0
miaA,CDS,NC_002505,VrrA,sRNA,NC_002505,175,3,1.0207217541159064e-81,4.390226504234125e-79,2,+,369732,369773,1878772,1878809,+,42,38,369196,370079,1878686,1878824,0.3371,0.04,0.4857,0.0457,0.7841,0.6351,0.1753,1.0,0.0144,1.0
VC2217,CDS,NC_002505,VC2033,CDS,NC_002505,174,1,1.7304319322266161e-150,1.1928003921885345e-147,2,-,2374133,2374174,2187641,2187668,-,42,28,2372953,2374227,2187553,2190233,0.2989,0.1782,0.3908,0.1839,0.0011,0.9813,0.0,0.4462,0.0257,1.0
VC2063,CDS,NC_002505,VqmR,sRNA,NC_002506,174,1,2.458035114618865e-18,2.7386233254696794e-16,2,-,2219429,2219471,1031532,1031569,+,43,38,2217782,2219993,1031473,1031589,0.2471,0.0862,0.4713,0.0977,0.2344,0.8748,0.0,0.9334,0.2333,1.0
GcvB,sRNA,NC_002505,VC0031,5UTR,NC_002505,174,5,6.216267819508167e-35,1.2831131157119864e-32,2,-,954824,954863,29544,29580,-,41,37,954724,954923,28068,29724,0.2759,0.0862,0.3678,0.1034,0.4823,0.0,0.0,0.9706,0.0,0.8913
FarS,sRNA,NC_002505,mraY,CDS,NC_002505,174,0,8.219405402894215e-34,1.639730687751639e-31,2,-,2266081,2266124,2574596,2574620,-,45,26,2266016,2266136,2574522,2574660,0.6207,0.0862,0.8333,0.1092,0.4545,0.0329,0.0,1.0,0.0,0.1238
VC0249,CDS,NC_002505,VC0251,CDS,NC_002505,174,12,7.840364038809577e-81,3.3338984338208837e-78,2,+,255692,255736,258092,258126,+,45,35,254739,256189,257283,259805,0.3391,0.1207,0.4943,0.1609,0.6948,0.3228,0.0,1.0,0.0,1.0
VCA0624,CDS,NC_002506,TfoR,sRNA,NC_002505,173,2,6.265305420845454e-20,7.503956589026042e-18,2,+,558441,558479,2236663,2236701,+,39,39,558196,560207,2236588,2236710,0.3006,0.052,0.3873,0.0694,0.1778,0.6573,0.0392,1.0,0.0769,1.0
hslU,CDS,NC_002505,Spot42,sRNA,NC_002505,172,3,6.18129104535136e-6,0.00021005563473614419,2,-,2842248,2842294,106141,106177,+,47,37,2841279,2842610,106080,106184,0.2733,0.1744,0.4535,0.1977,0.2305,0.9301,0.0,0.9587,0.0367,0.9908
glnA,CDS,NC_002505,Spot42,sRNA,NC_002505,172,0,8.704340823660078e-27,1.3834884237421419e-24,2,+,2919144,2919187,106141,106179,+,44,39,2919022,2920376,106085,106184,0.2442,0.1395,0.3198,0.1512,0.0737,0.5973,0.0,0.9177,0.0826,0.9908
VCA1035,5UTR,NC_002506,Vcr092,sRNA,NC_002506,172,3,0.0,0.0,2,+,986161,986181,100632,100679,+,22,48,986159,986191,100566,100683,0.1163,0.0407,0.1163,0.0698,0.0,0.5882,0.0,0.0242,0.064,1.0
TfoR,sRNA,NC_002505,VC0687,CDS,NC_002505,171,2,3.680941641817739e-13,2.9548722366926543e-11,2,+,2236597,2236629,734815,734867,-,33,52,2236577,2236708,734202,735078,0.2982,0.193,0.4737,0.2164,0.3916,0.3146,0.0,1.0,0.1375,0.7278
VC0026,CDS,NC_002505,TfoR,sRNA,NC_002505,171,1,2.1595436743806898e-76,8.769990564903175e-74,2,-,22538,22582,2236658,2236699,+,45,41,21871,23084,2236592,2236710,0.2047,0.0585,0.2515,0.0819,0.4794,0.9278,0.0,1.0,0.1077,1.0
VC0655,CDS,NC_002505,Vcr064,sRNA,NC_002505,171,0,6.868730870190483e-176,5.23015918007292e-173,2,+,700213,700256,1595730,1595759,-,44,30,700166,700509,1595728,1595773,0.2573,0.1404,0.4094,0.152,0.2736,0.9801,0.1107,0.7332,0.4054,1.0
VCA0265,CDS,NC_002506,Spot42,sRNA,NC_002505,171,1,7.953158582986747e-49,2.1655161120081078e-46,2,+,282304,282337,106130,106173,+,34,44,282270,282867,106079,106185,0.2982,0.1345,0.3275,0.1637,0.1065,0.4942,0.0,1.0,0.0275,1.0
groEL,CDS,NC_002505,Spot42,sRNA,NC_002505,171,1,2.3206978496465664e-8,1.1947260861691679e-6,2,-,2833222,2833261,106134,106172,+,40,39,2832607,2834297,106077,106184,0.2807,0.1754,0.3626,0.2164,0.6318,0.8833,0.0,1.0,0.0092,0.9908
23Sa:5Sa,IGR,NC_002505,23Sg:tRNA-Ala-2,IGR,NC_002505,171,18,9.719834408073486e-263,1.0063178914417172e-259,2,+,58694,58732,2931168,2931200,-,39,33,58650,58786,2931090,2931277,0.3216,0.076,0.4854,0.076,0.481,0.525,0.0,0.9127,0.1434,0.7972
glmU,CDS,NC_002505,Vcr227,sRNA,NC_002506,171,2,1.3783197634950063e-68,5.084971040712556e-66,2,-,2948918,2948962,479981,480017,+,45,36,2948188,2949280,479954,480023,0.3509,0.0994,0.6374,0.1111,0.3819,0.9008,0.1161,0.9184,0.0,1.0
ushA,CDS,NC_002505,MicV,sRNA,NC_002505,170,5,5.4598716003443767e-70,2.045983386808877e-67,2,-,2320081,2320119,2812105,2812136,-,39,32,2318631,2320401,2812094,2812163,0.2471,0.0647,0.3706,0.0706,0.1208,0.3888,0.0,0.994,0.0,1.0
VC0808:VC0811,IGR,NC_002505,TfoR,sRNA,NC_002505,170,0,2.7871206473015464e-98,1.4175728562955829e-95,2,-,864796,864835,2236656,2236700,+,40,45,864128,865400,2236592,2236710,0.2941,0.0765,0.5294,0.0765,0.4024,0.9395,0.1171,0.7177,0.1077,1.0
VC0655,CDS,NC_002505,TfoR,sRNA,NC_002505,169,1,4.883102096049057e-22,6.459924816832333e-20,2,+,700219,700260,2236659,2236698,+,42,40,700150,700454,2236592,2236710,0.3018,0.0888,0.5503,0.1006,0.2821,0.6245,0.0817,0.6334,0.1077,1.0
maf,CDS,NC_002505,Vcr227,sRNA,NC_002506,169,3,2.1561473513275823e-36,4.602891350975492e-34,2,+,445044,445087,479979,480014,+,44,36,444626,445214,479955,480023,0.2485,0.1124,0.5089,0.1302,0.8499,0.3239,0.1021,1.0,0.0,1.0
VC0830,CDS,NC_002505,VadR,sRNA,NC_002506,169,1,1.3880234196454477e-88,6.290219558333385e-86,2,+,892724,892760,3241,3278,+,37,38,892536,892970,3202,3285,0.3195,0.0651,0.4438,0.0947,0.5868,0.4753,0.0907,1.0,0.0,1.0
rpsE,CDS,NC_002505,VrrA,sRNA,NC_002505,169,5,3.8352005810875203e-115,2.203028365369127e-112,2,-,2756541,2756581,1878756,1878789,+,41,35,2756236,2756762,1878683,1878823,0.4438,0.071,0.6627,0.1124,0.3912,0.7584,0.0,0.998,0.0,1.0
VCA0451:VCA0455,IGR,NC_002506,Vcr043,sRNA,NC_002505,168,0,6.702045345807467e-35,1.38229421397226e-32,2,+,404044,404085,1114691,1114728,+,42,39,403971,404427,1114606,1114750,0.3988,0.0893,0.5,0.1071,0.0753,0.6326,0.0239,0.2297,0.1006,1.0
VCA1035,CDS,NC_002506,VadR,sRNA,NC_002506,168,0,1.7551163722724466e-87,7.912735235867949e-85,2,+,986164,986193,3243,3280,+,30,38,986159,986328,3215,3286,0.256,0.131,0.3095,0.3631,0.0306,0.4944,0.0,0.5766,0.1566,1.0
secE,CDS,NC_002505,VadR,sRNA,NC_002506,168,1,4.0312879354980083e-103,2.133219127193014e-100,2,+,336685,336726,3236,3271,+,42,36,336622,336894,3201,3285,0.4762,0.0714,0.5833,0.0893,0.0184,0.4119,0.0,0.443,0.0,1.0
rpmI,5UTR,NC_002506,VrrA,sRNA,NC_002505,168,1,1.0626876027522398e-146,7.155712149154587e-144,2,+,309040,309075,1878784,1878821,+,36,39,309007,309229,1878732,1878825,0.2083,0.0774,0.2857,0.1012,0.0,0.7177,0.0,0.7732,0.3453,1.0
VC2241,CDS,NC_002505,VcdRP,sRNA,NC_002505,168,0,9.410221002727912e-173,7.042528739404404e-170,2,-,2395158,2395193,2433397,2433434,-,37,38,2395009,2395251,2433385,2433574,0.3095,0.1012,0.4226,0.1131,0.193,0.8446,0.0,0.6533,0.3869,1.0
MicX,sRNA,NC_002506,Vcr220,sRNA,NC_002505,167,2,0.00012597501872023718,0.002896297593129357,2,-,893402,893443,2653966,2654000,+,41,35,893288,893518,2653940,2654008,0.3174,0.1377,0.5389,0.1437,0.6227,0.9465,0.2857,0.9563,0.5037,1.0
VC0493,CDS,NC_002505,Spot42,sRNA,NC_002505,167,3,0.00016876207614066485,0.0037109664152163643,2,-,527054,527097,106143,106177,+,45,35,526883,528112,106077,106184,0.4072,0.1557,0.5509,0.1617,0.99,0.9282,0.0,1.0,0.0092,0.9908
VC1886,CDS,NC_002505,FarS,sRNA,NC_002505,167,0,3.07271975906909e-8,1.5595020258308086e-6,2,+,2032548,2032589,2266023,2266061,-,42,39,2030528,2033517,2266015,2266112,0.2874,0.0659,0.497,0.0659,0.6189,0.9495,0.0245,0.8866,0.188,1.0
VC1162,CDS,NC_002505,FarS,sRNA,NC_002505,167,3,7.448963508639917e-46,1.9492099446179962e-43,2,-,1234746,1234787,2266025,2266064,-,42,40,1234214,1234955,2266014,2266119,0.2395,0.0539,0.3054,0.0719,0.2011,0.6017,0.0,0.9227,0.1282,1.0
VC1903,CDS,NC_002505,VqmR,sRNA,NC_002506,166,0,1.3805568658479693e-49,3.814545609384172e-47,2,-,2054212,2054249,1031536,1031580,+,38,45,2052083,2054805,1031474,1031589,0.241,0.0904,0.241,0.1205,0.1701,0.9467,0.0,0.9087,0.24,1.0
VCA0679,CDS,NC_002506,Spot42,sRNA,NC_002505,166,1,1.3744696322047842e-8,7.282047978374282e-7,2,+,615173,615215,106145,106180,+,43,36,615135,615591,106116,106185,0.3976,0.2651,0.7952,0.3253,0.2257,0.6331,0.0505,1.0,0.367,1.0
VC0088,3UTR,NC_002505,Vcr043,sRNA,NC_002505,166,0,3.282117082207682e-25,4.9154253982975053e-23,2,+,86223,86264,1114680,1114716,+,42,37,85714,86322,1114606,1114749,0.3494,0.0723,0.4759,0.0723,1.0,0.5666,0.2713,1.0,0.1006,1.0
infB,CDS,NC_002505,nusA,CDS,NC_002505,165,6,4.744548185975952e-93,2.2887158714364328e-90,2,+,686029,686078,684353,684387,+,50,35,685316,688051,683819,685309,0.3273,0.0606,0.4364,0.0667,0.2748,0.3554,0.0,1.0,0.0,0.998
VC1826,CDS,NC_002505,VqmR,sRNA,NC_002506,165,1,1.1403862692026647e-140,7.486450080103719e-138,2,+,1967519,1967562,1031537,1031576,+,44,40,1967369,1969208,1031454,1031589,0.2242,0.1515,0.2606,0.1576,0.0853,0.66,0.0,0.9511,0.1067,1.0
VCA0558,CDS,NC_002506,Vcr227,sRNA,NC_002506,165,57,3.609752682413432e-45,9.333936706548145e-43,2,+,495385,495418,479981,480017,+,34,36,494924,495795,479951,480023,0.3758,0.0545,0.5212,0.0545,0.2316,0.3607,0.0,0.4719,0.0,1.0
VC2045,5UTR,NC_002505,Vcr043,sRNA,NC_002505,165,6,5.3774994440732125e-24,7.659413115183279e-22,2,+,2203142,2203181,1114670,1114717,+,40,49,2203100,2203810,1114589,1114749,0.2303,0.103,0.2909,0.1212,0.0,0.5001,0.0,1.0,0.0,1.0
VC1189:VC1198,IGR,NC_002505,VadR,sRNA,NC_002506,164,2,6.559936289470992e-7,2.734824179301549e-5,2,+,1264799,1264840,3239,3274,+,42,35,1264344,1267541,3205,3286,0.372,0.0549,0.561,0.061,0.082,0.4501,0.0,0.54,0.0361,1.0
Vcr017,sRNA,NC_002505,VC2217,CDS,NC_002505,164,2,3.918561129617527e-12,2.906870990112224e-10,2,-,350314,350354,2374072,2374103,-,41,32,350275,350369,2372883,2374230,0.4146,0.122,0.5061,0.122,0.5756,0.0125,0.0,1.0,0.0,0.4727
VC2431,CDS,NC_002505,FarS,sRNA,NC_002505,164,1,8.694517522738878e-22,1.1341712332438512e-19,2,-,2607001,2607047,2266025,2266062,-,46,39,2605760,2607645,2266014,2266132,0.2988,0.0732,0.5122,0.0976,0.2535,0.6117,0.0,0.9138,0.0171,1.0
VCA0519,CDS,NC_002506,VqmR,sRNA,NC_002506,164,0,4.29659072917827e-72,1.6477834345955615e-69,2,+,450076,450115,1031529,1031573,+,40,45,449849,450400,1031469,1031589,0.3049,0.1341,0.4573,0.1951,0.7079,0.608,0.4367,0.999,0.2067,1.0
VC2251,CDS,NC_002505,VqmR,sRNA,NC_002506,164,1,4.356075052619858e-92,2.0783556121276643e-89,2,-,2405808,2405872,1031537,1031574,+,65,38,2405616,2406120,1031480,1031589,0.3963,0.1037,0.5549,0.1768,0.5664,0.9085,0.0,0.943,0.28,1.0
MicX,sRNA,NC_002506,VC2439,CDS,NC_002505,163,1,1.070367823449722e-14,9.565640961137832e-13,2,-,893402,893441,2616396,2616437,-,40,41,893346,893517,2616362,2617545,0.3988,0.1104,0.5153,0.1227,0.6251,0.9988,0.2886,0.7872,0.1468,1.0
VC0586,CDS,NC_002505,Vcr017,sRNA,NC_002505,163,1,1.167720917047081e-190,9.588379744469004e-188,2,-,614733,614759,350279,350318,-,27,40,614301,614768,350274,350368,0.1043,0.0368,0.1166,0.0491,0.0217,0.5286,0.0,0.6692,0.0,1.0
Vcr017,sRNA,NC_002505,VCA0919,CDS,NC_002506,162,3,8.326050275653833e-77,3.391758368668644e-74,2,-,350322,350359,871407,871448,+,38,41,350275,350369,871281,871669,0.3272,0.0988,0.4136,0.1667,0.4858,0.4159,0.0,1.0,0.0,1.0
VC2338,CDS,NC_002505,TfoR,sRNA,NC_002505,161,0,1.6052789844018723e-44,4.086316436708194e-42,2,-,2490458,2490497,2236664,2236700,+,40,37,2487524,2490673,2236592,2236709,0.3478,0.0745,0.4224,0.0994,0.0568,0.9391,0.0,0.9933,0.1077,1.0
VC1585:VC1588,IGR,NC_002505,Spot42,sRNA,NC_002505,161,0,9.203675100816734e-123,5.4790523747332556e-120,2,-,1698695,1698718,106130,106179,+,24,50,1698675,1698742,106108,106183,0.2298,0.0745,0.2298,0.087,0.2264,0.9483,0.1426,0.262,0.2936,0.9817
VC0439,CDS,NC_002505,TfoR,sRNA,NC_002505,161,5,3.3099268714483763e-79,1.3783661604556014e-76,2,+,469666,469697,2236644,2236699,+,31,56,469544,469800,2236589,2236710,0.236,0.0807,0.3292,0.1056,0.8033,0.5042,0.4887,1.0,0.0846,1.0
VCA1043,CDS,NC_002506,Vcr227,sRNA,NC_002506,161,10,4.238793948709124e-10,2.667700553923647e-8,2,-,994149,994189,479978,480014,+,41,37,993484,994356,479951,480023,0.3851,0.0994,0.5217,0.1056,0.158,0.8547,0.0,0.8623,0.0,1.0
VCA0908,CDS,NC_002506,Vcr043,sRNA,NC_002505,161,2,2.0749693774121147e-96,1.0332913570555078e-93,2,-,863594,863634,1114688,1114724,+,41,37,863506,864028,1114606,1114749,0.3416,0.0683,0.3975,0.1615,0.8924,0.8446,0.0298,1.0,0.1006,1.0
VC0124,3UTR,NC_002505,Vcr043,sRNA,NC_002505,161,4,4.3127707001261944e-54,1.2764680439310224e-51,2,+,119172,119210,1114679,1114725,+,39,48,119126,119229,1114605,1114749,0.4596,0.0497,0.5155,0.0497,1.0,0.5594,0.6744,1.0,0.0943,1.0
VC0558,CDS,NC_002505,Spot42,sRNA,NC_002505,161,0,1.2417942315757736e-30,2.25257517753645e-28,2,-,593228,593262,106139,106179,+,34,41,592327,593583,106085,106183,0.2422,0.1677,0.2733,0.1988,0.2707,0.9436,0.0,0.975,0.0826,0.9817
pepN,CDS,NC_002505,Vcr043,sRNA,NC_002505,161,0,1.2100355273785372e-18,1.370311612343069e-16,2,-,1602964,1602999,1114670,1114710,+,36,41,1602853,1605496,1114603,1114749,0.3043,0.1118,0.3975,0.118,0.9681,0.7573,0.0,1.0,0.0818,1.0
VC2086,CDS,NC_002505,sucA,CDS,NC_002505,160,2,4.546091944384462e-143,3.022308846792469e-140,2,-,2245797,2245863,2247668,2247709,-,68,43,2245311,2246657,2246622,2249515,0.325,0.0562,0.475,0.075,0.6791,0.623,0.0,1.0,0.0,1.0
truD,CDS,NC_002505,TfoR,sRNA,NC_002505,160,1,2.422427948010851e-32,4.658762917901015e-30,2,+,562008,562048,2236664,2236700,+,41,37,561286,562284,2236592,2236710,0.375,0.05,0.6812,0.05,0.7212,0.6622,0.0194,0.9392,0.1077,1.0
