name1,type1,ref1,name2,type2,ref2,nb_ints,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC0763,CDS,NC_002505,VqmR,sRNA,NC_002506,154,1.23515850686282E-64,4.33691305378185E-62,2,+,816304,816341,1031530,1031569,+,38,40,815467,817009,1031458,1031589,0.3117,0.0779,0.3961,0.1234,0.5473,0.6145,0,0.9973,0.1333,1
VC0036,5UTR,NC_002505,Vcr001,sRNA,NC_002505,154,5.28500985454366E-16,5.17316751221825E-14,2,-,35750,35794,21904,21938,+,45,36,35633,35833,21897,21941,0.5195,0.0455,0.7857,0.0519,0,0.9334,0,0.0716,0,1
VC1423:VC1429,IGR,NC_002505,VqmR,sRNA,NC_002506,154,4.76159582043636E-156,3.32596833178037E-153,2,+,1522963,1523001,1031535,1031575,+,39,41,1522863,1523029,1031474,1031589,0.3766,0.1364,0.539,0.1623,0.2054,0.6492,0.1792,0.2107,0.24,1
VC1912,CDS,NC_002505,FarS,sRNA,NC_002505,154,4.08359164780695E-05,0.00111062583890729,2,-,2062305,2062344,2266025,2266063,-,41,40,2061700,2062805,2266015,2266139,0.2597,0.0974,0.539,0.1169,0.4366,0.6033,0.0086,0.9538,0,1
MicV,sRNA,NC_002505,VC0078,CDS,NC_002505,154,2.75330925298307E-19,3.21387507040386E-17,2,-,2812118,2812158,77073,77127,+,41,54,2812114,2812164,76794,77265,0.1883,0.0649,0.3117,0.0909,0.6597,0.6323,0,0.7164,0.022,0.8862
Vcr079,sRNA,NC_002505,VadR,sRNA,NC_002506,154,2.38811558136962E-12,1.80529821367161E-10,2,-,2347246,2347287,3244,3278,+,42,35,2347195,2347341,3205,3285,0.3052,0.0779,0.539,0.1104,0.5497,0.9208,0,0.8679,0.0361,1
VC1248,CDS,NC_002505,Spot42,sRNA,NC_002505,152,6.47097805434838E-42,1.58114606214725E-39,2,-,1320671,1320708,106142,106178,+,38,38,1319301,1320941,106079,106184,0.2632,0.2632,0.3355,0.3684,0.1147,0.9387,0,0.9658,0.0275,0.9908
VC2259,CDS,NC_002505,Spot42,sRNA,NC_002505,152,5.46979243131163E-08,2.69059346493986E-06,2,-,2414844,2414888,106136,106173,+,45,37,2414388,2415328,106080,106185,0.2961,0.2105,0.5132,0.2434,0.4925,0.8874,0,1,0.0367,1
VC0251,CDS,NC_002505,VC0249,CDS,NC_002505,152,3.61468455785499E-63,1.24417822474489E-60,2,+,258019,258057,255657,255696,+,39,40,257284,259734,254749,256131,0.3026,0.1118,0.5461,0.1776,0.3089,0.6389,0,0.9859,0,0.9739
VC0516,CDS,NC_002505,Spot42,sRNA,NC_002505,151,1.79746399029733E-15,1.69117214521017E-13,2,-,549816,549856,106140,106175,+,41,36,549135,550058,106085,106185,0.9404,0.2252,1.9007,0.2517,0.1649,0.9075,0,0.7139,0.0826,1
VC0247,CDS,NC_002505,Qrr3,sRNA,NC_002506,151,6.95939228651575E-28,1.14577142511193E-25,2,+,253968,254000,772314,772348,+,33,35,253874,254422,772264,772366,0.3841,0.0662,0.4106,0.0728,0.4279,0.5231,0.2736,0.946,0.0561,1
VC1558,CDS,NC_002505,Vcr230,sRNA,NC_002506,151,2.91830500011863E-101,1.52273318090851E-98,2,-,1670502,1670540,938029,938064,+,39,36,1669251,1670679,937994,938067,0.3377,0.0464,0.5033,0.053,0.088,0.9676,0,0.9589,0,1
VC1535,CDS,NC_002505,Qrr1,sRNA,NC_002505,150,2.26980652633949E-197,1.90559715413394E-194,2,-,1647517,1647567,1089970,1090005,-,51,36,1647143,1649089,1089963,1090043,0.3667,0.1,0.6333,0.1067,0.9289,0.5669,0.1513,1,0.1596,1
VC0037,CDS,NC_002505,VqmR,sRNA,NC_002506,150,3.83227260917792E-15,3.52339062980076E-13,2,-,36386,36422,1031528,1031570,+,37,43,35987,36486,1031475,1031589,0.3467,0.1067,0.3933,0.14,0.1567,0.8778,0,1,0.2467,1
VC0532,CDS,NC_002505,TfoR,sRNA,NC_002505,150,3.45598938568285E-80,1.46008305115743E-77,2,+,563521,563561,2236668,2236703,+,41,36,563151,563738,2236603,2236709,0.2733,0.06,0.5533,0.06,0.7413,0.6922,0.0863,1,0.1923,1
VC1128:VC1130,IGR,NC_002505,FarS,sRNA,NC_002505,150,1.45760227758177E-60,4.84517725612863E-58,2,-,1196694,1196732,2266021,2266059,-,39,39,1196559,1196927,2266016,2266117,0.2867,0.0467,0.4133,0.0533,0.9123,0.6403,0.7381,1,0.1453,1
VC2481,CDS,NC_002505,Spot42,sRNA,NC_002505,150,2.8559592932006E-36,6.06224805010604E-34,2,+,2660710,2660748,106140,106178,+,39,38,2659875,2661178,106080,106185,0.3667,0.2667,0.5733,0.36,0.6087,0.5898,0,0.9585,0.0367,1
VC2699,CDS,NC_002505,TarB,sRNA,NC_002505,150,2.16598608813917E-100,1.12346910488893E-97,2,+,2867685,2867732,911234,911269,-,48,36,2866517,2867883,911231,911307,0.26,0.1267,0.4267,0.14,0.9144,0.9868,0,1,0.1494,1
VCA1055,CDS,NC_002506,Spot42,sRNA,NC_002505,150,2.11824756762732E-70,7.97194559082754E-68,2,+,1004501,1004529,106139,106177,+,28,39,1004476,1005182,106080,106184,0.1933,0.1133,0.2533,0.1467,0.0657,0.5783,0.0087,0.7736,0.0367,0.9908
VC2178,CDS,NC_002505,VrrA,sRNA,NC_002505,150,2.52659716900825E-112,1.42631310917783E-109,2,-,2322913,2322952,1878783,1878819,+,40,36,2322890,2323418,1878720,1878824,0.7,0.0867,0.7867,0.0933,0.9914,0.9686,0.4047,1,0.259,1
VC0033:VC0039,IGR,NC_002505,Spot42,sRNA,NC_002505,149,1.21191178284589E-28,2.05200088340855E-26,2,+,35814,35855,106143,106180,+,41,37,35488,36014,106078,106184,0.3289,0.2349,0.4161,0.4094,0.7953,0.6189,0.704,0.835,0.0183,0.9908
VC1740,CDS,NC_002505,FarS,sRNA,NC_002505,149,8.87676484927355E-72,3.38943608502065E-69,2,-,1877685,1877724,2266025,2266063,-,39,39,1876037,1877849,2266016,2266138,0.4362,0.1275,0.6242,0.1342,0.0498,0.6085,0,0.7721,0,1
VCA0628,CDS,NC_002506,Vcr043,sRNA,NC_002505,149,2.18112690322013E-19,2.55737617568832E-17,2,+,565430,565469,1114687,1114724,+,39,39,563916,565962,1114607,1114749,0.396,0.1342,0.5436,0.2148,0.7708,0.6092,0.0566,0.9977,0.1069,1
VC2040,CDS,NC_002505,Vcr229,sRNA,NC_002506,149,3.13164689567562E-98,1.58971742812517E-95,2,+,2197104,2197129,897571,897664,+,27,94,2197095,2197352,897525,897726,0.0872,0.0671,0.1275,0.1007,0.0112,0.2219,0,1,0,1
Vcr036,sRNA,NC_002505,GcvB,sRNA,NC_002505,149,6.70519779384451E-87,3.00743047007919E-84,2,-,840416,840451,954766,954805,-,36,40,840386,840479,954717,954922,0.4228,0.0604,0.5369,0.094,0.5889,0.5742,0,0.914,0,1
VC0759,CDS,NC_002505,TfoR,sRNA,NC_002505,148,1.34768329226407E-58,4.33138795737145E-56,2,+,811713,811756,2236667,2236703,+,44,37,811527,812181,2236604,2236710,0.2905,0.0405,0.3311,0.0473,0.5907,0.6858,0.3885,0.9673,0.2,1
VC2471,CDS,NC_002505,TfoR,sRNA,NC_002505,147,9.0458418207811E-57,2.81740864329363E-54,2,-,2652362,2652402,2236663,2236699,+,41,37,2652246,2652605,2236584,2236710,0.3265,0.0952,0.4082,0.1361,0.6735,0.927,0,1,0.0462,1
VC0985,CDS,NC_002505,TfoR,sRNA,NC_002505,147,4.31115177171724E-09,2.436879934459E-07,2,+,1049415,1049461,2236662,2236699,+,48,37,1048552,1050174,2236589,2236710,0.3333,0.0884,0.6667,0.1429,0.6342,0.6471,0.1573,1,0.0846,1
FarS,sRNA,NC_002505,VC0044,CDS,NC_002505,147,3.19656879825127E-40,7.48257052106829E-38,2,-,2266098,2266131,42033,42069,-,35,36,2266017,2266136,41976,42320,0.5238,0.0476,0.5442,0.0612,0.3103,0.9457,0,1,0.7531,1
VC1442,CDS,NC_002505,Vcr229,sRNA,NC_002506,147,4.21203744717217E-20,5.07725933179906E-18,2,-,1538808,1538849,897622,897689,+,43,68,1538183,1539612,897525,897726,0.3401,0.1156,0.4014,0.2041,0.525,0.8136,0,0.9609,0,1
VC0826,CDS,NC_002505,VadR,sRNA,NC_002506,147,1.22412124229952E-16,1.24135751391486E-14,2,+,889340,889381,3247,3280,+,42,34,888844,889525,3202,3289,0.3401,0.102,0.4558,0.1701,0.8051,0.5405,0,1,0,1
VCA0544,CDS,NC_002506,Spot42,sRNA,NC_002505,146,0.000382429938353513,0.00734726058108436,2,-,480952,480987,106142,106178,+,36,37,480399,481770,106100,106185,0.2534,0.1712,0.3082,0.2397,0.4784,0.9384,0,0.8107,0.2202,1
VC0366,5UTR,NC_002505,TfoR,sRNA,NC_002505,146,1.00019155859732E-22,1.35815021401921E-20,2,+,384135,384166,2236647,2236692,+,32,45,384086,384481,2236592,2236710,0.3425,0.1918,0.3425,0.2877,0,0.5345,0,0.7826,0.1077,1
VC0556,CDS,NC_002505,Spot42,sRNA,NC_002505,146,4.64467890690159E-09,2.61356231758771E-07,2,+,590969,591007,106141,106180,+,39,39,590569,591626,106109,106185,0.6438,0.1986,0.8014,0.2466,0.5861,0.5992,0.3081,0.9797,0.3028,1
VC0677,CDS,NC_002505,Spot42,sRNA,NC_002505,145,1.79902087430178E-48,4.86807986314036E-46,2,+,724894,724927,106140,106179,+,34,39,724029,725065,106092,106185,0.4276,0.1793,0.5379,0.2345,0.9793,0.589,0,1,0.1468,1
VC1099,CDS,NC_002505,VcdRP,sRNA,NC_002505,145,4.16336471891832E-180,3.23602155602169E-177,2,+,1169274,1169314,2433394,2433430,-,42,37,1169167,1169772,2433386,2433477,0.2759,0.1034,0.3448,0.1655,0.053,0.9774,0,1,0.7049,1
VC0204:VC0208,IGR,NC_002505,Vcr227,sRNA,NC_002506,145,4.12904813237058E-122,2.44694678879808E-119,2,-,215773,215807,479980,480015,+,35,36,215408,215876,479951,480024,0.331,0.0552,0.669,0.0552,0.0515,0.8763,0.0076,0.2064,0,1
VC2220,CDS,NC_002505,TfoR,sRNA,NC_002505,144,6.5231188648804E-82,2.81490310726553E-79,2,+,2374589,2374627,2236662,2236703,+,39,42,2374550,2375497,2236588,2236710,0.3542,0.0764,0.3958,0.1042,0.0826,0.6443,0,1,0.0769,1
VC1998:VC2006,IGR,NC_002505,Qrr4,sRNA,NC_002506,144,1.2165684343721E-91,5.73137205025403E-89,2,-,2153348,2153391,908235,908269,-,43,35,2153286,2153409,908201,908301,0.4097,0.0972,0.5764,0.1042,0.7896,0.3538,0.7797,0.7998,0.0476,1
VCA0547,CDS,NC_002506,Vcr043,sRNA,NC_002505,144,2.67709815195714E-90,1.23892413185371E-87,2,+,485599,485636,1114662,1114707,+,38,46,485506,485703,1114591,1114749,0.3264,0.0833,0.4306,0.0972,0.5102,0.4513,0,0.867,0.0063,1
VC2761,CDS,NC_002505,TfoR,sRNA,NC_002505,143,1.52927737711012E-26,2.41019451460947E-24,2,+,2947188,2947221,2236657,2236705,+,34,49,2946929,2948034,2236604,2236710,0.1958,0.0559,0.2937,0.0629,0.3395,0.6096,0.0965,1,0.2,1
Vcr229,sRNA,NC_002506,Vcr224,sRNA,NC_002506,143,8.09986509989917E-26,1.24073354659198E-23,2,+,897564,897609,14726,14762,+,46,36,897526,897699,14695,14766,0.3706,0.1329,0.4615,0.1538,0.4112,0.4559,0,0.8643,0,1
VC0534,CDS,NC_002505,TfoR,sRNA,NC_002505,143,3.80384562749199E-64,1.32672158738798E-61,2,+,564941,564980,2236661,2236698,+,40,38,564680,565689,2236604,2236709,0.2378,0.0559,0.3007,0.0629,0.2463,0.6394,0,0.9503,0.2,1
VC0247,CDS,NC_002505,Vcr017,sRNA,NC_002505,143,5.08367059349665E-16,4.97794924952797E-14,2,+,254261,254299,350285,350321,-,39,38,253834,254465,350274,350367,0.4056,0.0559,0.6154,0.0559,0.7953,0.896,0.2245,0.9988,0,1
VC0682,CDS,NC_002505,Vcr227,sRNA,NC_002506,143,3.2082981887738E-48,8.64580249663419E-46,2,+,730311,730341,479969,480015,+,30,48,728765,731524,479951,480024,0.3427,0.0769,0.4406,0.0839,0.5804,0.1671,0.0274,0.9958,0,1
VC0604,CDS,NC_002505,VrrA,sRNA,NC_002505,142,8.72882476837821E-49,2.37424940119905E-46,2,+,634048,634088,1878779,1878814,+,42,36,633828,636340,1878711,1878824,0.3592,0.0915,0.5775,0.0915,0.0764,0.686,0,0.9434,0.1942,1
VC0241,CDS,NC_002505,GcvB,sRNA,NC_002505,142,1.20104642319294E-26,1.89745776207411E-24,2,+,247271,247317,954733,954772,-,48,40,246415,247917,954717,954853,0.3099,0.0563,0.4225,0.0563,0.5267,0.928,0,0.993,0.3382,1
VC0985,CDS,NC_002505,VadR,sRNA,NC_002506,142,5.68004940732344E-23,7.78553166722178E-21,2,+,1049866,1049914,3240,3276,+,49,36,1048219,1050174,3201,3286,0.3662,0.0845,0.5634,0.2324,0.8718,0.4611,0,1,0,1
VC2131,CDS,NC_002505,TfoR,sRNA,NC_002505,142,7.24694900237263E-34,1.44904128307976E-31,2,-,2285304,2285342,2236655,2236696,+,39,42,2284863,2285500,2236602,2236710,0.3239,0.0845,0.3662,0.1338,0.1725,0.9063,0,0.7155,0.1846,1
VC1132,CDS,NC_002505,TfoR,sRNA,NC_002505,142,2.56262206683548E-58,8.16600409149254E-56,2,+,1201825,1201860,2236663,2236698,+,36,36,1201058,1202140,2236592,2236710,0.3169,0.1338,0.3803,0.2254,0.6567,0.652,0,0.9628,0.1077,1
VC2454,CDS,NC_002505,TfoR,sRNA,NC_002505,142,2.86630886242778E-67,1.04132086615499E-64,2,-,2638559,2638598,2236670,2236705,+,40,36,2637484,2638674,2236606,2236710,0.3944,0.0775,0.4718,0.0845,0.0783,0.9765,0,0.9102,0.2154,1
VC0516:VCt038,IGR,NC_002505,VadR,sRNA,NC_002506,142,8.35857367533454E-131,5.23784620286149E-128,2,-,550140,550174,3241,3280,+,34,40,550076,550186,3199,3285,0.2958,0.0915,0.3521,0.1268,0.36,0.9354,0,0.8661,0,1
Vcr067,sRNA,NC_002505,Vcr214,sRNA,NC_002505,141,2.45940607340773E-80,1.04241011108447E-77,2,+,1802033,1802073,2376098,2376134,+,41,37,1801887,1802116,2376040,2376143,0.4468,0.0567,0.7376,0.0567,0.7934,0.6122,0,0.9786,0.1053,1
GcvB,sRNA,NC_002505,VC1992,CDS,NC_002505,140,5.94013011617928E-32,1.12261173321909E-29,2,-,954840,954884,2143911,2143943,+,45,33,954717,954922,2143836,2144762,0.2571,0.1071,0.4071,0.2,0.3998,0.0146,0,1,0,0.9976
VC0406,CDS,NC_002505,Vcr227,sRNA,NC_002506,140,1.41583262994615E-27,2.30777194517862E-25,2,+,433218,433257,479976,480015,+,40,40,433093,434162,479953,480023,0.2357,0.1214,0.2929,0.1214,0.1206,0.2826,0,0.8602,0,1
VC2359,5UTR,NC_002505,TfoR,sRNA,NC_002505,139,9.15584383350114E-94,4.45772168441596E-91,2,-,2515570,2515606,2236662,2236700,+,37,38,2515039,2515760,2236597,2236710,0.295,0.1871,0.8633,0.2158,0,0.9367,0,0.7735,0.1462,1
VC0434,CDS,NC_002505,Vcr227,sRNA,NC_002506,138,3.00089961298244E-19,3.49664876301504E-17,2,-,465973,466015,479980,480015,+,43,36,465186,466181,479956,480023,0.3696,0.0942,0.5145,0.1014,0.2113,0.8693,0,1,0,1
VCA0194,CDS,NC_002506,Spot42,sRNA,NC_002505,138,5.66285075229551E-28,9.35252293508215E-26,2,-,211155,211197,106142,106177,+,43,36,210937,211895,106084,106185,0.2899,0.1957,0.4348,0.2029,0.9266,0.9285,0.0475,1,0.0734,1
VC2007,CDS,NC_002505,TfoR,sRNA,NC_002505,138,6.57393683119166E-51,1.87781602153964E-48,2,-,2159824,2159869,2236665,2236702,+,46,38,2159538,2160567,2236606,2236710,0.3913,0.0652,0.7826,0.1087,0.5915,0.9532,0,0.8266,0.2154,1
VC0240:VC0259,IGR,NC_002505,Spot42,sRNA,NC_002505,138,0.00352332342892181,0.0394329868313361,2,-,253136,253173,106138,106176,+,38,39,246507,264112,106079,106184,0.3768,0.1667,0.6014,0.1812,0.6149,0.9206,0.0004,0.986,0.0275,0.9908
VC0761,CDS,NC_002505,VC0762,CDS,NC_002505,137,4.5567116274134E-237,4.47030476984938E-234,2,+,813729,813773,815128,815167,+,45,40,813520,814181,814583,815393,0.292,0.1022,0.5036,0.1679,0.3654,0.8209,0,1,0.3509,1
VC2033,CDS,NC_002505,VrrA,sRNA,NC_002505,137,3.82760586069039E-07,1.66350024279353E-05,2,-,2187998,2188044,1878765,1878800,+,47,35,2187472,2190326,1878683,1878823,0.365,0.0657,0.5693,0.0949,0.8584,0.8327,0,1,0,1
VC2059,CDS,NC_002505,VcdRP,sRNA,NC_002505,137,3.27566889941282E-76,1.32614974421251E-73,2,-,2214504,2214550,2433401,2433434,-,48,34,2214177,2214686,2433386,2433566,0.3942,0.0657,0.5401,0.073,0.3003,0.8458,0,0.9237,0.4131,1
VC2147:VC2150,IGR,NC_002505,Spot42,sRNA,NC_002505,136,3.19565382351927E-56,9.76732760293078E-54,2,+,2302744,2302770,106132,106179,+,28,48,2302526,2302800,106108,106184,0.2353,0.0809,0.2353,0.0809,0.912,0.5138,0.3069,0.9851,0.2936,0.9908
VC0078,CDS,NC_002505,GcvB,sRNA,NC_002505,136,2.21894717087226E-05,0.000657568011196705,2,+,76982,77036,954727,954762,-,55,36,76778,77386,954718,954877,0.3603,0.0956,0.4779,0.1029,0.4657,0.9535,0,1,0.2206,1
VC2095,CDS,NC_002505,Qrr4,sRNA,NC_002506,136,5.87779806129979E-68,2.15330460249326E-65,2,-,2257757,2257798,908215,908250,-,42,36,2256935,2257838,908200,908303,0.3088,0.0809,0.5147,0.0956,0.0259,0.537,0,0.5255,0.0286,1
VC0243,CDS,NC_002505,Vcr001,sRNA,NC_002505,136,1.96055810433811E-41,4.71140099244046E-39,2,+,249888,249926,21904,21939,+,39,36,249547,250452,21897,21941,0.3603,0.0735,0.5074,0.1029,0.5376,0.0756,0.1998,1,0,1
VC2072,CDS,NC_002505,VqmR,sRNA,NC_002506,136,8.30621929292549E-67,3.00511900957324E-64,2,+,2227408,2227448,1031538,1031575,+,41,38,2227347,2229574,1031472,1031589,0.2721,0.1471,0.4118,0.2206,0.0266,0.6655,0,0.7808,0.2267,1
VC0533,CDS,NC_002505,Qrr1,sRNA,NC_002505,136,6.66226383324943E-74,2.60851031642729E-71,2,+,564440,564480,1089972,1090009,-,41,37,564194,564639,1089963,1090053,0.2574,0.1397,0.5074,0.1471,0.8101,0.9123,0.5037,0.9797,0.0532,1
VC2677,5UTR,NC_002505,Vcr043,sRNA,NC_002505,135,1.6346747251609E-31,3.04322525575317E-29,2,-,2845066,2845102,1114667,1114711,+,37,46,2844766,2845180,1114591,1114749,0.3259,0.0741,0.437,0.1037,0,0.7638,0,0.2771,0.0063,1
VC0545,CDS,NC_002505,VadR,sRNA,NC_002506,135,2.13501734605121E-17,2.25590979658175E-15,2,+,576622,576659,3247,3283,+,39,36,576490,578855,3223,3286,0.3037,0.0519,0.4222,0.1037,0.0524,0.5475,0,0.9028,0.253,1
VC2087,CDS,NC_002505,VC2086,CDS,NC_002505,135,3.31853855149278E-111,1.8534073188963E-108,2,-,2247703,2247751,2245821,2245860,-,50,40,2246620,2249487,2245314,2246634,0.3407,0.0815,0.6,0.0963,0.6253,0.627,0,1,0,1
VC0329,CDS,NC_002505,Vcr017,sRNA,NC_002505,134,1.37283159533578E-40,3.23668217450466E-38,2,+,345654,345690,350279,350316,-,37,38,344437,348562,350274,350364,0.3731,0.0672,0.4104,0.0746,0.2821,0.9518,0,0.965,0.0326,1
VC1920,CDS,NC_002505,VadR,sRNA,NC_002506,134,4.54326610048949E-34,9.16833199201784E-32,2,-,2071382,2071433,3240,3275,+,52,36,2069307,2071753,3198,3286,0.306,0.1045,0.3806,0.209,0.1459,0.8739,0,1,0,1
VC0533,CDS,NC_002505,TfoR,sRNA,NC_002505,134,2.22115191426304E-05,0.00065799804226003,2,+,564309,564347,2236657,2236695,+,39,39,563736,564704,2236577,2236710,0.3209,0.1045,0.4328,0.1045,0.6674,0.6098,0.0139,1,0,1
VC2717,CDS,NC_002505,VC2597,5UTR,NC_002505,134,6.6835251025447E-304,7.88586718371735E-301,2,-,2892645,2892687,2764816,2764853,-,43,38,2892442,2892861,2764800,2764975,0.3806,0.0299,0.6194,0.0522,0.6149,0,0.1811,1,0,0
VCA0137,3UTR,NC_002506,Qrr3,sRNA,NC_002506,133,8.05162187952108E-66,2.88117169433895E-63,2,-,151317,151369,772314,772349,+,53,36,151249,152752,772269,772367,0.3008,0.0902,0.4436,0.0902,1,0.85,0,1,0.1028,1
VC0137:VC0142,IGR,NC_002505,VadR,sRNA,NC_002506,133,2.93811578035416E-41,7.02832176400573E-39,2,+,132795,132833,3247,3281,+,40,34,132674,132867,3225,3286,0.5038,0.0451,0.6241,0.0752,0.1504,0.5454,0.0283,0.1761,0.2771,1
VC1951,CDS,NC_002505,TfoR,sRNA,NC_002505,133,1.93526267264722E-49,5.34159008098204E-47,2,-,2103806,2103839,2236662,2236702,+,34,42,2102948,2103945,2236596,2236710,0.188,0.0526,0.2406,0.0752,0.1071,0.9571,0,0.8825,0.1385,1
VC2627,CDS,NC_002505,VadR,sRNA,NC_002506,133,2.95977138847019E-37,6.47139931704271E-35,2,-,2799026,2799060,3237,3278,+,36,42,2797978,2799316,3201,3285,0.2782,0.0526,0.391,0.0752,0.179,0.9187,0,0.8895,0,1
VC2751,CDS,NC_002505,Vcr229,sRNA,NC_002506,133,4.47422866131855E-43,1.10981631899602E-40,2,+,2926680,2926714,897620,897678,+,34,59,2926493,2927530,897526,897726,0.3008,0.0752,0.4135,0.188,0.1641,0.4669,0,0.9771,0,1
VC0811,CDS,NC_002505,Vcr227,sRNA,NC_002506,133,5.39021016066559E-106,2.9051347301528E-103,2,-,866542,866577,479978,480015,+,36,38,866358,866798,479956,480023,0.3534,0.0827,0.4286,0.0827,0.289,0.8736,0.0055,0.4923,0,1
VCA0460:VCA0463,IGR,NC_002506,VqmR,sRNA,NC_002506,132,7.94722270197086E-94,3.87648356217159E-91,2,+,410816,410846,1031539,1031580,+,31,43,410713,412161,1031482,1031589,0.2273,0.0682,0.3106,0.0833,0.1053,0.6705,0.0155,0.9906,0.2933,1
VC1464,CDS,NC_002505,Vcr043,sRNA,NC_002505,132,2.13650367587503E-18,2.38546190685284E-16,2,+,1572971,1573010,1114686,1114721,+,40,36,1572919,1573371,1114608,1114749,0.447,0.0682,0.697,0.0833,0.1977,0.6044,0,1,0.1132,1
VCA0801,CDS,NC_002506,Spot42,sRNA,NC_002505,132,7.04847624413935E-11,4.75594209675716E-09,2,+,742726,742763,106143,106179,+,38,37,741897,743262,106087,106184,0.3485,0.2576,0.5909,0.2803,0.6533,0.6114,0,1,0.1009,0.9908
VCA0168,CDS,NC_002506,Vcr227,sRNA,NC_002506,131,1.05244203012412E-91,4.97605610188848E-89,2,-,186442,186482,479979,480013,+,42,35,185957,186530,479953,480024,0.5038,0.084,0.9313,0.0992,0.5126,0.8436,0.4592,0.8054,0,1
VC0517,CDS,NC_002505,TfoR,sRNA,NC_002505,131,4.43726826484345E-10,2.78792213357711E-08,2,-,550726,550764,2236658,2236697,+,39,39,550446,552064,2236588,2236710,0.229,0.084,0.3053,0.0916,0.8299,0.9127,0.1172,0.9792,0.0769,1
VC0819,CDS,NC_002505,VadR,sRNA,NC_002506,131,3.12952216378379E-112,1.76287666024739E-109,2,-,875344,875386,3245,3280,+,43,36,875268,875408,3208,3286,0.3664,0.1298,0.5344,0.2672,0.951,0.9396,0.9062,1,0.0723,1
VC0611,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,131,1.20299454293018E-95,5.94544870927363E-93,2,-,644246,644289,106501,106536,+,45,36,643845,644307,106480,106538,0.5954,0.0382,1.4962,0.0382,0,0.9861,0,0.2698,0,1
MicV,sRNA,NC_002505,VC2771,CDS,NC_002505,130,1.87949264754811E-28,3.16597212617884E-26,2,-,2812118,2812154,2956406,2956455,-,37,50,2812096,2812164,2956362,2956550,0.1846,0.1615,0.2538,0.1769,0.6497,0.4577,0,0.9851,0.2134,0.6967
VC0900,CDS,NC_002505,Vcr064,sRNA,NC_002505,130,4.79115609504171E-113,2.71054223340592E-110,2,-,960170,960214,1595743,1595776,-,46,34,960133,960387,1595728,1595794,0.2462,0.0923,0.3846,0.1077,0.1551,0.3694,0.0172,0.1785,0.1216,1
VC0355,CDS,NC_002505,Spot42,sRNA,NC_002505,130,6.89522165901079E-10,4.25869765549707E-08,2,+,376972,377011,106135,106174,+,40,41,376591,377287,106077,106185,0.3846,0.1385,0.5,0.1769,0.6139,0.539,0.0319,0.9958,0.0092,1
VCA0038,CDS,NC_002506,TfoR,sRNA,NC_002505,130,4.26503370712453E-60,1.4052454517523E-57,2,-,46174,46200,2236638,2236688,+,28,51,46120,46287,2236576,2236710,0.3,0.0692,0.3385,0.0769,0.8799,0.8485,0.685,0.9725,0,1
VC1779,CDS,NC_002505,TfoR,sRNA,NC_002505,130,4.26503370712453E-60,1.4052454517523E-57,2,-,1929841,1929876,2236658,2236701,+,36,44,1928994,1930014,2236597,2236710,0.3308,0.0769,0.4692,0.1154,0.1217,0.9433,0,0.999,0.1462,1
VC0112,CDS,NC_002505,Vcr001,sRNA,NC_002505,130,1.26444936884463E-49,3.5085389229561E-47,2,+,107452,107493,21904,21939,+,42,36,107401,108044,21899,21940,0.3077,0.0692,0.4231,0.0769,0.1255,0.0804,0,0.9463,0,0.975
Vcr017,sRNA,NC_002505,VCA0278,5UTR,NC_002506,130,4.46476536624092E-74,1.75862743719857E-71,2,-,350322,350360,297727,297768,-,39,42,350291,350369,297587,297831,0.3154,0.0692,0.4385,0.0846,0.4939,0,0,0.8261,0,0.0199
VC2000,5UTR,NC_002505,Qrr2,sRNA,NC_002506,129,4.1330007510906E-37,8.99905085401844E-35,2,+,2152045,2152082,48508,48542,+,38,36,2152032,2152106,48457,48555,0.4651,0.0698,0.7829,0.093,0,0.7148,0,0,0.4096,1
MicX,sRNA,NC_002506,VCA0280,3UTR,NC_002506,129,3.94727655517458E-33,7.72748713776356E-31,2,-,893403,893441,300022,300057,+,39,36,893283,893516,298769,300069,0.3411,0.0388,0.4341,0.0388,0.6222,1,0.2915,0.9708,0,1
VCr011:VCr012,IGR,NC_002505,VCt049:VCr014,IGR,NC_002505,129,2.0018463774363E-177,1.53770567321564E-174,2,+,406712,406748,764550,764580,+,38,31,406678,406776,764507,764684,0.3488,0.093,0.4031,0.1008,0.4927,0.3312,0,0.7143,0.1818,0.8007
VCA0874,CDS,NC_002506,VadR,sRNA,NC_002506,129,8.98963707730785E-26,1.37541972378434E-23,2,+,827564,827606,3246,3281,+,44,36,827282,827974,3200,3285,0.3488,0.062,0.4341,0.0775,0.4542,0.5283,0,1,0,1
VC2394,CDS,NC_002505,TfoR,sRNA,NC_002505,129,8.77492717653587E-15,7.89583682528436E-13,2,-,2562111,2562151,2236666,2236701,+,40,36,2560377,2563071,2236588,2236709,0.3566,0.1395,0.5194,0.1395,0.365,0.9451,0.0111,1,0.0769,1
