name1,type1,ref1,name2,type2,ref2,nb_ints,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC1727,CDS,NC_002505,VqmR,sRNA,NC_002506,148,7.47729957503807E-27,9.75506493054684E-25,2,-,1865679,1865720,1031540,1031575,+,42,36,1865377,1866630,1031480,1031589,0.2703,0.0878,0.3581,0.1216,0.7157,0.9145,0,0.9638,0.28,1
VC2647,5UTR,NC_002505,GcvB,sRNA,NC_002505,148,1.86611037876189E-17,1.60561062332662E-15,2,+,2821445,2821486,954743,954777,-,42,34,2821314,2821918,954717,954875,0.2905,0.0405,0.4324,0.0473,0,0.875,0,0.7737,0.2304,1
VC2771,CDS,NC_002505,MicV,sRNA,NC_002505,146,7.8189396005046E-212,6.46049192753122E-209,2,-,2956424,2956463,2812099,2812122,-,40,25,2956357,2956709,2812093,2812162,0.363,0,0.411,0,0.5362,0.5946,0,0.7095,0,1
VCA0077,CDS,NC_002506,Vcr001,sRNA,NC_002505,145,8.34515134823142E-100,3.7448506970389E-97,2,-,86707,86746,21905,21939,+,40,35,86646,87789,21898,21941,0.4,0.0828,0.5586,0.0897,0.9706,0.9531,0.3191,1,0,1
VC2703,CDS,NC_002505,Vcr017,sRNA,NC_002505,144,2.70255703459453E-38,4.84269380920142E-36,2,-,2875344,2875381,350282,350318,-,38,36,2874673,2876505,350274,350359,0.2917,0.0625,0.3403,0.0625,0.6302,0.5361,0,1,0.087,1
VC0856,CDS,NC_002505,Vcr017,sRNA,NC_002505,143,2.90840626921621E-50,6.83501734270498E-48,2,+,923517,923556,350285,350320,-,41,36,922568,923696,350273,350364,0.3217,0.0769,0.3986,0.0979,0.8954,0.8931,0.0323,1,0.0326,1
VCA0330,CDS,NC_002506,Vcr017,sRNA,NC_002505,143,5.60497685936239E-32,8.64486719779791E-30,2,+,332795,332837,350284,350318,-,42,35,332329,333062,350275,350367,0.3077,0.0839,0.3846,0.0839,0.7103,0.9035,0,1,0,1
OppZ,sRNA,NC_002505,VC0745,3UTR,NC_002505,143,3.69928128154156E-47,7.99021732240686E-45,2,+,1164274,1164311,798788,798818,-,37,31,1164270,1164325,798771,798824,0.3357,0.2378,0.7273,0.2797,0.7238,1,0,1,0.9975,1
VC0567,CDS,NC_002505,VC0025,3UTR,NC_002505,143,6.12277426936032E-92,2.51950951149736E-89,2,-,601517,601543,21885,21910,+,27,25,601251,601622,21880,21927,0.1888,0.035,0.1958,0.035,0.1312,1,0,0.7391,1,1
VC0646,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,142,6.30781340972059E-59,1.67954001604246E-56,2,+,689556,689598,106502,106536,+,43,36,689530,689767,106481,106538,0.3592,0.0493,0.507,0.0563,0,0.3663,0,0.5725,0,1
VC2060,CDS,NC_002505,Vcr228,sRNA,NC_002506,142,2.36667982870482E-94,9.97541175249515E-92,2,-,2214703,2214749,787389,787424,+,48,36,2214644,2215665,787276,787432,0.5986,0.0915,0.7113,0.162,0.968,0.9582,0.0207,1,0.0606,1
VCA0935,CDS,NC_002506,FarS,sRNA,NC_002505,142,4.12174024924326E-14,2.84555872419407E-12,2,+,887011,887053,2266022,2266060,-,43,39,886704,887276,2266016,2266109,0.2324,0.0704,0.4225,0.0775,0.5696,0.9585,0,1,0.2137,1
VC0172,CDS,NC_002505,Vcr096,sRNA,NC_002506,142,3.92019073701163E-154,2.4293281990449E-151,2,+,171991,172034,243937,243972,-,43,36,171935,172877,243935,243985,0.3803,0.0423,0.5,0.0423,0.0336,0.9711,0,0.8541,0.02,1
VCA0917,CDS,NC_002506,VqmR,sRNA,NC_002506,141,1.13278851873235E-73,3.72029905036927E-71,2,-,870790,870826,1031532,1031571,+,37,41,870244,870929,1031451,1031589,0.3333,0.0851,0.3972,0.1064,0.069,0.8881,0,1,0.0867,1
VC1107,CDS,NC_002505,Vcr001,sRNA,NC_002505,141,1.43461693131864E-54,3.57312282542232E-52,2,+,1177202,1177243,21905,21939,+,43,36,1177018,1177546,21898,21941,0.2482,0.1206,0.539,0.1348,0.314,0.0883,0,0.8221,0,1
VC1346,CDS,NC_002505,Vcr017,sRNA,NC_002505,140,7.51174677944985E-66,2.26678389988911E-63,2,+,1434609,1434643,350280,350317,-,35,38,1434069,1434709,350274,350358,0.5,0.0571,0.6857,0.0643,0.9167,0.9464,0.3533,0.9814,0.0978,1
VC1998:VC2006,IGR,NC_002505,FarS,sRNA,NC_002505,140,6.24649885563712E-40,1.17174189074149E-37,2,-,2153391,2153421,2266022,2266082,-,31,61,2153285,2157886,2266014,2266122,0.45,0.0143,0.4714,0.0143,0.7826,0.4426,0.0479,0.7999,0.1026,1
VC0347,CDS,NC_002505,VqmR,sRNA,NC_002506,139,1.1779359683472E-39,2.19380564809766E-37,2,+,370129,370171,1031544,1031580,+,43,37,370051,370409,1031477,1031589,0.3957,0.1367,0.705,0.1799,0.0827,0.7091,0,0.9886,0.26,1
VC1464,CDS,NC_002505,Vcr017,sRNA,NC_002505,138,2.16389792369345E-33,3.46054145833797E-31,2,+,1572930,1572967,350286,350320,-,38,35,1572920,1573026,350275,350356,0.3043,0.058,0.3841,0.0652,0.0711,0.8824,0,0.2456,0.1196,1
VCA0728,CDS,NC_002506,Qrr3,sRNA,NC_002506,137,1.39299373953445E-79,5.00079949066179E-77,2,-,674124,674177,772299,772334,+,54,36,673143,674757,772267,772365,0.365,0.0365,0.5255,0.0365,0.2872,0.7115,0,0.7393,0.0841,1
VC1827:VC1832,IGR,NC_002505,VrrA,sRNA,NC_002505,137,1.18359595846541E-192,8.73921926523937E-190,2,+,1973148,1973177,1878777,1878822,+,30,46,1971445,1973270,1878750,1878824,0.2628,0.0073,0.4234,0.0073,0.7818,0.6711,0.2443,0.8107,0.4748,1
VC2065,CDS,NC_002505,VadR,sRNA,NC_002506,137,4.74640858785454E-59,1.27029267782249E-56,2,-,2220862,2220904,3245,3279,+,43,35,2220724,2221084,3199,3286,0.2847,0.0584,0.5401,0.0876,0.7573,0.9266,0.1913,1,0,1
VC1904,CDS,NC_002505,GcvB,sRNA,NC_002505,137,2.03557694193432E-139,1.15174934699913E-136,2,-,2055356,2055388,954742,954792,-,33,51,2054889,2055418,954718,954883,0.2117,0.0438,0.2336,0.0511,0.0359,0.6395,0,0.9818,0.1912,1
VC2404,CDS,NC_002505,FarS,sRNA,NC_002505,136,2.02933265789589E-19,1.94900178672401E-17,2,-,2574590,2574613,2266026,2266099,-,24,73,2574412,2574663,2266016,2266136,0.1176,0.0441,0.1397,0.0441,0.0611,0.3034,0,0.2255,0,1
VC2013,CDS,NC_002505,VcdRP,sRNA,NC_002505,136,9.17010376713623E-160,5.89315020427646E-157,2,-,2168043,2168084,2433423,2433461,-,42,39,2167231,2168188,2433385,2433576,0.2206,0.0735,0.3088,0.1103,0.0703,0.7579,0,0.6112,0.3803,1
CsrD:VCA0846,IGR,NC_002506,Vcr001,sRNA,NC_002505,136,1.06979787428307E-44,2.22751173787473E-42,2,-,787135,787174,21904,21939,+,40,36,784404,787388,21897,21940,0.3162,0.0515,0.5074,0.0588,0.129,0.939,0.0557,0.9206,0,0.975
VC0816:VC0818,IGR,NC_002505,Vcr017,sRNA,NC_002505,135,6.8867985132854E-121,3.44700820394053E-118,2,-,873574,873612,350278,350313,-,39,36,873334,873678,350274,350356,0.4741,0.0519,0.5407,0.0519,0.5307,0.5895,0.401,0.8294,0.1196,1
VC0265,CDS,NC_002505,Vcr001,sRNA,NC_002505,134,1.90677186728491E-68,5.89056713148857E-66,2,-,271040,271082,21905,21939,+,43,35,270534,271198,21901,21940,0.3955,0.1716,0.6343,0.1791,0.7231,0.9519,0.5953,1,0,0.975
VC0640,CDS,NC_002505,Vssrna24,sRNA,NC_002505,134,7.35628333816677E-08,2.64544145786945E-06,2,+,682652,682689,106499,106535,+,38,37,682460,683127,106480,106538,0.306,0.0672,0.5821,0.0746,0.3103,0.329,0,1,0,1
VC2591,CDS,NC_002505,VqmR,sRNA,NC_002506,134,4.88713151530457E-129,2.58271256308042E-126,2,-,2761479,2761514,1031528,1031565,+,36,39,2761397,2761743,1031452,1031589,0.4701,0.1269,0.7015,0.1418,0.8386,0.8478,0.0422,1,0.0933,1
VCA0463,5UTR,NC_002506,Vcr017,sRNA,NC_002505,134,1.20523574376667E-51,2.91127350458943E-49,2,+,412286,412325,350279,350314,-,40,36,412138,412785,350274,350348,0.3806,0.1045,0.4627,0.1119,0,0.9525,0,1,0.2065,1
VCA0099,CDS,NC_002506,Vcr017,sRNA,NC_002505,134,1.63517066637255E-106,7.63390057871659E-104,2,+,107114,107156,350277,350312,-,44,36,107076,107752,350274,350343,0.2463,0.0522,0.3433,0.0597,0.2933,0.9822,0.2163,0.8663,0.2609,1
VC2023,CDS,NC_002505,Vcr001,sRNA,NC_002505,134,1.05075344750566E-54,2.62333071142366E-52,2,-,2176797,2176838,21904,21939,+,42,36,2176365,2177206,21897,21940,0.2463,0.0672,0.3284,0.0821,0.5137,0.9399,0.0832,0.9684,0,0.975
VCA0105,5UTR,NC_002506,Vcr017,sRNA,NC_002505,132,2.38242578412592E-89,9.53969099844484E-87,2,+,115004,115046,350283,350319,-,43,38,114985,115407,350274,350365,0.3636,0.053,0.7045,0.053,0,0.9165,0,0.9331,0.0217,1
VCA0058,CDS,NC_002506,Vcr001,sRNA,NC_002505,132,1.35465212344018E-28,1.88041970558978E-26,2,+,66358,66380,21903,21939,+,23,36,65506,66414,21896,21940,0.1667,0.0379,0.1667,0.0455,0.9351,0.0623,0,0.9717,0,0.975
VC1727,CDS,NC_002505,Vcr096,sRNA,NC_002506,131,6.51397496744186E-99,2.91057261753393E-96,2,-,1866489,1866528,243937,243973,-,41,36,1865486,1866679,243935,243985,0.4351,0.1145,1.0611,0.145,0.0503,0.2661,0,0.8743,0.02,1
VC0432,CDS,NC_002505,Vcr001,sRNA,NC_002505,131,1.03979009365696E-13,6.90820082071043E-12,2,+,462304,462345,21905,21939,+,43,36,462178,463156,21900,21941,0.4656,0.1527,0.6794,0.1756,0.1093,0.0954,0,0.9765,0,1
Vcr043,sRNA,NC_002505,VC1043,CDS,NC_002505,130,3.08959316572113E-07,9.91916958635774E-06,2,+,1114609,1114649,1112756,1112793,-,41,37,1114588,1114733,1111622,1112908,0.2692,0.1154,0.4538,0.3462,0.3729,0.0471,0,0.8994,0,0.9292
VC1873,CDS,NC_002505,VC1872,CDS,NC_002505,130,8.83604428564852E-75,2.95791554512727E-72,2,+,2017439,2017477,2015923,2015963,+,39,41,2016955,2018243,2014911,2016953,0.2077,0.0615,0.2769,0.0615,0.3486,0.5005,0,0.9512,0,1
VC1144,CDS,NC_002505,Vcr001,sRNA,NC_002505,130,4.74330158497257E-20,4.68965227644738E-18,2,+,1213328,1213364,21905,21939,+,37,35,1213018,1215148,21899,21941,0.2538,0.1308,0.3692,0.1385,0.1477,0.0977,0,0.9335,0,1
VC1449,5UTR,NC_002505,VC0410,CDS,NC_002505,130,0,0,2,+,1549211,1549240,436334,436369,+,31,36,1549171,1549483,436287,436378,0.1923,0.0615,0.1923,0.0769,0,0.6402,0,0.5738,0.543,0.7295
VC1101,CDS,NC_002505,GcvB,sRNA,NC_002505,130,1.02153575411735E-127,5.37126595077794E-125,2,+,1170742,1170779,954772,954806,-,38,35,1170630,1171469,954718,954886,0.3538,0.1231,0.5231,0.1462,0.0621,0.7353,0,0.7772,0.1765,1
VCA0325,CDS,NC_002506,Vcr017,sRNA,NC_002505,129,1.93769003202965E-23,2.23153729584707E-21,2,+,329056,329098,350278,350313,-,42,36,328595,329386,350274,350362,0.4341,0.062,0.5504,0.062,0.9249,0.9655,0,1,0.0543,1
VC2294,CDS,NC_002505,Vcr017,sRNA,NC_002505,129,1.09080964206518E-48,2.44748062555525E-46,2,-,2448966,2448997,350278,350315,-,32,37,2448640,2449034,350274,350357,0.2791,0.0543,0.3256,0.0775,0.3867,0.5672,0.3336,0.6407,0.1087,1
VC0911,CDS,NC_002505,Vcr017,sRNA,NC_002505,129,2.39001618973818E-62,6.817046451985E-60,2,+,971373,971412,350283,350317,-,40,36,971246,972442,350274,350361,0.2636,0.031,0.3566,0.0465,0.0637,0.9179,0,0.6742,0.0652,1
VC1620,CDS,NC_002505,VqmR,sRNA,NC_002506,129,1.042724273929E-10,5.44145270348239E-09,2,-,1740478,1740514,1031525,1031565,+,36,41,1733276,1741537,1031474,1031589,0.2946,0.124,0.3953,0.1473,0.1049,0.8462,0,0.9551,0.24,1
VCA0382a:VCA0387,IGR,NC_002506,Vcr017,sRNA,NC_002505,129,2.1431203260338E-28,2.94351073909041E-26,2,+,364692,364736,350279,350313,-,46,35,364498,365713,350274,350347,0.3566,0.062,0.4806,0.0853,0.1552,0.9527,0,0.847,0.2174,1
VC0241,CDS,NC_002505,Vcr017,sRNA,NC_002505,129,4.34556164931123E-12,2.55600043925504E-10,2,+,246982,247019,350285,350319,-,38,36,246484,247885,350274,350364,0.2868,0.0853,0.3178,0.1085,0.2947,0.8936,0,0.9681,0.0326,1
VCA0442,CDS,NC_002506,Vcr017,sRNA,NC_002505,128,6.16830957290162E-32,9.47163040302677E-30,2,+,398466,398505,350286,350322,-,40,37,398280,398592,350275,350368,0.2969,0.0859,0.4141,0.0859,0.9935,0.882,0.521,1,0,1
VC0565,CDS,NC_002505,Vcr017,sRNA,NC_002505,128,7.17784353964401E-35,1.1824020776405E-32,2,-,598640,598672,350277,350313,-,32,37,598611,599504,350274,350351,0.3984,0.0391,0.4219,0.0391,0.7756,0.5824,0,0.8034,0.1739,1
VC1767,CDS,NC_002505,VqmR,sRNA,NC_002506,128,1.27010340159595E-87,4.98978094478312E-85,2,-,1911173,1911209,1031535,1031573,+,36,39,1911021,1912284,1031475,1031589,0.25,0.0625,0.3437,0.0703,0.7851,0.9022,0,0.8931,0.2467,1
VC2664,CDS,NC_002505,VqmR,sRNA,NC_002506,128,1.38112880520222E-44,2.86430156933861E-42,2,-,2833039,2833084,1031533,1031572,+,45,40,2832652,2833903,1031475,1031589,0.2578,0.0859,0.3672,0.1094,0.7434,0.8956,0.2148,0.9804,0.2467,1
VC2232,CDS,NC_002505,Vssrna24,sRNA,NC_002505,127,1.99021891773936E-09,9.03224504389393E-08,2,-,2387227,2387261,106500,106536,+,36,37,2386893,2388015,106479,106538,0.315,0.0315,0.5118,0.0315,0.6262,0.9819,0,0.8912,0,1
VCA0867:VCA0875,IGR,NC_002506,Vcr017,sRNA,NC_002505,127,5.4428383452782E-44,1.1045778894514E-41,2,-,824334,824371,350286,350322,-,39,38,821748,825605,350274,350364,0.3543,0.1024,0.5827,0.1496,0.454,0.4837,0.2817,0.8045,0.0326,1
VC1455,CDS,NC_002505,Vcr017,sRNA,NC_002505,127,3.12581956128757E-29,4.41554882911924E-27,2,+,1566015,1566052,350282,350317,-,38,36,1566004,1566284,350274,350368,0.2913,0.0709,0.3701,0.1181,0.0749,0.9235,0,0.7604,0,1
VC1092,CDS,NC_002505,Vcr001,sRNA,NC_002505,127,0.00408268769012648,0.027837090361607,2,+,1160757,1160794,21904,21939,+,38,36,1160372,1161221,21897,21940,0.315,0.0315,0.4016,0.0315,0.376,0.0754,0,0.8402,0,0.975
VCA0505,CDS,NC_002506,Vcr017,sRNA,NC_002505,126,2.03694692809825E-24,2.4487818445425E-22,2,+,434072,434113,350282,350316,-,43,36,433552,434403,350274,350365,0.2302,0.0397,0.4524,0.0635,0.6316,0.928,0,1,0.0217,1
VC1740,CDS,NC_002505,FarS,sRNA,NC_002505,126,3.66825541027637E-26,4.7206230223543E-24,2,-,1877700,1877738,2266024,2266059,-,39,36,1876639,1877849,2266016,2266134,0.3571,0.0714,0.6111,0.119,0.0432,0.6368,0,0.5083,0,1
VCA0479,CDS,NC_002506,Vcr017,sRNA,NC_002505,126,7.43563858769867E-59,1.96976309854128E-56,2,+,420646,420687,350278,350313,-,43,36,420581,421066,350274,350348,0.3651,0.0238,0.4921,0.0238,0.0689,0.9663,0,0.9011,0.2065,1
VC1122,CDS,NC_002505,FarS,sRNA,NC_002505,126,2.54119151249218E-32,3.93691826151858E-30,2,+,1190482,1190517,2266023,2266059,-,36,37,1190446,1190799,2266016,2266088,0.1984,0.0476,0.2778,0.0476,0.0801,0.9491,0.0254,0.2974,0.3932,1
VC0545,CDS,NC_002505,Vcr017,sRNA,NC_002505,126,3.37352373087516E-47,7.30175014756096E-45,2,+,576534,576575,350282,350318,-,43,37,576494,577320,350274,350360,0.3413,0.0794,0.5,0.0873,0.0199,0.9231,0,0.3083,0.0761,1
VC1092,CDS,NC_002505,OppZ,sRNA,NC_002505,126,1.46881272652023E-08,5.92240992042193E-07,2,+,1160459,1160493,1164283,1164322,+,35,39,1160367,1161308,1164270,1164327,0.3413,0.0714,0.4286,0.0873,0.0489,0.2002,0,0.9348,0,1
VC1699,CDS,NC_002505,Vcr001,sRNA,NC_002505,126,1.50758016859175E-56,3.88496692504749E-54,2,+,1832515,1832555,21904,21939,+,41,36,1832351,1832733,21898,21941,0.3333,0.1587,0.3968,0.1746,0.5453,0.0821,0,1,0,1
VC2111,CDS,NC_002505,Vcr001,sRNA,NC_002505,126,2.28666518625716E-23,2.61607061402249E-21,2,-,2269904,2269939,21904,21939,+,36,36,2269528,2270177,21899,21941,0.381,0.0952,0.627,0.1032,0.3975,0.9492,0,1,0,1
VC2241,CDS,NC_002505,Vcr043,sRNA,NC_002505,125,3.43125619412172E-60,9.42545253598465E-58,2,-,2395178,2395211,1114681,1114721,+,33,41,2394989,2395248,1114608,1114749,0.272,0.056,0.392,0.056,0.1288,0.8227,0,0.7152,0.1132,1
VCA0574,CDS,NC_002506,Vcr017,sRNA,NC_002505,125,5.22228170362269E-65,1.54896446120358E-62,2,+,513526,513569,350281,350316,-,44,36,513237,513660,350274,350367,0.296,0.056,0.44,0.072,0.918,0.9329,0.7941,0.9519,0,1
Vcr017,sRNA,NC_002505,VC2384,CDS,NC_002505,124,2.09801052547668E-09,9.50900208083813E-08,2,-,350322,350360,2549096,2549140,-,39,46,350291,350368,2548671,2549284,0.3468,0.0806,0.4274,0.0968,0.4904,0.0507,0,0.8261,0,0.6484
VC0869,CDS,NC_002505,VadR,sRNA,NC_002506,124,1.22086961420688E-91,4.98445155550838E-89,2,+,934951,934993,3249,3281,+,43,34,934163,935090,3239,3286,0.379,0.0645,0.6371,0.0645,0.8077,0.5639,0.5944,0.8325,0.4458,1
VC2427,CDS,NC_002505,Vcr017,sRNA,NC_002505,123,3.56063427567441E-76,1.23977951105748E-73,2,+,2601526,2601565,350279,350314,-,40,36,2601505,2602162,350274,350365,0.2602,0.0569,0.2927,0.1057,0.0891,0.9597,0,1,0.0217,1
VCA0325:VCA0328,IGR,NC_002506,Vcr228,sRNA,NC_002506,123,8.13809825064452E-93,3.3889970831054E-90,2,+,329496,329539,787395,787429,+,43,35,329387,329574,787308,787433,0.3415,0.1626,0.3902,0.2033,0.7048,0.779,0.0596,0.8553,0.2545,1
VC0173,CDS,NC_002505,FarS,sRNA,NC_002505,123,1.76980167977712E-09,8.07062124747773E-08,2,+,173504,173539,2266022,2266063,-,37,42,173426,174007,2266016,2266112,0.374,0.0894,0.4878,0.122,0.5428,0.96,0.4222,1,0.188,1
VCA0415,CDS,NC_002506,Vcr017,sRNA,NC_002505,122,2.92298940311331E-39,5.3860089162606E-37,2,+,383096,383133,350281,350315,-,38,35,382698,383264,350274,350353,0.2951,0.0328,0.3689,0.0328,0.9669,0.9364,0,1,0.1522,1
VC0706,CDS,NC_002505,Vcr043,sRNA,NC_002505,122,1.62442138481598E-47,3.54542737844459E-45,2,-,756338,756381,1114692,1114727,+,44,36,756216,756535,1114600,1114749,0.3934,0.0902,0.5656,0.0902,0.7077,0.8608,0.1043,1,0.0629,1
Vcr043,sRNA,NC_002505,VC0731,3UTR,NC_002505,121,1.10050325140477E-56,2.85005703981341E-54,2,+,1114631,1114671,786587,786623,-,42,37,1114589,1114735,786550,786928,0.2727,0.1322,0.4711,0.1653,0.5121,1,0,0.9119,0.5795,1
VCA0458,CDS,NC_002506,Vcr001,sRNA,NC_002505,121,1.16807882111185E-46,2.50221230426201E-44,2,+,408875,408918,21904,21939,+,45,36,408474,409448,21898,21941,0.281,0.0661,0.3388,0.0661,0.4428,0.0795,0,1,0,1
VC1707,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,120,6.61806634388524E-50,1.53452175722839E-47,2,-,1838895,1838927,106499,106537,+,33,39,1838795,1838931,106480,106538,0.1833,0.0167,0.2417,0.0167,0,1,0,0.4335,0,1
Vcr017,sRNA,NC_002505,VCA0389:VCA0391,IGR,NC_002506,119,5.86749282466923E-07,1.77523629899299E-05,2,-,350321,350361,368673,368708,+,41,36,350291,350368,368208,369152,0.3193,0.1092,0.4286,0.1092,0.4964,0.5395,0,0.8261,0.039,0.984
VC2362,CDS,NC_002505,Vcr001,sRNA,NC_002505,119,3.91581291068052E-24,4.65910132934901E-22,2,-,2518583,2518630,21905,21939,+,48,35,2517655,2518747,21902,21940,0.605,0.084,0.6975,0.0924,0.2294,0.9414,0.1016,0.9547,0.025,0.975
VC0756,CDS,NC_002505,Vcr001,sRNA,NC_002505,118,1.13457161390802E-42,2.26281831709482E-40,2,+,808065,808102,21904,21939,+,38,36,807933,808388,21897,21941,0.2797,0.0424,0.6949,0.0424,0.3214,0.0792,0,0.9907,0,1
VC2693,CDS,NC_002505,FarS,sRNA,NC_002505,118,1.09112577519012E-37,1.92209836428542E-35,2,+,2860995,2861026,2266024,2266073,-,32,50,2860483,2861368,2266016,2266134,0.1695,0.0593,0.2627,0.0678,0.3838,0.9385,0,0.6291,0,1
VCA0350,CDS,NC_002506,Vcr017,sRNA,NC_002505,118,2.66106868100868E-18,2.40905390705333E-16,2,+,344225,344263,350283,350318,-,39,36,343760,344565,350275,350363,0.3814,0.0678,0.5085,0.0932,0.5167,0.9118,0,1,0.0435,1
VC0244,CDS,NC_002505,TarB,sRNA,NC_002505,118,7.3974685866728E-52,1.79103036532539E-49,2,+,250768,250808,911237,911273,-,41,37,250539,251479,911232,911298,0.2458,0.0424,0.2881,0.0424,0.3204,0.9547,0.0762,0.9284,0.2529,1
VC2295,CDS,NC_002505,Vcr001,sRNA,NC_002505,118,3.46310064087683E-15,2.60129830173915E-13,2,-,2450434,2450477,21905,21939,+,44,35,2449436,2450986,21898,21940,0.3136,0.1102,0.4915,0.1441,0.2783,0.9542,0,0.9971,0,0.975
VC1222,CDS,NC_002505,Vcr001,sRNA,NC_002505,118,1.24844184623868E-17,1.08855973341761E-15,2,+,1300376,1300417,21905,21939,+,42,35,1300221,1300600,21899,21941,0.3136,0.2288,0.4492,0.2458,0.477,0.0985,0,1,0,1
VC0392,CDS,NC_002505,Vcr001,sRNA,NC_002505,118,5.85364543941895E-17,4.89491705263026E-15,2,+,415089,415140,21904,21939,+,52,36,414583,415681,21898,21941,0.2627,0.0847,0.322,0.0932,0.4751,0.0862,0,0.9589,0,1
VC2340,CDS,NC_002505,FarS,sRNA,NC_002505,117,0.00475961779352447,0.0308792328077547,2,+,2492595,2492628,2266024,2266070,-,34,46,2492212,2493488,2266015,2266119,0.3162,0.0513,0.3846,0.0684,0.3389,0.9359,0,1,0.1282,1
VC0172,CDS,NC_002505,Vcr220,sRNA,NC_002505,117,7.91255977133959E-140,4.52620156722194E-137,2,+,172017,172059,2653966,2654002,+,43,36,171926,172705,2653899,2654007,0.3504,0.2051,0.453,0.2308,0.058,0.6993,0,0.6868,0.2,1
FarS,sRNA,NC_002505,VC1083,CDS,NC_002505,117,0.000334639367251812,0.00435052071493743,2,-,2266087,2266129,1149836,1149863,+,43,28,2266014,2266135,1149406,1149964,0.5983,0.094,0.7778,0.094,0.3997,0.8013,0,1,0.0188,0.9743
FarS,sRNA,NC_002505,VCA0895,CDS,NC_002506,117,0.00153546246837755,0.0140544629963354,2,-,2266083,2266122,847968,847999,+,40,32,2266021,2266136,847004,848122,0.5385,0.2137,0.6068,0.5214,0.4357,0.3623,0,0.9658,0.0244,0.4041
VC2725,CDS,NC_002505,Vcr001,sRNA,NC_002505,117,3.86532422508161E-05,0.000715404515109372,2,-,2898607,2898647,21905,21939,+,41,36,2898151,2899397,21902,21941,0.3077,0.1111,0.5385,0.1111,0.6456,0.9588,0,1,0.025,1
VC2399,CDS,NC_002505,Vcr001,sRNA,NC_002505,117,7.82467753481394E-48,1.71860623095347E-45,2,-,2567683,2567719,21904,21939,+,37,36,2567642,2568294,21897,21941,0.3675,0.0598,0.4188,0.0598,0.803,0.9444,0.0217,0.8555,0,1
VC2089,CDS,NC_002505,VC0025,3UTR,NC_002505,116,7.25547023881804E-85,2.75678741274857E-82,2,-,2251353,2251376,21883,21904,+,25,23,2250363,2251561,21766,21932,0.1983,0.0172,0.1983,0.0517,0.3893,1,0.2712,0.9496,0.55,1
VC2064,CDS,NC_002505,VcdRP,sRNA,NC_002505,116,5.61491585594282E-81,2.02271029358599E-78,2,-,2220017,2220055,2433399,2433435,-,39,38,2219966,2220502,2433386,2433573,0.319,0.0431,0.3534,0.0431,0.965,0.8417,0.2907,1,0.3902,1
VC2333,CDS,NC_002505,Vcr001,sRNA,NC_002505,116,9.31102264012925E-15,6.75984139498756E-13,2,+,2483459,2483503,21905,21939,+,45,35,2482731,2484212,21900,21941,0.3276,0.1466,0.681,0.1552,0.492,0.0881,0,0.9807,0,1
VC1265,CDS,NC_002505,Vssrna24,sRNA,NC_002505,115,1.12816620293028E-20,1.15262272051882E-18,2,+,1339527,1339570,106502,106537,+,44,36,1339294,1340718,106496,106538,0.3652,0.0348,1.0087,0.0348,0.1781,0.3761,0,1,0.2679,1
VCA0058,CDS,NC_002506,VC0025,3UTR,NC_002505,115,4.94492390369242E-159,3.15835020054917E-156,2,+,66376,66397,21896,21918,+,22,23,66374,66422,21882,21920,0.1565,0.0087,0.1565,0.0087,0.9533,1,0.9283,0.9804,1,1
VC1859,CDS,NC_002505,Vcr017,sRNA,NC_002505,114,7.75169563813417E-42,1.5141112217458E-39,2,-,1998056,1998098,350284,350318,-,42,35,1997770,1998802,350275,350357,0.3246,0.0526,0.5789,0.0789,0.9489,0.5296,0.5972,1,0.1087,1
VC1854,CDS,NC_002505,Vcr017,sRNA,NC_002505,114,0.000196755804129185,0.00282538620856349,2,-,1993214,1993256,350277,350312,-,43,35,1992713,1993785,350275,350320,0.3333,0.0965,1.1228,0.0965,0.5598,0.6027,0.0434,1,0.5109,1
VC2245,CDS,NC_002505,Vcr001,sRNA,NC_002505,114,3.14931988811342E-19,3.00524788479926E-17,2,-,2399699,2399747,21904,21939,+,49,36,2397855,2401233,21898,21947,0.3158,0.1404,0.3947,0.1404,0.437,0.9557,0,0.9648,0,1
Vcr103,sRNA,NC_002506,Qrr1,sRNA,NC_002505,114,4.04597774769133E-52,9.84165180687843E-50,2,-,776902,776940,1089989,1090024,-,39,37,776870,776967,1089936,1090059,0.3421,0.1316,0.4386,0.1491,0.4585,0.3577,0.0069,0.6759,0,1
VC2738,CDS,NC_002505,Spot42,sRNA,NC_002505,114,7.2261450839391E-68,2.22575958149058E-65,2,+,2910204,2910241,106136,106175,+,38,40,2909856,2911309,106086,106185,0.2281,0.1667,0.3421,0.2105,0.1389,0.5508,0,0.7948,0.0917,1
VC2059,CDS,NC_002505,VcdRP,sRNA,NC_002505,114,1.17269732135533E-39,2.18796317973087E-37,2,-,2214505,2214548,2433395,2433431,-,44,37,2214186,2214674,2433385,2433476,0.3772,0.0877,0.4912,0.0965,0.298,0.8563,0,0.9065,0.7082,1
