name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC2772,3UTR,NC_002505,TarB,sRNA,NC_002505,307,0,6.155740040339275e-45,1.580800077398381e-42,2,-,2956814,2956850,911239,911274,-,38,36,2956705,2957710,911232,911300,0.2857,0.1071,0.3333,0.1071,1.0,0.5302,0.0,1.0,0.2299,1.0
VC0559,CDS,NC_002505,TfoR,sRNA,NC_002505,84,0,1.5066889144880384e-40,3.5458901544856544e-38,2,-,593947,593979,2236664,2236705,+,34,42,593729,594393,2236594,2236710,0.25,0.0952,0.2738,0.1429,0.6403,0.9762,0.0847,0.9116,0.1231,1.0
miaA,3UTR,NC_002505,Vcr220,sRNA,NC_002505,348,0,5.937594566308887e-142,3.9374068554816476e-139,2,+,369951,369994,2653969,2654004,+,44,36,369166,370078,2653931,2654008,0.3452,0.0714,0.4524,0.0714,1.0,0.719,0.1436,1.0,0.437,1.0
VC0093,CDS,NC_002505,TfoR,sRNA,NC_002505,84,1,1.6964494890979437e-6,6.49843360377081e-5,2,+,91895,91966,2236660,2236701,+,72,42,90874,93190,2236583,2236710,0.369,0.0476,0.4881,0.0714,0.4138,0.6304,0.0,0.9184,0.0385,1.0
VC1527:VC1531,IGR,NC_002505,Vcr229,sRNA,NC_002506,84,0,7.414300523229404e-35,1.52679216678706e-32,2,+,1643202,1643242,897620,897672,+,40,53,1643159,1643373,897524,897724,0.25,0.1548,0.3452,0.3333,0.1347,0.466,0.0323,0.2978,0.0,0.9899
MicX,sRNA,NC_002506,VC0974,5UTR,NC_002505,83,5,3.2135808047273846e-34,6.520183696730262e-32,2,-,893398,893437,1039849,1039884,+,41,36,893344,893517,1039846,1039886,0.4217,0.0361,0.5301,0.0482,0.6357,0.0,0.2886,0.793,0.0,0.0
VC2467,CDS,NC_002505,VrrA,sRNA,NC_002505,83,0,1.3605912100939752e-45,3.5391179721786055e-43,2,-,2649733,2649774,1878783,1878820,+,42,38,2649206,2649839,1878740,1878824,0.2771,0.0602,0.3976,0.0723,0.0219,0.9769,0.0,0.9441,0.4029,1.0
tRNA-Ala-5:23Sa,IGR,NC_002505,5Sg:23Sg,IGR,NC_002505,83,6,1.5969404085950928e-98,8.153952822732413e-96,2,+,55613,55653,2928064,2928097,-,41,34,55524,55774,2928004,2928135,0.2892,0.1928,0.506,0.3373,0.5465,0.6195,0.0944,0.9685,0.0556,1.0
VCA0090,CDS,NC_002506,TfoR,sRNA,NC_002505,83,0,2.7530832787602194e-22,3.688666878714146e-20,2,-,99873,99911,2236663,2236704,+,39,41,99632,100011,2236608,2236710,0.3253,0.0723,0.5301,0.0964,0.1077,0.9658,0.0,0.3774,0.2308,1.0
VCA0004,CDS,NC_002506,Vcr043,sRNA,NC_002505,83,0,6.743957644464076e-26,1.0348518063960087e-23,2,+,4239,4277,1114675,1114715,+,39,41,3916,4402,1114607,1114749,0.3373,0.0843,0.3976,0.0843,0.6225,0.5375,0.0,1.0,0.1069,1.0
dnaG,CDS,NC_002505,Vcr229,sRNA,NC_002506,83,4,7.078426101180085e-11,4.776150689502339e-9,2,-,553385,553420,897629,897677,+,36,49,552758,554145,897523,897726,0.3855,0.1687,0.4337,0.4337,0.4312,0.753,0.0,0.7872,0.0,1.0
VC0287,CDS,NC_002505,Vcr017,sRNA,NC_002505,159,2,7.344125532520683e-80,3.0877980892646395e-77,2,+,296417,296447,350286,350326,-,30,41,296320,296872,350274,350365,0.3012,0.0843,0.3133,0.1084,0.1549,0.8759,0.0,0.9806,0.0217,1.0
VC2657,CDS,NC_002505,VC2656,CDS,NC_002505,83,0,1.8880260082845007e-93,9.15821978762995e-91,2,+,2828933,2828970,2827313,2827381,+,38,69,2828544,2829332,2826631,2828107,0.4337,0.0843,0.5904,0.1084,0.5414,0.3105,0.0,1.0,0.0,0.7494
VC0847,CDS,NC_002505,VadR,sRNA,NC_002506,83,0,0.0002893657999277583,0.005842115734212827,2,-,913638,913686,3244,3278,+,48,36,912709,914107,3200,3285,0.4819,0.1325,0.6747,0.2048,0.3829,0.9215,0.0134,1.0,0.0,1.0
VC0968,3UTR,NC_002505,Vcr227,sRNA,NC_002506,82,7,5.3352996191332875e-25,7.913433614591822e-23,2,-,1032024,1032064,479982,480017,+,41,36,1032001,1032461,479958,480023,0.4878,0.1098,0.622,0.1341,1.0,0.9116,0.6994,1.0,0.0,1.0
VCA0801,CDS,NC_002506,Vcr043,sRNA,NC_002505,82,0,1.8107640763486913e-6,6.911060904364667e-5,2,+,742004,742034,1114652,1114706,+,31,54,741884,742706,1114604,1114748,0.2073,0.0732,0.2439,0.0976,0.0942,0.3926,0.0,0.6097,0.0881,0.9937
VC0641,CDS,NC_002505,Vcr064,sRNA,NC_002505,82,0,3.4120406463535177e-16,3.373875767398646e-14,2,+,683637,683680,1595747,1595777,-,44,31,683494,683703,1595729,1595793,0.3415,0.0488,0.439,0.0488,0.7229,0.7568,0.3143,0.7736,0.1351,1.0
VC1843,CDS,NC_002505,TfoR,sRNA,NC_002505,82,0,1.621035716300003e-16,1.633740794230373e-14,2,-,1982532,1982569,2236654,2236697,+,37,44,1982364,1982808,2236592,2236710,0.3415,0.0854,0.4146,0.0854,0.2646,0.919,0.022,0.4129,0.1077,1.0
VC0480,CDS,NC_002505,Vcr017,sRNA,NC_002505,510,0,3.9712456908747406e-58,1.2593416253397784e-55,2,+,511006,511048,350285,350321,-,43,36,510752,511486,350275,350362,0.3293,0.0488,0.378,0.0488,0.3139,0.888,0.0,0.8216,0.0543,1.0
FarS,sRNA,NC_002505,VC1162,CDS,NC_002505,82,4,1.523173170366178e-6,5.895897897535179e-5,2,-,2266096,2266130,1234710,1234745,-,35,36,2266017,2266136,1234258,1234924,0.378,0.2317,0.3902,0.5,0.3275,0.2025,0.0,1.0,0.0,0.863
MicX,sRNA,NC_002506,VC1182,CDS,NC_002505,82,1,1.5835270576287022e-20,1.950090864570237e-18,2,-,893399,893438,1255589,1255617,-,40,29,893352,893512,1255529,1256315,0.4634,0.1098,0.5732,0.1829,0.6332,0.9992,0.3032,0.7697,0.2688,1.0
VCA0735,CDS,NC_002506,TfoR,sRNA,NC_002505,82,6,0.00028367352173355845,0.005749349370343787,2,+,679857,679890,2236657,2236694,+,34,38,679661,680673,2236597,2236709,0.2561,0.0854,0.2927,0.1585,0.1685,0.6098,0.0,1.0,0.1462,1.0
VC2060,CDS,NC_002505,VrrA,sRNA,NC_002505,156,1,7.141921728531324e-15,6.459715303198582e-13,2,-,2214947,2214989,1878775,1878809,+,43,35,2214645,2215701,1878707,1878824,0.5488,0.0488,0.7927,0.061,0.727,0.8964,0.0,1.0,0.1655,1.0
VC2656,CDS,NC_002505,VC2657,CDS,NC_002505,82,2,6.630088441994431e-92,3.1461331091135784e-89,2,+,2827285,2827382,2828918,2828955,+,99,38,2826621,2828515,2828545,2829332,0.3415,0.1341,0.5122,0.1707,0.3486,0.473,0.0,0.9751,0.0,1.0
tRNA-Glu-1:23Sb,IGR,NC_002505,23Sh:tRNA-Val-4,IGR,NC_002505,82,20,5.794967036234175e-70,2.168451829385816e-67,2,+,152844,152881,2936925,2936955,-,38,32,152741,153012,2936763,2937013,0.1585,0.061,0.2195,0.0732,0.4969,0.5725,0.007,0.9545,0.3138,1.0
VC1152,CDS,NC_002505,VadR,sRNA,NC_002506,81,2,4.660148005557619e-28,7.730621837439811e-26,2,-,1224594,1224632,3244,3278,+,39,35,1223721,1224901,3206,3286,0.2593,0.0864,0.3827,0.0864,0.0416,0.9103,0.0,0.9754,0.0482,1.0
cyaA,CDS,NC_002505,VCA0543,3UTR,NC_002506,81,49,7.0248893558192854e-9,3.854374619177286e-7,2,+,116139,116169,479918,479944,+,30,27,115983,117265,479343,479985,0.1975,0.0864,0.2222,0.1111,0.0457,1.0,0.0,0.4789,0.0059,1.0
rseB,CDS,NC_002505,Spot42,sRNA,NC_002505,81,2,3.77982265492431e-5,0.0010393401288714141,2,-,2648405,2648447,106144,106178,+,43,35,2647609,2648529,106126,106184,0.358,0.1111,0.5185,0.1111,0.1246,0.9391,0.0,0.9492,0.4587,0.9908
VC0116:cyaA,IGR,NC_002505,Spot42,sRNA,NC_002505,81,4,1.0198101218899539e-5,0.0003304379068499367,2,+,115713,115739,106133,106170,+,26,37,114397,115965,106122,106183,0.1605,0.037,0.1852,0.037,0.9447,0.5266,0.6399,0.9961,0.422,0.9817
VCA0184,CDS,NC_002506,Spot42,sRNA,NC_002505,81,0,0.0003670105365436793,0.007115212708951353,2,-,203597,203633,106139,106177,+,38,40,203245,203798,106079,106185,0.1852,0.321,0.2222,0.3457,0.2938,0.9294,0.0,1.0,0.0275,1.0
VC2673,CDS,NC_002505,TfoR,sRNA,NC_002505,81,3,2.937581595243195e-20,3.573902974051169e-18,2,-,2840552,2840607,2236656,2236695,+,56,41,2840178,2841143,2236588,2236710,0.2346,0.0741,0.2963,0.0864,0.6194,0.9016,0.0,1.0,0.0769,1.0
gmhA,CDS,NC_002505,Spot42,sRNA,NC_002505,81,2,4.750956168827022e-13,3.783676515640145e-11,2,-,2383596,2383639,106137,106173,+,44,37,2383305,2383912,106079,106184,0.2963,0.0988,0.3827,0.1358,0.4374,0.8882,0.0,0.9426,0.0275,0.9908
Vssrna24,sRNA,NC_002505,VC0615,CDS,NC_002505,110,0,5.219800820020951e-49,1.4242280910352375e-46,2,+,106485,106524,650592,650632,-,40,41,106481,106537,650014,650850,0.1605,0.0864,0.1975,0.0864,0.7694,0.4616,0.0,1.0,0.3121,0.797
rpsF,CDS,NC_002505,FarS,sRNA,NC_002505,81,0,2.5231338280935103e-5,0.0007340094463897487,2,+,384171,384212,2266024,2266060,-,41,37,384082,384576,2266015,2266135,0.3827,0.0988,0.6173,0.1852,0.0508,0.939,0.0,1.0,0.0,1.0
Vcr091:VCA0078,IGR,NC_002506,Vcr043,sRNA,NC_002505,81,1,3.05924091664337e-8,1.5532630121783569e-6,2,+,86085,86125,1114691,1114725,+,42,36,84225,88227,1114607,1114749,0.3333,0.0617,0.4815,0.0617,0.5551,0.6328,0.2163,0.9298,0.1069,1.0
VC0242,CDS,NC_002505,VcdRP,sRNA,NC_002505,105,1,3.905637679011189e-37,8.51816000605457e-35,2,+,248050,248093,2433394,2433431,-,45,38,247910,249211,2433386,2433473,0.4074,0.0617,0.4938,0.0741,0.1181,0.9771,0.0,0.9216,0.718,1.0
VC1001,CDS,NC_002505,Vcr001,sRNA,NC_002505,488,0,1.8300055351813535e-105,9.80257995641714e-103,2,+,1071934,1071980,21905,21938,+,47,35,1071873,1072950,21899,21940,0.3333,0.1235,0.5309,0.1358,0.0604,0.0932,0.0,0.8269,0.0,0.975
VC2352,CDS,NC_002505,TarB,sRNA,NC_002505,102,0,2.5990121651866626e-41,6.228521953453786e-39,2,-,2509670,2509705,911239,911276,-,36,38,2508531,2509804,911232,911318,0.25,0.125,0.475,0.1375,0.0303,0.5059,0.0,0.9371,0.023,1.0
VC0040:VC0047,IGR,NC_002505,TfoR,sRNA,NC_002505,80,0,5.253956121624439e-5,0.0013782937845781289,2,+,39311,39349,2236667,2236702,+,39,36,38643,41996,2236603,2236710,0.425,0.0875,0.55,0.1,0.1247,0.6829,0.0081,0.5618,0.1923,1.0
VC0828,5UTR,NC_002505,Qrr4,sRNA,NC_002506,80,0,2.56205629287567e-55,7.71376251939051e-53,2,+,890266,890304,908213,908249,-,40,37,890232,890738,908201,908282,0.3375,0.0125,0.475,0.0125,0.0,0.8861,0.0,0.4288,0.2286,1.0
VC2061,CDS,NC_002505,Vcr227,sRNA,NC_002506,80,12,4.0335322970815736e-23,5.569485236165821e-21,2,-,2216290,2216317,479971,480018,+,28,48,2215964,2216466,479951,480024,0.125,0.125,0.15,0.125,0.2124,0.9158,0.0,0.6327,0.0,1.0
rho,CDS,NC_002505,VadR,sRNA,NC_002506,104,0,1.5984016275347038e-35,3.338760184302693e-33,2,+,318942,318986,3244,3279,+,46,35,318448,319405,3205,3286,0.275,0.15,0.3125,0.525,0.5484,0.5104,0.1207,0.8809,0.0361,1.0
VCA0278,5UTR,NC_002506,VrrA,sRNA,NC_002505,147,0,2.06585508864241e-21,2.644789268591041e-19,2,-,297748,297791,1878786,1878821,+,44,36,297662,297827,1878770,1878825,0.3625,0.175,0.4375,0.175,0.0,0.9826,0.0,0.0,0.6187,1.0
pfkA,CDS,NC_002505,Vcr017,sRNA,NC_002505,356,0,1.2707353361613308e-36,2.7260655343823954e-34,2,-,2857191,2857227,350279,350314,-,37,36,2856876,2857763,350274,350346,0.3375,0.05,0.4625,0.1,0.5897,0.5739,0.0151,0.9065,0.2283,1.0
fadB,CDS,NC_002505,FarS,sRNA,NC_002505,130,0,8.465821406147718e-21,1.0584782155905083e-18,2,+,2942341,2942380,2266026,2266064,-,40,40,2942145,2943404,2266015,2266134,0.4,0.1,0.575,0.125,0.0268,0.9247,0.0,0.4984,0.0,1.0
FarS,sRNA,NC_002505,VCA0143,CDS,NC_002506,133,0,1.8805487771164577e-44,4.773113420848388e-42,2,-,2266091,2266125,158996,159034,+,35,38,2266034,2266137,158909,159123,0.6,0.0875,0.925,0.1125,0.3709,0.6969,0.0,0.8547,0.0,1.0
VC0816,5UTR,NC_002505,Spot42,sRNA,NC_002505,80,0,7.552330807061898e-25,1.1144985209066887e-22,2,-,873064,873100,106137,106175,+,37,39,872948,873165,106086,106184,0.3375,0.2125,0.4875,0.3,0.0,0.9052,0.0,0.0,0.0917,0.9908
VC0242,CDS,NC_002505,Vcr017,sRNA,NC_002505,245,0,3.5947343165669353e-12,2.673463721404297e-10,2,+,248100,248133,350278,350315,-,34,38,247938,249198,350273,350368,0.25,0.0625,0.475,0.075,0.1465,0.9721,0.0065,0.9123,0.0,1.0
23Sh:tRNA-Val-4,IGR,NC_002505,23Sa:5Sa,IGR,NC_002505,80,1,4.83273023552386e-91,2.2524392521395254e-88,2,-,2936898,2936940,58712,58745,+,43,34,2936844,2937065,58685,58769,0.275,0.175,0.525,0.175,0.6505,0.5891,0.1613,0.8094,0.1111,0.7778
VC0970,CDS,NC_002505,Spot42,sRNA,NC_002505,80,0,0.00015368653819202872,0.0034234365808661817,2,+,1034513,1034553,106141,106178,+,41,38,1034163,1035194,106101,106184,0.4,0.2,0.6625,0.2375,0.3544,0.6,0.0,1.0,0.2294,0.9908
VC0348,CDS,NC_002505,Vcr001,sRNA,NC_002505,1683,0,1.1386834374003729e-34,2.333828822710027e-32,2,+,370659,370698,21904,21938,+,41,35,370433,371769,21898,21940,0.2875,0.0625,0.3,0.075,0.1964,0.0809,0.0,1.0,0.0,0.975
VC0269,CDS,NC_002505,Vcr001,sRNA,NC_002505,330,0,1.3842952361171735e-35,2.896151288041726e-33,2,+,274854,274896,21904,21939,+,43,36,274571,275591,21900,21941,0.4625,0.0875,0.5125,0.0875,0.323,0.0806,0.0517,0.9024,0.0,1.0
Vcr044,sRNA,NC_002505,GcvB,sRNA,NC_002505,79,0,8.119893841399095e-55,2.4252002658318756e-52,2,+,1121995,1122033,954733,954767,-,39,36,1121985,1122040,954718,954884,0.3291,0.0633,0.443,0.0759,0.956,0.9283,0.5781,1.0,0.1863,1.0
5Sf:23Sf,IGR,NC_002505,23Sh:tRNA-Val-4,IGR,NC_002505,79,18,5.799458485958352e-90,2.67445907999379e-87,2,-,2676427,2676462,2936885,2936918,-,36,33,2676371,2676471,2936867,2937047,0.2532,0.1013,0.3165,0.1013,0.4616,0.5936,0.1111,0.9048,0.2141,0.7419
VC2167,3UTR,NC_002505,VcdRP,sRNA,NC_002505,79,0,1.5144686319138553e-96,7.570522328962204e-94,2,+,2315149,2315190,2433404,2433443,-,42,40,2314913,2315254,2433386,2433474,0.4557,0.0633,0.519,0.0633,1.0,0.9443,0.5629,1.0,0.7148,1.0
VC0900,CDS,NC_002505,VadR,sRNA,NC_002506,79,1,0.00030961908817305454,0.006182187744100924,2,-,959995,960049,3243,3278,+,55,36,958767,960419,3208,3285,0.3924,0.0886,0.5443,0.1013,0.2662,0.9158,0.0,1.0,0.0723,1.0
VC1278,CDS,NC_002505,VadR,sRNA,NC_002506,79,3,2.7559735557279834e-55,8.278571620031202e-53,2,-,1353098,1353145,3247,3282,+,48,35,1352766,1353273,3222,3285,0.3165,0.0253,0.3797,0.0253,0.3055,0.9588,0.0,0.9979,0.241,1.0
VC0252,CDS,NC_002505,VC0251,CDS,NC_002505,79,5,2.346883166931496e-83,1.0279858463152765e-80,2,+,260103,260143,258307,258364,+,41,58,259784,260463,257307,259656,0.3671,0.1013,0.557,0.1013,0.5369,0.4099,0.0,1.0,0.0061,0.9544
oppA,CDS,NC_002505,MicV,sRNA,NC_002505,78,1,7.482490860621391e-11,5.03840927650022e-9,2,+,1158758,1158795,2812100,2812128,-,38,29,1158606,1159803,2812093,2812163,0.3077,0.0769,0.5256,0.0769,0.0778,0.9212,0.0,0.6959,0.0,1.0
VC1624,CDS,NC_002505,Spot42,sRNA,NC_002505,78,1,1.6728018246414176e-27,2.718168061669349e-25,2,-,1745559,1745595,106143,106180,+,37,37,1745185,1746206,106079,106184,0.3077,0.1923,0.4487,0.2051,0.7723,0.9498,0.2524,1.0,0.0275,0.9908
VC2000,5UTR,NC_002505,Qrr4,sRNA,NC_002506,78,0,1.6476646523531477e-26,2.592098114374934e-24,2,+,2152061,2152095,908216,908251,-,35,36,2152024,2153103,908201,908297,0.3718,0.0513,0.5897,0.0769,0.0,0.8547,0.0,0.8422,0.0857,1.0
FarS,sRNA,NC_002505,VCA0751,CDS,NC_002506,78,1,7.551708437221772e-16,7.293775268881118e-14,2,-,2266100,2266131,696586,696625,-,33,40,2266039,2266138,696410,696759,0.5513,0.0769,0.5897,0.0769,0.2932,0.0404,0.0,0.812,0.0,0.2381
aspA,CDS,NC_002505,VCA0543,3UTR,NC_002506,78,21,2.138392600363893e-19,2.509516767748732e-17,2,+,2864933,2864970,479916,479945,+,38,30,2864848,2866427,479494,479985,0.2949,0.0769,0.4744,0.0769,0.0079,1.0,0.0,1.0,0.3008,1.0
VC0706,CDS,NC_002505,rpsJ,5UTR,NC_002505,78,2,0.00015131598752277632,0.00338040561396618,2,-,756401,756443,2764810,2764845,-,42,36,756331,756541,2764800,2764916,0.3077,0.0385,0.5128,0.0385,0.5144,0.0,0.0859,0.7301,0.0,0.0
gcp,CDS,NC_002505,TfoR,sRNA,NC_002505,78,0,9.753453527521339e-18,1.051786890341028e-15,2,+,555551,555592,2236658,2236698,+,42,41,555136,556207,2236588,2236710,0.3205,0.0769,0.359,0.1154,0.42,0.6184,0.0,1.0,0.0769,1.0
rplX,CDS,NC_002505,Vcr043,sRNA,NC_002505,78,1,5.711788326036612e-18,6.233869578154384e-16,2,-,2759201,2759230,1114661,1114735,+,30,74,2758998,2759306,1114607,1114749,0.2308,0.0,0.2564,0.0,0.2821,0.9091,0.0,0.9211,0.1069,1.0
VC1006,CDS,NC_002505,GcvB,sRNA,NC_002505,78,0,4.2519402831783506e-78,1.7539220188265946e-75,2,-,1077447,1077489,954785,954821,-,42,37,1077349,1077672,954718,954918,0.2308,0.0256,0.3205,0.0256,0.964,0.4942,0.6566,1.0,0.0196,1.0
VC1537,CDS,NC_002505,VrrA,sRNA,NC_002505,78,0,1.9793895806524654e-26,3.106503107174145e-24,2,+,1649809,1649847,1878782,1878816,+,39,36,1649343,1649879,1878718,1878823,0.4744,0.0769,0.5897,0.0769,0.7258,0.7018,0.0,0.79,0.2446,1.0
VC1108,CDS,NC_002505,Spot42,sRNA,NC_002505,78,0,3.4339139852924565e-16,3.392942767127688e-14,2,+,1178769,1178809,106144,106181,+,41,38,1177830,1179093,106110,106183,0.359,0.2692,0.6154,0.3205,0.8391,0.6221,0.1134,1.0,0.3119,0.9817
aphA,5UTR,NC_002505,Vcr220,sRNA,NC_002505,149,0,1.0073194446765719e-9,6.104910536331495e-8,2,+,2821454,2821498,2653969,2654004,+,44,36,2821328,2821630,2653905,2654008,0.2692,0.1923,0.4487,0.2179,0.0,0.7195,0.0,0.2393,0.2444,1.0
VC0144,CDS,NC_002505,Vcr227,sRNA,NC_002506,77,4,1.3230252651818513e-43,3.313090524722166e-41,2,+,135229,135255,479968,480019,+,27,52,135192,135784,479953,480023,0.2338,0.0649,0.2468,0.0779,0.0708,0.1546,0.0,0.9126,0.0,1.0
VC0398,CDS,NC_002505,Vcr017,sRNA,NC_002505,252,1,5.0296273125180856e-46,1.3200856606804107e-43,2,+,425008,425049,350278,350312,-,42,36,423374,425213,350274,350325,0.4675,0.0519,0.6494,0.0519,0.8843,0.9712,0.0554,0.9654,0.4565,1.0
rpsH,CDS,NC_002505,TfoR,sRNA,NC_002505,77,1,2.2848442304856305e-10,1.4744647528965623e-8,2,-,2757865,2757902,2236654,2236704,+,38,51,2757680,2758057,2236598,2236710,0.2468,0.1039,0.3247,0.2078,0.4882,0.969,0.0,0.9592,0.1538,1.0
VC0230,CDS,NC_002505,VadR,sRNA,NC_002506,77,7,4.744813160644801e-42,1.1604501632678033e-39,2,-,234748,234788,3238,3272,+,40,34,234630,235213,3223,3286,0.2727,0.1039,0.3766,0.2468,0.7979,0.8376,0.1723,0.9569,0.253,1.0
VC1920,CDS,NC_002505,Vcr227,sRNA,NC_002506,77,1,1.3758556822594609e-16,1.393071162906828e-14,2,-,2070311,2070346,479967,480013,+,36,47,2069268,2071753,479956,480023,0.4286,0.0909,0.4805,0.1169,0.5995,0.8537,0.0,1.0,0.0,1.0
Vcr017,sRNA,NC_002505,VC2095,CDS,NC_002505,77,3,3.781524149167121e-9,2.1561190488907014e-7,2,-,350306,350338,2257625,2257666,-,33,41,350289,350368,2256173,2257838,0.2078,0.1169,0.2338,0.1558,0.6661,0.0815,0.0,0.8478,0.0,0.9885
VC0097,CDS,NC_002505,Qrr3,sRNA,NC_002506,105,2,3.3688435806313656e-80,1.4255650742808368e-77,2,+,95122,95160,772308,772343,+,40,36,94990,95299,772267,772366,0.4416,0.0909,0.5584,0.1039,0.2402,0.4667,0.0,0.578,0.0841,1.0
VC0755,CDS,NC_002505,Vcr043,sRNA,NC_002505,77,2,2.62089111229152e-5,0.0007579490138797074,2,+,807512,807561,1114679,1114714,+,50,36,806425,807861,1114607,1114749,0.4026,0.0519,0.5455,0.0519,0.8448,0.5593,0.0,1.0,0.1069,1.0
VC0567,CDS,NC_002505,Vcr214,sRNA,NC_002505,126,1,2.946502495051632e-53,8.623441609456305e-51,2,-,601504,601536,2376082,2376134,+,34,53,601303,601627,2376030,2376144,0.2208,0.026,0.2857,0.026,0.1608,0.9275,0.0,0.6201,0.0175,1.0
VC2385,CDS,NC_002505,Vcr229,sRNA,NC_002506,77,3,0.00024962096506530034,0.005160205723803139,2,+,2550146,2550188,897631,897680,+,43,49,2549717,2550606,897524,897725,0.3896,0.1169,0.4026,0.2727,0.5625,0.5246,0.0772,0.9928,0.0,0.995
VC0176,CDS,NC_002505,VadR,sRNA,NC_002506,77,1,5.135336974206479e-28,8.502748173278904e-26,2,-,177628,177669,3244,3279,+,42,35,177210,177790,3210,3286,0.3117,0.1558,0.6883,0.2727,0.4212,0.9236,0.0,1.0,0.0964,1.0
VC2599,CDS,NC_002505,VrrA,sRNA,NC_002505,120,0,0.004387563381047811,0.045700063199519664,2,-,2766346,2766392,1878771,1878807,+,47,37,2765994,2768213,1878684,1878824,0.4545,0.0779,0.8442,0.1169,0.8609,0.8872,0.1034,1.0,0.0,1.0
VCA0674,CDS,NC_002506,VadR,sRNA,NC_002506,77,0,2.4500232594504877e-6,9.080964235328745e-5,2,-,609309,609350,3242,3276,+,41,35,608944,609821,3204,3286,0.3766,0.0649,0.8052,0.0779,0.7962,0.8872,0.0,1.0,0.0241,1.0
lpxD,CDS,NC_002505,fabZ,CDS,NC_002505,99,0,6.310624989655536e-197,5.2811059997297196e-194,2,-,2405494,2405542,2404261,2404295,-,50,35,2404911,2405602,2403987,2404501,0.3377,0.0519,0.4675,0.0779,0.0791,0.3281,0.0,0.6313,0.0,0.9957
VC2286,5UTR,NC_002505,Vcr227,sRNA,NC_002506,77,9,1.1033728071965228e-58,3.546186049063013e-56,2,-,2442119,2442152,479978,480017,+,34,40,2441667,2442228,479953,480023,0.4805,0.0649,0.5974,0.0649,0.0,0.9109,0.0,0.5442,0.0,1.0
VC2184,CDS,NC_002505,VadR,sRNA,NC_002506,76,0,1.543182466330173e-44,3.932067954116017e-42,2,+,2328941,2328981,3243,3277,+,41,35,2328907,2329222,3201,3286,0.3684,0.1184,0.5263,0.2368,0.0764,0.4924,0.0,0.4847,0.0,1.0
VC0596,CDS,NC_002505,VrrA,sRNA,NC_002505,76,1,3.277138602915352e-21,4.1528972144743035e-19,2,-,623506,623548,1878776,1878811,+,44,36,623264,623804,1878683,1878824,0.4079,0.0789,0.6053,0.1184,0.5368,0.9123,0.0,1.0,0.0,1.0
VC0758,5UTR,NC_002505,rplL,CDS,NC_002505,76,1,5.9377773640465946e-52,1.7185896015538928e-49,2,+,809928,809966,340123,340166,+,39,44,809901,809987,339846,340198,0.2368,0.1579,0.4079,0.1711,0.0,0.9722,0.0,0.0,0.2137,1.0
VC0934,CDS,NC_002505,VrrA,sRNA,NC_002505,76,0,3.44158131190334e-58,1.0940260729320693e-55,2,+,999261,999299,1878781,1878818,+,38,37,999191,1000659,1878720,1878824,0.2895,0.0395,0.4079,0.0526,0.0407,0.7012,0.0,1.0,0.259,1.0
eno,CDS,NC_002505,Qrr1,sRNA,NC_002505,76,0,1.4363146278063146e-23,2.0237974430538064e-21,2,-,2627664,2627690,1089968,1090003,-,27,36,2627369,2627771,1089963,1090051,0.1842,0.0789,0.1842,0.0789,0.1947,0.5827,0.1122,0.4212,0.0745,1.0
VC0054,3UTR,NC_002505,Vcr043,sRNA,NC_002505,76,1,4.9043317666847715e-26,7.56552385141407e-24,2,+,50643,50685,1114689,1114723,+,43,35,50555,50700,1114602,1114749,0.2895,0.0526,0.3421,0.0658,1.0,0.6245,0.7968,1.0,0.0755,1.0
VC0711,CDS,NC_002505,VadR,sRNA,NC_002506,76,0,2.0351966674182237e-6,7.681459790684831e-5,2,+,760198,760242,3239,3274,+,45,36,759653,761982,3205,3286,0.3421,0.0658,0.3947,0.0789,0.2204,0.4453,0.0,0.8966,0.0361,1.0
mutL,CDS,NC_002505,TfoR,sRNA,NC_002505,76,0,1.472630675181558e-12,1.1305289014215469e-10,2,+,368735,368773,2236650,2236688,+,39,39,367245,368994,2236569,2236710,0.3026,0.1184,0.5526,0.1711,0.8672,0.5543,0.0882,0.9801,0.0,1.0
VC1765,CDS,NC_002505,GcvB,sRNA,NC_002505,76,1,1.304883849481528e-8,6.935823069838534e-7,2,-,1907369,1907414,954725,954761,-,46,37,1905791,1908827,954717,954850,0.3289,0.0789,0.3947,0.0921,0.4852,0.7883,0.0101,0.9997,0.3529,1.0
VC0269,CDS,NC_002505,VC0270,CDS,NC_002505,76,6,2.6922680531560077e-128,1.659304981269471e-125,2,+,274786,274826,276228,276261,+,41,34,274344,275711,275730,276828,0.4605,0.0658,0.5658,0.1316,0.2642,0.565,0.0,1.0,0.0571,1.0
23Sh:tRNA-Val-4,IGR,NC_002505,ftsA,CDS,NC_002505,106,0,7.574905455871539e-80,3.1797243756324092e-77,2,-,2937048,2937081,2566853,2566893,-,34,41,2937047,2937089,2566839,2566970,0.2895,0.0132,0.3816,0.0132,0.2109,0.5092,0.0909,0.2141,0.4485,0.5523
