name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2
VC0413,CDS,NC_002505,VC0406,CDS,NC_002505,21,4,2.9154977336822364e-9,3.596696038572973e-7,2,+,437838,438198,433100,434336,+
recA,3UTR,NC_002505,VC0706,5UTR,NC_002505,21,1,8.274849324740057e-41,3.7067468587547344e-38,2,+,575773,575837,756550,756604,-
Vcr043,sRNA,NC_002505,VC1497,CDS,NC_002505,21,0,7.979130618849636e-8,8.23637035244575e-6,2,+,1114608,1114750,1608612,1609069,-
VC0966,CDS,NC_002505,VC0964,CDS,NC_002505,21,0,1.1163708134188014e-25,3.266552975942908e-23,2,-,1031606,1031888,1029217,1029668,-
VC0633,CDS,NC_002505,VC2111,3UTR,NC_002505,21,0,4.539972822105916e-18,9.88397449496143e-16,2,-,674919,675886,2269529,2269607,-
VC2033,3UTR,NC_002505,purU,CDS,NC_002505,21,1,5.360849041052745e-7,4.7934764918176195e-5,2,-,2187555,2187625,2144005,2144498,+
VC1318,CDS,NC_002505,VCA0808,CDS,NC_002506,21,0,1.4908076638617263e-8,1.700215560692233e-6,2,-,1401324,1402092,752455,753176,-
VC1318,CDS,NC_002505,CsrC,sRNA,NC_002505,21,0,0.0005605449009960659,0.016844191015462716,2,-,1401324,1402095,943846,944197,+
dcuC,3UTR,NC_002506,VC2239,CDS,NC_002505,21,1,2.8051594325023198e-21,6.996869778460515e-19,2,+,602082,602147,2393486,2393843,-
VC2370,CDS,NC_002505,VC2373,CDS,NC_002505,21,0,2.9428259308684566e-9,3.626454702144301e-7,2,-,2527814,2529488,2531594,2535329,+
VC2370,CDS,NC_002505,VC2369,5UTR,NC_002505,21,1,4.4601612865004024e-27,1.3756819322414794e-24,2,-,2528129,2529477,2527663,2527756,-
rplL,CDS,NC_002505,VCA0059,5UTR,NC_002506,21,0,1.1626925644035345e-7,1.1705173389110995e-5,2,+,339818,340059,66768,66843,-
VC0038,3UTR,NC_002505,rplA,CDS,NC_002505,21,1,5.732982783484806e-11,8.245576727490508e-9,2,-,36493,36534,338246,338922,+
VC0038,3UTR,NC_002505,VC0360,CDS,NC_002505,21,0,1.0658479796521419e-8,1.2366619961844649e-6,2,-,36493,36533,378989,379422,+
VC1579,CDS,NC_002505,VC1576,5UTR,NC_002505,21,2,1.1960656873422771e-27,3.7738066463030686e-25,2,-,1688574,1689978,1687277,1687369,-
dapA,CDS,NC_002505,VC2149:VC2156,IGR,NC_002505,21,0,5.347223178148693e-31,1.864783535618684e-28,2,-,2306446,2307187,2303491,2305151,-
Vcr211,sRNA,NC_002505,VC0695,5UTR,NC_002505,21,0,2.407773213403036e-31,8.487406348514191e-29,2,+,1861501,1861569,743476,743554,+
Vcr211,sRNA,NC_002505,VC0762,CDS,NC_002505,21,0,0.00022653443816395545,0.008528057528004505,2,+,1861458,1861569,814172,815242,+
Vcr211,sRNA,NC_002505,VC1620,CDS,NC_002505,21,2,0.0007050001119111009,0.019896277481864025,2,+,1861485,1861568,1732974,1740977,-
Vcr211,sRNA,NC_002505,VC0242,CDS,NC_002505,21,2,0.0015407012596953195,0.03412610940954872,2,+,1861498,1861569,247948,249264,+
clpX,CDS,NC_002505,VC0428,3UTR,NC_002505,21,1,2.866029295846112e-7,2.70028286846016e-5,2,-,2071867,2073019,456820,456868,-
ribH,CDS,NC_002505,VC2269,CDS,NC_002505,21,5,1.2226513576853494e-21,3.0884043091792564e-19,2,-,2422840,2423240,2423638,2424629,-
infB,CDS,NC_002505,VC0641,5UTR,NC_002505,21,0,1.6372624147515608e-5,0.0009928289882354044,2,+,685313,688022,683215,683372,+
VC1279:VC1281,IGR,NC_002505,VC1284,CDS,NC_002505,21,2,4.391515217727766e-29,1.4490236518201037e-26,2,+,1355645,1356676,1359039,1360366,+
rplE,CDS,NC_002505,rpmD,CDS,NC_002505,21,0,5.1209627596927974e-20,1.2174339774086289e-17,2,-,2758390,2758965,2756044,2756253,-
VC2627,CDS,NC_002505,aroK,CDS,NC_002505,21,1,1.4313188465406175e-30,4.929606244980972e-28,2,-,2798249,2799307,2800540,2800995,-
dinG,CDS,NC_002505,VC1858:VC1860,IGR,NC_002505,21,0,3.5952167237190157e-29,1.1892121380161088e-26,2,+,1994471,1996350,1998057,1999646,+
VC1866,CDS,NC_002505,VC1496,3UTR,NC_002505,21,0,6.049210359771319e-8,6.361667820795805e-6,2,+,2006939,2007183,1606470,1606511,-
VCA0751:VCA0754a,IGR,NC_002506,VCA0736,CDS,NC_002506,21,2,1.8272622931608278e-5,0.001090374750843336,2,-,696895,699399,680659,683037,-
VCA0751:VCA0754a,IGR,NC_002506,VCA0751,3UTR,NC_002506,21,0,2.215367164172519e-14,4.008844134384392e-12,2,-,696859,699464,695414,695601,-
VC0254,CDS,NC_002505,VCA0275,CDS,NC_002506,21,0,3.797104132201043e-28,1.2211106597513562e-25,2,+,260888,261931,292639,292724,-
VC0254,CDS,NC_002505,VCA0493,CDS,NC_002506,21,0,2.203123268919017e-28,7.12710377495302e-26,2,+,260895,261570,428314,428399,+
VC2293,CDS,NC_002505,VC2292,CDS,NC_002505,21,2,2.011262686128864e-26,6.0648457153257695e-24,2,-,2447421,2448189,2446769,2447232,-
rnfD,CDS,NC_002505,VC0998,CDS,NC_002505,21,2,2.2272913202535196e-6,0.00017397087643912013,2,-,1082428,1083300,1067925,1069849,+
VC2547,CDS,NC_002505,VC2546,3UTR,NC_002505,21,1,4.2960279025762547e-26,1.2786625805289659e-23,2,-,2727619,2730773,2726498,2726690,-
VC2529,CDS,NC_002505,VC2527,CDS,NC_002505,21,2,1.813923529709538e-30,6.22111048139055e-28,2,+,2711957,2713369,2710654,2711104,+
VC0767,CDS,NC_002505,VC0765:VC0767,IGR,NC_002505,21,0,9.494720149049616e-19,2.13048974481492e-16,2,+,820090,821161,818591,819634,+
VC1141,CDS,NC_002505,VC0706,CDS,NC_002505,21,1,6.128721119804428e-8,6.441140047980495e-6,2,+,1210259,1211875,756229,756559,-
VC0061,CDS,NC_002505,thiH:VC0069,IGR,NC_002505,21,0,3.443300106097252e-24,9.57968951632597e-22,2,+,60047,61828,66357,69010,+
VC2500,CDS,NC_002505,VC2499,3UTR,NC_002505,21,0,1.802124538862302e-35,7.084363038523406e-33,2,-,2685256,2686302,2684006,2684208,-
tmRNA,CDS,NC_002505,Vcr202,sRNA,NC_002505,21,1,9.723530180813769e-13,1.5909796298776516e-10,2,-,914291,914634,481141,481252,-
tmRNA,CDS,NC_002505,Spot42,sRNA,NC_002505,21,0,1.1922889864815327e-5,0.0007575792371908934,2,-,914287,914614,106077,106181,+
VC1091,CDS,NC_002505,VC1095,CDS,NC_002505,21,2,1.6116996623898544e-27,5.058078288945912e-25,2,+,1158679,1160117,1163321,1164224,+
VC2333,CDS,NC_002505,VC2329:VC2333,IGR,NC_002505,21,0,6.521203187030878e-37,2.659535098210318e-34,2,+,2483369,2484202,2482161,2482628,+
fre:murB,IGR,NC_002505,VC0059,5UTR,NC_002505,21,6,2.9294997465442234e-10,3.971069353636351e-8,2,+,323928,325738,53463,53516,+
Vcr078,sRNA,NC_002505,hscB,CDS,NC_002505,21,0,1.4106887111779132e-20,3.4273955889778385e-18,2,-,2332923,2332995,803562,803789,+
VC0349,CDS,NC_002505,hfq,5UTR,NC_002505,21,1,1.4896196319777224e-22,3.907743148403549e-20,2,+,371763,372965,370022,370137,+
GcvB,sRNA,NC_002505,VC0761,CDS,NC_002505,21,1,1.8093365129297166e-6,0.00014436123943936316,2,-,954718,954888,813509,814176,+
rplO,CDS,NC_002505,rpmJ3,3UTR,NC_002505,21,1,8.785880045338054e-32,3.1338315685072877e-29,2,-,2755622,2756029,2754013,2754122,-
ushA,CDS,NC_002505,VC2168:VC2172,IGR,NC_002505,21,2,3.4525508283514436e-44,1.6702066701478e-41,2,-,2318671,2320120,2316798,2317846,-
VC2232,CDS,NC_002505,VC2235,CDS,NC_002505,21,1,5.914276309334517e-39,2.537997689837447e-36,2,-,2386868,2388017,2389349,2390120,-
pntA,CDS,NC_002506,VCA0565,CDS,NC_002506,21,0,1.3011053820151922e-21,3.2848856807869256e-19,2,+,500317,501730,503341,504612,+
ftsB,CDS,NC_002505,truD,CDS,NC_002505,21,1,6.971305850449015e-26,2.059505523132118e-23,2,+,559794,560074,561293,562228,+
VC2329,CDS,NC_002505,VC2324,CDS,NC_002505,21,1,3.8654554639135983e-32,1.3946660045021392e-29,2,+,2479050,2480049,2477325,2478065,+
rpsT,3UTR,NC_002505,VC1786:VC1803,IGR,NC_002505,21,0,5.498247594364204e-9,6.589970136876466e-7,2,-,725493,725540,1944155,1944229,+
VC2699,CDS,NC_002505,Vcr089,sRNA,NC_002505,21,1,4.615373452342792e-6,0.0003304211505984,2,+,2867043,2867861,2812114,2812162,-
VC2118,3UTR,NC_002505,flhB,CDS,NC_002505,21,0,4.998715464870963e-19,1.137438638839339e-16,2,-,2273485,2273539,2275126,2276211,-
VC2399,CDS,NC_002505,VC2397,CDS,NC_002505,21,0,1.4683682738869974e-21,3.700819028268567e-19,2,-,2567549,2568290,2565033,2566241,-
VC1103,CDS,NC_002505,VC1102,CDS,NC_002505,21,4,2.602483273678146e-35,1.0200673185641166e-32,2,+,1172905,1173538,1171872,1172740,+
VC0655,CDS,NC_002505,VC0654,CDS,NC_002505,21,21,2.22950315238844e-17,4.692681337484133e-15,2,+,700134,700516,699651,700160,+
bioD,CDS,NC_002505,VC1114,CDS,NC_002505,21,17,2.518277013503109e-29,8.369392638745968e-27,2,+,1184919,1185601,1184185,1184944,+
VC2604,CDS,NC_002505,VC0428,3UTR,NC_002505,21,0,0.00014305302241488112,0.00596310117366834,2,-,2773918,2774482,456820,456874,-
VCA0011,CDS,NC_002506,VCA0013,CDS,NC_002506,21,2,0.00019806695682746676,0.007677879877329703,2,-,9195,11732,12545,14650,+
VCA0011,CDS,NC_002506,malQ,CDS,NC_002506,21,0,8.742727428405185e-7,7.485198801166062e-5,2,-,9361,11694,15282,16939,+
thrA,CDS,NC_002505,Thr leader,CDS,NC_002505,21,1,2.707386472668114e-17,5.674980723612288e-15,2,-,2519876,2522214,2522305,2522501,-
VC1896,CDS,NC_002505,VC1903,CDS,NC_002505,21,0,2.61636966261248e-10,3.561709093119924e-8,2,-,2042712,2043584,2052016,2054660,-
VC0522,CDS,NC_002505,VC0524,CDS,NC_002505,21,4,1.7912132441169234e-31,6.338339086643204e-29,2,+,556550,557077,557956,558367,+
VC0672,CDS,NC_002505,thyA:nhaR,IGR,NC_002505,21,2,4.413967142071411e-22,1.1372314141751265e-19,2,+,717765,719914,722626,723727,+
VCA0166:VCA0176,IGR,NC_002506,VCA0166,CDS,NC_002506,21,5,0.0009926468902069648,0.02527209488248665,2,+,184905,188059,184244,184483,+
VC1843,CDS,NC_002505,ruvA,CDS,NC_002505,21,1,1.0164668333484473e-16,2.0732976915312905e-14,2,-,1981917,1982844,1985990,1986584,-
VC1843,CDS,NC_002505,ruvB,CDS,NC_002505,21,2,1.9018544895330183e-16,3.820415475749805e-14,2,-,1981733,1982830,1984911,1985910,-
VCA0558,CDS,NC_002506,acpP,CDS,NC_002505,21,1,0.001963035527003275,0.040111099211384026,2,+,495045,496553,2174119,2174366,-
VCA0804,CDS,NC_002506,VCA0805,CDS,NC_002506,21,0,1.236161826589234e-5,0.0007818415203848065,2,-,746539,748426,748803,750791,+
VCA0933:VCA0935,IGR,NC_002506,VCA0936,CDS,NC_002506,21,0,8.391129652905501e-19,1.8874664106121242e-16,2,+,886310,886693,887627,888218,+
VC1882,CDS,NC_002505,VC1883,CDS,NC_002505,21,7,1.228187678873355e-34,4.730777565136724e-32,2,-,2026566,2027813,2027823,2028483,-
VC2659,CDS,NC_002505,VC2658,CDS,NC_002505,21,21,8.683006446235559e-12,1.3289102355119e-9,2,+,2829683,2830049,2829339,2829703,+
cysE,CDS,NC_002505,gpsA,5UTR,NC_002505,21,0,1.2830918600369053e-37,5.325866963640796e-35,2,-,2822213,2822922,2824066,2824197,-
rpmJ2,CDS,NC_002505,secY,CDS,NC_002505,21,6,1.2661572904638481e-20,3.080824226062441e-18,2,-,2754088,2754248,2754235,2755519,-
VC0610:VC0627,IGR,NC_002505,nusA,CDS,NC_002505,21,0,0.00017563397306691864,0.006999045237518309,2,+,642979,665110,684150,685341,+
VC1844,CDS,NC_002505,cysS,CDS,NC_002505,21,1,1.4871732583063332e-9,1.8847665426028104e-7,2,-,1982883,1984437,1987341,1988611,-
VC1844,CDS,NC_002505,VC1837,CDS,NC_002505,21,2,3.7739422171756606e-15,7.124616709611372e-13,2,-,1982840,1984483,1978554,1979567,-
VC0446,CDS,NC_002505,pdxA,CDS,NC_002505,21,0,1.4424533803168654e-23,3.932004925206251e-21,2,-,474924,477204,472554,473473,-
VCA0903,CDS,NC_002506,VCA0904,CDS,NC_002506,21,0,3.575235735727501e-47,1.835842355191575e-44,2,-,857011,858104,858337,859234,-
pyrG,3UTR,NC_002505,VC0633,CDS,NC_002505,21,0,0.00015630101458118334,0.006387692576755321,2,-,2627955,2628010,674851,675847,-
hemC,CDS,NC_002505,VC0117,CDS,NC_002505,21,2,2.8360088876274784e-31,9.975418766851199e-29,2,-,114766,115627,111556,112673,-
VC2727,CDS,NC_002505,VC2729,CDS,NC_002505,21,4,1.439603961480623e-26,4.365208687579815e-24,2,-,2900352,2900851,2901468,2901970,-
VC1971,CDS,NC_002505,VC1976,CDS,NC_002505,21,1,1.9662627755776765e-15,3.762715669369647e-13,2,-,2121974,2122978,2128053,2128796,-
Vcr084,sRNA,NC_002505,carB,CDS,NC_002505,21,3,5.0199448160031824e-39,2.1567299049674482e-36,2,-,2553977,2554079,2554085,2557147,-
VC1835,CDS,NC_002505,tolB,CDS,NC_002505,21,4,1.3884645872027105e-28,4.5125283189889715e-26,2,-,1976550,1977103,1977202,1978478,-
VC1964,CDS,NC_002505,VC0995,CDS,NC_002505,21,0,1.4604091816978478e-26,4.426469528626314e-24,2,-,2114187,2114922,1061333,1062852,+
VC0186,CDS,NC_002505,VC0187,CDS,NC_002505,21,1,6.729339792353219e-38,2.8146688589784433e-35,2,-,189464,190649,190905,191751,-
VC2135,CDS,NC_002505,fliE,CDS,NC_002505,21,3,2.7882004251025918e-24,7.77477053350218e-22,2,-,2288777,2290158,2288325,2288614,-
VC2060,CDS,NC_002505,VC2064,CDS,NC_002505,21,1,1.845077306034163e-12,2.9684147069799006e-10,2,-,2214669,2215518,2219992,2220715,-
tig,CDS,NC_002505,clpX,CDS,NC_002505,21,2,9.077720009653587e-18,1.9463444314793504e-15,2,-,2073971,2075241,2071846,2073115,-
VC0715,CDS,NC_002505,VC0714,CDS,NC_002505,21,21,4.3236448438092865e-18,9.418584121309576e-16,2,+,768554,769233,768217,768555,+
hslO,CDS,NC_002505,VC0478,CDS,NC_002505,21,0,2.5399801565731777e-5,0.001442619069880419,2,+,2908871,2909675,509441,510078,+
VCA0919,CDS,NC_002506,VC2030,CDS,NC_002505,21,0,2.0620135704980157e-5,0.0012095493116329892,2,+,871308,871638,2181769,2184522,+
VC0727,CDS,NC_002505,VC0727:VC0732,IGR,NC_002505,21,4,1.6606949298912325e-37,6.875758573876332e-35,2,+,783814,784400,784722,785304,+
VC1211,CDS,NC_002505,VC1211:VC1213,IGR,NC_002505,21,1,2.806450335821083e-45,1.3915215319686095e-42,2,+,1285743,1287836,1288183,1290327,+
VCA0439,CDS,NC_002506,VCA0337,CDS,NC_002506,21,11,7.646377800813146e-49,4.068379244423892e-46,2,+,395374,396176,336088,336933,+
pheS,CDS,NC_002505,VC1216:pheS,IGR,NC_002505,21,4,8.300115259367428e-33,3.040958346785944e-30,2,+,1296449,1297380,1295756,1296296,+
VC2248,CDS,NC_002505,VC2251,CDS,NC_002505,21,2,1.2996987184949603e-28,4.232456213638091e-26,2,-,2403230,2403947,2405574,2406077,-
VC2761,CDS,NC_002505,VCA0184,CDS,NC_002506,21,0,4.50146618440737e-22,1.1595718543074435e-19,2,+,2946843,2948030,203433,203595,-
VC2175,3UTR,NC_002505,prfA,CDS,NC_002505,21,0,1.4374161254372466e-26,4.3594735284963985e-24,2,-,2320770,2320841,2323858,2324881,-
VC2024,CDS,NC_002505,VC2019,CDS,NC_002505,21,1,2.7669300274469057e-7,2.6157965242956226e-5,2,-,2177309,2178173,2172786,2173996,-
VC0673,CDS,NC_002505,VC0671,CDS,NC_002505,21,1,1.889346548182806e-28,6.1201136640983e-26,2,+,719906,720679,717128,717674,+
flgG,CDS,NC_002505,flgH,CDS,NC_002505,21,9,2.619679732158264e-25,7.557046340101295e-23,2,-,2342398,2343198,2341701,2342279,-
rluD,CDS,NC_002505,tyrA:VC0700,IGR,NC_002505,21,3,0.00010862607913469062,0.004791795530143656,2,+,758064,758820,745820,747772,+
rfaD:VC0259,IGR,NC_002505,Vcr076,sRNA,NC_002505,21,0,3.275268236925184e-18,7.18268864082541e-16,2,-,256382,256476,2266023,2266133,-
VC2733,CDS,NC_002505,VC2729,CDS,NC_002505,21,1,5.066297606976539e-19,1.1521036517775653e-16,2,-,2905222,2907154,2901341,2901941,-
VC0252,5UTR,NC_002505,VC0254,CDS,NC_002505,21,1,1.1121911899212136e-25,3.254970829502536e-23,2,+,259789,259856,261039,261869,+
VC0899,CDS,NC_002505,xni,CDS,NC_002505,21,1,2.752863356604068e-29,9.138704720058685e-27,2,-,957686,958642,956460,957264,-
VC1856,CDS,NC_002505,VC1857,CDS,NC_002505,21,15,1.0188836590811382e-27,3.22167683173114e-25,2,+,1996374,1997088,1997147,1997661,+
VC0401,CDS,NC_002505,VC0403,CDS,NC_002505,21,2,1.527335547552518e-25,4.4478158487776375e-23,2,+,427368,427682,429385,430134,+
VCA0565,CDS,NC_002506,VCA0566,CDS,NC_002506,21,4,3.157991079287026e-44,1.528213089477775e-41,2,+,503263,504713,504796,505379,+
recF,CDS,NC_002505,acpP,5UTR,NC_002505,21,1,1.4692681228817897e-16,2.965620709335396e-14,2,+,10021,10070,2174328,2174373,-
pyrB,CDS,NC_002505,VC2512,CDS,NC_002505,21,0,1.0913694470063812e-33,4.108015718506377e-31,2,+,2699595,2700451,2701105,2701500,+
VC0917,CDS,NC_002505,VC0920,CDS,NC_002505,21,4,2.1556353901769137e-32,7.829449813512632e-30,2,+,979550,980561,982407,983496,+
VCA0802,CDS,NC_002506,VCA0804,CDS,NC_002506,21,2,8.479523238996903e-20,1.9936450424443253e-17,2,-,743737,745105,746636,748350,-
VC0091,CDS,NC_002505,VC0090,CDS,NC_002505,21,4,1.2742154446719439e-33,4.787687106830214e-31,2,-,89216,90011,87894,88879,-
VC0351,CDS,NC_002505,Vcr078,sRNA,NC_002505,21,0,7.948291188571231e-5,0.0037213089105535314,2,+,373962,373997,2332938,2333030,-
VC0961,CDS,NC_002505,VC0962,CDS,NC_002505,21,0,1.1247431429008603e-33,4.2325540762216865e-31,2,-,1025032,1026069,1026279,1027407,-
VC1470:VC1476,IGR,NC_002505,VC1451,CDS,NC_002505,21,0,2.024626619983402e-7,1.956334758585145e-5,2,+,1579377,1581114,1550926,1563554,+
VC2295,5UTR,NC_002505,VC2294,CDS,NC_002505,21,1,7.552284626027419e-32,2.701027211055284e-29,2,-,2450804,2450935,2448233,2449457,-
VC2361,CDS,NC_002505,RNaseP,CDS,NC_002505,21,1,0.00018012863031388062,0.007137157768270627,2,+,2517128,2517532,2580757,2581117,-
VC0577:VC0582,IGR,NC_002505,Vcr203,sRNA,NC_002505,21,0,9.072841674302214e-6,0.0005979029496469231,2,+,608090,609357,606826,606918,+
VC2513,CDS,NC_002505,VC2517,CDS,NC_002505,21,2,1.803212559904752e-36,7.26139181321272e-34,2,-,2701653,2702389,2704226,2704866,-
VC2567:rplQ,IGR,NC_002505,rplQ,CDS,NC_002505,21,6,1.218247622657659e-21,3.077809172919869e-19,2,-,2749749,2750927,2751226,2751517,-
VCA1074,CDS,NC_002506,VCA1073,CDS,NC_002506,21,0,3.282433429502571e-43,1.549678445220801e-40,2,-,1027057,1027859,1024511,1026627,-
VC1575,CDS,NC_002505,VC1576,CDS,NC_002505,21,21,2.721514042141859e-25,7.846192741245098e-23,2,-,1686518,1686962,1686942,1687282,-
VC1003,CDS,NC_002505,VC1004,CDS,NC_002505,21,1,1.3505341786999737e-34,5.197951922940908e-32,2,+,1073819,1074347,1074587,1075848,+
VC0398,CDS,NC_002505,VC0400,CDS,NC_002505,21,4,7.279414394740068e-22,1.861473216962438e-19,2,+,423829,425262,426730,427382,+
VC0398,CDS,NC_002505,VC0403,CDS,NC_002505,21,1,4.313981124240982e-13,7.224179429200227e-11,2,+,423783,425245,429399,430075,+
VCA1034:VCA1042,IGR,NC_002506,VCA1042,CDS,NC_002506,21,7,1.1111346896431691e-35,4.4009402633035915e-33,2,-,991223,992735,993047,993443,-
VC2342,3UTR,NC_002505,VC0158:VC0162,IGR,NC_002505,21,0,1.7223792754301667e-18,3.819337087160949e-16,2,-,2495339,2495412,150835,152647,+
VC2769,CDS,NC_002505,VC2770,CDS,NC_002505,21,13,1.1542198014836682e-26,3.512169296246076e-24,2,-,2955114,2955389,2955421,2956246,-
VC0415,CDS,NC_002505,VC2602,CDS,NC_002505,21,0,0.00024683588176924474,0.00911750890747441,2,+,442187,443216,2771393,2772637,-
VC0415,CDS,NC_002505,VC0411,CDS,NC_002505,21,3,5.517981731165938e-7,4.921112790349481e-5,2,+,442157,443124,436500,436995,+
VC0302,CDS,NC_002505,VC2030,CDS,NC_002505,21,0,0.0015285101088488339,0.033944012652499425,2,+,310012,311118,2181643,2184609,+
VC0534,CDS,NC_002505,VC0534:VC0538,IGR,NC_002505,21,1,9.923138960365603e-41,4.435646131435084e-38,2,+,564725,565526,565875,568286,+
VCA0135:VCA0140,IGR,NC_002506,VCA0140,CDS,NC_002506,21,6,1.134833438105284e-44,5.546431485258265e-42,2,+,152746,153683,153925,155054,+
VC1317,5UTR,NC_002505,VC1313:VC1317,IGR,NC_002505,21,5,7.154928336874041e-25,2.0325013357128469e-22,2,-,1401227,1401305,1398863,1400152,-
VC2145,CDS,NC_002505,VC0428,3UTR,NC_002505,21,0,0.00047046800628094103,0.014840751068649564,2,-,2300396,2301187,456821,456880,-
VC0767,3UTR,NC_002505,guaA,CDS,NC_002505,21,2,6.988895619281197e-21,1.7144431281866765e-18,2,+,821467,821559,821626,823127,+
ihfA:VC1226,IGR,NC_002505,VC1226:VC1236,IGR,NC_002505,21,1,1.2734284255962437e-43,6.07441880948112e-41,2,+,1300681,1301865,1302734,1304676,+
VC1754,CDS,NC_002505,VC1757,CDS,NC_002505,21,1,6.46595427076141e-25,1.8396271609913177e-22,2,+,1888988,1890461,1892667,1895478,+
VC0921,CDS,NC_002505,VC0917,CDS,NC_002505,21,1,3.107946997336339e-31,1.0911060397803144e-28,2,+,983537,984864,979527,980602,+
VC2070,CDS,NC_002505,flhA,CDS,NC_002505,21,0,1.6020883920740707e-36,6.461575008451636e-34,2,-,2226742,2227214,2224482,2226118,-
VC0755,CDS,NC_002505,ndk,CDS,NC_002505,21,1,1.5346760672475262e-25,4.468307660764792e-23,2,+,806512,807264,808044,808379,+
VC2118:flhB,IGR,NC_002505,VC2118,CDS,NC_002505,21,4,1.3038215020713394e-27,4.105867921654552e-25,2,-,2274622,2274924,2273521,2274195,-
VC1135,CDS,NC_002505,hisG,CDS,NC_002505,21,3,1.623409550810803e-32,5.9124230092086234e-30,2,+,1204592,1205620,1201308,1202133,+
VC2445:eno,IGR,NC_002505,VC2445,CDS,NC_002505,21,4,5.822717574441009e-45,2.865819601478499e-42,2,-,2625357,2626422,2623663,2625012,-
VC1833,CDS,NC_002505,VC1831:VC1833,IGR,NC_002505,21,4,6.894145449492835e-50,3.7467642337520687e-47,2,-,1974691,1975634,1973834,1974318,-
VCA0225,CDS,NC_002506,VCA0227,CDS,NC_002506,21,5,2.9021093744342555e-50,1.5883632346236037e-47,2,+,247675,248451,248866,249674,+
VC2541,CDS,NC_002505,VC2542,CDS,NC_002505,21,5,6.306031236406324e-48,3.294438729388088e-45,2,-,2722594,2723245,2723404,2724554,-
VCA0727,CDS,NC_002506,VCA0728,CDS,NC_002506,21,3,3.771075815938403e-30,1.282873235778235e-27,2,-,670566,671916,672683,674448,-
lnt,CDS,NC_002505,Vcr041,sRNA,NC_002505,21,2,1.0841059641956623e-38,4.62658107437908e-36,2,-,1022096,1023330,1023499,1023682,-
VC2606,CDS,NC_002505,VC2607,5UTR,NC_002505,21,0,1.4139485510642388e-46,7.172806387030537e-44,2,-,2774987,2776112,2777180,2777314,-
VC0461:VC0466,IGR,NC_002505,VC0468,CDS,NC_002505,21,1,4.149557319642514e-39,1.7859138514905444e-36,2,-,494064,495616,496873,497799,-
Vcr045,sRNA,NC_002505,rpsT,3UTR,NC_002505,21,0,2.0029674545418631e-38,8.498632517715968e-36,2,+,1164274,1164325,725504,725554,-
Vcr063,sRNA,NC_002505,VC1486,CDS,NC_002505,21,1,3.2394848879463846e-41,1.4627224133391095e-38,2,-,1589311,1589601,1591060,1592892,-
VC1283,CDS,NC_002505,VC1279:VC1281,IGR,NC_002505,21,0,3.984271951671647e-35,1.5542158738882826e-32,2,+,1358690,1359012,1355356,1356565,+
VC1240,CDS,NC_002505,cobS,CDS,NC_002505,21,0,5.402966762457842e-44,2.6000557633639197e-41,2,+,1313901,1314520,1312594,1313322,+
VC1500,CDS,NC_002505,VC1499,CDS,NC_002505,21,1,1.681245133574437e-53,9.834889467118965e-51,2,+,1611673,1612767,1610095,1611551,+
VC2300,CDS,NC_002505,VC2297,CDS,NC_002505,21,0,6.3680014676536235e-43,2.9834279599799034e-40,2,+,2454297,2455415,2451721,2452833,+
cadB,CDS,NC_002505,VC0281,CDS,NC_002505,21,2,3.171096555302685e-39,1.3696073122529641e-36,2,+,285704,287018,286990,289243,+
VCA0990,CDS,NC_002506,VCA0991,CDS,NC_002506,21,0,9.336276583682943e-57,5.850114089705254e-54,2,-,944093,945158,945388,946296,-
VC0130:rhtB,IGR,NC_002505,VC0137,CDS,NC_002505,21,1,2.5764429727319613e-16,5.1459960687651455e-14,2,+,127749,130644,131375,132610,+
Vcr090,sRNA,NC_002506,gly riboswitch,CDS,NC_002505,21,1,1.772299759083182e-38,7.528593203351414e-36,2,+,3213,3283,1520412,1520688,-
VCA0025,3UTR,NC_002506,VC0158:VC0162,IGR,NC_002505,21,2,1.3517721346839652e-16,2.7355965408042033e-14,2,+,31884,31925,150857,157234,+
VC1663,3UTR,NC_002505,RNaseP,CDS,NC_002505,21,0,2.06985503394517e-13,3.5259967316411664e-11,2,+,1795251,1795316,2580717,2581118,-
VC0124,CDS,NC_002505,xerC,CDS,NC_002505,21,2,9.896091368513192e-28,3.1318051959044383e-25,2,+,119053,119220,122009,122902,+
VC1290,CDS,NC_002505,VC1291,CDS,NC_002505,21,6,1.590129046184076e-44,7.7459194081442e-42,2,-,1368712,1369346,1369965,1371240,-
VCA0570,3UTR,NC_002506,ddl,CDS,NC_002506,21,2,2.7815112011711908e-43,1.3161443369657625e-40,2,-,508149,508301,509282,510148,-
VC1651,CDS,NC_002505,VC1649:VC1651,IGR,NC_002505,21,1,2.526210570623335e-47,1.3035521325215318e-44,2,-,1779431,1780927,1777817,1779060,-
VC0525,CDS,NC_002505,truD,CDS,NC_002505,21,4,1.920303876949455e-23,5.207557460560674e-21,2,+,558356,558843,561377,562295,+
VC1437,CDS,NC_002505,VC1434,CDS,NC_002505,21,0,2.2061981679260852e-34,8.436046328380933e-32,2,-,1533477,1535570,1531813,1532483,-
rpsU,5UTR,NC_002505,dnaG,CDS,NC_002505,21,0,8.917801058366254e-29,2.9135876415318317e-26,2,-,554912,555028,552843,553909,-
