name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2,relpos1,relpos2
VCA1112,CDS,NC_002506,VCA1111,CDS,NC_002506,47,1,1.177520790852276e-127,1.359102868665125e-124,2,-,1067102,1068725,1065924,1066480,-,0.7982,0.0316
VC1347:VC1349,IGR,NC_002505,VC1345,CDS,NC_002505,47,3,2.5109618610127135e-84,1.7673100950727486e-81,2,+,1435452,1436319,1432570,1433710,+,0.7667,0.0035
VCA0590,CDS,NC_002506,VCA0589,CDS,NC_002506,47,6,2.5169375612159504e-105,2.2865918448471503e-102,2,-,527529,528522,526408,527453,-,0.9492,0.0227
sucA,CDS,NC_002505,VC2067,CDS,NC_002505,46,2,0.00024968925455328144,0.006445334733900971,2,-,2246803,2249171,2221899,2222837,-,0.9456,0.0128
VC2136,CDS,NC_002505,VC2137,CDS,NC_002505,46,6,3.757898751658676e-43,1.3472364697905196e-40,2,-,2290155,2291172,2291357,2292653,-,0.9905,0.0853
VCA0205,CDS,NC_002506,RNaseP,CDS,NC_002505,46,0,5.216131571701116e-22,1.0559124440396817e-19,2,-,222311,223469,2580721,2581117,-,1.0,0.0045
VC0080,5UTR,NC_002505,VC0583,3UTR,NC_002505,46,1,1.181017235829549e-27,2.8737393393121666e-25,2,+,77784,77848,612525,612568,-,0.8462,0.0
VC2142,CDS,NC_002505,VC2143,5UTR,NC_002505,46,0,8.090907151152684e-41,2.770317705218061e-38,2,-,2296313,2297410,2298779,2298870,-,0.9841,0.4792
VC1091,CDS,NC_002505,oppD,CDS,NC_002505,46,3,3.815936747324371e-35,1.1366712072887576e-32,2,+,1158692,1160294,1162361,1163277,+,0.9969,0.0534
hisS,CDS,NC_002505,ispG,CDS,NC_002505,46,4,7.500439537592444e-84,5.259265947762427e-81,2,+,812218,813530,811114,812229,+,1.0,0.023
VC2270,CDS,NC_002505,VC2269,CDS,NC_002505,46,4,1.9127582676980045e-78,1.2431630261839636e-75,2,-,2424662,2425307,2423492,2424614,-,1.0,0.0072
VC2067,CDS,NC_002505,flhA,CDS,NC_002505,46,6,1.661886725753472e-32,4.625607431846335e-30,2,-,2221899,2222825,2224292,2226211,-,1.0,0.1018
VC0539,CDS,NC_002505,VC0541,CDS,NC_002505,46,5,1.247240518884309e-80,8.345916637708541e-78,2,+,571047,571910,572828,573876,+,1.0,0.0611
VC0575,CDS,NC_002505,VC2033,3UTR,NC_002505,46,1,1.4980336192172758e-11,1.746860652545477e-9,2,+,606308,606828,2187559,2187618,-,1.0,0.0
VCA0238,CDS,NC_002506,VCA0239,CDS,NC_002506,46,3,1.774992371162341e-102,1.5705149324616632e-99,2,+,258788,259909,260382,261011,+,0.7077,0.0148
VC0249,CDS,NC_002505,VC0248,CDS,NC_002505,46,15,3.1194300918005273e-43,1.1199533887086842e-40,2,+,254777,256172,254527,254757,+,1.0,0.0909
VC0250,CDS,NC_002505,VC0254,CDS,NC_002505,46,6,6.361817226664486e-16,9.743287477421434e-14,2,+,256172,257311,260793,261939,+,1.0,0.0
VC1087,CDS,NC_002505,VC1085,CDS,NC_002505,46,3,5.0744928153906766e-39,1.6679089563093866e-36,2,+,1154260,1155585,1151433,1152595,+,0.9926,0.0859
VC2658,CDS,NC_002505,VC2657,CDS,NC_002505,46,39,1.48570452093131e-38,4.807116709293398e-36,2,+,2829308,2829701,2828545,2829325,+,0.9922,0.0
Vcr203,sRNA,NC_002505,VC2033,CDS,NC_002505,46,2,8.948912492666649e-31,2.38841932808208e-28,2,+,606815,606897,2187602,2189684,-,1.0,0.2303
VCA0110,CDS,NC_002506,VCA0111,CDS,NC_002506,46,3,6.875111328183443e-95,5.556429260573816e-92,2,+,119319,121045,121143,122079,+,0.9768,0.0915
VC1434,CDS,NC_002505,VC1437,CDS,NC_002505,46,2,1.7713443727848535e-64,9.302323347069555e-62,2,-,1531814,1532484,1533383,1535700,-,0.8697,0.0291
fliM,CDS,NC_002505,VC2124,CDS,NC_002505,46,2,1.846452666376457e-55,8.311507839513439e-53,2,-,2279406,2280075,2278189,2278579,-,0.6778,0.0103
VC1316:VC1321,IGR,NC_002505,VC1316,CDS,NC_002505,46,2,8.695413996127958e-64,4.503114910344291e-61,2,+,1400945,1402488,1399814,1400305,+,0.4989,0.0
VC2086,3UTR,NC_002505,VC2084,CDS,NC_002505,46,3,3.0754718349508452e-46,1.172371747386377e-43,2,-,2245312,2245423,2243205,2244040,-,1.0,0.0378
VC2081:VC2084,IGR,NC_002505,sucA,CDS,NC_002505,46,3,1.5764432913144682e-17,2.6143542294947547e-15,2,-,2241709,2243041,2246623,2249222,-,0.9293,0.0847
VC1874,3UTR,NC_002505,VC0745,3UTR,NC_002505,46,0,7.679721044213727e-17,1.2314796314428974e-14,2,+,2019859,2019935,798776,798816,-,1.0,0.0336
VC1975,CDS,NC_002505,VC1976,CDS,NC_002505,46,2,1.0363091612992182e-97,8.695355786536402e-95,2,-,2126017,2127735,2127730,2128993,-,1.0,0.0321
VCA0896,CDS,NC_002506,VCA0898,CDS,NC_002506,46,1,5.798276036856367e-89,4.3386675276506045e-86,2,+,850336,851725,852429,853886,+,0.9993,0.0
VC2558,CDS,NC_002505,VC2560,CDS,NC_002505,46,4,5.9046821161916274e-108,5.5187124821935596e-105,2,-,2739156,2739827,2741250,2742201,-,1.0,0.0
vmrA,CDS,NC_002505,vmrA:VC0654,IGR,NC_002505,46,1,1.5224768030096852e-88,1.1346736997376734e-85,2,+,694001,695129,695462,698960,+,0.8788,0.0048
VC1401,CDS,NC_002505,VC1402,CDS,NC_002505,46,6,2.401679759909344e-86,1.742961319404296e-83,2,-,1491196,1492310,1492289,1493849,-,1.0,0.0122
VC2051,CDS,NC_002505,VC2052,CDS,NC_002505,46,5,1.8227366840367903e-73,1.0933082080413831e-70,2,-,2207961,2208526,2208605,2210472,-,1.0,0.0
pyrG,CDS,NC_002505,eno,CDS,NC_002505,46,5,1.3222061702547857e-65,7.062850830997904e-63,2,-,2628040,2629551,2626652,2627903,-,0.9731,0.0108
Vcr001,sRNA,NC_002505,sucA,CDS,NC_002505,46,0,5.422473734107925e-5,0.001932683835131746,2,+,21899,21940,2246670,2249314,-,0.975,0.052
Vcr001,sRNA,NC_002505,VC2086,CDS,NC_002505,46,0,8.709777612576017e-16,1.3238791059024258e-13,2,+,21898,21941,2245409,2246638,-,1.0,0.0
VC2431,CDS,NC_002505,VC2433,CDS,NC_002505,46,0,4.092442517958531e-71,2.391331364648614e-68,2,-,2605580,2607410,2608391,2609203,-,1.0,0.0134
VC1510,CDS,NC_002505,VC1513,CDS,NC_002505,46,2,7.478125906299711e-74,4.521825942752428e-71,2,-,1622854,1623302,1624958,1627849,-,1.0,0.0
Vcr078,sRNA,NC_002505,VC0236,CDS,NC_002505,45,0,2.2896794067375946e-10,2.4130235251598177e-8,2,-,2332924,2333090,241011,241372,-,1.0,0.0654
VC1201,CDS,NC_002505,hutH,CDS,NC_002505,45,3,1.3265415977308235e-60,6.564772180388619e-58,2,-,1275403,1276159,1276489,1277845,-,1.0,0.0
VC0884,5UTR,NC_002505,Qrr3,sRNA,NC_002506,45,1,4.4826502130314564e-98,3.782505836029296e-95,2,+,944316,944381,772257,772365,+,1.0,0.0
VC0078,CDS,NC_002505,VC0080,CDS,NC_002505,45,4,2.8845522646663384e-70,1.664685366143285e-67,2,+,76935,77345,77943,78947,+,1.0,0.0702
VC2178,CDS,NC_002505,VC2175,CDS,NC_002505,45,4,3.024538290383931e-84,2.1247794056317866e-81,2,-,2322892,2323784,2320878,2321645,-,1.0,0.0353
VC1080,CDS,NC_002505,VC1082,CDS,NC_002505,45,2,1.987764569906219e-69,1.1254032777846908e-66,2,+,1147479,1147871,1149017,1149413,+,1.0,0.0
VCA0238,CDS,NC_002506,VCA0239:VCA0247,IGR,NC_002506,45,1,1.934743147434115e-100,1.6722361223329502e-97,2,+,259117,260368,261110,263512,+,0.9861,0.0
VCA0684,CDS,NC_002506,VCA0685,CDS,NC_002506,45,2,1.0458239649376244e-105,9.570981053240192e-103,2,+,620131,621389,621505,622539,+,1.0,0.0039
fliH,CDS,NC_002505,VC2128,CDS,NC_002505,45,3,1.0032886215316931e-20,1.9285144156459856e-18,2,-,2284618,2285441,2280764,2282664,-,1.0,0.0114
VCA1039,CDS,NC_002506,VCA1038,CDS,NC_002506,45,7,6.375815814171531e-66,3.44023173929227e-63,2,+,989437,990270,988581,989415,+,0.9988,0.0
VC0403,CDS,NC_002505,VC0400,CDS,NC_002505,45,5,1.0439924296322343e-46,4.0186820343367157e-44,2,+,429412,430211,426729,427390,+,0.9704,0.0
VC2063,CDS,NC_002505,fliA,CDS,NC_002505,45,6,1.0967280864853077e-31,2.987981855530121e-29,2,-,2217608,2219959,2221167,2221929,-,1.0,0.0
VqmR,sRNA,NC_002506,VCA1094,CDS,NC_002506,45,2,0.0005015337228153373,0.010838388159921723,2,+,1031492,1031588,1049839,1050294,-,1.0,0.0
VCA0113,CDS,NC_002506,VCA0116,CDS,NC_002506,45,4,2.3166151691400232e-56,1.0652606792420156e-53,2,+,123560,124013,126160,128753,+,0.9538,0.0
VCA0118,CDS,NC_002506,VCA0120,CDS,NC_002506,45,6,4.0944349595830914e-48,1.6194964955708605e-45,2,+,130352,131046,132443,135989,+,1.0,0.0
fliP,CDS,NC_002505,fliL,CDS,NC_002505,45,7,2.2538506589415292e-46,8.626922420702632e-44,2,-,2277302,2278191,2280145,2280647,-,1.0,0.0
groEL2,CDS,NC_002506,groES2,CDS,NC_002506,45,2,8.26240309700695e-96,6.735951185107069e-93,2,+,766139,767740,765835,766123,+,1.0,0.0448
VCA1104,CDS,NC_002506,VCA1105,CDS,NC_002506,45,7,9.303550610496424e-91,7.118474484120528e-88,2,-,1060092,1061503,1061514,1062189,-,1.0,0.0
VC0172,CDS,NC_002505,VC0173,CDS,NC_002505,45,0,8.288040373041121e-91,6.35449331155715e-88,2,+,172002,172881,173165,173988,+,0.858,0.1439
VC1122,CDS,NC_002505,VC1125,CDS,NC_002505,45,2,3.40956173546744e-88,2.513489868034048e-85,2,+,1190512,1191730,1192732,1193261,+,1.0,0.0
MtlS,sRNA,NC_002506,Vcr078,sRNA,NC_002505,45,2,6.78580544169817e-7,4.39615641650718e-5,2,-,994756,994876,2332939,2333028,-,1.0,0.3953
VC0177:VC0178,IGR,NC_002505,VC0180,CDS,NC_002505,45,7,2.8697127202426053e-50,1.1833357854892384e-47,2,+,178789,179183,181713,183301,+,0.9916,0.0
nrdB,CDS,NC_002505,VC1256,CDS,NC_002505,45,0,1.5311829740165844e-99,1.3112896466425606e-96,2,-,1325138,1326292,1326379,1328376,-,1.0,0.1282
VC2051,CDS,NC_002505,VC2049,CDS,NC_002505,45,1,1.081420297676535e-84,7.647484834625959e-82,2,-,2208030,2208513,2206272,2207352,-,0.8755,0.1096
VC0554,CDS,NC_002505,VC0556,CDS,NC_002505,45,0,6.143167863714787e-73,3.6700366015376154e-70,2,+,587412,589961,590157,591661,+,0.9962,0.0464
VC2519,CDS,NC_002505,VC2517,CDS,NC_002505,45,3,8.900769830002714e-100,7.640052514357226e-97,2,-,2705375,2706143,2704218,2704777,-,0.9871,0.1451
VCA0639,CDS,NC_002506,VCA0638,CDS,NC_002506,45,4,7.309497550153562e-106,6.697580496347577e-103,2,-,575866,576872,572912,575890,-,0.9871,0.0019
rpsP,CDS,NC_002505,rplS,CDS,NC_002505,45,2,2.1499195541008735e-118,2.261267218669039e-115,2,+,596274,596549,597971,598253,+,1.0,0.119
hisD,CDS,NC_002505,VC1135,CDS,NC_002505,44,1,1.4301997633145921e-71,8.422974271687418e-69,2,+,1202195,1203460,1204616,1205665,+,0.9892,0.0429
VC0411,CDS,NC_002505,VC0412,CDS,NC_002505,44,16,1.1500790536019394e-26,2.6973832758053627e-24,2,+,436496,437000,437105,437825,+,0.8871,0.0468
VC0550,CDS,NC_002505,VC0551,3UTR,NC_002505,44,2,2.950830627106675e-59,1.4253542620088652e-56,2,+,582840,584448,585562,585679,+,1.0,0.0
VC1081,CDS,NC_002505,VC1082,CDS,NC_002505,44,9,2.8680468704412575e-58,1.3633208768511513e-55,2,+,1147848,1148981,1149012,1149414,+,0.9851,0.0
secY,CDS,NC_002505,rpmD,CDS,NC_002505,44,6,9.768823933298024e-60,4.749403767133354e-57,2,-,2754232,2755211,2756047,2756248,-,1.0,0.0
VCA0120,CDS,NC_002506,VCA0118,CDS,NC_002506,44,4,1.164921944179251e-46,4.479562770847722e-44,2,+,132678,135967,130352,130972,+,0.9865,0.0
VC0080,CDS,NC_002505,VC0078,CDS,NC_002505,44,2,2.649955613172436e-68,1.4768004874328405e-65,2,+,77893,79063,76782,77267,+,1.0,0.0
VC2464,CDS,NC_002505,VC2467,CDS,NC_002505,44,6,2.5310950931671486e-60,1.2427027908708861e-57,2,-,2647090,2647564,2649160,2649762,-,1.0,0.0
VC2483,CDS,NC_002505,VC2476:ilvH,IGR,NC_002505,44,3,1.3471089471509495e-85,9.66362384900873e-83,2,-,2662012,2663670,2658494,2661262,-,0.968,0.0137
VC0042,CDS,NC_002505,VC0041,CDS,NC_002505,44,1,2.2743761635219564e-95,1.844126423871464e-92,2,-,39425,40554,38529,39154,-,0.7772,0.0549
fliR,CDS,NC_002505,VC2118:flhB,IGR,NC_002505,44,3,9.040528443344965e-64,4.6753556140537435e-61,2,-,2276230,2277023,2274643,2274940,-,1.0,0.0405
VCA0737,CDS,NC_002506,VCA0736,CDS,NC_002506,44,0,2.7328446292970914e-83,1.8966652876481855e-80,2,-,683038,684158,680565,683016,-,1.0,0.0113
flhA,CDS,NC_002505,VC2067,CDS,NC_002505,44,3,2.222782911890152e-30,5.83859317860722e-28,2,-,2224314,2226310,2221909,2222840,-,1.0,0.0096
VCA0726,CDS,NC_002506,modC,CDS,NC_002506,44,0,5.947854954882244e-89,4.446137678045368e-86,2,-,669757,670486,668008,669043,-,0.9908,0.0
VC0162,CDS,NC_002505,VC0158:VC0162,IGR,NC_002505,44,1,2.8366709578093377e-75,1.7623514513354367e-72,2,+,157470,158892,156410,157258,+,0.9778,0.8634
VC0149,CDS,NC_002505,VC0150,CDS,NC_002505,44,8,3.8231769018695157e-69,2.156375726104911e-66,2,+,138864,139832,140014,140878,+,0.998,0.0116
rplO,CDS,NC_002505,rplF,CDS,NC_002505,44,6,5.92965562499928e-50,2.4343599727278514e-47,2,-,2755591,2756034,2757099,2757614,-,1.0,0.0657
VCA0146,CDS,NC_002506,VCA0144,CDS,NC_002506,44,0,2.0194942048926419e-103,1.8082754512902733e-100,2,+,160396,162494,159180,160213,+,0.9903,0.0332
VC0731,CDS,NC_002505,Vcr043,sRNA,NC_002505,44,1,4.3326949752039124e-35,1.289057885268118e-32,2,-,786658,787277,1114574,1114749,+,1.0,0.0
VCA1104,CDS,NC_002506,VCA1097:VCA1104,IGR,NC_002506,44,7,3.261240632385144e-79,2.147621860253544e-76,2,-,1060196,1061486,1058132,1059922,-,0.937,0.0051
VCA0781,CDS,NC_002506,VCA0780,CDS,NC_002506,44,0,2.1341432324806936e-98,1.8110436477341732e-95,2,-,723774,726069,722302,723392,-,0.9988,0.0
VC1673,CDS,NC_002505,VC1672,CDS,NC_002505,44,4,2.5654870294967084e-96,2.1099492070388942e-93,2,-,1805864,1808872,1805178,1805739,-,0.9817,0.0
VCA0728,CDS,NC_002506,VCA0729,CDS,NC_002506,44,4,4.9226474160482446e-61,2.4490974391586806e-58,2,-,672588,674689,674803,675336,-,0.9949,0.0449
VCA0728,CDS,NC_002506,VCA0727,CDS,NC_002506,44,4,1.0791298976268816e-55,4.886986003096553e-53,2,-,672572,674661,670523,671966,-,1.0,0.0055
VC1316,CDS,NC_002505,VC1316:VC1321,IGR,NC_002505,44,8,3.150796013737273e-60,1.542902452964335e-57,2,+,1399827,1400311,1400524,1402882,+,1.0,0.0292
VC2673,CDS,NC_002505,hslU,CDS,NC_002505,44,2,2.0021408558976814e-70,1.1581275997214743e-67,2,-,2840227,2841114,2841376,2842444,-,0.9738,0.0834
VC0421,CDS,NC_002505,VC0422,CDS,NC_002505,44,2,5.4988706037516375e-77,3.4948107221317596e-74,2,+,450587,451416,451674,452862,+,1.0,0.1903
Vssrna24,sRNA,NC_002505,VCA0917,CDS,NC_002506,44,2,8.199349739686011e-67,4.482463253151392e-64,2,+,106496,106538,870336,870787,-,1.0,0.0742
VCA1084,CDS,NC_002506,VCA1082,CDS,NC_002506,44,6,3.6340953719798215e-75,2.2502824785440425e-72,2,+,1037292,1039320,1035397,1037301,+,0.956,0.0115
VC2060,CDS,NC_002505,VC2058,CDS,NC_002505,44,7,3.603347605294826e-45,1.3528803911016732e-42,2,-,2214820,2215681,2213642,2214122,-,0.8524,0.0775
VC2081:VC2084,IGR,NC_002505,VC2084,CDS,NC_002505,44,6,5.212233196008217e-38,1.6633973539527559e-35,2,-,2241633,2243012,2243255,2244066,-,0.982,0.008
flgG,CDS,NC_002505,flgI,CDS,NC_002505,44,2,5.882302052684761e-55,2.6162825899270424e-52,2,-,2342390,2343188,2340417,2341512,-,0.9975,0.0
Vcr017,sRNA,NC_002505,VC2033,3UTR,NC_002505,44,29,7.941026991686203e-10,7.942856427317826e-8,2,-,350276,350367,2187564,2187624,-,0.9891,0.0
VC2293,CDS,NC_002505,VC2294,CDS,NC_002505,44,10,1.683076896559156e-44,6.231406545350889e-42,2,-,2447408,2448200,2448214,2449411,-,1.0,0.0398
VC1183,CDS,NC_002505,VC1184,CDS,NC_002505,44,4,2.451776908331166e-96,2.0208811759252556e-93,2,+,1257044,1257698,1258099,1258947,+,0.9879,0.3344
VC2076,CDS,NC_002505,VC2077,CDS,NC_002505,44,4,5.854674203063953e-88,4.307494348739384e-85,2,-,2233516,2233751,2233976,2236005,-,0.9913,0.0053
VC2407,CDS,NC_002505,murE,CDS,NC_002505,44,1,3.125171807987488e-75,1.9399757285074254e-72,2,-,2577562,2579237,2576056,2577492,-,0.973,0.0371
VC1607,CDS,NC_002505,VC1606,CDS,NC_002505,44,6,3.892729824064188e-88,2.866845795045426e-85,2,+,1721898,1722854,1720411,1721799,+,1.0,0.0
Vcr078,sRNA,NC_002505,VCA0667,CDS,NC_002506,43,0,7.406483338067932e-24,1.5999289486073664e-21,2,-,2332924,2333090,603741,604284,-,1.0,0.538
GcvB,sRNA,NC_002505,thrA,CDS,NC_002505,43,5,0.0004111895474180771,0.009358023975390616,2,-,954718,954830,2520240,2522342,-,1.0,0.0
VC0414,CDS,NC_002505,VC0416,CDS,NC_002505,43,6,4.2250661899868396e-31,1.1365854210478575e-28,2,+,438482,441986,443253,444148,+,0.9997,0.0
VCA0736,CDS,NC_002506,VCA0737,CDS,NC_002506,43,6,5.506468753445701e-81,3.707914052252618e-78,2,-,680972,683029,683081,684139,-,0.8057,0.0165
VC0251,CDS,NC_002505,VC0252,3UTR,NC_002505,43,1,2.752840052790761e-38,8.83430972025212e-36,2,+,257349,259417,260384,260539,+,0.8579,0.0
VC0038,3UTR,NC_002505,VC2738,CDS,NC_002505,43,2,0.0007467741675225815,0.014448907623307422,2,-,36492,36538,2910000,2911629,+,0.7234,0.0
VC1629,CDS,NC_002505,VC1628,CDS,NC_002505,43,2,8.49335043352306e-75,5.246150777454824e-72,2,-,1752551,1754500,1751457,1752549,-,1.0,0.0107
VC1306,CDS,NC_002505,VC1308,CDS,NC_002505,43,2,1.4670797335650985e-53,6.358526214706185e-51,2,+,1387473,1388844,1389974,1391513,+,0.9985,0.0
VC0633,CDS,NC_002505,flhF,CDS,NC_002505,43,2,2.0984742084063308e-5,0.0008789510244882004,2,-,674823,675898,2222850,2224222,-,1.0,0.0498
clpX,CDS,NC_002505,Vcr016,sRNA,NC_002505,43,0,8.008040795737483e-86,5.766808718528902e-83,2,-,2073022,2073059,215903,215959,+,0.0836,0.0
VC2417,CDS,NC_002505,VC2418,CDS,NC_002505,43,2,1.658530520985143e-92,1.295548278469788e-89,2,-,2590841,2592469,2592590,2593301,-,0.981,0.0758
VC2124,CDS,NC_002505,VC2128,CDS,NC_002505,43,0,1.0108800096838388e-30,2.6941359264511767e-28,2,-,2278240,2278570,2280694,2282702,-,0.8817,0.0
xerC,CDS,NC_002505,VC0130,CDS,NC_002505,43,1,1.5678547668234479e-55,7.06596282396065e-53,2,+,122028,122893,123762,126138,+,0.9497,0.0
VCA0727,CDS,NC_002506,modB,CDS,NC_002506,43,4,3.642162962723706e-77,2.318725763000092e-74,2,-,670505,671942,669040,669735,-,1.0,0.0201
VC0406,CDS,NC_002505,VC0410,CDS,NC_002505,43,2,1.464099694282529e-7,1.0834889078374319e-5,2,+,433258,434302,436004,436506,+,0.9747,0.0
VCA1090,CDS,NC_002506,VCA1095,CDS,NC_002506,43,2,1.0189494925564113e-17,1.7061052700792295e-15,2,-,1045826,1046447,1050257,1052422,-,0.8902,0.0083
deoA,CDS,NC_002505,VC2348,CDS,NC_002505,43,2,2.4900288599213845e-88,1.8392520591307737e-85,2,-,2505611,2506875,2504401,2505532,-,1.0,0.0713
VCA0116,CDS,NC_002506,VCA0120,CDS,NC_002506,43,4,7.342440136355715e-23,1.5333133963944715e-20,2,+,126169,128798,132629,135980,+,1.0,0.0449
modC,CDS,NC_002506,VCA0726,CDS,NC_002506,43,4,1.6247124879052165e-86,1.180242990289839e-83,2,-,667950,668968,669728,670523,-,0.9882,0.0
VCA0111,CDS,NC_002506,VCA0110,CDS,NC_002506,43,4,1.775446506770622e-87,1.3011322264515318e-84,2,+,121148,122078,119298,120939,+,1.0,0.0
VC2143,CDS,NC_002505,FlaX,sRNA,NC_002505,43,1,1.7506763477315562e-10,1.8678953445151567e-8,2,-,2297770,2298812,2334423,2334689,-,0.9038,0.0
VC2463,CDS,NC_002505,VC2466,CDS,NC_002505,43,3,2.993634606046461e-51,1.2496157082317092e-48,2,-,2645374,2646977,2648509,2649184,-,0.8957,0.0
Vssrna24,sRNA,NC_002505,VC0179,CDS,NC_002505,43,1,3.062477929836762e-28,7.610558298236467e-26,2,+,106495,106538,180512,181490,+,1.0,0.071
VC0252,3UTR,NC_002505,VC0251,CDS,NC_002505,43,5,2.7528400527907693e-38,8.83430972025212e-36,2,+,260390,260529,257542,259727,+,1.0,0.1009
VC1874,3UTR,NC_002505,VC1786:VC1803,IGR,NC_002505,43,0,5.449297395915582e-24,1.1829600915531021e-21,2,+,2019863,2019935,1944166,1945563,+,1.0,0.6572
fliL,CDS,NC_002505,fliN,CDS,NC_002505,43,1,1.1160794261038558e-58,5.34953058530442e-56,2,-,2280116,2280641,2278647,2279011,-,1.0,0.0
VC0172,CDS,NC_002505,VC0171,CDS,NC_002505,43,1,6.00568220258955e-79,3.9444813630538285e-76,2,+,172043,173025,170351,171672,+,0.9981,0.0077
VC2407,CDS,NC_002505,mraW,CDS,NC_002505,43,0,7.863714519868408e-91,6.035356443403053e-88,2,-,2577589,2579209,2579587,2580488,-,0.9575,0.0484
VC2520:VC2535,IGR,NC_002505,VC2535,CDS,NC_002505,43,4,2.008553567830375e-95,1.630360396691114e-92,2,-,2715605,2716651,2716959,2718236,-,0.1175,0.0
ligA,3UTR,NC_002505,Vcr078,sRNA,NC_002505,43,1,2.4564196839288363e-13,3.251879879820785e-11,2,+,1037312,1037484,2332937,2333107,-,1.0,0.0
VC1765,CDS,NC_002505,VC1764,CDS,NC_002505,43,2,2.0685232939949426e-79,1.3670046701798153e-76,2,-,1905767,1908048,1903973,1905641,-,1.0,0.0491
pdhR,CDS,NC_002505,aceE,CDS,NC_002505,43,1,2.0505077344638793e-96,1.6920019468299007e-93,2,-,2587606,2588304,2585293,2586938,-,0.9987,0.232
VC0252,5UTR,NC_002505,VC0251,CDS,NC_002505,43,9,8.50883304196004e-41,2.910745885666781e-38,2,+,259788,259856,257416,259772,+,1.0,0.0501
Vcr078,sRNA,NC_002505,VC2702,CDS,NC_002505,42,1,0.00014812073924390994,0.004318098871277838,2,-,2332924,2333091,2873976,2874505,+,1.0,0.0079
Vcr078,sRNA,NC_002505,VCA0395,5UTR,NC_002506,42,1,1.5058966025497362e-39,5.022605706472852e-37,2,-,2332938,2333008,370444,370591,+,0.9186,0.0
VC0414,CDS,NC_002505,VC0406,CDS,NC_002505,42,3,0.0012829747851720186,0.02096384504556647,2,+,438224,442004,433135,434302,+,1.0,0.0204
VC2033,CDS,NC_002505,Vcr017,sRNA,NC_002505,42,0,1.0132700231205348e-24,2.251358767348313e-22,2,-,2187620,2189581,350284,350368,-,0.9993,0.0
VC0407,CDS,NC_002505,VqmR,sRNA,NC_002506,42,0,0.00011041163344533449,0.003426376177328762,2,+,434342,434805,1031475,1031571,+,1.0,0.2467
secY,CDS,NC_002505,rplF,CDS,NC_002505,42,3,1.5219106539329617e-36,4.690549991163127e-34,2,-,2754271,2755613,2757102,2757661,-,0.9895,0.0
VC1091,CDS,NC_002505,oppB,CDS,NC_002505,42,6,5.319870091714516e-35,1.5783591689033897e-32,2,+,1158844,1160174,1160532,1161366,+,0.9234,0.0913
VC1439,CDS,NC_002505,VC1441,CDS,NC_002505,42,7,2.0168046011256766e-52,8.576840578541137e-50,2,-,1536328,1537324,1537484,1538088,-,1.0,0.0403
VC0633,CDS,NC_002505,VCA0059,CDS,NC_002506,42,1,5.806836075699841e-6,0.0002923272610167535,2,-,674833,675857,66531,66777,-,0.9952,0.0
VC2252,CDS,NC_002505,VC2253,CDS,NC_002505,42,3,1.2303302590266187e-59,5.973837374472211e-57,2,-,2406097,2408475,2408577,2409911,-,1.0,0.0133
VC0249,CDS,NC_002505,VC0258,CDS,NC_002505,42,1,4.358435363127438e-24,9.478035797884109e-22,2,+,255077,256008,263574,264142,+,0.8869,0.1927
fliR,CDS,NC_002505,flhB,3UTR,NC_002505,42,3,7.049093755487003e-69,3.954970579994395e-66,2,-,2276233,2277041,2274939,2275124,-,1.0,0.0
VC0399,CDS,NC_002505,VC0400,CDS,NC_002505,42,4,3.4817481157517603e-57,1.624029983695299e-54,2,+,425351,426691,426721,427384,+,0.9694,0.0
rpsH,CDS,NC_002505,secY,CDS,NC_002505,42,1,1.4111184124637485e-32,3.9320288026581285e-30,2,-,2757666,2758031,2754303,2755603,-,0.9949,0.0
xerC,CDS,NC_002505,dapF,CDS,NC_002505,42,1,1.8183215977168962e-77,1.1615668572884877e-74,2,+,122026,122935,120498,121337,+,0.9947,0.0048
VC2767,CDS,NC_002505,VC2765,CDS,NC_002505,42,4,1.7083590980687838e-44,6.321876810619533e-42,2,-,2954024,2954539,2951562,2952459,-,1.0,0.0
VqmR,sRNA,NC_002506,VCA0219,CDS,NC_002506,42,4,1.3120018253288558e-29,3.377339631521821e-27,2,+,1031445,1031588,237749,239814,+,1.0,0.0715
VC2221,CDS,NC_002505,VC0998,CDS,NC_002505,42,4,4.899084768951193e-8,3.919540744674545e-6,2,+,2375919,2376019,1066279,1069455,+,0.6357,0.2674
VC2295,CDS,NC_002505,VC2290,CDS,NC_002505,42,4,5.357091888494689e-29,1.3574910837308977e-26,2,-,2449457,2450808,2444950,2446126,-,0.982,0.0188
VC0413,CDS,NC_002505,VC0409,CDS,NC_002505,42,6,1.4072597838760004e-32,3.9227405872513946e-30,2,+,437826,438246,435421,436004,+,1.0,0.0
VCA0239,CDS,NC_002506,VCA0238,CDS,NC_002506,42,1,6.451624221210802e-92,5.0082040778815315e-89,2,+,260431,261033,258953,260038,+,0.9807,0.128
VC0647,CDS,NC_002505,VC2738,CDS,NC_002505,42,1,3.7890395270970135e-9,3.5250387762916294e-7,2,+,690390,692344,2909999,2911632,+,0.9859,0.0
VCA1086,CDS,NC_002506,VCA1087,CDS,NC_002506,42,6,3.0364660708902745e-68,1.6896779736891743e-65,2,-,1041485,1043021,1043183,1043522,-,0.9953,0.0
