name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
IG.VC1289|VC1296 -> thi riboswitch,thi riboswitch,VqmR,VqmR,srna,srna,-1.0,-1.0,30,1,9.79,0.0,0.07,0.91,NC_002505,1374773,1374879,NC_002506,1031483,1031553
IG.VCA0460|VCA0463 -> U5.VCA0463,IG.VCA0460|VCA0463,Vcr017,Vcr017,igr,srna,0.95643294758339,-1.0,30,"1,2",4.7,1.0e-10,2.36,2.29,NC_002506,412005,412291,NC_002505,-350293,-350286
VCA1091,VCA1091,Vcr001,Vcr001,gene,srna,0.48053097345132745,-1.0,30,"1,2",61.36,0.0,0.13,21.29,NC_002506,-1046555,-1046506,NC_002505,21901,21910
U3.malQ,malQ,Vcr001,Vcr001,gene,srna,0.8689516129032258,-1.0,30,"1,2",5.1,8.97e-8,1.96,21.29,NC_002506,17080,17160,NC_002505,21900,21905
U5.VCA0008 -> VCA0008,VCA0008,Vcr090,Vcr090,gene,srna,0.0,-1.0,30,2,401.28,0.0,1.33,4.89,NC_002506,-8296,-8277,NC_002506,3247,3250
U5.sucA -> U3.sdhB,sdhB,Vcr065,Vcr065,gene,srna,0.6514851485148515,-1.0,30,2,269.79,0.0,1.02,1.13,NC_002505,-2249490,-2249412,NC_002505,1617206,1617214
U5.VCA0843 -> VCA0843,VCA0843,Spot42,Spot42,gene,srna,0.0,-1.0,30,2,75.81,0.0,1.55,47.58,NC_002506,785711,785767,NC_002505,106111,106149
U5.VC0105,VC0105,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,30,2,105.74,0.0,4.52,32.75,NC_002505,100754,100782,NC_002505,21900,21908
VC0492,VC0492,Vcr076,Vcr076,gene,srna,0.1834924965893588,-1.0,30,2,6.85,7.8e-9,0.93,98.26,NC_002505,-526399,-526340,NC_002505,-2266048,-2266027
VCA0442,VCA0442,Vcr017,Vcr017,gene,srna,0.3543814432989691,-1.0,30,2,5.05,0.0,11.61,6.73,NC_002506,398442,398472,NC_002505,-350324,-350286
VC1382 -> U5.VC1384,VC1382,Vcr017,Vcr017,gene,srna,0.90246257846451,-1.0,30,2,10.02,0.0,0.25,7.06,NC_002505,1476808,1476963,NC_002505,-350294,-350286
VC2725 -> U3.VC2725,VC2725,Vcr001,Vcr001,gene,srna,0.6782665791201575,-1.0,30,2,23.35,0.0,0.44,32.75,NC_002505,-2898278,-2898151,NC_002505,21903,21906
IG.VCA0222|VCA0225 -> VCA0225,VCA0225,Vcr001,Vcr001,gene,srna,0.0,-1.0,30,2,3.5,1.778e-7,0.23,32.75,NC_002506,247517,247699,NC_002505,21901,21909
U3.VC0137,VC0137,Vcr228,Vcr228,gene,srna,0.7319790301441678,-1.0,29,1,17.67,0.0,55.43,1.3,NC_002505,132630,132673,NC_002506,787345,787398
IG.VC1041|fadI -> Vcr043,Vcr043,U5.VC1043 -> VC1043,VC1043,srna,gene,-1.0,0.0,29,1,117.67,0.0,1.38,1.35,NC_002505,1114589,1114598,NC_002505,-1112823,-1112802
VC0269,VC0269,Vcr001,Vcr001,gene,srna,0.12141427618412275,-1.0,29,1,963.23,0.0,Inf,21.29,NC_002505,274827,274855,NC_002505,21902,21905
VC1279,VC1279,Vcr017,Vcr017,gene,srna,0.1004162330905307,-1.0,29,"1,2",33.1,0.0,0.38,2.29,NC_002505,1353906,1353982,NC_002505,-350294,-350284
U3.VC2060 -> VC2059,VC2059,Vcr065,Vcr065,gene,srna,0.0,-1.0,29,1,103.41,0.0,0.59,0.55,NC_002505,-2214567,-2214500,NC_002505,1617184,1617213
VC1121,VC1121,Vcr076,Vcr076,gene,srna,0.563570784490532,-1.0,29,2,1.82,0.021684861,1.12,98.26,NC_002505,1190423,1190470,NC_002505,-2266064,-2266027
VC1768,VC1768,Vcr001,Vcr001,gene,srna,0.11433649289099526,-1.0,29,2,15.49,0.0,1.79,32.75,NC_002505,-1913346,-1913310,NC_002505,21902,21908
IG.VCA0389|VCA0391,IG.VCA0389|VCA0391,Vcr017,Vcr017,igr,srna,0.48336252189141854,-1.0,29,2,4.81,1.0e-10,4.73,7.06,NC_002506,368506,368734,NC_002505,-350293,-350286
VC0162 -> Vcr008,Vcr008,GcvB,GcvB,srna,srna,-1.0,-1.0,29,2,9.22,0.0,0.91,3.23,NC_002505,158902,158967,NC_002505,-954853,-954721
VC0079,VC0079,Vcr017,Vcr017,gene,srna,0.13643659711075443,-1.0,28,"1,2",5.92,5.099e-6,0.3,2.29,NC_002505,77602,77684,NC_002505,-350294,-350285
VCA0689 -> U3.VCA0689,VCA0689,Vcr017,Vcr017,gene,srna,0.35394126738794435,-1.0,28,"1,2",1.38,0.0421576379,0.34,2.29,NC_002506,-627745,-627608,NC_002505,-350294,-350285
IG.VCA0451|VCA0455,IG.VCA0451|VCA0455,Vcr017,Vcr017,igr,srna,0.9313482216708023,-1.0,28,"1,2",20.85,0.0,2.22,2.29,NC_002506,406043,406098,NC_002505,-350294,-350286
VC0179,VC0179,Vcr017,Vcr017,gene,srna,0.4335403726708075,-1.0,28,"1,2",8.37,0.0,3.24,2.29,NC_002505,181217,181296,NC_002505,-350297,-350285
VC1873,VC1873,VqmR,VqmR,gene,srna,0.3602800763844685,-1.0,28,1,95.21,0.0,0.06,0.94,NC_002505,2017710,2017790,NC_002506,1031505,1031554
U5.VC0172,VC0171,Vcr096,Vcr096,gene,srna,0.7904094827586207,-1.0,28,1,61.69,0.0,5.21,7.08,NC_002505,171913,171999,NC_002506,-243948,-243947
VC0942,VC0942,Vcr214,Vcr214,gene,srna,0.222052067381317,-1.0,28,1,160.77,0.0,0.46,3.28,NC_002505,-1008358,-1008346,NC_002505,2376101,2376107
U5.VC2188 -> VC2188,VC2188,Spot42,Spot42,gene,srna,0.0,-1.0,28,"1,2",6.73,0.0,0.1,22.4,NC_002505,-2335843,-2335764,NC_002505,106123,106150
U5.VCA0917 -> VCA0917,VCA0917,VqmR,VqmR,gene,srna,0.0,-1.0,28,"1,2",116.77,0.0,0.68,0.94,NC_002506,-870885,-870810,NC_002506,1031502,1031556
U3.atpC,atpC,Vcr045,Vcr045,gene,srna,0.4986149584487535,-1.0,28,"1,2",2.47,0.0005303868,2.13,8.17,NC_002505,-2949630,-2949564,NC_002505,1164285,1164292
VCA0330 -> U5.VCA0331,VCA0330,Vcr017,Vcr017,gene,srna,0.41624365482233505,-1.0,28,1,8.24,0.0,3.36,2.29,NC_002506,332917,333018,NC_002505,-350294,-350286
U5.VCA0080 -> VCA0080,VCA0080,Qrr3,Qrr3,gene,srna,0.0,-1.0,28,1,1958.76,0.0,0.61,6.76,NC_002506,-92412,-92369,NC_002506,772274,772296
U5.VC2217,VC2217,Vcr017,Vcr017,gene,srna,0.0,-1.0,28,1,15.17,0.0,4.8,2.16,NC_002505,-2374191,-2374178,NC_002505,-350314,-350286
VC1442,VC1442,Vcr017,Vcr017,gene,srna,0.5458742065781881,-1.0,28,"1,2",11.18,0.0,0.23,2.29,NC_002505,-1538495,-1538414,NC_002505,-350295,-350285
VC1048,VC1048,VqmR,VqmR,gene,srna,0.0,-1.0,28,"1,2",5.16,1.6e-9,0.61,0.94,NC_002505,1118535,1118639,NC_002506,1031502,1031553
U5.VCA0970 -> VCA0970,VCA0970,GcvB,GcvB,gene,srna,0.0,-1.0,28,"1,2",169.98,0.0,1.84,1.52,NC_002506,-917398,-917313,NC_002505,-954791,-954726
IG.VCA0329b|VCA0330,IG.VCA0329b|VCA0330,Vcr001,Vcr001,igr,srna,0.6227544910179641,-1.0,28,2,4.16,4.0e-9,3.16,32.75,NC_002506,332115,332187,NC_002505,21901,21911
VCA0491,VCA0491,Vcr001,Vcr001,gene,srna,0.02902757619738752,-1.0,28,2,4.18,3.7e-9,6.64,32.75,NC_002506,427637,427668,NC_002505,21903,21905
IG.VCA0921|VCA0917,IG.VCA0921|VCA0917,U3.VC0025 -> Vcr001,Vcr001,igr,srna,0.8804985337243402,-1.0,28,2,36.55,0.0,3.11,32.75,NC_002506,-871169,-871103,NC_002505,21900,21909
U5.sucA -> U3.sdhB,sdhB,VrrA,VrrA,gene,srna,0.6326732673267327,-1.0,28,2,2.29,0.0001652227,0.66,14.95,NC_002505,-2249533,-2249406,NC_002505,1878709,1878793
IG.VC0176|VC0175 -> U5.VC0175,IG.VC0176|VC0175,Vcr220,Vcr220,igr,srna,0.861244019138756,-1.0,28,2,636.41,0.0,0.12,7.36,NC_002505,-177225,-177016,NC_002505,2653942,2653972
VC0633,VC0633,Vcr029,Vcr029,gene,srna,0.0,-1.0,27,1,3050.65,0.0,0.13,1.11,NC_002505,-675827,-675808,NC_002505,-642771,-642740
Vcr081,Vcr081,Qrr3,Qrr3,srna,srna,-1.0,-1.0,27,1,120.75,0.0,0.08,5.6,NC_002505,-2394837,-2394809,NC_002506,772276,772332
Vcr017,Vcr017,VCA0442 -> U5.VCA0443,VCA0442,srna,gene,-1.0,0.4381443298969072,27,"1,2",8.83,0.0,2.01,1.91,NC_002505,-350332,-350304,NC_002506,398459,398581
U5.VCA0691 -> VCA0691,VCA0691,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,27,1,30.33,0.0,0.23,21.29,NC_002506,-630146,-630030,NC_002505,21900,21909
VC2292 -> U3.VC2292,VC2292,Vcr017,Vcr017,gene,srna,0.47103004291845496,-1.0,27,"1,2",4.94,1.0e-10,0.21,2.29,NC_002505,-2446892,-2446769,NC_002505,-350294,-350286
VC2481,VC2481,Vcr001,Vcr001,gene,srna,0.0,-1.0,27,2,63.44,0.0,0.59,32.75,NC_002505,2660106,2660173,NC_002505,21903,21908
VC2397,VC2397,Vcr001,Vcr001,gene,srna,0.3549465240641711,-1.0,27,2,8.2,0.0,0.2,32.75,NC_002505,-2565599,-2565525,NC_002505,21901,21905
VC0178,VC0178,Vcr001,Vcr001,gene,srna,0.4286759326993416,-1.0,27,2,28.84,0.0,0.37,32.75,NC_002505,180051,180097,NC_002505,21903,21906
VC2213,VC2213,Vcr017,Vcr017,gene,srna,0.0,-1.0,27,2,15.13,0.0,0.57,7.06,NC_002505,-2366196,-2366100,NC_002505,-350292,-350286
IG.VC0158|VC0162,IG.VC0158|VC0162,Vssrna24,Vssrna24,igr,srna,0.8458816869515992,-1.0,27,2,5.5,5.705e-6,0.72,72.43,NC_002505,156200,156204,NC_002505,106500,106507
VC0243,VC0243,VqmR,VqmR,gene,srna,0.5087966220971147,-1.0,27,2,1.27,0.2748124014,0.94,1.81,NC_002505,250107,250284,NC_002506,1031504,1031553
dapA,dapA,Vcr001,Vcr001,gene,srna,0.5713073005093379,-1.0,27,2,8.25,0.0,0.47,32.75,NC_002505,-2306567,-2306462,NC_002505,21903,21905
VCA1082,VCA1082,Vcr001,Vcr001,gene,srna,0.1480307831598008,-1.0,27,2,11.51,0.0,0.35,32.75,NC_002506,1035705,1035998,NC_002505,21902,21906
VC1081,VC1080,Vcr017,Vcr017,gene,srna,0.4691729323308271,-1.0,26,"1,2",35.38,0.0,0.26,2.29,NC_002505,1147906,1147998,NC_002505,-350293,-350276
U5.VC0604 -> VC0604,VC0604,VrrA,VrrA,gene,srna,0.0,-1.0,26,1,29.88,0.0,1.39,9.23,NC_002505,633830,633897,NC_002505,1878780,1878788
IG.VCA0723|VCA0732 -> Vcr102,Vcr102,Vcr220,Vcr220,srna,srna,-1.0,-1.0,26,"1,2",380.93,0.0,0.69,2.47,NC_002506,677801,677825,NC_002505,2653952,2653972
Vcr017,Vcr017,U5.VC2384 -> VC2384,VC2384,srna,gene,-1.0,0.0,26,1,4.15,1.14e-8,2.01,2.45,NC_002505,-350328,-350303,NC_002505,-2549181,-2549015
VCA0688,VCA0688,Vcr017,Vcr017,gene,srna,0.20771084337349396,-1.0,26,"1,2",11.96,0.0,0.14,2.29,NC_002506,-627175,-627003,NC_002505,-350295,-350285
U5.VC0583,VC0583,Qrr2,Qrr2,gene,srna,0.0,-1.0,26,"1,2",6.67,0.0,0.88,0.84,NC_002505,-613214,-613165,NC_002506,48461,48520
ihfA,ihfA,Vcr001,Vcr001,gene,srna,0.0,-1.0,26,"1,2",3.36,3.8e-9,0.04,21.29,NC_002505,1300221,1300499,NC_002505,21903,21906
VC2615,VC2615,Vcr001,Vcr001,gene,srna,0.42071494042163154,-1.0,26,2,5.76,0.0,0.89,32.75,NC_002505,-2783178,-2783122,NC_002505,21903,21912
secY,secY,Vcr001,Vcr001,gene,srna,0.48164014687882495,-1.0,26,2,5.18,2.0e-10,0.12,32.75,NC_002505,-2754699,-2754609,NC_002505,21901,21910
VC2726 -> VC2725,VC2725,Vcr001,Vcr001,gene,srna,0.0,-1.0,26,2,3.9,1.042e-7,0.7,32.75,NC_002505,-2899393,-2899102,NC_002505,21904,21905
VCA0336 -> U5.VCA0337,VCA0336,Vcr017,Vcr017,gene,srna,0.14315352697095435,-1.0,26,2,7.71,0.0,0.12,7.06,NC_002506,335732,335971,NC_002505,-350293,-350282
U5.dapA -> dapA,dapA,Vcr001,Vcr001,gene,srna,0.0,-1.0,26,2,11.71,0.0,0.54,32.75,NC_002505,-2307390,-2307106,NC_002505,21903,21905
U5.VC1919 -> VC1919,VC1919,Vcr082,Vcr082,gene,srna,0.0,-1.0,26,2,5.9,0.0,0.69,31.45,NC_002505,-2069197,-2069110,NC_002505,-2433467,-2433397
ftsA,ftsA,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.44814340588988477,-1.0,26,2,6.85,0.0,0.27,32.75,NC_002505,-2566756,-2566616,NC_002505,21900,21905
U5.VC1872 -> VC1872,VC1872,Vcr017,Vcr017,gene,srna,0.0,-1.0,26,2,2.0,0.0025326953,0.36,7.06,NC_002505,2014895,2014964,NC_002505,-350293,-350280
VCA1029,VCA1029,Vcr001,Vcr001,gene,srna,0.23920704845814977,-1.0,26,2,10.12,0.0,1.44,32.75,NC_002506,978007,978138,NC_002505,21901,21909
VC1859,VC1859,Vcr017,Vcr017,gene,srna,0.7181818181818181,-1.0,26,2,14.95,0.0,0.51,7.06,NC_002505,-1998361,-1998000,NC_002505,-350295,-350283
VCA0792 -> VCA0791,VCA0792,Vcr001,Vcr001,gene,srna,0.2826086956521739,-1.0,26,2,5.65,5.0e-10,0.46,32.75,NC_002506,-736752,-736553,NC_002505,21901,21905
VCA1071,VCA1071,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.6837988826815642,-1.0,26,2,1.36,0.1755391939,0.28,30.94,NC_002506,-1021483,-1021308,NC_002505,21877,21905
U3.VC0402,VC0402,Vcr017,Vcr017,gene,srna,0.8084891359272359,-1.0,25,"1,2",16.23,0.0,0.22,2.29,NC_002505,429420,429487,NC_002505,-350293,-350285
U5.VCA0220,VCA0220,Spot42,Spot42,gene,srna,0.0,-1.0,25,1,114.72,0.0,0.67,22.4,NC_002506,240018,240091,NC_002505,106144,106149
U5.VC1919 -> VC1919,VC1919,VCA0689 -> U5.VCA0688,VCA0689,gene,gene,0.0,0.3230293663060278,25,1,391.62,0.0,0.46,0.46,NC_002505,-2069198,-2069167,NC_002506,-627730,-627700
IG.VC0176|VC0175,IG.VC0176|VC0175,Vcr220,Vcr220,igr,srna,0.37320574162679426,-1.0,25,1,4296.94,0.0,0.16,2.47,NC_002505,-177224,-177220,NC_002505,2653963,2653972
VCA0446,VCA0446,VqmR,VqmR,gene,srna,0.0,-1.0,25,1,7.7,0.0,0.22,0.94,NC_002506,400105,400160,NC_002506,1031503,1031553
U5.VC0168 -> VC0168,VC0168,Vcr043,Vcr043,gene,srna,0.0,-1.0,25,1,26.0,0.0,0.31,9.89,NC_002505,-166924,-166878,NC_002505,1114605,1114696
VC1091,VC1091,GcvB,GcvB,gene,srna,0.03210771620921802,-1.0,25,1,29.96,0.0,0.26,1.52,NC_002505,1158841,1158920,NC_002505,-954736,-954729
VCA0415 -> VCA0416,VCA0416,Vcr017,Vcr017,gene,srna,0.0,-1.0,25,"1,2",5.7,3.2e-9,2.07,2.29,NC_002506,383024,383493,NC_002505,-350293,-350285
MicX,MicX,Vcr220,Vcr220,srna,srna,-1.0,-1.0,25,2,1.61,0.0335058043,7.23,7.36,NC_002506,-893473,-893413,NC_002505,2653948,2653972
VC2165,VC2165,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.06615384615384616,-1.0,25,2,22.03,0.0,0.92,32.75,NC_002505,2313907,2313994,NC_002505,21900,21911
U5.flgI,flgH,Vcr017,Vcr017,gene,srna,0.6442396313364055,-1.0,25,2,16.81,0.0,0.53,7.06,NC_002505,-2341547,-2341502,NC_002505,-350293,-350286
VC1741 -> U5.VC1740,VC1741,Vcr076,Vcr076,gene,srna,0.5564681724845996,-1.0,25,2,2.62,0.0014351053,11.09,98.26,NC_002505,-1877874,-1877800,NC_002505,-2266049,-2266027
VCA1063 -> U3.VCA1063,VCA1063,VqmR,VqmR,gene,srna,0.8310316815597075,-1.0,25,2,117.7,0.0,8.37,1.81,NC_002506,-1013188,-1013116,NC_002506,1031514,1031554
IG.VC1785|VC1779,IG.VC1785|VC1779,Vcr001,Vcr001,igr,srna,0.10193036261952011,-1.0,25,2,13.37,0.0,4.3,32.75,NC_002505,-1935156,-1935016,NC_002505,21902,21910
VCA0505 -> U3.VCA0505,VCA0505,Vcr017,Vcr017,gene,srna,0.4429447852760736,-1.0,25,2,5.19,7.0e-10,4.3,7.06,NC_002506,434213,434385,NC_002505,-350298,-350278
VC0392,VC0392,Vcr001,Vcr001,gene,srna,0.038787023977433006,-1.0,25,2,5.86,2.0e-10,0.55,32.75,NC_002505,414728,414899,NC_002505,21903,21905
U5.VC2213 -> VC2213,VC2213,VrrA,VrrA,gene,srna,0.0,-1.0,25,2,9.54,0.0,0.45,14.95,NC_002505,-2366316,-2366150,NC_002505,1878722,1878788
VC2426,VC2426,Vcr017,Vcr017,gene,srna,0.5880851063829787,-1.0,24,"1,2",28.57,0.0,Inf,2.29,NC_002505,2601503,2601521,NC_002505,-350296,-350283
VCA0919,VCA0919,TarB,TarB,gene,srna,0.16611295681063123,-1.0,24,"1,2",363.5,0.0,0.2,1.3,NC_002506,871545,871598,NC_002505,-911251,-911243
Vcr017,Vcr017,VC1873,VC1873,srna,gene,-1.0,0.6836409929980903,24,1,8.26,0.0,2.01,1.15,NC_002505,-350327,-350304,NC_002505,2018225,2018290
IG.VCA0103|VCA0105 -> U5.VCA0105,IG.VCA0103|VCA0105,Vcr017,Vcr017,igr,srna,0.9990880072959416,-1.0,24,1,5.68,1.0e-10,45.88,2.29,NC_002506,114987,114994,NC_002505,-350289,-350286
VCA0436,VCA0436,Vcr017,Vcr017,gene,srna,0.3263803680981595,-1.0,24,"1,2",35.85,0.0,3.78,2.29,NC_002506,394425,394493,NC_002505,-350293,-350280
IG.VC0819|VC0816,IG.VC0819|VC0816,Vcr017,Vcr017,igr,srna,0.7631968426245683,-1.0,24,"1,2",82.25,0.0,Inf,2.29,NC_002505,-873585,-873559,NC_002505,-350291,-350282
U3.VCA0180 -> U5.VCA0181,VCA0181,Vcr043,Vcr043,gene,srna,0.0,-1.0,24,"1,2",2.37,1.53309e-5,16.45,15.01,NC_002506,199412,199470,NC_002505,1114607,1114713
U5.VC0534 -> U3.VC0533,VC0533,VqmR,VqmR,gene,srna,0.697165991902834,-1.0,24,"1,2",1.76,0.0214383256,0.08,0.94,NC_002505,564675,564846,NC_002506,1031502,1031554
U5.oppB,VC1091,Vcr045,Vcr045,gene,srna,0.7938891765924392,-1.0,24,"1,2",8.86,0.0,0.21,8.17,NC_002505,1160301,1160488,NC_002505,1164283,1164294
VC1928,VC1928,Vcr228,Vcr228,gene,srna,0.06012024048096192,-1.0,24,"1,2",141.74,0.0,0.33,1.3,NC_002505,-2080979,-2080810,NC_002506,787346,787397
Vcr103,Vcr103,Qrr2,Qrr2,srna,srna,-1.0,-1.0,24,"1,2",12.82,0.0,0.3,0.69,NC_002506,-776930,-776879,NC_002506,48456,48520
VCA0338 -> U3.VCA0338,VCA0338,Vcr017,Vcr017,gene,srna,0.2534142640364188,-1.0,24,"1,2",6.43,0.0,1.26,2.29,NC_002506,337410,337584,NC_002505,-350294,-350286
VC0604,VC0604,Vcr017,Vcr017,gene,srna,0.7255781843286158,-1.0,24,"1,2",59.11,0.0,0.07,2.29,NC_002505,636120,636159,NC_002505,-350293,-350285
U5.VC0330 -> VC0330,VC0330,Vcr001,Vcr001,gene,srna,0.0,-1.0,24,"1,2",7.06,0.0,0.06,21.29,NC_002505,-349341,-349117,NC_002505,21900,21909
VCA0590 -> VCA0589,VCA0589,Vcr001,Vcr001,gene,srna,0.0,-1.0,24,"1,2",7.69,0.0,0.53,21.29,NC_002506,-527483,-527202,NC_002505,21901,21912
VC1246,VC1246,Vcr001,Vcr001,gene,srna,0.013714285714285714,-1.0,24,2,140.98,0.0,3.39,32.75,NC_002505,-1318478,-1318447,NC_002505,21901,21910
VC1822,VC1822,Vssrna24,Vssrna24,gene,srna,0.7006928406466513,-1.0,24,2,4.34,0.0001109807,1.87,72.43,NC_002505,-1963237,-1963214,NC_002505,106502,106504
U5.VC1099,VC1099,Vcr082,Vcr082,gene,srna,0.0,-1.0,24,2,143.7,0.0,0.47,67.13,NC_002505,1169214,1169266,NC_002505,-2433398,-2433398
groEL,groEL,Vcr001,Vcr001,gene,srna,0.172182006204757,-1.0,24,2,10.54,0.0,0.15,32.75,NC_002505,-2833880,-2833662,NC_002505,21904,21905
VC2086,VC2086,Vcr082,Vcr082,gene,srna,0.03896961690885073,-1.0,24,2,4.39,1.41e-8,0.24,67.13,NC_002505,-2246488,-2246335,NC_002505,-2433399,-2433392
U3.VC1248 -> VC1247,VC1247,Vcr001,Vcr001,gene,srna,0.0,-1.0,24,2,2.17,0.0015584983,1.24,32.75,NC_002505,-1319195,-1319000,NC_002505,21903,21909
U5.VC0680 -> VC0680,VC0680,Vcr017,Vcr017,gene,srna,0.0,-1.0,24,2,14.39,0.0,2.56,7.06,NC_002505,726042,726122,NC_002505,-350294,-350285
VC0143 -> U5.VC0144,VC0143,Vcr017,Vcr017,gene,srna,0.1400359066427289,-1.0,24,2,4.25,4.99e-8,13.05,7.06,NC_002505,134930,135199,NC_002505,-350293,-350286
VCA0798,VCA0798,Vcr001,Vcr001,gene,srna,0.42346938775510207,-1.0,24,2,9.34,0.0,0.26,32.75,NC_002506,-739821,-739734,NC_002505,21903,21905
U5.VC1872 -> VC1872,VC1872,Vcr082,Vcr082,gene,srna,0.0,-1.0,24,2,4.96,1.5e-9,0.36,67.13,NC_002505,2014895,2014961,NC_002505,-2433399,-2433395
U5.VC0168 -> VC0168,VC0168,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,24,2,6.32,1.0e-10,0.2,32.75,NC_002505,-166899,-166635,NC_002505,21900,21906
U5.VC1101,VC1101,GcvB,GcvB,gene,srna,0.0,-1.0,24,2,25.15,0.0,1.83,3.23,NC_002505,1170633,1170660,NC_002505,-954825,-954729
VC1287,VC1287,Vcr001,Vcr001,gene,srna,0.5261663286004057,-1.0,24,2,29.35,0.0,0.96,32.75,NC_002505,-1363199,-1363008,NC_002505,21902,21909
VC2617,VC2617,Vcr001,Vcr001,gene,srna,0.13191811978771797,-1.0,24,2,2.67,0.0001021796,0.43,32.75,NC_002505,-2786193,-2785936,NC_002505,21901,21906
VCA1090,VCA1090,Vcr001,Vcr001,gene,srna,0.16383616383616384,-1.0,24,2,2.03,0.0043683708,0.76,32.75,NC_002506,-1046256,-1046016,NC_002505,21901,21906
VCA0386 -> U3.VCA0386,VCA0386,Vcr001,Vcr001,gene,srna,0.24169741697416974,-1.0,24,2,5.66,2.4e-9,0.5,32.75,NC_002506,-365728,-365567,NC_002505,21901,21905
VC0404,VC0404,Vcr001,Vcr001,gene,srna,0.18924438393464943,-1.0,24,2,1.57,0.0600079199,0.22,32.75,NC_002505,430522,430764,NC_002505,21902,21905
VC1398,VC1398,Vcr001,Vcr001,gene,srna,0.005934718100890208,-1.0,24,2,4.36,1.261e-7,1.48,32.75,NC_002505,-1489657,-1489463,NC_002505,21902,21905
Vcr037 -> IG.VC0866|VC0857,Vcr037,VqmR,VqmR,srna,srna,-1.0,-1.0,23,"1,2",94.15,0.0,0.92,0.94,NC_002505,-929797,-929747,NC_002506,1031505,1031554
VC2060 -> U3.VC2060,VC2060,Vcr043,Vcr043,gene,srna,0.682370820668693,-1.0,23,1,3.12,7.144e-6,1.3,9.89,NC_002505,-2214674,-2214602,NC_002505,1114612,1114696
VC1798,VC1799,VqmR,VqmR,gene,srna,0.8288770053475936,-1.0,23,"1,2",55.49,0.0,1.02,0.94,NC_002505,-1944317,-1944278,NC_002506,1031505,1031554
VC1874,VC1874,Vcr043,Vcr043,gene,srna,0.3264864864864865,-1.0,23,1,3.45,2.0448e-6,0.21,15.01,NC_002505,2019052,2019093,NC_002505,1114641,1114715
metG,metG,Vssrna24,Vssrna24,gene,srna,0.22671203743088048,-1.0,23,2,3.75,0.0004525444,2.49,72.43,NC_002505,-1103757,-1103701,NC_002505,106500,106503
VCA0274,VCA0274,Vcr001,Vcr001,gene,srna,0.0,-1.0,23,2,14.47,0.0,2.98,32.75,NC_002506,291278,291288,NC_002505,21903,21905
VC0297,VC0297,Vcr001,Vcr001,gene,srna,0.32313829787234044,-1.0,23,2,47.68,0.0,0.6,32.75,NC_002505,-304387,-304308,NC_002505,21902,21905
VCA0728,VCA0728,Vcr001,Vcr001,gene,srna,0.22581950627276406,-1.0,23,2,24.56,0.0,0.25,32.75,NC_002506,-674078,-674003,NC_002505,21901,21912
VC2161,VC2161,Vcr001,Vcr001,gene,srna,0.27360663288807,-1.0,23,2,32.42,0.0,1.21,32.75,NC_002505,-2309890,-2309845,NC_002505,21903,21905
U5.VC0965 -> VC0965,VC0965,Vcr017,Vcr017,gene,srna,0.0,-1.0,23,2,31.72,0.0,0.64,7.06,NC_002505,-1031499,-1031451,NC_002505,-350294,-350277
IG.VC1853|cysS,IG.VC1853|cysS,Vcr001,Vcr001,igr,srna,0.1470292044310171,-1.0,23,2,73.69,0.0,3.85,32.75,NC_002505,-1991393,-1991300,NC_002505,21902,21905
VCA0059,VCA0059,Vcr001,Vcr001,gene,srna,0.08394160583941605,-1.0,23,2,2.17,0.001590728,0.18,32.75,NC_002506,-66598,-66559,NC_002505,21903,21905
IG.hslO|VC2738 -> U5.VC2738,VC2738,Spot42,Spot42,gene,srna,0.0,-1.0,23,2,5.62,1.2e-9,0.18,47.58,NC_002505,2909857,2909968,NC_002505,106125,106150
VC2252 -> U3.VC2252,VC2252,VqmR,VqmR,gene,srna,0.8299520472150498,-1.0,23,2,5.36,1.9e-9,0.35,1.81,NC_002505,-2406180,-2406063,NC_002506,1031505,1031554
VC1141,VC1141,Vcr001,Vcr001,gene,srna,0.1702970297029703,-1.0,23,2,2.68,0.0001901162,0.24,32.75,NC_002505,1210118,1210346,NC_002505,21902,21905
VC0038,VC0038,Vcr089,Vcr089,gene,srna,0.0,-1.0,22,"1,2",11.13,4.951e-7,0.36,8.89,NC_002505,-36696,-36612,NC_002505,-2812143,-2812107
VCA0917,VCA0917,Vcr090,Vcr090,gene,srna,0.36560509554140125,-1.0,22,"1,2",45.24,0.0,0.64,2.49,NC_002506,-870395,-870376,NC_002506,3230,3250
grxA,grxA,Vcr045,Vcr045,gene,srna,0.0,-1.0,22,"1,2",188.21,0.0,1.99,8.17,NC_002505,-1217494,-1217472,NC_002505,1164288,1164292
IG.VCA0821|VCA0829 -> Qrr3,Qrr3,IG.VC2646|VC2647 -> U5.VC2647,VC2647,srna,gene,-1.0,0.0,22,"1,2",3.71,4.18914e-5,3.43,19.83,NC_002506,772257,772282,NC_002505,2821329,2821450
