name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2
VC2438,CDS,NC_002505,VC2437,CDS,NC_002505,119,2,1.5648261118082945e-207,3.8473000093274074e-204,2,-,2613735,2616298,2611964,2613415,-
VC2430,CDS,NC_002505,VC2431,CDS,NC_002505,119,3,7.168410883521112e-200,1.6690963631587485e-196,2,-,2603307,2605582,2605601,2607397,-
murG,CDS,NC_002505,murC,CDS,NC_002505,118,8,2.2258845746215471e-190,4.951387491055022e-187,2,-,2569976,2571001,2568495,2569937,-
VC2733,CDS,NC_002505,VC2732,CDS,NC_002505,118,1,1.1575604202943812e-219,3.101008939840809e-216,2,-,2905200,2907184,2903655,2905172,-
rseB,CDS,NC_002505,VC2467,CDS,NC_002505,118,10,5.665381868899736e-175,1.1202138586479636e-171,2,-,2647554,2648518,2649153,2649766,-
VC2362,CDS,NC_002505,thrA,CDS,NC_002505,118,6,9.593789511567975e-167,1.723694944508921e-163,2,-,2517582,2518783,2519858,2522258,-
VC1409,CDS,NC_002505,VC1411,CDS,NC_002505,118,2,1.4854709730171132e-181,3.1013065466773876e-178,2,+,1501668,1503066,1504269,1505776,+
VC1767,CDS,NC_002505,VC1768,CDS,NC_002505,117,11,8.468718725485512e-198,1.941617427105807e-194,2,-,1910864,1912285,1912273,1913638,-
VqmR,sRNA,NC_002506,VCA1095,CDS,NC_002506,117,6,2.7966477877140914e-22,5.819222984960163e-20,2,+,1031445,1031589,1050254,1052442,-
VC0413,CDS,NC_002505,VC0411,CDS,NC_002505,117,15,9.598525293943052e-151,1.4914990806961183e-147,2,+,437823,438249,436499,437089,+
Vcr065,sRNA,NC_002505,flgE,CDS,NC_002505,117,4,4.824947480563007e-130,6.030522735831841e-127,2,+,1617185,1617249,2344262,2345351,-
VC2738,CDS,NC_002505,VCA0205,3UTR,NC_002506,116,5,2.5065846688780316e-38,8.289674778953454e-36,2,+,2910060,2911641,222273,222333,-
VC0603,CDS,NC_002505,VC0602,CDS,NC_002505,116,4,7.319087873347538e-156,1.2022896747520154e-152,2,+,631317,633553,628854,631098,+
VC1134,CDS,NC_002505,hisD,CDS,NC_002505,116,9,2.5811665745053396e-231,7.716841435134528e-228,2,+,1203490,1204522,1202159,1203481,+
VC2732,CDS,NC_002505,VC2733,CDS,NC_002505,116,8,3.44816384517925e-215,8.856425171258367e-212,2,-,2903657,2905193,2905158,2907206,-
pfkA,3UTR,NC_002505,Vcr078,sRNA,NC_002505,116,1,1.6645782251051174e-55,7.732353808897555e-53,2,-,2856728,2856803,2332936,2333105,-
VC0181,CDS,NC_002505,VC0180,CDS,NC_002505,116,12,1.6949601289707186e-178,3.46132161113398e-175,2,+,183464,183961,181724,183481,+
VC0246,CDS,NC_002505,VC0245,CDS,NC_002505,115,11,3.9348923392063635e-171,7.426791319153894e-168,2,+,252927,253655,251551,252921,+
VC1951,CDS,NC_002505,VC1950,CDS,NC_002505,115,3,8.423316427750259e-227,2.4121602750177178e-223,2,-,2102816,2103930,2100407,2102790,-
VC0410,CDS,NC_002505,VC0408,CDS,NC_002505,114,14,1.5222240539776306e-97,1.3229507650882008e-94,2,+,435985,436508,434804,435436,+
Vcr229,sRNA,NC_002506,Vssrna24,sRNA,NC_002505,114,4,1.1349495152819708e-131,1.432908271643615e-128,2,+,897527,897725,106481,106540,+
VCA0688,CDS,NC_002506,VCA0689,CDS,NC_002506,114,9,5.4043435584876134e-107,5.2254898496736025e-104,2,-,625879,627687,627707,628104,-
VC1767,CDS,NC_002505,VC1766,CDS,NC_002505,114,13,8.924076137059801e-199,2.0586466475953585e-195,2,-,1910879,1912295,1909008,1910895,-
oppD,CDS,NC_002505,VC1095,CDS,NC_002505,114,11,1.050912150640701e-150,1.6296071738746295e-147,2,+,1162281,1163166,1163280,1164270,+
fliP,CDS,NC_002505,fliM,CDS,NC_002505,114,14,7.778861861487252e-141,1.0826929934430316e-137,2,-,2277319,2278191,2279056,2280126,-
VC2544,CDS,NC_002505,VC2545,CDS,NC_002505,114,5,5.250404400707775e-188,1.1374628279328128e-184,2,+,2724892,2725849,2726072,2726619,+
VCA0119,CDS,NC_002506,VCA0116,CDS,NC_002506,114,8,4.080551000602764e-125,4.8181315446580037e-122,2,+,131031,132330,126195,128804,+
VCA0120,CDS,NC_002506,VCA0121,CDS,NC_002506,113,4,2.559133176741585e-167,4.6538739676249195e-164,2,+,132744,136013,136064,137303,+
VCA0191,CDS,NC_002506,VCA0190,CDS,NC_002506,113,17,5.1342196916959865e-171,9.617564444932408e-168,2,+,207071,208577,206594,207081,+
VC2283,CDS,NC_002505,VC2285,CDS,NC_002505,113,3,4.370786563185961e-171,8.208051636892775e-168,2,-,2438257,2439566,2439741,2441162,-
VC1314,CDS,NC_002505,VC1315,CDS,NC_002505,113,9,8.076319276521933e-187,1.7395926227721815e-183,2,+,1397009,1398498,1398512,1399842,+
VCA0015,CDS,NC_002506,malQ,CDS,NC_002506,112,3,7.870699316274617e-153,1.2543075355162775e-149,2,+,17236,19401,14856,17002,+
VC2061,CDS,NC_002505,VC2063,CDS,NC_002505,112,7,4.742095373475113e-94,3.9513126419754985e-91,2,-,2215704,2216474,2217599,2220009,-
VC0602,CDS,NC_002505,VC0603,CDS,NC_002505,112,3,5.9057394139282e-149,8.989930633970238e-146,2,+,628798,631112,631322,633545,+
Vcr078,sRNA,NC_002505,VC2764,CDS,NC_002505,111,3,5.7431121345820665e-8,4.637037253327275e-6,2,-,2332924,2333126,2950127,2951446,-
VC0414,CDS,NC_002505,VC0413,CDS,NC_002505,111,19,7.548718405882815e-113,7.782135191018099e-110,2,+,438221,441889,437802,438251,+
VC0998,CDS,NC_002505,truA,CDS,NC_002505,111,9,1.3268434972576249e-111,1.3455993392582083e-108,2,+,1065230,1069839,1069957,1070771,+
VC1306,CDS,NC_002505,VC1304,CDS,NC_002505,111,4,3.2733889632664082e-140,4.505690298612619e-137,2,+,1387458,1388837,1385380,1386907,+
Vcr203,sRNA,NC_002505,Vcr017,sRNA,NC_002505,111,6,6.393599374551827e-88,4.851463205409926e-85,2,+,606812,606912,350274,350368,-
VC2732,CDS,NC_002505,VC2731,CDS,NC_002505,111,6,5.51196923775554e-189,1.2081363705996395e-185,2,-,2903657,2905140,2902473,2903650,-
fliP,CDS,NC_002505,fliR,CDS,NC_002505,111,14,6.30692355331726e-132,8.003239708613378e-129,2,-,2277297,2278202,2276219,2277019,-
VC1973,CDS,NC_002505,VC1971,CDS,NC_002505,111,6,2.7764407823068183e-171,5.266908164036034e-168,2,-,2124340,2125225,2121866,2123292,-
pntA,CDS,NC_002506,pntB,CDS,NC_002506,111,4,1.285946562624817e-243,4.197116191894827e-240,2,+,500214,501771,501764,503172,+
dnaA,CDS,NC_002505,VC0013,CDS,NC_002505,110,10,4.544096116784386e-170,8.448605053270528e-167,2,+,7383,8813,8905,9992,+
VCA0269,CDS,NC_002506,VCA0268,CDS,NC_002506,110,4,3.8542865454453075e-237,1.1953374029973615e-233,2,+,286996,288620,285022,286817,+
VCA1072,CDS,NC_002506,VCA1073,CDS,NC_002506,110,13,7.354916163807765e-130,9.146749965592135e-127,2,-,1022833,1023565,1023552,1026317,-
VC0258,CDS,NC_002505,VC0254,CDS,NC_002505,110,4,2.7625992003431943e-132,3.529600630977965e-129,2,+,263545,264214,260789,261956,+
VC0914,3UTR,NC_002505,Vcr078,sRNA,NC_002505,110,1,4.7392603465909506e-64,2.5501860977165694e-61,2,+,978219,978309,2332936,2333051,-
VC0633,CDS,NC_002505,VC0998,CDS,NC_002505,109,4,6.811559413686105e-14,9.464737151623799e-12,2,-,674814,675866,1065417,1069834,+
VC2065,CDS,NC_002505,VC2063,CDS,NC_002505,109,3,1.2420108966194724e-124,1.4550177121152552e-121,2,-,2220771,2221187,2217596,2219921,-
VC0574,CDS,NC_002505,VC0573,CDS,NC_002505,109,15,7.653055559563048e-120,8.60155109807142e-117,2,+,604822,606023,604201,604811,+
VCA0121,CDS,NC_002506,VCA0120,CDS,NC_002506,109,4,7.085361057543182e-160,1.1981281427390972e-156,2,+,136041,137307,132689,135991,+
Vcr078,sRNA,NC_002505,CsrD,sRNA,NC_002506,108,1,0.003377256591132094,0.03967498608429913,2,-,2332924,2333073,783788,784130,-
VCA0681:VCA0688,IGR,NC_002506,VCA0688,CDS,NC_002506,108,3,6.848171899186397e-126,8.20263933420849e-123,2,-,622703,625730,625877,627643,-
sucA,CDS,NC_002505,VC2063,CDS,NC_002505,107,6,0.0032900973333330986,0.03902431156068743,2,-,2246658,2249192,2217617,2219968,-
VCA1073,CDS,NC_002506,VCA1072,CDS,NC_002506,107,6,3.592564660919948e-125,4.2486510976826993e-122,2,-,1023787,1026636,1022823,1023568,-
VCA1089,CDS,NC_002506,VCA1090,CDS,NC_002506,107,37,3.822045045910272e-103,3.522398599413272e-100,2,-,1044689,1045752,1045770,1046445,-
VC1084,CDS,NC_002505,VC1086,CDS,NC_002505,107,8,2.1653141795908243e-116,2.3454997006977028e-113,2,+,1149975,1151325,1152614,1154019,+
VC1652,CDS,NC_002505,VC1653,CDS,NC_002505,107,6,2.913594944744229e-222,8.006151861804567e-219,2,-,1780994,1782729,1782764,1785273,-
VC2063,CDS,NC_002505,VC2065,CDS,NC_002505,107,10,1.3834451159422775e-121,1.5859076405940875e-118,2,-,2217647,2219829,2220763,2221181,-
VC0762,CDS,NC_002505,VC0761,CDS,NC_002505,107,11,5.166099681737173e-189,1.1356576152719514e-185,2,+,814173,815337,813519,814189,+
VC0674,CDS,NC_002505,VC0672,CDS,NC_002505,107,8,3.3954319083298373e-171,6.424827660911571e-168,2,+,720720,721580,718422,719910,+
VC1086,CDS,NC_002505,VC1084,CDS,NC_002505,107,6,2.165314179590728e-116,2.3454997006977028e-113,2,+,1152614,1154135,1150098,1151330,+
Vcr078,sRNA,NC_002505,VC0647,CDS,NC_002505,106,2,2.4006411568500665e-5,0.0010051439203241066,2,-,2332923,2333118,690484,692388,+
VCA1097,CDS,NC_002506,VCA1095,CDS,NC_002506,106,9,1.0166141603598701e-113,1.0582670229914393e-110,2,-,1052852,1053174,1050274,1052061,-
VCA0120,CDS,NC_002506,VCA0119,CDS,NC_002506,106,6,1.873999834639116e-141,2.6180583334697176e-138,2,+,132482,135940,131042,132482,+
VC2738,3UTR,NC_002505,Vcr078,sRNA,NC_002505,106,4,2.6292918889878143e-10,2.8029954144679708e-8,2,+,2911627,2911705,2332938,2333083,-
Vcr094,sRNA,NC_002506,Qrr3,sRNA,NC_002506,106,0,1.9767740836878716e-215,5.094746662351109e-212,2,-,196039,196138,772257,772368,+
rseB,CDS,NC_002505,VC2463,CDS,NC_002505,106,5,3.3086345998731976e-143,4.701393641384079e-140,2,-,2647556,2648536,2645270,2646980,-
sucA,CDS,NC_002505,VC2086,3UTR,NC_002505,105,5,2.0718283285901715e-78,1.3850820981200436e-75,2,-,2246626,2249432,2245304,2245427,-
VC2142,CDS,NC_002505,VC2141,CDS,NC_002505,105,15,7.515248400977043e-139,1.0175782480727283e-135,2,-,2296369,2297439,2295739,2296235,-
sdhA,CDS,NC_002505,sdhC,CDS,NC_002505,105,14,1.5861974525412892e-126,1.9060330025458283e-123,2,-,2250312,2252041,2252369,2252792,-
VC0402,CDS,NC_002505,VC0399,CDS,NC_002505,105,15,5.098032143408828e-109,5.013632879687289e-106,2,+,427706,429385,425282,426751,+
VC1653,CDS,NC_002505,VC1652,CDS,NC_002505,105,5,2.2423468509950692e-217,5.922156885784567e-214,2,-,1782734,1785382,1781168,1782653,-
VCA0689,3UTR,NC_002506,VCA0690,CDS,NC_002506,105,8,6.739825299041221e-93,5.505428137004143e-90,2,-,627690,627731,628170,629335,-
VC2437,CDS,NC_002505,VC2438,CDS,NC_002505,105,5,4.458910043892089e-178,9.056167465178634e-175,2,-,2611960,2613415,2613448,2616323,-
Vcr078,sRNA,NC_002505,VC0026,5UTR,NC_002505,104,1,2.6119747640398852e-89,2.031464052225976e-86,2,-,2332924,2333026,23052,23103,-
VC0407,CDS,NC_002505,VC0404,CDS,NC_002505,104,9,1.8545134767951077e-56,8.778320163389777e-54,2,+,434326,434811,430256,431383,+
Vcr045,sRNA,NC_002505,VC0963:VC0970,IGR,NC_002505,104,0,1.015048231606482e-165,1.8020553899545215e-162,2,+,1164276,1164325,1030619,1032593,+
gltB,CDS,NC_002505,gltD2,CDS,NC_002505,104,5,1.2884891153112452e-174,2.541002526616623e-171,2,+,2538232,2542113,2542114,2543534,+
VqmR,sRNA,NC_002506,VC0243,CDS,NC_002505,104,3,8.184213169361531e-51,3.4559481574112186e-48,2,+,1031460,1031589,249511,250469,+
rplN,CDS,NC_002505,rplE,CDS,NC_002505,104,5,9.983249125009288e-170,1.8469455679495523e-166,2,-,2759293,2759690,2758389,2758802,-
VC0177:VC0178,IGR,NC_002505,VC0178,CDS,NC_002505,104,11,1.5080142941090604e-148,2.2724133622467855e-145,2,+,178771,179177,179631,180431,+
flgK,CDS,NC_002505,flgL,CDS,NC_002505,103,5,7.711111556461893e-162,1.32188614158432e-158,2,-,2337412,2339297,2336194,2337312,-
Vcr214,sRNA,NC_002505,VC0998,CDS,NC_002505,103,4,5.275864681483269e-29,1.3583452388924775e-26,2,+,2375999,2376143,1066164,1069614,+
VCA0688,CDS,NC_002506,VCA0681:VCA0688,IGR,NC_002506,103,4,3.402733202709931e-118,3.7622249184956377e-115,2,-,625975,627629,620460,625721,-
VC1315,CDS,NC_002505,VC1314,CDS,NC_002505,103,12,1.2213754201985083e-166,2.1839185976409777e-163,2,+,1398499,1399835,1397010,1398485,+
VC1121,CDS,NC_002505,VC1119,CDS,NC_002505,103,7,3.7927889815852614e-174,7.440416679891057e-171,2,+,1189674,1190423,1187649,1188406,+
VCA0983,CDS,NC_002506,lldD,CDS,NC_002506,103,6,7.751269047060784e-160,1.3077738168433582e-156,2,+,931058,932803,932987,934036,+
surE,CDS,NC_002505,truD,CDS,NC_002505,103,16,1.5080391995151593e-175,2.9977011766575035e-172,2,+,562381,563117,561278,562283,+
xni,CDS,NC_002505,VC0899,CDS,NC_002505,103,12,1.274735145492079e-212,3.218783760045266e-209,2,-,956360,957243,957238,958655,-
Vcr078,sRNA,NC_002505,cysE,CDS,NC_002505,102,1,3.4326617621176597e-19,6.279082694367247e-17,2,-,2332924,2333022,2822280,2822903,-
VC0761,CDS,NC_002505,VC0762,CDS,NC_002505,102,15,2.5751721167701705e-178,5.244495894201982e-175,2,+,813532,814171,814161,815327,+
VC0164,CDS,NC_002505,VC0165,CDS,NC_002505,102,4,5.854180731439257e-194,1.3219093818522255e-190,2,-,159427,162544,162518,163655,-
Vcr052,sRNA,NC_002505,Vcr078,sRNA,NC_002505,102,0,4.924269485510644e-32,1.3794931223093683e-29,2,+,1332810,1332980,2332937,2333061,-
VC2362,CDS,NC_002505,VC2363,CDS,NC_002505,102,8,5.801098480824529e-167,1.0473056580533593e-163,2,-,2517588,2518739,2518944,2519841,-
VCA0730,CDS,NC_002506,VCA0728,CDS,NC_002506,102,8,2.211806701549106e-140,3.05571929992316e-137,2,-,675364,677203,672614,674750,-
VC1095,CDS,NC_002505,VC1093,CDS,NC_002505,102,5,9.032030346759123e-132,1.1422507711868038e-128,2,+,1163298,1164256,1161375,1162307,+
VC0583,3UTR,NC_002505,VC1377,3UTR,NC_002505,101,0,1.634360346539422e-129,2.0291533911790728e-126,2,-,612526,612567,1471669,1471804,+
VqmR,sRNA,NC_002506,VC0534,CDS,NC_002505,101,2,8.529134058318247e-17,1.3816272907672534e-14,2,+,1031474,1031589,564727,565748,+
VC0413,CDS,NC_002505,VC0414,CDS,NC_002505,101,10,5.082500019746391e-99,4.490250590731452e-96,2,+,437825,438247,438914,441898,+
VC1346,CDS,NC_002505,VC1345,CDS,NC_002505,101,8,4.72090557605465e-176,9.434464716159397e-173,2,+,1433714,1434735,1432551,1433698,+
GcvB,sRNA,NC_002505,VC0031,5UTR,NC_002505,100,3,2.3715395085592685e-111,2.3985538787663754e-108,2,-,954718,954881,29531,29702,-
nusA,CDS,NC_002505,infB,CDS,NC_002505,100,7,2.9236176617005087e-125,3.4630181703215067e-122,2,+,683850,685340,685305,688040,+
VC0583,3UTR,NC_002505,VC2738,CDS,NC_002505,100,3,8.800406321861353e-7,5.6835583619398333e-5,2,-,612525,612567,2910009,2911651,+
VC0673,CDS,NC_002505,VC0672,CDS,NC_002505,100,6,2.1889039432683323e-153,3.5107858529393357e-150,2,+,719957,720726,717738,719623,+
fliM,CDS,NC_002505,fliP,CDS,NC_002505,100,6,1.9629028789225367e-118,2.173494731790407e-115,2,-,2279060,2280123,2277304,2278190,-
VC2363,CDS,NC_002505,VC2362,CDS,NC_002505,99,3,6.487472063520888e-161,1.1070441540576838e-157,2,-,2518950,2519849,2517597,2518651,-
VC2766,CDS,NC_002505,VC2769,CDS,NC_002505,99,7,8.571782066836861e-126,1.0234351771295644e-122,2,-,2952488,2954048,2955113,2955418,-
VCA1039,CDS,NC_002506,VCA1041,CDS,NC_002506,99,4,2.2802011687756675e-163,3.981923825149467e-160,2,+,989407,990281,991261,992970,+
VC2767,CDS,NC_002505,VC2770,CDS,NC_002505,99,8,6.6105032906957e-145,9.650017868213279e-142,2,-,2954037,2954540,2955408,2956246,-
VCA0114,CDS,NC_002506,VCA0112,CDS,NC_002506,99,2,1.1382506202905087e-162,1.9647782958805807e-159,2,+,124044,125394,122067,123565,+
VC2726,CDS,NC_002505,VC2724,CDS,NC_002505,99,7,6.937578895692617e-114,7.262284794202779e-111,2,-,2899374,2900369,2897645,2898191,-
Vcr078,sRNA,NC_002505,VC2659,CDS,NC_002505,98,4,0.000859009640691166,0.01626074530508839,2,-,2332924,2333088,2829689,2830093,+
flhF,CDS,NC_002505,VC2067,CDS,NC_002505,98,12,3.748565923472897e-93,3.068724693746184e-90,2,-,2222881,2224300,2221899,2222838,-
VC2464,CDS,NC_002505,VC2466,CDS,NC_002505,98,7,8.702317579749416e-152,1.37802305102143e-148,2,-,2647079,2647572,2648503,2649137,-
tyrA,CDS,NC_002505,VC0695,CDS,NC_002505,98,7,1.0132406585364314e-212,2.567167140752483e-209,2,+,744606,745763,743524,744625,+
rplR,CDS,NC_002505,rplE,CDS,NC_002505,98,5,1.6267198661353387e-113,1.6863241455022782e-110,2,-,2756733,2757123,2758390,2758960,-
VC1121,CDS,NC_002505,VC1120,CDS,NC_002505,98,19,5.678191707431467e-146,8.387317568349827e-143,2,+,1189654,1190474,1188379,1189678,+
VC0258,CDS,NC_002505,VC0255,CDS,NC_002505,98,6,1.2545160457085776e-209,3.1151092154532015e-206,2,+,263546,264226,262091,262292,+
VC2402,CDS,NC_002505,murC,CDS,NC_002505,98,6,1.4921077196415461e-145,2.1824425980411842e-142,2,-,2571077,2572133,2568556,2569945,-
sucA,CDS,NC_002505,flhF,CDS,NC_002505,97,7,3.96277593592931e-5,0.0015280658641492098,2,-,2246647,2249434,2222826,2224335,-
flgF,CDS,NC_002505,flgH,CDS,NC_002505,97,3,5.35613135445425e-154,8.64636929737254e-151,2,-,2343202,2343959,2341645,2342382,-
flhF,CDS,NC_002505,sucA,CDS,NC_002505,97,3,3.9627759359292865e-5,0.0015280658641492098,2,-,2222918,2224330,2246626,2249468,-
FlaX,sRNA,NC_002505,VC2187,CDS,NC_002505,97,28,3.1878014979513304e-24,7.078491443837753e-22,2,-,2334423,2334675,2333097,2334107,-
Vcr229,sRNA,NC_002506,Vcr228,sRNA,NC_002506,97,1,1.1762169252882086e-125,1.397656123791832e-122,2,+,897541,897723,787335,787433,+
VC0179,CDS,NC_002505,VC0177:VC0178,IGR,NC_002505,97,9,3.6444972820434786e-137,4.881653888083105e-134,2,+,180401,181745,178748,179184,+
malQ,CDS,NC_002506,VCA0015,CDS,NC_002506,97,3,6.086909302480549e-127,7.361594784856646e-124,2,+,14908,17004,17189,19331,+
VCA1039,CDS,NC_002506,VCA1040,CDS,NC_002506,97,14,1.197118907655068e-159,2.015198693066972e-156,2,+,989403,990236,990323,991174,+
VC2475,CDS,NC_002505,VC2474,CDS,NC_002505,97,9,3.3186125620317334e-172,6.376325871179009e-169,2,-,2655849,2657068,2654604,2655855,-
Vssrna24,sRNA,NC_002505,VC0574,CDS,NC_002505,97,2,8.620053338049527e-75,5.478556994743454e-72,2,+,106482,106538,604795,605875,+
VCA0824,CDS,NC_002506,VCA0825,CDS,NC_002506,96,8,5.370873854865118e-178,1.0878828712345736e-174,2,-,769962,771136,771184,771745,-
VC1338,CDS,NC_002505,prpB,CDS,NC_002505,96,7,1.4953547141025292e-109,1.474478931009346e-106,2,+,1422043,1424657,1419744,1420628,+
VC0416,CDS,NC_002505,VC0415,CDS,NC_002505,96,36,1.7575922752252294e-121,2.008648475786377e-118,2,+,443264,444148,442160,443207,+
VC2546,CDS,NC_002505,VC2547,CDS,NC_002505,96,7,5.496679349003815e-152,8.722541583171408e-149,2,-,2726661,2727038,2727343,2730394,-
VC1708:VC1710,IGR,NC_002505,VC1710,CDS,NC_002505,96,5,3.788994624644631e-158,6.321345500809466e-155,2,-,1840351,1842647,1842873,1845092,-
glyS,CDS,NC_002505,glyQ,CDS,NC_002505,96,3,1.3624867644892217e-186,2.9262848636235782e-183,2,-,16924,18904,18935,19884,-
VC1120,CDS,NC_002505,VC1121,CDS,NC_002505,96,16,3.1613458322695618e-142,4.441441314404608e-139,2,+,1188387,1189680,1189651,1190478,+
VC0251,CDS,NC_002505,VC0252,5UTR,NC_002505,95,3,1.0111465773477442e-113,1.0540434484631746e-110,2,+,257291,258896,259783,259860,+
VC1119,CDS,NC_002505,VC1121,CDS,NC_002505,95,2,1.1422505454032644e-157,1.901422312125205e-154,2,+,1187660,1188390,1189653,1190296,+
VC0724,CDS,NC_002505,VC0725,CDS,NC_002505,95,6,1.234782573713198e-184,2.629341087406186e-181,2,+,779188,781314,781298,782923,+
VCA0991:VCA0994,IGR,NC_002506,VCA0994,CDS,NC_002506,95,4,1.131488209731683e-187,2.4442042044544365e-184,2,-,946513,948168,948305,949317,-
VC0688,CDS,NC_002505,VC0689,CDS,NC_002505,95,7,8.131695980167988e-196,1.8529804713735356e-192,2,+,735526,735893,736041,737690,+
VCA0824,CDS,NC_002506,VCA0822,CDS,NC_002506,94,5,8.382927043471103e-167,1.509771220476406e-163,2,-,769961,771214,768041,769484,-
VCA0115,CDS,NC_002506,VCA0114,CDS,NC_002506,94,18,1.104565191173492e-126,1.3315675904137243e-123,2,+,125368,126165,124041,125350,+
VCA0689,CDS,NC_002506,VCA0690,CDS,NC_002506,94,9,2.534517024992907e-75,1.6260460478851059e-72,2,-,627717,628099,628130,629333,-
VC0264,CDS,NC_002505,VC0262,CDS,NC_002505,94,4,5.4081190882422696e-139,7.362705924764773e-136,2,+,269106,270388,267389,268356,+
VC2507,CDS,NC_002505,VC2508,CDS,NC_002505,94,4,6.139476994390799e-157,1.017462442614985e-153,2,+,2696802,2698156,2698376,2699369,+
VC2734:VC2740,IGR,NC_002505,VC2740,CDS,NC_002505,94,7,1.7884266577147883e-184,3.7974496467496353e-181,2,-,2911169,2913603,2913751,2914696,-
VC1620,CDS,NC_002505,VC1617:VC1623,IGR,NC_002505,93,5,7.051560566858118e-83,5.024273875843623e-80,2,-,1732885,1741171,1731153,1742856,-
VC2285,CDS,NC_002505,VC2283,CDS,NC_002505,93,9,8.404123618371735e-134,1.0962291913780392e-130,2,-,2439730,2441152,2438221,2439591,-
VCA0191,CDS,NC_002506,VCA0191:VCA0193,IGR,NC_002506,93,4,8.024697827623088e-163,1.388380463177406e-159,2,+,207087,208379,208739,209599,+
rplE,CDS,NC_002505,rplN,5UTR,NC_002505,93,5,3.165233978489149e-149,4.837940388004914e-146,2,-,2758390,2758689,2759653,2759759,-
VqmR,sRNA,NC_002506,VC0404,CDS,NC_002505,93,3,4.677604520028272e-7,3.2089268610835164e-5,2,+,1031474,1031588,430295,431196,+
VCA1086,CDS,NC_002506,VCA1089,CDS,NC_002506,93,8,1.282876900294404e-91,1.027701272308942e-88,2,-,1041574,1043199,1044676,1045698,-
VC1067,CDS,NC_002505,VC1066,CDS,NC_002505,93,14,1.9515863264617217e-130,2.447400585488871e-127,2,+,1133235,1135298,1132393,1133164,+
clpS,CDS,NC_002505,clpA,CDS,NC_002505,93,3,3.117366093733096e-151,4.874425797166952e-148,2,+,1212663,1213019,1213005,1215290,+
glnL,CDS,NC_002505,VC2749,CDS,NC_002505,93,2,5.570319381514613e-193,1.2540231841846052e-189,2,+,2921386,2922460,2922455,2923860,+
VC1872,CDS,NC_002505,Vcr076,sRNA,NC_002505,92,1,6.64037888778155e-38,2.162587672134166e-35,2,+,2014951,2016685,2266014,2266135,-
VC1777,CDS,NC_002505,VC1779,CDS,NC_002505,92,3,2.026515699379303e-162,3.4899868917020274e-159,2,-,1927109,1928419,1928981,1929940,-
VC2731,CDS,NC_002505,VC2732,CDS,NC_002505,92,5,5.410816596965467e-150,8.338436534578837e-147,2,-,2902450,2903569,2903654,2905153,-
VC0243,CDS,NC_002505,VC0244,CDS,NC_002505,92,13,4.904654860728511e-111,4.927187267064492e-108,2,+,249316,250455,250437,251525,+
VC2062,CDS,NC_002505,VC2061,CDS,NC_002505,92,21,5.700036071268577e-84,4.132211018734643e-81,2,-,2216446,2217622,2215661,2216461,-
VC2061,CDS,NC_002505,VC2060,CDS,NC_002505,92,21,1.827800093639739e-99,1.62055835158722e-96,2,-,2215702,2216476,2214709,2215640,-
flgI,CDS,NC_002505,flgJ,CDS,NC_002505,92,8,7.075296824400852e-146,1.0430383041222952e-142,2,-,2340416,2341486,2339448,2340417,-
VCA0114,CDS,NC_002506,VCA0115,CDS,NC_002506,92,12,3.212698716484564e-123,3.705600076045462e-120,2,+,124046,125339,125354,126155,+
VC2463,CDS,NC_002505,rseB,CDS,NC_002505,92,3,3.165298150428457e-119,3.531045989547666e-116,2,-,2645191,2646949,2647564,2648539,-
VCA0624,CDS,NC_002506,VC0473,CDS,NC_002505,92,22,5.388898938590908e-177,1.0798284361618604e-173,2,+,558191,560174,501667,503630,+
rpsN,CDS,NC_002505,rplR,CDS,NC_002505,91,5,1.6356343400027787e-148,2.459763676330376e-145,2,-,2758070,2758417,2756726,2757132,-
VC2253,CDS,NC_002505,VC2252,CDS,NC_002505,91,9,1.325173937951086e-153,2.1300190416247844e-150,2,-,2408566,2409882,2406272,2408546,-
VC0478,CDS,NC_002505,pgk,CDS,NC_002505,91,7,2.9662240041145824e-167,5.381090322105128e-164,2,+,509388,510482,508060,509241,+
VCA0118,CDS,NC_002506,VCA0119,CDS,NC_002506,91,5,8.769566761357215e-141,1.2183145073680457e-137,2,+,130352,131049,131034,132409,+
VC2338,CDS,NC_002505,VC2336:VC2338,IGR,NC_002505,91,8,1.64936818108582e-180,3.414868330113023e-177,2,-,2487542,2490555,2486471,2487350,-
VCA1095,CDS,NC_002506,VCA1097,CDS,NC_002506,90,7,6.375994109580115e-91,5.053587237957741e-88,2,-,1050273,1052423,1052853,1053182,-
VC0399,CDS,NC_002505,VC0402,CDS,NC_002505,90,4,4.175496619159213e-88,3.1748131557464304e-85,2,+,425334,426741,427691,429365,+
VC1304,CDS,NC_002505,VC1306,CDS,NC_002505,90,8,2.412650513691949e-106,2.3089096307843905e-103,2,+,1385387,1386896,1387472,1388821,+
rrmJ,CDS,NC_002505,VC0637,CDS,NC_002505,90,8,7.49353129127859e-127,9.048142440492506e-124,2,+,677367,677919,678194,680028,+
VC0653,CDS,NC_002505,Vcr078,sRNA,NC_002505,90,1,1.2984635584365567e-24,2.913524574961076e-22,2,-,698052,699424,2332937,2333035,-
