name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2
RyhB,sRNA,NC_002505,pdhR,CDS,NC_002505,36,0,8.04E-33,1.10E-30,2,+,102575,102673,2588103,2588397,-
Vcr101,sRNA,NC_002506,Vcr026,sRNA,NC_002505,36,0,4.13E-31,5.35E-29,2,-,642202,642260,523131,523337,-
VC2412,CDS,NC_002505,aceF,CDS,NC_002505,36,0,4.76E-64,1.22E-61,2,-,2581331,2582700,2583078,2584874,-
rplQ,CDS,NC_002505,VC2573,CDS,NC_002505,36,1,5.77E-32,7.70E-30,2,-,2751229,2751509,2753162,2753607,-
VC0706,3UTR,NC_002505,VC1871,3UTR,NC_002505,36,1,3.53E-51,7.37E-49,2,-,756201,756255,2014700,2014785,+
Qrr3,sRNA,NC_002506,VC2095,CDS,NC_002505,36,1,5.09E-09,1.95E-07,2,+,772265,772365,2256354,2257820,-
Qrr3,sRNA,NC_002506,deoD,CDS,NC_002505,36,3,1.14E-13,6.78E-12,2,+,772281,772365,2503648,2504077,-
VC0432,5UTR,NC_002505,Spot42,sRNA,NC_002505,36,0,0.000287461378726,0.003294145113322,2,+,462152,462257,106077,106166,+
Vcr220,sRNA,NC_002505,VC0175,5UTR,NC_002505,36,8,8.27E-71,2.34E-68,2,+,2653934,2654007,176988,177108,-
TarB,sRNA,NC_002505,VC0246,CDS,NC_002505,36,0,5.68E-16,3.95E-14,2,-,911232,911298,253068,253503,+
VCA0751:VCA0754a,IGR,NC_002506,VCA0751,CDS,NC_002506,36,2,9.34E-66,2.47E-63,2,-,696844,699452,695572,696659,-
malQ,CDS,NC_002506,VCA0015,CDS,NC_002506,36,1,5.43E-63,1.38E-60,2,+,14828,16935,17195,19346,+
VC1189:VC1198,IGR,NC_002505,VC1189,CDS,NC_002505,36,7,9.13E-48,1.80E-45,2,+,1264415,1266833,1263804,1264250,+
rnfD,CDS,NC_002505,VC1012,CDS,NC_002505,36,2,1.30E-66,3.47E-64,2,-,1082338,1083229,1080992,1081589,-
VC2000,5UTR,NC_002505,Qrr2,sRNA,NC_002506,36,34,9.32E-05,0.001327762012314,2,+,2151984,2152109,48458,48543,+
VC2095,5UTR,NC_002505,Vcr017,sRNA,NC_002505,36,1,2.76E-16,1.96E-14,2,-,2257789,2257838,350291,350368,-
VC0165,CDS,NC_002505,Vcr076,sRNA,NC_002505,36,0,1.66E-11,8.31E-10,2,-,162783,163316,2266053,2266136,-
cysS,CDS,NC_002505,ruvB,CDS,NC_002505,36,2,5.37E-68,1.45E-65,2,-,1987345,1988642,1984971,1985900,-
Spot42,sRNA,NC_002505,VC1575,CDS,NC_002505,35,0,0.000507407176865,0.005098506943063,2,+,106116,106184,1686441,1686952,-
Spot42,sRNA,NC_002505,VC0306,CDS,NC_002505,35,0,3.24E-09,1.28E-07,2,+,106133,106183,317782,317948,+
Spot42,sRNA,NC_002505,VCA0184,5UTR,NC_002506,35,0,9.40E-08,2.95E-06,2,+,106111,106185,203660,203798,-
Spot42,sRNA,NC_002505,VC1516,CDS,NC_002505,35,1,0.011579394172809,0.045171767127904,2,+,106078,106184,1628876,1630469,-
Spot42,sRNA,NC_002505,VCA0558,5UTR,NC_002506,35,0,0.012662254964962,0.047959425146586,2,+,106125,106184,494914,495033,+
Spot42,sRNA,NC_002505,phoR,CDS,NC_002505,35,0,0.008776060212117,0.037613390823023,2,+,106134,106185,772953,774083,+
Spot42,sRNA,NC_002505,VC2675,3UTR,NC_002505,35,1,2.06E-18,1.66E-16,2,+,106108,106184,2842567,2842634,-
GcvB,sRNA,NC_002505,VC1017,CDS,NC_002505,35,0,1.09E-18,8.91E-17,2,-,954717,954814,1086474,1086907,-
GcvB,sRNA,NC_002505,VC0180,CDS,NC_002505,35,1,1.70E-10,7.75E-09,2,-,954718,954819,181821,183381,+
GcvB,sRNA,NC_002505,VC2103:fur,IGR,NC_002505,35,2,3.40E-33,4.71E-31,2,-,954718,954878,2262935,2263134,+
GcvB,sRNA,NC_002505,VC1265,5UTR,NC_002505,35,0,3.57E-37,5.51E-35,2,-,954718,954829,1339200,1339325,+
Vcr076,sRNA,NC_002505,VC2732,CDS,NC_002505,35,2,0.001662319623603,0.012086615752533,2,-,2266017,2266124,2903713,2905197,-
Vcr076,sRNA,NC_002505,VC0627,CDS,NC_002505,35,0,4.46E-24,4.55E-22,2,-,2266016,2266097,665821,666199,+
Vcr076,sRNA,NC_002505,ubiA,CDS,NC_002505,35,0,6.09E-16,4.23E-14,2,-,2266017,2266110,93778,94308,-
Vcr076,sRNA,NC_002505,VC1571:VC1574,IGR,NC_002505,35,2,7.64E-18,5.95E-16,2,-,2266016,2266134,1684171,1685411,-
Vcr076,sRNA,NC_002505,VC0255,CDS,NC_002505,35,2,5.33E-08,1.74E-06,2,-,2266016,2266134,262125,262290,+
Vcr043,sRNA,NC_002505,VC1977,CDS,NC_002505,35,0,2.55E-06,5.86E-05,2,+,1114608,1114749,2129237,2129863,+
TfoR,sRNA,NC_002505,VC0079,3UTR,NC_002505,35,0,1.78E-20,1.58E-18,2,+,2236626,2236709,77718,77788,+
TfoR,sRNA,NC_002505,VCA0795:VCA0800,IGR,NC_002506,35,1,3.98E-08,1.33E-06,2,+,2236605,2236710,739206,740100,+
TfoR,sRNA,NC_002505,VCA0097:VCA0100,IGR,NC_002506,35,0,7.23E-17,5.32E-15,2,+,2236608,2236710,106584,107686,-
TfoR,sRNA,NC_002505,VC0470,5UTR,NC_002505,35,1,3.85E-28,4.54E-26,2,+,2236606,2236708,499412,499458,-
TfoR,sRNA,NC_002505,VC0159,CDS,NC_002505,35,2,7.23E-17,5.32E-15,2,+,2236628,2236709,150017,150491,-
TfoR,sRNA,NC_002505,VCA0044,CDS,NC_002506,35,2,2.13E-12,1.15E-10,2,+,2236608,2236709,53855,54146,+
TfoR,sRNA,NC_002505,VCA0792:VCA0798,IGR,NC_002506,35,0,1.03E-15,7.02E-14,2,+,2236591,2236709,737601,738412,-
TfoR,sRNA,NC_002505,VC0459,CDS,NC_002505,35,0,1.21E-15,8.24E-14,2,+,2236604,2236710,489145,489522,-
TfoR,sRNA,NC_002505,VC2508,3UTR,NC_002505,35,2,1.58E-25,1.70E-23,2,+,2236604,2236709,2699351,2699460,+
TfoR,sRNA,NC_002505,VCA0163:VCA0165,IGR,NC_002506,35,0,4.27E-24,4.37E-22,2,+,2236608,2236709,180996,181416,+
Vcr227,sRNA,NC_002506,VC2686,CDS,NC_002505,35,0,1.04E-11,5.30E-10,2,+,479960,480023,2855216,2855398,-
Vcr227,sRNA,NC_002506,VCA0165,3UTR,NC_002506,35,0,8.30E-26,9.02E-24,2,+,479958,480025,184094,184156,+
Vssrna24,sRNA,NC_002505,VCA0451:VCA0455,IGR,NC_002506,35,0,3.33E-06,7.45E-05,2,+,106480,106538,404008,404203,+
Vssrna24,sRNA,NC_002505,VC0180,CDS,NC_002505,35,0,6.35E-06,0.000131811248318,2,+,106496,106541,182092,183431,+
Vssrna24,sRNA,NC_002505,thrA,CDS,NC_002505,35,0,0.00374906868051,0.021230333049997,2,+,106490,106538,2520580,2522324,-
Qrr1,sRNA,NC_002505,VC2293,CDS,NC_002505,35,4,9.42E-28,1.10E-25,2,-,1089963,1090035,2447819,2448005,-
Vcr229,sRNA,NC_002506,VC1844,CDS,NC_002505,35,0,0.013274389275788,0.049534923601296,2,+,897531,897726,1983045,1984459,-
Vcr229,sRNA,NC_002506,VC0216,CDS,NC_002505,35,0,2.19E-06,5.11E-05,2,+,897560,897724,223439,223879,+
Vcr229,sRNA,NC_002506,VC2048,CDS,NC_002505,35,0,1.11E-14,7.12E-13,2,+,897529,897726,2205554,2206057,-
VrrA,sRNA,NC_002505,VC1442,CDS,NC_002505,35,0,5.89E-09,2.25E-07,2,+,1878682,1878824,1539366,1539576,-
VrrA,sRNA,NC_002505,VC0829,CDS,NC_002505,35,1,0.000278410305498,0.003211173124868,2,+,1878744,1878824,891375,892163,+
VrrA,sRNA,NC_002505,lamB,CDS,NC_002506,35,0,7.40E-12,3.81E-10,2,+,1878729,1878824,975754,976970,-
VrrA,sRNA,NC_002505,VC1442,5UTR,NC_002505,35,0,1.67E-20,1.48E-18,2,+,1878743,1878824,1539546,1539695,-
VrrA,sRNA,NC_002505,VC2062,CDS,NC_002505,35,0,5.96E-05,0.000913923354456,2,+,1878686,1878824,2216446,2217490,-
VqmR,sRNA,NC_002506,VC0820,CDS,NC_002505,35,1,2.84E-05,0.000487030073809,2,+,1031502,1031589,877406,879754,+
VqmR,sRNA,NC_002506,VCA0917,CDS,NC_002506,35,0,1.04E-22,1.01E-20,2,+,1031484,1031589,870360,870842,-
VqmR,sRNA,NC_002506,VC0304,CDS,NC_002505,35,3,4.27E-14,2.63E-12,2,+,1031489,1031588,315331,316257,-
VqmR,sRNA,NC_002506,VC2536,CDS,NC_002505,35,1,4.68E-07,1.27E-05,2,+,1031475,1031589,2718321,2718916,+
VqmR,sRNA,NC_002506,VC0252,CDS,NC_002505,35,2,3.26E-05,0.000547867394087,2,+,1031510,1031589,259860,260424,+
Qrr4,sRNA,NC_002506,VC1349:VC1353,IGR,NC_002505,35,2,1.87E-23,1.87E-21,2,-,908200,908297,1441410,1441671,+
Vcr017,sRNA,NC_002505,VC1605,CDS,NC_002505,35,0,4.11E-27,4.68E-25,2,-,350275,350364,1718094,1719399,-
Vcr017,sRNA,NC_002505,VC0144,CDS,NC_002505,35,0,3.71E-28,4.38E-26,2,-,350274,350358,135194,135843,+
Vcr090,sRNA,NC_002506,VCA0936,5UTR,NC_002506,35,0,1.86E-16,1.33E-14,2,+,3223,3286,887270,887350,+
Vcr090,sRNA,NC_002506,VC0267:VC0271,IGR,NC_002505,35,0,6.55E-06,0.000135400377522,2,+,3212,3286,274017,276814,-
Vcr090,sRNA,NC_002506,VC1956,CDS,NC_002505,35,2,1.82E-05,0.000329277421914,2,+,3201,3285,2109644,2110604,-
Vcr090,sRNA,NC_002506,VCA0458,CDS,NC_002506,35,0,7.13E-30,8.88E-28,2,+,3203,3285,408567,409391,+
Vcr090,sRNA,NC_002506,glpT,CDS,NC_002506,35,0,9.81E-11,4.57E-09,2,+,3212,3286,151320,152691,-
Vcr090,sRNA,NC_002506,trpA,CDS,NC_002505,35,0,2.61E-27,3.00E-25,2,+,3215,3285,1242323,1242911,-
VC2086,CDS,NC_002505,sucC,CDS,NC_002505,35,3,7.78E-50,1.58E-47,2,-,2245409,2246638,2244109,2245215,-
sucA,CDS,NC_002505,VC2086,3UTR,NC_002505,35,4,8.63E-42,1.51E-39,2,-,2246622,2249014,2245311,2245411,-
rplL,CDS,NC_002505,rplA,CDS,NC_002505,35,1,4.27E-41,7.34E-39,2,+,339776,340147,338292,338948,+
VC2606,CDS,NC_002505,VC2607,CDS,NC_002505,35,6,3.73E-55,8.34E-53,2,-,2774810,2776572,2776628,2777211,-
nagA:VC1005,IGR,NC_002505,Qrr2,sRNA,NC_002506,35,31,5.88E-13,3.32E-11,2,-,1060990,1061109,48448,48505,+
VC0412,CDS,NC_002505,VC0414,CDS,NC_002505,35,5,9.49E-62,2.38E-59,2,+,437087,437832,438655,441882,+
Vcr045,sRNA,NC_002505,oppD,CDS,NC_002505,35,0,1.08E-69,2.99E-67,2,+,1164269,1164327,1162318,1163278,+
VC0419,CDS,NC_002505,maf,CDS,NC_002505,35,17,1.10E-44,2.03E-42,2,+,445190,446673,444581,445178,+
VC0714,5UTR,NC_002505,Vcr043,sRNA,NC_002505,35,0,1.88E-05,0.000339898158483,2,+,768197,768235,1114590,1114732,+
VCA0103,CDS,NC_002506,TfoR,sRNA,NC_002505,35,0,0.002098879718269,0.014250827813879,2,+,110866,111890,2236577,2236670,+
Spot42,sRNA,NC_002505,rpsO,CDS,NC_002505,34,0,3.22E-06,7.23E-05,2,+,106079,106184,689657,689880,+
Spot42,sRNA,NC_002505,VC1740,5UTR,NC_002505,34,0,7.86E-06,0.00015877122796,2,+,106075,106184,1877785,1877849,-
Spot42,sRNA,NC_002505,VC2184,CDS,NC_002505,34,0,5.04E-08,1.66E-06,2,+,106110,106184,2328929,2329553,+
Spot42,sRNA,NC_002505,VC1303,CDS,NC_002505,34,0,8.43E-07,2.18E-05,2,+,106126,106183,1383977,1385153,-
Spot42,sRNA,NC_002505,VCA0815,CDS,NC_002506,34,0,2.28E-08,7.95E-07,2,+,106096,106184,761658,763329,-
Spot42,sRNA,NC_002505,VC1824,CDS,NC_002505,34,1,2.54E-07,7.31E-06,2,+,106098,106184,1965434,1966138,+
Spot42,sRNA,NC_002505,VC0582,CDS,NC_002505,34,0,0.000881526493822,0.007655183012012,2,+,106134,106183,611589,612197,+
Spot42,sRNA,NC_002505,VCA0340,CDS,NC_002506,34,0,7.77E-13,4.35E-11,2,+,106111,106183,338367,338578,+
GcvB,sRNA,NC_002505,VC1423,CDS,NC_002505,34,0,2.84E-20,2.49E-18,2,-,954718,954811,1521222,1521425,+
Vcr076,sRNA,NC_002505,VC2251,CDS,NC_002505,34,0,0.003439104767253,0.020015890227114,2,-,2266016,2266100,2405605,2406099,-
Vcr076,sRNA,NC_002505,malS,CDS,NC_002506,34,1,4.02E-06,8.79E-05,2,-,2266016,2266070,809252,810806,+
Vcr043,sRNA,NC_002505,VCA1020,CDS,NC_002506,34,0,6.15E-09,2.34E-07,2,+,1114655,1114749,968235,968787,-
Vcr043,sRNA,NC_002505,VC2261,5UTR,NC_002505,34,0,9.01E-19,7.39E-17,2,+,1114628,1114749,2416420,2416475,+
Vcr043,sRNA,NC_002505,VCA0874,5UTR,NC_002506,34,0,7.08E-15,4.59E-13,2,+,1114608,1114749,827324,827530,+
Vcr043,sRNA,NC_002505,rplM,CDS,NC_002505,34,0,0.00070734058069,0.00652372713801,2,+,1114608,1114749,603089,603497,+
Vcr043,sRNA,NC_002505,VC1481,CDS,NC_002505,34,6,0.000562773944423,0.005516922728055,2,+,1114607,1114749,1586074,1586614,-
Vcr043,sRNA,NC_002505,VC1099,CDS,NC_002505,34,0,2.85E-08,9.78E-07,2,+,1114627,1114749,1169268,1169665,+
Vcr043,sRNA,NC_002505,clpS,5UTR,NC_002505,34,1,2.71E-20,2.38E-18,2,+,1114625,1114749,1212559,1212688,+
Vcr043,sRNA,NC_002505,VCA0037,3UTR,NC_002506,34,0,2.36E-18,1.89E-16,2,+,1114620,1114749,45523,45650,-
VCA0933,5UTR,NC_002506,VC1919,5UTR,NC_002505,34,1,4.55E-33,6.27E-31,2,+,885948,886073,2069184,2069252,-
TfoR,sRNA,NC_002505,rplA,CDS,NC_002505,34,1,0.000515368381056,0.005158774048193,2,+,2236597,2236709,338354,338923,+
TfoR,sRNA,NC_002505,VC1865,5UTR,NC_002505,34,0,0.000132282702336,0.001771322312278,2,+,2236606,2236710,2005005,2005148,+
TfoR,sRNA,NC_002505,VC2417,CDS,NC_002505,34,0,6.36E-11,3.02E-09,2,+,2236618,2236709,2591185,2592226,-
TfoR,sRNA,NC_002505,VC1021,CDS,NC_002505,34,1,3.49E-07,9.76E-06,2,+,2236608,2236710,1091013,1091636,+
TfoR,sRNA,NC_002505,VCA0763:VCA0768,IGR,NC_002506,34,0,3.72E-06,8.21E-05,2,+,2236596,2236709,709972,711156,-
TfoR,sRNA,NC_002505,VC1634,CDS,NC_002505,34,0,2.68E-12,1.43E-10,2,+,2236603,2236709,1759725,1760226,-
TfoR,sRNA,NC_002505,VCA0709,CDS,NC_002506,34,0,9.31E-17,6.80E-15,2,+,2236608,2236709,653669,655727,-
TfoR,sRNA,NC_002505,potC,CDS,NC_002505,34,0,2.29E-21,2.11E-19,2,+,2236644,2236710,1524203,1524784,-
TfoR,sRNA,NC_002505,VC1985,CDS,NC_002505,34,0,4.89E-12,2.56E-10,2,+,2236607,2236710,2137566,2138700,-
TfoR,sRNA,NC_002505,VC0745:xseA,IGR,NC_002505,34,3,1.95E-10,8.82E-09,2,+,2236664,2236709,802414,812601,-
TfoR,sRNA,NC_002505,VC1317,5UTR,NC_002505,34,2,7.63E-23,7.42E-21,2,+,2236608,2236709,1401230,1401304,-
Vcr227,sRNA,NC_002506,VC2478,3UTR,NC_002505,34,1,1.58E-05,0.000291009147926,2,+,479957,480023,2658208,2658255,+
Vcr227,sRNA,NC_002506,VC0405,CDS,NC_002505,34,2,0.006568559905826,0.030940180673201,2,+,479936,480023,431475,433126,+
Vssrna24,sRNA,NC_002505,VC0319:tuf,IGR,NC_002505,34,0,8.64E-05,0.001245974242564,2,+,106496,106538,334450,334800,+
Vcr229,sRNA,NC_002506,glgC,5UTR,NC_002505,34,0,3.46E-06,7.70E-05,2,+,897609,897726,1866538,1866698,-
Vcr229,sRNA,NC_002506,VC0449,5UTR,NC_002505,34,0,8.81E-29,1.06E-26,2,+,897564,897724,480918,481057,-
VrrA,sRNA,NC_002505,cysB,CDS,NC_002505,34,1,4.46E-10,1.94E-08,2,+,1878725,1878824,2058202,2058905,-
VrrA,sRNA,NC_002505,VC0695,CDS,NC_002505,34,4,0.003060752752904,0.018455829852565,2,+,1878718,1878824,743516,744619,+
VrrA,sRNA,NC_002505,VCA0179,CDS,NC_002506,34,0,4.48E-19,3.73E-17,2,+,1878766,1878824,196594,197379,+
VrrA,sRNA,NC_002505,VCA0287,CDS,NC_002506,34,12,4.84E-13,2.75E-11,2,+,1878719,1878824,306841,308437,+
VrrA,sRNA,NC_002505,VC0828,5UTR,NC_002505,34,0,1.88E-29,2.30E-27,2,+,1878734,1878824,890266,890459,+
VrrA,sRNA,NC_002505,lpxD,CDS,NC_002505,34,0,3.25E-15,2.15E-13,2,+,1878734,1878824,2404521,2405569,-
VrrA,sRNA,NC_002505,VC2653,CDS,NC_002505,34,0,5.30E-19,4.40E-17,2,+,1878683,1878823,2824657,2824757,-
VrrA,sRNA,NC_002505,VC1481,CDS,NC_002505,34,1,1.56E-18,1.26E-16,2,+,1878716,1878823,1586107,1586608,-
VqmR,sRNA,NC_002506,VC2342,CDS,NC_002505,34,0,1.45E-06,3.55E-05,2,+,1031475,1031589,2495563,2497475,-
VqmR,sRNA,NC_002506,VCA0838:VCA0846,IGR,NC_002506,34,0,1.90E-17,1.44E-15,2,+,1031474,1031589,785185,787432,-
VqmR,sRNA,NC_002506,VC0985,CDS,NC_002505,34,0,0.000501918096738,0.005053730912655,2,+,1031473,1031589,1048252,1049930,+
VqmR,sRNA,NC_002506,uvrD,CDS,NC_002505,34,0,2.93E-09,1.16E-07,2,+,1031474,1031589,194287,196091,+
VqmR,sRNA,NC_002506,VC0278,CDS,NC_002505,34,0,1.29E-05,0.000243580243514,2,+,1031475,1031589,283444,284657,+
Vcr001,sRNA,NC_002505,VCA0545,CDS,NC_002506,34,0,9.95E-24,1.00E-21,2,+,21884,21941,481964,483390,+
Qrr4,sRNA,NC_002506,VC0033,3UTR,NC_002505,34,2,6.03E-30,7.53E-28,2,-,908201,908300,32550,32615,+
Vcr017,sRNA,NC_002505,rpsH,CDS,NC_002505,34,2,1.43E-18,1.16E-16,2,-,350274,350361,2757754,2758086,-
Vcr017,sRNA,NC_002505,VC0586,CDS,NC_002505,34,0,6.62E-37,1.02E-34,2,-,350274,350361,614301,614766,-
Vcr090,sRNA,NC_002506,VCA0960,CDS,NC_002506,34,0,2.84E-05,0.000486567123374,2,+,3213,3286,908544,909817,-
Vcr090,sRNA,NC_002506,VC1151,CDS,NC_002505,34,0,8.55E-16,5.89E-14,2,+,3228,3285,1222748,1223611,-
Vcr090,sRNA,NC_002506,VCA0180,CDS,NC_002506,34,1,0.001791813094156,0.012761339266357,2,+,3202,3285,198443,199250,+
Vcr090,sRNA,NC_002506,fliA,CDS,NC_002505,34,1,3.84E-10,1.68E-08,2,+,3211,3285,2221158,2221690,-
Vcr090,sRNA,NC_002506,VCA0975,5UTR,NC_002506,34,0,9.54E-21,8.57E-19,2,+,3226,3286,924137,924197,-
Vcr090,sRNA,NC_002506,VC1602,CDS,NC_002505,34,0,4.70E-21,4.27E-19,2,+,3229,3285,1715739,1716558,-
Vcr090,sRNA,NC_002506,VCA0199,CDS,NC_002506,34,0,3.01E-10,1.33E-08,2,+,3200,3285,215969,217606,+
Vcr082,sRNA,NC_002505,VC1099,CDS,NC_002505,34,0,4.34E-43,7.82E-41,2,-,2433387,2433477,1169269,1169629,+
Vcr214,sRNA,NC_002505,VC0341:VC0343,IGR,NC_002505,34,0,6.64E-15,4.32E-13,2,+,2376045,2376143,364423,364716,+
Qrr3,sRNA,NC_002506,VC1000,CDS,NC_002505,34,1,8.64E-25,9.08E-23,2,+,772271,772366,1070933,1071614,+
VC2052,CDS,NC_002505,VC2049,CDS,NC_002505,34,0,1.07E-58,2.54E-56,2,-,2208508,2210323,2206268,2207499,-
maf,CDS,NC_002505,VC0416,CDS,NC_002505,34,1,1.99E-49,4.02E-47,2,+,444710,445187,443399,444147,+
murE,CDS,NC_002505,VC2407,CDS,NC_002505,34,0,4.65E-80,1.50E-77,2,-,2576021,2577458,2577738,2579228,-
TarB,sRNA,NC_002505,VCA0975,CDS,NC_002506,34,0,4.73E-25,5.02E-23,2,-,911232,911307,922333,924163,-
TarB,sRNA,NC_002505,VCA0052,CDS,NC_002506,34,0,1.69E-27,1.95E-25,2,-,911232,911323,59790,61273,-
VCA0896,5UTR,NC_002506,VC2217,5UTR,NC_002505,34,1,1.10E-50,2.28E-48,2,+,850017,850078,2374164,2374227,-
pntA,CDS,NC_002506,Vcr089,sRNA,NC_002505,34,0,3.47E-17,2.60E-15,2,+,500470,500820,2812116,2812163,-
VC2772,CDS,NC_002505,VC2773,CDS,NC_002505,34,31,7.28E-38,1.14E-35,2,-,2956859,2957723,2957710,2958441,-
VC0711,CDS,NC_002505,rluD,CDS,NC_002505,34,1,2.10E-67,5.67E-65,2,+,759737,762262,757871,758831,+
VC2451,CDS,NC_002505,mazG,CDS,NC_002505,34,3,6.76E-79,2.16E-76,2,-,2631182,2632974,2629886,2630723,-
VC1858:VC1860,IGR,NC_002505,Vcr076,sRNA,NC_002505,34,1,6.58E-10,2.81E-08,2,+,1998076,1998301,2266053,2266136,-
VC1477,CDS,NC_002505,VCA0791,CDS,NC_002506,34,0,1.93E-92,7.04E-90,2,+,1583182,1583520,736113,736653,-
VCA0518,CDS,NC_002506,VCA0516,CDS,NC_002506,34,2,1.81E-53,3.95E-51,2,-,447870,448997,445225,446929,-
VC0559,CDS,NC_002505,TfoR,sRNA,NC_002505,34,1,5.51E-12,2.87E-10,2,-,593713,594197,2236577,2236676,+
VCA0570,3UTR,NC_002506,MicX,sRNA,NC_002506,34,0,5.35E-08,1.75E-06,2,-,508218,508275,893356,893511,-
Spot42,sRNA,NC_002505,tgt,CDS,NC_002505,33,0,9.13E-05,0.001306190361379,2,+,106077,106185,794231,795411,+
Spot42,sRNA,NC_002505,VC1758,CDS,NC_002505,33,0,7.65E-07,1.99E-05,2,+,106092,106184,1896309,1897345,+
Spot42,sRNA,NC_002505,VCA0130,5UTR,NC_002506,33,1,4.26E-17,3.18E-15,2,+,106109,106184,144652,144709,+
Spot42,sRNA,NC_002505,VC2487,CDS,NC_002505,33,0,1.70E-13,1.00E-11,2,+,106127,106183,2667721,2668360,-
GcvB,sRNA,NC_002505,VCA0680,CDS,NC_002506,33,0,1.20E-05,0.000229433013617,2,-,954718,954858,615647,616157,+
Vcr076,sRNA,NC_002505,fliJ,3UTR,NC_002505,33,1,2.09E-19,1.77E-17,2,-,2266016,2266124,2282749,2282872,-
TfoR,sRNA,NC_002505,VC2405,CDS,NC_002505,33,3,6.64E-06,0.000137114437907,2,+,2236607,2236709,2574667,2575974,-
TfoR,sRNA,NC_002505,VC1244,CDS,NC_002505,33,1,0.001079759247407,0.008862245665431,2,+,2236657,2236710,1315905,1316910,+
TfoR,sRNA,NC_002505,VC2469,CDS,NC_002505,33,0,8.33E-08,2.64E-06,2,+,2236608,2236709,2650207,2651858,+
TfoR,sRNA,NC_002505,VC1280:VC1287,IGR,NC_002505,33,1,1.74E-14,1.10E-12,2,+,2236608,2236709,1356975,1361856,-
TfoR,sRNA,NC_002505,nhaB,CDS,NC_002505,33,0,5.81E-08,1.89E-06,2,+,2236604,2236709,2049875,2050700,+
TfoR,sRNA,NC_002505,VC1152,CDS,NC_002505,33,1,4.28E-05,0.000691024462016,2,+,2236607,2236709,1223672,1224500,-
TfoR,sRNA,NC_002505,VC2119:VC2147,IGR,NC_002505,33,0,3.03E-13,1.76E-11,2,+,2236602,2236709,2275321,2296441,+
Vcr227,sRNA,NC_002506,VC2480,CDS,NC_002505,33,0,2.26E-18,1.81E-16,2,+,479943,480023,2659590,2659744,+
Vcr227,sRNA,NC_002506,VC0234,CDS,NC_002505,33,0,5.14E-15,3.36E-13,2,+,479947,480023,238630,239195,-
VCA0678,CDS,NC_002506,VCA0676,CDS,NC_002506,33,0,3.52E-56,8.00E-54,2,+,612816,614996,611690,612188,+
Vcr089,sRNA,NC_002505,rplJ,CDS,NC_002505,33,0,3.94E-09,1.53E-07,2,-,2812095,2812165,339240,339702,+
Vcr089,sRNA,NC_002505,VC0602,CDS,NC_002505,33,0,2.24E-16,1.60E-14,2,-,2812095,2812162,628746,630888,+
Qrr1,sRNA,NC_002505,VC1971,CDS,NC_002505,33,15,3.47E-11,1.68E-09,2,-,1089963,1090052,2122258,2122704,-
Vcr229,sRNA,NC_002506,VCA0874:VCA0876,IGR,NC_002506,33,1,7.86E-16,5.43E-14,2,+,897565,897724,827879,828284,+
Vcr229,sRNA,NC_002506,VCA1084,CDS,NC_002506,33,1,3.72E-13,2.14E-11,2,+,897527,897724,1037429,1038824,+
VrrA,sRNA,NC_002505,VCA0975,CDS,NC_002506,33,0,3.26E-06,7.30E-05,2,+,1878740,1878824,922911,924180,-
VrrA,sRNA,NC_002505,VC2765,CDS,NC_002505,33,0,1.60E-14,1.01E-12,2,+,1878720,1878824,2951562,2952376,-
VrrA,sRNA,NC_002505,VC0228,CDS,NC_002505,33,1,3.26E-17,2.44E-15,2,+,1878724,1878823,232932,233610,+
VqmR,sRNA,NC_002506,VC1825,CDS,NC_002505,33,0,3.97E-05,0.000648331905616,2,+,1031529,1031589,1966434,1966632,-
VqmR,sRNA,NC_002506,VC0966,5UTR,NC_002505,33,3,0.009516348549599,0.039711978175612,2,+,1031538,1031589,1031852,1032032,-
VqmR,sRNA,NC_002506,VC1281,5UTR,NC_002505,33,0,2.92E-30,3.68E-28,2,+,1031480,1031588,1356825,1356929,+
VqmR,sRNA,NC_002506,VC1894,5UTR,NC_002505,33,1,2.13E-38,3.39E-36,2,+,1031487,1031588,2042017,2042077,-
Vcr001,sRNA,NC_002505,pyrG,CDS,NC_002505,33,1,7.66E-14,4.62E-12,2,+,21898,21940,2628316,2629472,-
Vcr001,sRNA,NC_002505,ruvA,CDS,NC_002505,33,0,1.39E-06,3.41E-05,2,+,21898,21940,1985943,1986567,-
Vcr001,sRNA,NC_002505,VC2766,CDS,NC_002505,33,0,8.11E-25,8.54E-23,2,+,21898,21941,2952432,2954059,-
Vcr001,sRNA,NC_002505,VC2467,CDS,NC_002505,33,1,1.32E-36,2.01E-34,2,+,21878,21941,2649265,2649762,-
VC0821,CDS,NC_002505,VC0820,CDS,NC_002505,33,3,1.56E-38,2.50E-36,2,+,880155,882633,877888,880036,+
Qrr4,sRNA,NC_002506,VC2773,CDS,NC_002505,33,6,2.06E-08,7.24E-07,2,-,908201,908286,2957714,2958048,-
Vcr017,sRNA,NC_002505,VC2500,CDS,NC_002505,33,0,8.37E-24,8.46E-22,2,-,350274,350339,2685962,2686161,-
Vcr090,sRNA,NC_002506,VC0004,CDS,NC_002505,33,1,2.43E-06,5.63E-05,2,+,3224,3285,2283,3601,-
