name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
VC0827 -> U3.VC0827,VC0827,Vcr076,Vcr076,gene,srna,0.3788732394366197,-1.0,28,1,1.82,0.0084782289,0.61,94.09,NC_002505,889900,889930,NC_002505,-2266061,-2266023
pepN -> U3.pepN,pepN,Vcr043,Vcr043,gene,srna,0.8496214728148658,-1.0,28,"1,2",2.63,0.0006824072,0.35,83.06,NC_002505,-1602896,-1602839,NC_002505,1114612,1114714
MicX,MicX,U3.VCA0280,VCA0280,srna,gene,-1.0,0.7081005586592178,28,"1,2",2.08,0.0001206368,40.0,2.02,NC_002506,-893467,-893343,NC_002506,300028,300034
VC0985,VC0985,TfoR,TfoR,gene,srna,0.4648844585410059,-1.0,28,1,4.59,7.0e-10,0.84,81.16,NC_002505,1049363,1049492,NC_002505,2236669,2236677
IG.fre|murB,IG.fre|murB,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.6977014462809917,0.30305444887118194,28,1,292.23,0.0,0.21,0.2,NC_002505,329093,329134,NC_002505,403604,403674
VC1152,VC1152,Vcr090,Vcr090,gene,srna,0.0,-1.0,28,1,14.43,0.0,0.23,9.03,NC_002505,-1224620,-1224542,NC_002506,3223,3250
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.fre|murB,IG.fre|murB,igr,igr,0.9077320538844805,0.3038481404958678,28,1,323.66,0.0,0.18,0.17,NC_002505,58685,58726,NC_002505,326056,326071
VC2681,VC2681,TfoR,TfoR,gene,srna,0.032339885859226376,-1.0,28,"1,2",1.65,0.0144599487,0.49,81.16,NC_002505,2848415,2849099,NC_002505,2236604,2236674
ihfB,ihfB,TfoR,TfoR,gene,srna,0.0,-1.0,28,"1,2",1.87,0.005112725,0.38,81.16,NC_002505,-2063485,-2063335,NC_002505,2236638,2236675
IG.VC0059|ccrB,IG.VC0059|ccrB,Vcr089,Vcr089,igr,srna,0.9077320538844805,-1.0,28,1,1.13,0.5904639408,0.18,61.28,NC_002505,58685,58726,NC_002505,-2812138,-2812106
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.807670534956128,0.3802717237475233,28,2,208.9,0.0,0.24,0.25,NC_002505,155915,155949,NC_002505,152900,152925
GcvB,GcvB,VC1101,VC1101,srna,gene,-1.0,0.0,28,2,126.33,0.0,5.05,1.76,NC_002505,-954887,-954802,NC_002505,1170732,1170763
VC2525,VC2525,Qrr2,Qrr2,gene,srna,0.15990730011587487,-1.0,28,2,371.33,0.0,0.55,5.89,NC_002505,2710357,2710396,NC_002506,48510,48520
U5.VC1034,VC1034,Vcr229,Vcr229,gene,srna,0.0,-1.0,28,2,1.55,0.0374730947,1.19,35.71,NC_002505,1100357,1100390,NC_002506,897615,897695
IG.VC0257|VC0262,IG.VC0257|VC0262,Spot42,Spot42,igr,srna,0.9158457641429778,-1.0,28,2,2.01,0.0043162832,1.36,109.49,NC_002505,266904,266982,NC_002505,106107,106152
smpB,smpB,Vcr214,Vcr214,gene,srna,0.062420382165605096,-1.0,27,1,89.7,0.0,0.32,11.63,NC_002505,-915017,-915008,NC_002505,2376102,2376108
U3.cmk -> rpsA,rpsA,Vcr043,Vcr043,gene,srna,0.0,-1.0,27,1,3.41,3.091e-7,0.09,38.81,NC_002505,-2065468,-2065415,NC_002505,1114615,1114697
Vcr089,Vcr089,IG.VC0167|VC0170,IG.VC0167|VC0170,srna,igr,-1.0,0.3996683250414594,27,1,9.64,0.0,61.63,0.02,NC_002505,-2812126,-2812118,NC_002505,167293,167298
VC1049,VC1049,Spot42,Spot42,gene,srna,0.0,-1.0,27,1,1.67,0.045360054,0.69,130.25,NC_002505,-1119948,-1119900,NC_002505,106110,106149
IG.VC2753|VC2745,IG.VC2753|VC2745,Vcr089,Vcr089,igr,srna,0.5490993025239601,-1.0,27,1,2.64,3.40534e-5,0.21,61.28,NC_002505,-2928084,-2928063,NC_002505,-2812137,-2812106
VCA0936,VCA0936,Spot42,Spot42,gene,srna,0.0,-1.0,27,1,4.29,1.4556e-6,0.39,130.25,NC_002506,887500,887543,NC_002505,106141,106154
GcvB,GcvB,U5.VC0391 -> VC0391,VC0391,srna,gene,-1.0,0.0,27,1,8.9,0.0,5.96,2.37,NC_002505,-954878,-954803,NC_002505,-414170,-414012
Vcr071,Vcr071,U3.VCA0543 -> Vcr227,Vcr227,srna,srna,-1.0,-1.0,27,1,6.03,0.0,0.1,82.96,NC_002505,1953080,1953184,NC_002506,479955,479988
U3.VC0365 -> rpsF,rpsF,RyhB,RyhB,gene,srna,0.0,-1.0,27,1,12.78,0.0,0.17,8.17,NC_002505,384101,384255,NC_002505,102610,102641
U5.VC2217,VC2217,VC2217,VC2217,gene,gene,0.0,0.32870213486953576,27,1,531.82,0.0,59.48,2.7,NC_002505,-2374182,-2374148,NC_002505,-2373077,-2372955
U3.VC2274 -> proA,proA,TfoR,TfoR,gene,srna,0.0,-1.0,27,1,14.67,0.0,0.36,81.16,NC_002505,-2428185,-2428035,NC_002505,2236626,2236674
VCA0180,VCA0180,TfoR,TfoR,gene,srna,0.19321148825065274,-1.0,27,1,4.53,1.9e-9,0.68,81.16,NC_002506,198438,198578,NC_002505,2236619,2236674
VC0972,VC0972,VrrA,VrrA,gene,srna,0.012601927353595256,-1.0,27,1,2.33,0.000183098,1.56,44.64,NC_002505,1037953,1038164,NC_002505,1878713,1878792
U5.VC1865 -> VC1865,VC1865,VC1865 -> U3.VC1865,VC1865,gene,gene,0.0,0.7226119805720453,27,1,112.49,0.0,0.81,0.28,NC_002505,2005014,2005166,NC_002505,2006536,2006712
IG.fre|murB,IG.fre|murB,IG.fre|murB,IG.fre|murB,igr,igr,0.6974431818181818,0.30229855371900827,27,1,282.09,0.0,0.21,0.17,NC_002505,329091,329134,NC_002505,326037,326068
VC0910 -> U5.VC0911,VC0910,VC0911,VC0911,gene,gene,0.7373271889400922,0.47635814889336014,27,1,53.34,0.0,2.34,0.52,NC_002505,971140,971295,NC_002505,972311,972491
IG.VC1349|VC1353,IG.VC1349|VC1353,Qrr3,Qrr3,igr,srna,0.867741935483871,-1.0,27,1,2.48,5.99329e-5,11.79,50.5,NC_002505,1441466,1441668,NC_002506,772273,772330
IG.VC0257|VC0262,IG.VC0257|VC0262,TfoR,TfoR,igr,srna,0.6363636363636364,-1.0,27,2,35.53,0.0,2.44,72.34,NC_002505,265919,265980,NC_002505,2236671,2236674
pcm,pcm,TfoR,TfoR,gene,srna,0.31641468682505397,-1.0,27,2,31.79,0.0,3.9,72.34,NC_002505,563511,563568,NC_002505,2236669,2236674
VC1649,Vcr066,Vcr090,Vcr090,srna,srna,-1.0,-1.0,27,2,2.11,0.0009474497,0.25,7.68,NC_002505,-1775260,-1775004,NC_002506,3217,3250
U5.VC2072 -> VC2072,VC2072,VqmR,VqmR,gene,srna,0.0,-1.0,26,"1,2",22.05,0.0,2.75,4.98,NC_002505,2227347,2227384,NC_002506,1031502,1031554
VC1151 -> U3.VC1151,VC1151,Vcr090,Vcr090,gene,srna,0.6398340248962655,-1.0,26,"1,2",32.05,0.0,0.9,9.03,NC_002505,-1222797,-1222714,NC_002506,3230,3253
IG.VCA0942|VCA0946 -> Vcr229,Vcr229,Vcr100,Vcr100,srna,srna,-1.0,-1.0,26,"1,2",2.64,0.0004508845,26.73,16.85,NC_002506,897524,897630,NC_002506,-587065,-587009
glmU,glmU,Qrr1,Qrr1,gene,srna,0.1739915713425647,-1.0,26,"1,2",12.55,2.0e-10,1.66,16.02,NC_002505,-2949082,-2948915,NC_002505,-1089997,-1089972
VC0269,VC0269,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.12074716477651767,-1.0,26,"1,2",422.32,0.0,0.93,23.4,NC_002505,274829,274850,NC_002505,21900,21906
VC2099,VC2099,TfoR,TfoR,gene,srna,0.03143893591293833,-1.0,26,"1,2",39.57,0.0,0.32,81.16,NC_002505,2259812,2259892,NC_002505,2236607,2236684
U5.secG,secG,Vcr230,Vcr230,gene,srna,0.0,-1.0,26,1,83.83,0.0,0.58,27.32,NC_002505,682498,682499,NC_002506,938021,938039
U3.VC2251,VC2251,fabZ,fabZ,gene,gene,0.511742892459827,0.03942181340341656,26,1,4064.94,0.0,0.76,0.6,NC_002505,-2405558,-2405506,NC_002505,-2404283,-2404248
MicX,MicX,VC0973 -> U5.VC0974,VC0973,srna,gene,-1.0,0.5928251121076233,26,1,2.0,0.0025280005,65.8,4.32,NC_002506,-893395,-893344,NC_002505,1039807,1039850
IG.VC2301|VC2296,IG.VC2301|VC2296,Qrr2,Qrr2,igr,srna,0.8877771768523526,-1.0,26,1,523.56,0.0,0.88,6.09,NC_002505,-2452162,-2452123,NC_002506,48512,48525
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.9210783356124242,0.1072808470068744,26,1,628.12,0.0,0.21,0.16,NC_002505,767642,767685,NC_002505,-2936891,-2936867
IG.VC2753|VC2745,IG.VC2753|VC2745,VqmR,VqmR,igr,srna,0.27246725876862865,-1.0,26,1,2.77,1.50632e-5,0.08,4.98,NC_002505,-2933595,-2933579,NC_002506,1031502,1031556
IG.VC0116|cyaA -> U5.cyaA,cyaA,Qrr4,Qrr4,gene,srna,0.0,-1.0,26,1,3.68,7.17e-8,12.79,12.74,NC_002505,115900,115989,NC_002506,-908265,-908212
VC0704,VC0704,TfoR,TfoR,gene,srna,0.0,-1.0,26,1,66.66,0.0,0.46,81.16,NC_002505,-754661,-754608,NC_002505,2236619,2236681
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.9206876343035749,0.3436058313341945,26,1,592.01,0.0,0.21,0.18,NC_002505,767641,767684,NC_002505,55627,55671
VC0265,VC0265,Spot42,Spot42,gene,srna,0.3439531859557867,-1.0,26,1,1.85,0.0206073675,0.78,130.25,NC_002505,-271299,-271214,NC_002505,106144,106149
VC1152,VC1152,TarB,TarB,gene,srna,0.0825910931174089,-1.0,26,1,796.43,0.0,0.62,8.8,NC_002505,-1224395,-1224367,NC_002505,-911250,-911243
VC2550 -> U3.VC2550,VC2550,Vcr043,Vcr043,gene,srna,0.47238542890716806,-1.0,26,"1,2",1.53,0.0191150631,0.35,83.06,NC_002505,2733915,2733997,NC_002505,1114630,1114718
VC0943,VC0943,Vcr229,Vcr229,gene,srna,0.6213438735177865,-1.0,26,"1,2",19.5,0.0,1.01,29.82,NC_002505,-1008873,-1008812,NC_002506,897554,897691
U5.VC1317,VC1318,TfoR,TfoR,gene,srna,0.6393289841565704,-1.0,26,"1,2",3.38,7.3e-8,0.22,81.16,NC_002505,-1401299,-1401235,NC_002505,2236665,2236674
U3.VC2544 -> U5.VC2545,VC2545,Vcr001,Vcr001,gene,srna,0.0,-1.0,26,1,4.22,5.0e-9,3.95,23.4,NC_002505,2725989,2726071,NC_002505,21901,21905
IG.VC2646|VC2647 -> VC2647,VC2647,Vcr220,Vcr220,gene,srna,0.0,-1.0,26,"1,2",2.01,0.0002434967,55.25,9.86,NC_002505,2821328,2821528,NC_002505,2653964,2653973
U5.VC2359 -> VC2359,VC2359,TfoR,TfoR,gene,srna,0.0,-1.0,26,1,12.86,0.0,0.33,81.16,NC_002505,-2515699,-2515548,NC_002505,2236613,2236674
IG.VC0440|djlA -> U5.djlA,IG.VC0440|djlA,TfoR,TfoR,igr,srna,0.9955817378497791,-1.0,26,"1,2",1.87,0.0037146998,2.47,81.16,NC_002505,477129,477297,NC_002505,2236616,2236674
U5.VC1048 -> VC1048,VC1048,Vcr064,Vcr064,gene,srna,0.0,-1.0,26,1,3.27,6.498e-7,6.52,12.86,NC_002505,1118422,1118660,NC_002505,-1595761,-1595740
U5.VC1001 -> U3.VC1000,VC1000,Vcr001,Vcr001,gene,srna,0.6745513866231647,-1.0,26,1,99.04,0.0,0.29,23.4,NC_002505,1071877,1071944,NC_002505,21903,21912
U5.VCA0213 -> VCA0213,VCA0213,U3.VCA0002 -> Vcr090,Vcr090,gene,srna,0.0,-1.0,26,1,2.09,0.0013441412,0.19,9.03,NC_002506,-232154,-232013,NC_002506,3201,3250
IG.fre|murB,IG.fre|murB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.6977014462809917,0.3260402422348115,26,1,288.53,0.0,0.21,0.18,NC_002505,329094,329133,NC_002505,764607,764628
VC0470,VC0470,TfoR,TfoR,gene,srna,0.39597989949748746,-1.0,26,1,5.82,1.0e-10,0.65,81.16,NC_002505,-498946,-498831,NC_002505,2236616,2236676
VC0647,VC0647,TfoR,TfoR,gene,srna,0.4746809386578839,-1.0,26,2,5.9,0.0,0.99,72.34,NC_002505,691504,691592,NC_002505,2236671,2236674
VC2062,VC2062,Vcr043,Vcr043,gene,srna,0.5596650383810189,-1.0,26,2,1.66,0.0270389143,1.48,128.21,NC_002505,-2216691,-2216601,NC_002505,1114705,1114717
VC0247,VC0247,Vcr043,Vcr043,gene,srna,0.5165919282511211,-1.0,26,2,1.64,0.0311581936,0.35,128.21,NC_002505,254363,254391,NC_002505,1114705,1114718
U5.VC1449,VC1449,VC0410,VC0410,gene,gene,0.0,0.21573604060913706,26,2,449.5,0.0,5.3,5.29,NC_002505,1549186,1549219,NC_002505,436340,436343
IG.VC0812|VC0808,IG.VC0812|VC0808,TfoR,TfoR,igr,srna,0.5809292438505922,-1.0,26,2,14.21,0.0,3.17,72.34,NC_002505,-864899,-864720,NC_002505,2236669,2236677
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.5490491243915901,0.3256495409259621,25,1,716.35,0.0,0.21,0.18,NC_002505,-2928098,-2928052,NC_002505,764604,764627
VC1048,VC1048,GcvB,GcvB,gene,srna,0.06367924528301887,-1.0,25,1,11.42,0.0,10.17,3.95,NC_002505,1118627,1118690,NC_002505,-954898,-954812
U5.VC1461,VC1462,Vcr096,Vcr096,gene,srna,0.5197657393850659,-1.0,25,1,26336.8,0.0,1.51,19.56,NC_002505,-1571263,-1571247,NC_002506,-243951,-243944
secY,secY,Qrr1,Qrr1,gene,srna,0.4718482252141983,-1.0,25,1,14.24,0.0,0.15,16.02,NC_002505,-2754675,-2754664,NC_002505,-1089995,-1089971
Vcr089,Vcr089,IG.VC0167|VC0170,IG.VC0167|VC0170,srna,igr,-1.0,0.5555555555555556,25,1,3.66,3.521e-7,61.63,0.03,NC_002505,-2812118,-2812117,NC_002505,167573,167582
U5.VC2097,VC2097,VC2098,VC2098,gene,gene,0.0,0.0,25,1,869821.51,0.0,3.16,0.24,NC_002505,2258475,2258499,NC_002505,2259513,2259523
Spot42,Spot42,IG.VC2753|VC2745,IG.VC2753|VC2745,srna,igr,-1.0,0.27291886195995785,25,1,15.65,0.0,30.54,0.06,NC_002505,106077,106097,NC_002505,-2933598,-2933557
VC0655,VC0654,Vcr064,Vcr064,gene,srna,0.5417170495767836,-1.0,25,1,51.27,0.0,1.88,12.86,NC_002505,700204,700276,NC_002505,-1595743,-1595732
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.5487982337297406,0.39575493000150536,25,1,690.94,0.0,0.21,0.21,NC_002505,-2928097,-2928063,NC_002505,-2931141,-2931120
VC0641,VC0641,Vcr064,Vcr064,gene,srna,0.1814569536423841,-1.0,25,1,3.6,1.983e-7,7.09,12.86,NC_002505,683622,683653,NC_002505,-1595754,-1595731
sdhC,sdhC,Vcr229,Vcr229,gene,srna,0.0,-1.0,25,"1,2",2.14,0.0006368945,1.14,29.82,NC_002505,-2252688,-2252606,NC_002506,897534,897691
IG.VC0440|djlA -> U5.djlA,IG.VC0440|djlA,djlA -> U3.djlA,djlA,igr,gene,0.9923416789396171,0.6117850953206239,25,1,407.8,0.0,2.47,2.27,NC_002505,477130,477249,NC_002505,478222,478275
VC0247,VC0247,Vcr017,Vcr017,gene,srna,0.4044843049327354,-1.0,25,1,2.1,0.0012664101,0.71,15.12,NC_002505,254212,254292,NC_002505,-350317,-350286
VC0237,VC0237,TarB,TarB,gene,srna,0.22815210140093395,-1.0,25,1,172.86,0.0,0.62,8.8,NC_002505,-242281,-242006,NC_002505,-911251,-911243
engA,engA,VqmR,VqmR,gene,srna,0.5028026905829597,-1.0,25,1,3.81,1.349e-7,0.28,4.98,NC_002505,816520,816632,NC_002506,1031501,1031553
IG.fre|murB,IG.fre|murB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.6977014462809917,0.1080335189924231,25,1,277.38,0.0,0.21,0.16,NC_002505,329094,329135,NC_002505,-2936891,-2936836
U5.cysB -> cysB,cysB,VrrA,VrrA,gene,srna,0.0,-1.0,25,1,9.33,0.0,0.21,44.64,NC_002505,-2058938,-2058720,NC_002505,1878746,1878795
rpsA,rpsA,VrrA,VrrA,gene,srna,0.21218274111675126,-1.0,25,1,1.87,0.0063613955,0.13,44.64,NC_002505,-2064999,-2064831,NC_002505,1878722,1878793
Vcr017,Vcr017,U5.VC0911 -> U3.VC0910,VC0910,srna,gene,-1.0,0.788594470046083,25,1,2.27,0.0004447596,12.49,1.17,NC_002505,-350324,-350301,NC_002505,971240,971374
VC1043,VC1043,VC1043,VC1043,gene,gene,0.0,0.6658259773013872,25,1,134.87,0.0,11.39,0.33,NC_002505,-1112790,-1112764,NC_002505,-1111676,-1111546
VC2528 -> VC2529,VC2529,Vcr090,Vcr090,gene,srna,0.0,-1.0,25,1,1.65,0.0291929952,0.57,9.03,NC_002505,2711841,2712099,NC_002506,3230,3256
VC2656,VC2656,Vcr090,Vcr090,gene,srna,0.27941176470588236,-1.0,25,1,1.24,0.3392335899,0.21,9.03,NC_002505,2827402,2827580,NC_002506,3206,3250
VC0405,VC0405,Vcr090,Vcr090,gene,srna,0.718302910705476,-1.0,25,1,1.19,0.4544351723,1.27,9.03,NC_002505,432893,433068,NC_002506,3211,3251
U5.VC1964,VC1964,Spot42,Spot42,gene,srna,0.0,-1.0,25,2,1.97,0.0089503762,0.31,109.49,NC_002505,-2115092,-2115085,NC_002505,106142,106153
U5.fadB,fadB,Spot42,Spot42,gene,srna,0.0,-1.0,25,2,5.09,1.013e-7,2.35,109.49,NC_002505,2942259,2942294,NC_002505,106126,106149
VC0059 -> U3.VC0059,VC0059,IG.VC2497|VC2489,IG.VC2497|VC2489,gene,igr,0.0,0.02223725374143908,25,2,9.3,0.0,0.1,0.1,NC_002505,53536,53692,NC_002505,-2681580,-2681434
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.016064936163016828,0.029880478087649404,25,2,36.08,0.0,0.1,0.08,NC_002505,-2681622,-2681539,NC_002505,401565,401598
VC2686 -> Vcr223,Vcr223,TfoR,TfoR,srna,srna,-1.0,-1.0,25,2,1.58,0.0447873275,0.38,72.34,NC_002505,-2855283,-2855155,NC_002505,2236631,2236674
U5.VC0637 -> VC0637,Vcr204,Vcr043,Vcr043,srna,srna,-1.0,-1.0,25,2,1.13,0.6037505773,0.35,30.37,NC_002505,678103,678246,NC_002505,1114627,1114697
VC0985,VC0985,TfoR,TfoR,gene,srna,0.4612596284549162,-1.0,25,2,4.2,3.87e-8,0.98,72.34,NC_002505,1049343,1049498,NC_002505,2236626,2236674
deoA -> U3.deoA,deoA,VqmR,VqmR,gene,srna,0.7199270959902795,-1.0,24,"1,2",3.18,0.0020184325,1.55,4.98,NC_002505,-2505694,-2505603,NC_002506,1031501,1031553
U3.murD,murD,Vcr017,Vcr017,gene,srna,0.7662178702570379,-1.0,24,"1,2",6.49,3.29782e-5,4.23,17.15,NC_002505,-2572182,-2572139,NC_002505,-350292,-350286
Vcr090,Vcr090,U5.VC2064,VC2065,srna,gene,-1.0,0.39739884393063585,24,"1,2",5.48,1.556e-6,7.67,0.95,NC_002506,3202,3223,NC_002505,-2220757,-2220712
VC2599,VC2599,Vcr043,Vcr043,gene,srna,0.7819168173598553,-1.0,24,"1,2",3.5,6.69331e-5,0.67,38.81,NC_002505,-2766194,-2766104,NC_002505,1114616,1114699
tppB,tppB,GcvB,GcvB,gene,srna,0.0,-1.0,24,"1,2",22.03,0.0,1.59,11.67,NC_002505,-1053869,-1053806,NC_002505,-954796,-954728
U5.VC0186 -> U3.VC0187,VC0187,VrrA,VrrA,gene,srna,0.6935908691834943,-1.0,24,"1,2",11.19,0.0,0.67,44.64,NC_002505,-190825,-190802,NC_002505,1878730,1878789
VC0265,VC0265,Vcr090,Vcr090,gene,srna,0.47919375812743825,-1.0,24,"1,2",16.52,0.0,1.6,9.03,NC_002505,-271065,-271032,NC_002506,3211,3251
IG.VC1892|VC1890 -> U5.VC1890,VC1890,Spot42,Spot42,gene,srna,0.0,-1.0,24,"1,2",2.11,0.0140664911,2.87,130.25,NC_002505,-2039685,-2039601,NC_002505,106101,106153
VC0468,VC0468,Vcr082,Vcr082,gene,srna,0.14251592356687898,-1.0,24,"1,2",19.4,0.0,0.5,226.84,NC_002505,-497556,-497505,NC_002505,-2433451,-2433394
VCA0892 -> U5.VCA0891,VCA0892,Vcr229,Vcr229,gene,srna,0.30945558739255014,-1.0,24,"1,2",1.28,0.1679868118,4.53,35.63,NC_002506,-845171,-845001,NC_002506,897616,897691
ftsA,ftsA,Vcr090,Vcr090,gene,srna,0.44430217669654287,-1.0,24,"1,2",2.21,0.0135055715,0.32,9.03,NC_002505,-2566775,-2566609,NC_002506,3214,3256
IG.VC1041|fadI -> Vcr043,Vcr043,U5.VC1866,VC1866,srna,gene,-1.0,0.0,24,"1,2",2.92,8.302e-6,13.21,1.34,NC_002505,1114589,1114598,NC_002505,2006863,2006898
U5.VC0434 -> VC0434,VC0434,Vcr043,Vcr043,gene,srna,0.0,-1.0,24,1,1.96,0.0046253251,0.46,38.81,NC_002505,-466191,-466101,NC_002505,1114608,1114696
U3.VC2571 -> rplQ,rplQ,Vcr001,Vcr001,gene,srna,0.0,-1.0,24,1,1.81,0.0102647596,2.33,23.4,NC_002505,-2751388,-2751334,NC_002505,21904,21905
glpK,glpK,Vcr076,Vcr076,gene,srna,0.28123280132085854,-1.0,24,1,2.59,0.000234518,3.39,94.09,NC_002506,-688999,-688902,NC_002505,-2266064,-2266027
IG.VCA0291|VCA0278 -> U5.VCA0278,VCA0278,Vcr214,Vcr214,gene,srna,0.0,-1.0,24,1,4.82,1.7e-9,0.85,11.63,NC_002506,-297783,-297738,NC_002505,2376102,2376108
IG.VC2075|VC2082 -> TfoR,TfoR,VCA0543,VCA0543,srna,gene,-1.0,0.24261083743842365,24,1,16.23,0.0,14.62,7.94,NC_002505,2236577,2236592,NC_002506,479675,479699
VC0678,VC0678,Qrr2,Qrr2,gene,srna,0.0,-1.0,24,"1,2",280.58,0.0,0.51,6.09,NC_002505,725200,725297,NC_002506,48512,48528
tuf,tuf,VqmR,VqmR,gene,srna,0.44878706199460916,-1.0,24,1,3.91,1.078e-7,0.08,4.98,NC_002505,336113,336171,NC_002506,1031502,1031553
VC2732,VC2733,Vcr090,Vcr090,gene,srna,0.8235040895393887,-1.0,24,1,5.82,1.0e-10,1.49,9.03,NC_002505,-2905163,-2905110,NC_002506,3242,3258
IG.VC0319|tuf,IG.VC0319|tuf,GcvB,GcvB,igr,srna,0.6184305255579554,-1.0,24,1,5.61,1.0e-10,3.24,11.67,NC_002505,334601,334691,NC_002505,-954764,-954724
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.45167836306755726,0.32447743699941395,24,1,555.66,0.0,0.08,0.18,NC_002505,-2676449,-2676406,NC_002505,764603,764617
rpsJ -> U3.rpsJ,rpsJ,TfoR,TfoR,gene,srna,0.265139116202946,-1.0,24,1,3.85,1.619e-7,0.1,81.16,NC_002505,-2764490,-2764448,NC_002505,2236669,2236674
miaA,miaA,Vcr017,Vcr017,gene,srna,0.048115477145148355,-1.0,24,1,108.88,0.0,0.41,17.15,NC_002505,369200,369281,NC_002505,-350293,-350284
VC0517,VC0517,TfoR,TfoR,gene,srna,0.6761598530087276,-1.0,24,1,11.87,0.0,0.15,81.16,NC_002505,-550699,-550624,NC_002505,2236649,2236674
VC0247,VC0247,Qrr3,Qrr3,gene,srna,0.13632286995515694,-1.0,24,1,9.34,0.0,0.43,49.32,NC_002505,253913,253993,NC_002506,772279,772330
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.4517629153631521,0.37277101613359753,24,1,217.66,0.0,0.08,0.13,NC_002505,-2676448,-2676406,NC_002505,152808,152910
IG.VC0386|metH,IG.VC0386|metH,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.7123505976095618,0.3158820082047275,24,1,235.43,0.0,0.25,0.16,NC_002505,406700,406742,NC_002505,764512,764620
VC0589,VC0589,TfoR,TfoR,gene,srna,0.0,-1.0,24,"1,2",23.77,0.0,0.55,81.16,NC_002505,616936,617042,NC_002505,2236627,2236674
VC0908,VC0908,Vcr090,Vcr090,gene,srna,0.0,-1.0,24,1,11.23,0.0,0.35,9.03,NC_002505,967981,968018,NC_002506,3224,3251
VC0355,VC0355,Vcr043,Vcr043,gene,srna,0.39921722113502933,-1.0,24,"1,2",1.1,0.7649538884,0.22,83.06,NC_002505,377101,377157,NC_002505,1114625,1114714
IG.VC1189|VC1198,IG.VC1189|VC1198,TfoR,TfoR,igr,srna,0.0808326105810928,-1.0,24,"1,2",2.36,0.0006936906,1.31,81.16,NC_002505,1264707,1264992,NC_002505,2236619,2236683
ihfB,ihfB,Vcr090,Vcr090,gene,srna,0.0,-1.0,24,1,1.86,0.0086111526,0.38,9.03,NC_002505,-2063475,-2063310,NC_002506,3215,3261
def -> U3.def,def,Vcr090,Vcr090,gene,srna,0.4276885043263288,-1.0,24,"1,2",5.79,2.5e-9,0.13,9.03,NC_002505,-44372,-44252,NC_002506,3242,3253
U5.VC1920 -> VC1920,VC1920,U3.VCA0002 -> Vcr090,Vcr090,gene,srna,0.0,-1.0,24,1,5.79,2.0e-10,1.71,9.03,NC_002505,-2071728,-2071628,NC_002506,3201,3250
VC2367,VC2367,Vcr001,Vcr001,gene,srna,0.21815519765739386,-1.0,24,1,43.09,0.0,0.67,23.4,NC_002505,-2524015,-2523858,NC_002505,21902,21905
secA,secA,TfoR,TfoR,gene,srna,0.26735303885752243,-1.0,24,"1,2",1.35,0.1247056115,0.14,81.16,NC_002505,-2562287,-2562006,NC_002505,2236610,2236679
smpB,smpB,Vcr076,Vcr076,gene,srna,0.0,-1.0,24,2,2.12,0.0024236017,0.41,78.42,NC_002505,-915186,-915142,NC_002505,-2266046,-2266027
U5.VC0713 -> VC0713,VC0713,IG.VC0386|metH,IG.VC0386|metH,gene,igr,0.0,0.03572377158034529,24,2,11.89,0.0,0.09,0.1,NC_002505,762512,762628,NC_002505,401565,401686
VCA0919,VCA0919,TarB,TarB,gene,srna,0.1760797342192691,-1.0,23,"1,2",172.38,0.0,0.36,8.8,NC_002506,871562,871594,NC_002505,-911251,-911238
Vcr090,Vcr090,VCA0441,VCA0441,srna,gene,-1.0,0.51586655817738,23,"1,2",13.8,0.0,7.67,6.71,NC_002506,3201,3220,NC_002506,397724,397782
U5.VC1274,VC1273,GcvB,GcvB,gene,srna,0.7009873060648801,-1.0,23,"1,2",8.51,0.0,1.45,11.67,NC_002505,1348744,1348787,NC_002505,-954794,-954719
VC0395,VC0395,Qrr2,Qrr2,gene,srna,0.0,-1.0,23,"1,2",122.89,0.0,2.26,6.05,NC_002505,-421499,-421444,NC_002506,48456,48482
