name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.3207657745653448,0.38508349844324935,20,"1,2",2.49,0.0021139738,0.43,0.43,NC_002505,764501,764677,NC_002505,152808,152983
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.10873601284560189,0.31314741035856575,20,1,5.37,6.8e-9,0.44,0.41,NC_002505,-2936899,-2936802,NC_002505,403647,403783
U5.VC0713 -> VC0713,VC0713,IG.fre|murB,IG.fre|murB,gene,igr,0.0,0.04145144628099173,20,"1,2",2.19,0.0071753592,0.34,0.24,NC_002505,762516,762774,NC_002505,323919,324146
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.28195092578654224,0.3678057102714637,20,1,14.92,0.0,0.28,0.75,NC_002505,-2933497,-2933300,NC_002505,-2931697,-2931677
alaS,alaS,U3.recX -> alaS,alaS,gene,gene,0.47779319916724494,0.0,20,1,523.9,0.0,0.86,0.76,NC_002505,578003,578099,NC_002505,576490,576584
VCA0059,VCA0059,IG.VC2185|flgA,IG.VC2185|flgA,gene,igr,0.0,0.03891802373723434,20,1,27.2,0.0,1.86,0.46,NC_002506,-66753,-66614,NC_002505,2331482,2331484
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.10512318731496814,0.7146082337317398,20,1,17.62,0.0,0.43,0.41,NC_002505,-2936996,-2936847,NC_002505,406717,406760
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.10401926840283005,0.3209611252197695,20,"1,2",2.69,0.0006457896,0.38,0.44,NC_002505,-2937046,-2936841,NC_002505,764523,764672
valS,valS,valS -> U3.valS,valS,gene,gene,0.37266687757038913,0.8566909205947485,20,1,228.02,0.0,1.41,1.58,NC_002505,2689909,2690142,NC_002505,2691522,2691591
VC0162,Vcr008,IG.VC0158|VC0162,IG.VC0158|VC0162,srna,igr,-1.0,0.9332012454005095,20,1,22.88,0.0,1.06,2.23,NC_002505,158817,158899,NC_002505,156725,156913
asnC,asnC,asnC -> U3.asnC,asnC,gene,gene,0.0,0.6876470588235294,20,1,58.33,0.0,2.05,4.63,NC_002505,-1377370,-1377125,NC_002505,-1376195,-1375956
rpsD,rpsD,U5.rplQ -> rplQ,rplQ,gene,gene,0.28695652173913044,0.0,20,1,1.72,0.0320556675,0.59,0.69,NC_002505,-2752892,-2752604,NC_002505,-2751498,-2751309
VC0059,VC0059,U5.VC1840,VC1841,gene,gene,0.0,0.34035656401944897,20,2,55.3,0.0,0.36,3.19,NC_002505,53546,53594,NC_002505,-1981235,-1981214
VC0911,VC0911,VC0911 -> U3.VC0911,VC0911,gene,gene,0.0482897384305835,0.7112676056338029,20,2,63.81,0.0,2.55,1.8,NC_002505,971506,971595,NC_002505,972738,972998
CsrD,CsrD,Vcr211,Vcr211,srna,srna,-1.0,-1.0,20,2,3.36,9.5029e-6,0.51,4.88,NC_002506,-784062,-783932,NC_002505,1861502,1861538
VC2030,VC2030,VC2030,VC2030,gene,gene,0.8108733371891267,0.36205899363794103,20,2,13.32,0.0,1.73,1.88,NC_002505,2184230,2184565,NC_002505,2182526,2183165
VC0567,VC0567,VC0566 -> U3.VC0566,VC0566,gene,gene,0.26322930800542743,0.7365269461077845,19,"1,2",557.42,0.0,0.93,1.41,NC_002505,-601254,-601205,NC_002505,-599652,-599605
VC0059,VC0059,rplL,rplL,gene,gene,0.0,0.19548872180451127,19,1,2.6,0.0004492505,0.43,1.09,NC_002505,53582,53597,NC_002505,340000,340095
IG.VC2753|VC2745,IG.VC2753|VC2745,U5.VC1840,VC1841,igr,gene,0.27974308796226605,0.34359805510534847,19,1,12.91,0.0,0.32,4.03,NC_002505,-2933477,-2933407,NC_002505,-1981235,-1981209
IG.fre|murB,IG.fre|murB,rplL -> U3.rplL,rplL,igr,gene,0.2605888429752066,0.3218045112781955,19,1,2.28,0.0021478561,1.29,1.8,NC_002505,325714,325744,NC_002505,340103,340162
U5.VC2143,VC2143,U5.VC2142,VC2142,gene,gene,0.0,0.0,19,1,83.44,0.0,1.04,4.58,NC_002505,-2298826,-2298811,NC_002505,-2297462,-2297456
VC0247,VC0247,VC0245,VC0245,gene,gene,0.14618834080717488,0.322294500295683,19,"1,2",48.01,0.0,1.55,0.85,NC_002505,253926,254096,NC_002505,252210,252288
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.3949019017512168,0.38536654401358617,19,"1,2",3.19,1.6952e-6,0.48,0.43,NC_002505,-2931271,-2931100,NC_002505,152901,152997
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.10376837774098048,0.19294833854739157,19,1,10.34,0.0,0.36,0.42,NC_002505,-2937091,-2936807,NC_002505,-2679569,-2679406
VC0566,VC0566,VC0566 -> U3.VC0566,VC0566,gene,gene,0.0407185628742515,0.7245508982035929,19,1,221.46,0.0,3.0,1.41,NC_002505,-600863,-600718,NC_002505,-599691,-599605
VC2237 -> U3.VC2237,VC2237,VC2237,VC2237,gene,gene,0.7544783983140148,0.14857744994731295,19,1,69.54,0.0,20.8,2.45,NC_002505,2392508,2392596,NC_002505,2391310,2391494
IG.VC0386|metH,IG.VC0386|metH,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.034528552456839307,0.2729048642312952,19,1,7.36,1.0e-10,0.27,0.59,NC_002505,401536,401698,NC_002505,764314,764378
IG.VC0386|metH,IG.VC0386|metH,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.299867197875166,0.3845174073025757,19,1,2.83,0.0001543946,0.43,0.43,NC_002505,403556,403674,NC_002505,152906,152977
VCA0770 -> U3.VCA0770,VCA0770,VCA0768,VCA0768,gene,gene,0.0,0.26913265306122447,19,1,48.82,0.0,1.44,2.93,NC_002506,-713389,-713307,NC_002506,-712291,-712000
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.38168695159920746,0.7150066401062417,19,1,18.91,0.0,0.43,0.41,NC_002505,152850,152993,NC_002505,406706,406776
IG.fre|murB,IG.fre|murB,U5.VC0713,VC0713,igr,gene,0.015237603305785124,0.0,19,2,23.73,0.0,0.32,0.3,NC_002505,323810,323848,NC_002505,762570,762571
VC2656,VC2656,VC2656,VC2656,gene,gene,0.7101518026565465,0.11337760910815939,19,2,3.8,2.9432e-6,1.52,1.57,NC_002505,2828318,2828480,NC_002505,2826807,2827475
U3.VC2206,VC2206,VC2207,VC2207,gene,gene,0.43419267299864317,0.0,18,"1,2",2721.5,0.0,4.81,2.56,NC_002505,-2350898,-2350841,NC_002505,-2351979,-2351912
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.9716741551084196,0.7424966799468792,18,"1,2",262.68,0.0,1.68,2.64,NC_002505,767901,767945,NC_002505,406938,406954
Vcr076,Vcr076,U5.VC0088,VC0087,srna,gene,-1.0,0.38516405135520687,18,"1,2",33.65,0.0,1.81,2.04,NC_002505,-2266068,-2266017,NC_002505,85428,85453
IG.VC0880|VC0884 -> CsrC,CsrC,IG.VC0341|VC0343,IG.VC0341|VC0343,srna,igr,-1.0,0.10010391409767926,18,"1,2",16.15,0.0,1.04,0.31,NC_002505,943846,943896,NC_002505,362102,362196
VC0487,VC0487,U3.VC2653,VC2653,gene,gene,0.674953095684803,0.4816753926701571,18,"1,2",24.21,0.0,6.0,1.59,NC_002505,518923,519069,NC_002505,-2824227,-2824215
U3.VC0257,VC0257,U3.dcuC,dcuC,gene,gene,0.6800341296928327,0.7421083978558666,18,"1,2",3.4,8.7175e-6,1.35,8.93,NC_002505,263551,263676,NC_002506,602105,602113
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.31607735885915217,0.8105009906594962,18,1,14.98,0.0,0.43,0.28,NC_002505,764502,764632,NC_002505,155931,155974
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.3716388338522502,0.30066401062417,18,"1,2",4.55,4.435e-7,0.5,0.4,NC_002505,152743,152898,NC_002505,403520,403699
VC2030,VC2030,VC2030,VC2030,gene,gene,0.6550028918449972,0.2854251012145749,18,1,29.55,0.0,1.63,2.11,NC_002505,2183720,2183998,NC_002505,2182528,2182634
VC0440,VC0440,VC0438,VC0438,gene,gene,0.2521957340025094,0.3558597091531223,18,1,205.37,0.0,12.39,4.78,NC_002505,470114,470199,NC_002505,468942,469090
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.3341945008304115,0.8102179450891593,18,1,12.87,0.0,0.43,0.28,NC_002505,55540,55657,NC_002505,155922,155977
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.18787520081170203,0.3186169173666732,18,1,5.22,6.07e-8,0.42,0.42,NC_002505,-2679595,-2679501,NC_002505,764507,764654
IG.fre|murB,IG.fre|murB,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.2977789256198347,0.19649953496237424,18,"1,2",4.08,1.54598e-5,0.41,0.52,NC_002505,325931,326099,NC_002505,-2679491,-2679401
U5.VC0767 -> VC0767,VC0767,VC0767,VC0767,gene,gene,0.0,0.5223289994347089,18,"1,2",54.58,0.0,1.07,2.49,NC_002505,819965,820092,NC_002505,820987,821193
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.31236569642508305,0.39354709217722916,18,"1,2",2.24,0.0019713271,0.45,0.39,NC_002505,764501,764659,NC_002505,-2931237,-2931055
mukB,mukB,mukB,mukB,gene,gene,0.4523560209424084,0.8590575916230366,18,1,30.47,0.0,4.84,10.28,NC_002505,-1851487,-1851202,NC_002505,-1849476,-1849329
VC0486,VC0486,VC0487,VC0487,gene,gene,0.2698706099815157,0.37382739212007504,18,1,9.6,0.0,2.43,3.97,NC_002505,516908,517097,NC_002505,518211,518494
VC1097,VC1097,VC1097,VC1097,gene,gene,0.5364157119476268,0.04541734860883797,18,1,12.64,0.0,1.74,1.24,NC_002505,-1166199,-1166101,NC_002505,-1167517,-1167182
tig,tig,U5.tig,tig,gene,gene,0.655840099937539,0.0,18,2,349.49,0.0,0.83,0.88,NC_002505,-2074078,-2074005,NC_002505,-2075292,-2075252
VC0456,VC0456,VC0455 -> U3.VC0455,VC0455,gene,gene,0.3148558758314856,0.6969491525423729,18,2,372.78,0.0,3.4,4.75,NC_002505,-487897,-487717,NC_002505,-486479,-486455
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.fre|murB,IG.fre|murB,igr,igr,0.9722602070716937,0.7271435950413223,17,"1,2",254.0,0.0,1.68,1.58,NC_002505,767904,767947,NC_002505,329335,329349
U5.secG,secG,Vcr043,Vcr043,gene,srna,0.0,-1.0,17,"1,2",2.8,0.0032566745,0.89,3.21,NC_002505,682497,682498,NC_002505,1114618,1114697
GcvB,GcvB,VC2023,VC2023,srna,gene,-1.0,0.0664,17,1,54.87,0.0,1.2,1.23,NC_002505,-954891,-954824,NC_002505,-2177075,-2177030
VC2293,VC2293,IG.VC1470|VC1476,IG.VC1470|VC1476,gene,igr,0.01863932898415657,0.3116687578419072,17,1,359.8,0.0,0.79,0.23,NC_002505,-2448043,-2448000,NC_002505,1579386,1579397
VC0633,VC0633,VC0350 -> U5.VC0351,VC0350,gene,gene,0.5014792899408284,0.65,17,1,2.0,0.0135081207,0.93,4.94,NC_002505,-675086,-675017,NC_002505,373934,373969
IG.VC0386|metH,IG.VC0386|metH,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.3042496679946879,0.10893672537508153,17,"1,2",2.91,7.20278e-5,0.5,0.45,NC_002505,403523,403695,NC_002505,-2936898,-2936800
VC0767,VC0767,VC0767,VC0767,gene,gene,0.5765969474279253,0.0,17,1,39.64,0.0,1.95,1.43,NC_002505,821102,821263,NC_002505,820026,820189
Vcr043,Vcr043,U3.VC1865 -> U5.VC1866,VC1866,srna,gene,-1.0,0.0,17,1,3.43,3.76393e-5,3.01,0.44,NC_002505,1114590,1114666,NC_002505,2006801,2006898
VC0633,VC0633,U5.VC2392,secA,gene,gene,0.41272189349112426,0.8631683825971438,17,1,4.08,4.1266e-6,1.1,6.27,NC_002505,-675241,-675102,NC_002505,-2560354,-2560351
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.3182262160578238,0.921859738230123,17,1,21.52,0.0,0.43,0.39,NC_002505,764527,764630,NC_002505,767646,767691
VC0242,VC0242,VC0241,VC0241,gene,gene,0.4807806031933767,0.6046658259773013,17,1,76.79,0.0,1.91,0.94,NC_002505,248808,248977,NC_002505,247701,247797
pheT,pheT,pheT,pheT,gene,gene,0.78377372534425,0.32899144026795685,17,1,253.26,0.0,2.24,1.6,NC_002505,1299636,1299776,NC_002505,1298406,1298562
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.19193371100025367,0.10662853128606553,17,"1,2",2.74,7.26817e-5,0.41,0.43,NC_002505,-2679598,-2679401,NC_002505,-2936978,-2936807
U5.tuf -> tuf,tuf,tuf -> U3.tuf,tuf,gene,gene,0.0,0.7088948787061995,17,1,1.84,0.0285744464,0.75,1.02,NC_002505,335300,335489,NC_002505,336504,336552
acpP,acpP,U5.recX,recA,gene,gene,0.0,0.7016129032258065,17,1,11.59,0.0,0.73,5.94,NC_002505,-2174328,-2174128,NC_002505,575800,575806
VC0767,VC0767,VC0767,VC0767,gene,gene,0.0,0.5754663651780667,17,"1,2",30.63,0.0,1.16,2.45,NC_002505,820017,820178,NC_002505,821106,821253
VC0633,VC0633,U5.VC0351,VC0350,gene,gene,0.4985207100591716,0.6546875,17,2,2.18,0.0058843191,1.04,3.01,NC_002505,-675093,-675020,NC_002505,373955,373962
VC0647,VC0647,VC0647 -> U5.VC0648,VC0647,gene,gene,0.24578015644298065,0.8027995059695348,17,2,10.77,0.0,2.56,1.76,NC_002505,690912,691071,NC_002505,692303,692387
Vcr229 -> U5.VCA0946,Vcr229,VCA0946 -> U3.VCA0946,VCA0946,srna,gene,-1.0,0.6629134412385644,17,2,76.89,0.0,1.97,2.74,NC_002506,897601,897857,NC_002506,898913,898996
VCA0804,VCA0804,VCA0804,VCA0804,gene,gene,0.18114360541248364,0.7778262767350502,17,2,8.02,3.0e-10,1.14,2.86,NC_002506,-747997,-747837,NC_002506,-746593,-746507
cyaA,cyaA,cyaA,cyaA,gene,gene,0.6714941716707877,0.2606852702225362,17,2,12.52,0.0,2.87,1.37,NC_002505,118015,118193,NC_002505,116900,116982
IG.fre|murB,IG.fre|murB,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.029829545454545456,0.3409283894707048,16,"1,2",10.45,7.171e-7,0.27,0.78,NC_002505,323910,323988,NC_002505,152602,152660
Qrr2,Qrr2,U5.VC0884 -> VC0884,CsrC,srna,srna,-1.0,-1.0,16,"1,2",432.52,0.0,0.21,4.65,NC_002506,48448,48494,NC_002505,944317,944394
VC2237,VC2237,U3.VC2237,VC2237,gene,gene,0.12539515279241306,0.7855637513171759,16,"1,2",189.28,0.0,4.29,25.55,NC_002505,2391319,2391396,NC_002505,2392601,2392621
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.37206340220775547,0.32779839812463374,16,"1,2",6.37,5.395e-7,0.5,0.46,NC_002505,152805,152897,NC_002505,764607,764658
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.fre|murB,IG.fre|murB,igr,igr,0.3944502985598876,0.303202479338843,16,"1,2",7.8,5.48e-8,0.48,0.43,NC_002505,-2931190,-2931102,NC_002505,326013,326095
VC2063,VC2063,VqmR,VqmR,gene,srna,0.13097478359051562,-1.0,16,"1,2",3.09,0.002333955,2.5,1.32,NC_002505,-2219566,-2219405,NC_002506,1031506,1031553
U5.VC0713,VC0713,U5.VC1840,VC1841,gene,gene,0.0,0.34359805510534847,16,1,28.61,0.0,0.38,4.03,NC_002505,762544,762599,NC_002505,-1981234,-1981210
VC1318,VC1318,Vcr090,Vcr090,gene,srna,0.0,-1.0,16,1,26.77,0.0,0.75,0.26,NC_002505,-1402092,-1402080,NC_002506,3228,3250
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.3946008329569973,0.3293612033600313,16,1,10.84,0.0,0.48,0.46,NC_002505,-2931191,-2931115,NC_002505,764605,764665
IG.fre|murB,IG.fre|murB,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.2958419421487603,0.31978902129322134,16,"1,2",6.22,1.2046e-6,0.41,0.42,NC_002505,325926,326097,NC_002505,764506,764665
U5.VC1865 -> VC1865,VC1865,VqmR,VqmR,gene,srna,0.0,-1.0,16,"1,2",3.25,1.57617e-5,1.27,1.32,NC_002505,2005120,2005293,NC_002506,1031504,1031553
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.31373315100605587,0.3434212954419635,16,"1,2",2.23,0.0016163023,0.45,0.45,NC_002505,764513,764662,NC_002505,55601,55753
IG.fre|murB,IG.fre|murB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.297004132231405,0.10592603743288675,16,"1,2",5.03,7.38e-8,0.41,0.42,NC_002505,325956,326099,NC_002505,-2936992,-2936820
VC2030,VC2030,VC2030,VC2030,gene,gene,0.8577212261422787,0.43782533256217465,16,1,61.26,0.0,1.6,1.56,NC_002505,2184526,2184593,NC_002505,2183022,2183194
engA,engA,U5.engA -> engA,engA,gene,gene,0.6507847533632287,0.0,16,1,79.72,0.0,2.0,1.3,NC_002505,816701,816978,NC_002505,815528,815599
VC2342,VC2342,VC2699 -> U3.VC2699,VC2699,gene,gene,0.0,0.7087741132545116,16,1,5.73,1.005e-7,1.01,5.41,NC_002505,-2497463,-2497323,NC_002505,2867803,2867849
VC2077,VC2077,pfkA -> U3.pfkA,pfkA,gene,gene,0.2628105590062112,0.6640926640926641,16,1,8.11,1.0e-9,4.52,8.02,NC_002505,-2235275,-2235106,NC_002505,-2856798,-2856739
engA,engA,U5.engA -> engA,engA,gene,gene,0.5723094170403588,0.0,16,1,110.79,0.0,1.34,1.3,NC_002505,816619,816782,NC_002505,815512,815599
VC0329,VC0329,VC0329,VC0329,gene,gene,0.49500554938956715,0.7400665926748058,16,1,22.44,0.0,1.69,1.38,NC_002505,346803,346966,NC_002505,347903,348074
mukB,mukB,mukB,mukB,gene,gene,0.743455497382199,0.4649214659685864,16,1,31.61,0.0,7.16,5.15,NC_002505,-1849993,-1849916,NC_002505,-1851345,-1851222
VC1054,VC1054,recR -> U3.recR,recR,gene,gene,0.6976450798990749,0.46674057649667405,16,"1,2",140.76,0.0,1.88,2.83,NC_002505,1124300,1124698,NC_002505,1125711,1125797
nusA,nusA,U5.infB -> U3.nusA,nusA,gene,gene,0.17235590374930052,0.7627308337996642,16,1,13.32,0.0,1.23,0.96,NC_002505,684223,684343,NC_002505,685313,685363
VCA0805,VCA0805,U3.VCA0805,VCA0805,gene,gene,0.3043664383561644,0.8159246575342466,16,1,250.79,0.0,2.77,3.16,NC_002506,749560,749754,NC_002506,750851,750854
rpmC -> rpsQ,rpsQ,rplV -> U3.rplV,rplV,gene,gene,0.0,0.2610759493670886,16,1,1.95,0.0204761062,0.77,0.65,NC_002505,-2760185,-2759908,NC_002505,-2761484,-2761401
mukB,mukB,mukB,mukB,gene,gene,0.2852356020942408,0.5524607329842932,16,1,115.31,0.0,4.14,4.74,NC_002505,-1852185,-1852100,NC_002505,-1850984,-1850749
VC1097,VC1097,U3.VC1097,VC1097,gene,gene,0.2917348608837971,0.8281505728314239,16,1,33.31,0.0,1.3,3.14,NC_002505,-1166868,-1166627,NC_002505,-1165465,-1165409
Vcr016,Vcr016,VC0548 -> U3.VC0548,VC0548,srna,gene,-1.0,0.0,16,1,155.6,0.0,14.22,1.5,NC_002505,215908,215922,NC_002505,580676,580793
VC0348,VC0348,VC0349,VC0349,gene,gene,0.6073001887979862,0.4801613987895091,16,1,25.3,0.0,1.11,2.65,NC_002505,371431,371690,NC_002505,372514,372773
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.022490910628223556,0.08028501179186111,16,1,9.14,2.0e-10,0.27,0.29,NC_002505,-2681585,-2681423,NC_002505,-2937430,-2937404
VC1956 -> U3.VC1956,VC1956,VC1957,VC1957,gene,gene,0.6490952006294256,0.006578947368421052,16,1,124.01,0.0,11.64,1.45,NC_002505,-2109677,-2109600,NC_002505,-2110862,-2110722
nusA,nusA,infB,infB,gene,gene,0.22439843312814772,0.15720961281708945,16,"1,2",2.77,0.0002097284,1.48,1.48,NC_002505,684267,684787,NC_002505,685809,685994
VqmR,VqmR,U5.rplL -> rplL,rplL,srna,gene,-1.0,0.0,16,1,1.42,0.214944653,0.7,0.94,NC_002506,1031501,1031536,NC_002505,339738,339884
U3.lamB,lamB,VC0633,VC0633,gene,gene,0.7380645161290322,0.0,16,2,137.3,0.0,6.15,0.62,NC_002506,-975672,-975658,NC_002505,-675878,-675833
U3.VCA0053,VCA0053,TarB,TarB,gene,srna,0.6554455445544555,-1.0,16,2,50.73,0.0,2.29,1.88,NC_002506,-61234,-61203,NC_002505,-911250,-911245
Vcr017,Vcr017,VC2033,VC2033,srna,gene,-1.0,0.6611930294906166,16,2,5.11,4.52e-7,1.53,1.69,NC_002505,-350331,-350323,NC_002505,-2188254,-2188104
VC0478,VC0478,U3.pgk,pgk,gene,gene,0.5893895348837209,0.7327469553450608,16,2,10.72,0.0,1.05,1.37,NC_002505,510337,510394,NC_002505,509274,509335
VCA0205,VCA0205,VCA0205 -> U3.VCA0205,VCA0205,gene,gene,0.03501228501228501,0.6928746928746928,16,2,78.42,0.0,2.47,7.07,NC_002506,-223564,-223302,NC_002506,-222452,-222272
cyaA,cyaA,cyaA,cyaA,gene,gene,0.05616389968209114,0.45849523136700815,16,2,4.94,6.955e-7,1.21,2.85,NC_002505,116328,116395,NC_002505,117407,117595
VC0647 -> U5.VC0648,VC0647,VC0647,VC0647,gene,gene,0.7818032111980239,0.3466447097571017,16,2,11.26,0.0,1.7,2.68,NC_002505,692205,692382,NC_002505,691200,691274
VC0706 -> U3.VC0706,Vcr034,U3.VC0945,VC0945,srna,gene,-1.0,0.29411764705882354,15,"1,2",501.91,0.0,0.63,0.59,NC_002505,-756251,-756213,NC_002505,-1010594,-1010561
U5.VCA0935,VCA0935,VC0706 -> U3.VC0706,Vcr034,gene,srna,0.0,-1.0,15,"1,2",21.56,0.0,0.78,0.54,NC_002506,886705,886760,NC_002505,-756263,-756212
IG.fre|murB,IG.fre|murB,U3.dcuC,dcuC,igr,gene,0.26020144628099173,0.7421083978558666,15,1,3.98,2.14041e-5,1.29,8.93,NC_002505,325708,325744,NC_002506,602105,602116
U5.VC0713,VC0713,VC2033,VC2033,gene,gene,0.0,0.23357908847184986,15,1,2.2,0.0091580683,0.38,1.74,NC_002505,762536,762566,NC_002505,-2189494,-2189416
Vcr065,Vcr065,IG.VC0059|ccrB,IG.VC0059|ccrB,srna,igr,-1.0,0.9848680568370548,15,1,482.77,0.0,2.26,4.58,NC_002505,1617159,1617199,NC_002505,59124,59125
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.3744692895556185,0.2608259320588088,15,1,52.49,0.0,0.5,0.22,NC_002505,152843,152899,NC_002505,-2933836,-2933802
IG.fre|murB,IG.fre|murB,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.30087809917355374,0.7146082337317398,15,1,51.11,0.0,0.44,0.41,NC_002505,326000,326082,NC_002505,406712,406764
VC0428 -> U3.VC0428,VC0428,VC0998 -> U5.truA,VC0998,gene,gene,0.3880597014925373,0.9122942884801549,15,1,7.22,1.35e-8,3.29,12.47,NC_002505,-456898,-456821,NC_002505,1069819,1069860
IG.VC2497|VC2489,IG.VC2497|VC2489,U5.VC1840,VC1841,igr,gene,0.01707956371015473,0.34521880064829824,15,1,13.7,0.0,0.29,4.03,NC_002505,-2681586,-2681551,NC_002505,-1981233,-1981209
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.4506637355204194,0.25967183501430074,15,1,332.5,0.0,0.18,0.22,NC_002505,-2676479,-2676401,NC_002505,-2933884,-2933800
Vcr012,Vcr012,VqmR,VqmR,srna,srna,-1.0,-1.0,15,"1,2",11.02,0.0,0.31,1.32,NC_002505,-178726,-178701,NC_002506,1031502,1031554
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.fre|murB,IG.fre|murB,igr,igr,0.3182262160578238,0.30229855371900827,15,"1,2",3.36,0.0113433836,0.43,0.43,NC_002505,764500,764657,NC_002505,326005,326098
infB,infB,infB,infB,gene,gene,0.7373164218958611,0.17456608811749,15,1,14.46,0.0,1.05,1.29,NC_002505,687604,687787,NC_002505,685922,686098
VC0059 -> U3.VC0059,VC0059,IG.VC0713|VC0714,IG.VC0713|VC0714,gene,igr,0.0,0.2725141629224458,15,1,4.91,1.789e-6,0.3,0.59,NC_002505,53543,53655,NC_002505,764312,764376
infB,infB,infB,infB,gene,gene,0.7913885180240321,0.17790387182910547,15,1,15.97,0.0,0.77,1.29,NC_002505,687718,687998,NC_002505,685941,686098
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.10452104972652917,0.5498017963771389,15,1,14.0,0.0,0.43,0.39,NC_002505,-2936997,-2936871,NC_002505,-2928077,-2928043
infB,infB,U5.infB -> U3.nusA,nusA,gene,gene,0.5537383177570093,0.7694459988808058,15,1,24.32,0.0,1.11,0.96,NC_002505,687019,687273,NC_002505,685313,685387
VC2356,VC2356,VC2356,VC2356,gene,gene,0.7127167630057804,0.009248554913294798,15,"1,2",125.37,0.0,4.78,1.6,NC_002505,-2511892,-2511807,NC_002505,-2513187,-2512911
VC0108,VC0108,VC0108 -> U3.VC0108,Spot42,gene,srna,0.24871134020618557,-1.0,15,1,436.38,0.0,3.5,4.56,NC_002505,103949,104090,NC_002505,105821,105928
VCA0061 -> U3.VCA0061,VCA0061,VCA0061,VCA0061,gene,gene,0.6936067551266586,0.06031363088057901,15,1,177.75,0.0,7.28,11.34,NC_002506,68537,68671,NC_002506,67515,67592
infB,infB,infB -> U5.rbfA,infB,gene,gene,0.1438584779706275,0.8568090787716955,15,1,12.4,0.0,1.48,0.52,NC_002505,685841,685994,NC_002505,688009,688098
U3.rplF,rplF,rplE,rplE,gene,gene,0.5402160864345739,0.24076281287246723,15,1,2.55,0.0023439411,0.47,0.9,NC_002505,-2757094,-2757004,NC_002505,-2758665,-2758526
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.1061267499623664,0.2608259320588088,15,1,17.17,0.0,0.43,0.22,NC_002505,-2936996,-2936808,NC_002505,-2933837,-2933801
